region_bld,year,value
C-WEU-FIN,2100,0.26314267514083756
C-WEU-FRA,2010,0.6072765318586331
C-WEU-FRA,2015,0.6168962324705125
C-WEU-FRA,2020,0.6276717973080587
C-WEU-FRA,2025,0.6382065011083108
C-WEU-FRA,2030,0.6484705123410915
C-WEU-FRA,2035,0.6584336570363728
C-WEU-FRA,2040,0.6680653872631512
C-WEU-FRA,2045,0.67733476443499
C-WEU-FRA,2050,0.686210455885989
C-WEU-FRA,2055,0.6946607434794516
C-WEU-FRA,2060,0.7026535432925227
C-WEU-FRA,2065,0.7101564356720109
C-WEU-FRA,2070,0.7171367051868613
C-WEU-FRA,2075,0.72356139021783
C-WEU-FRA,2080,0.7293973421308478
C-WEU-FRA,2085,0.7346112941830009
C-WEU-FRA,2090,0.7391699405146105
C-WEU-FRA,2095,0.7430400257932562
C-WEU-FRA,2100,0.7461884463018215
C-WEU-GRC,2010,0.40571009446348744
C-WEU-GRC,2015,0.3914486305279962
C-WEU-GRC,2020,0.37622480487384413
C-WEU-GRC,2025,0.3635512558205604
C-WEU-GRC,2030,0.3530668018650233
C-WEU-GRC,2035,0.34442296273229417
C-WEU-GRC,2040,0.3372824465935413
C-WEU-GRC,2045,0.3313172833706646
C-WEU-GRC,2050,0.3262068631454007
C-WEU-GRC,2055,0.32163611695804223
C-WEU-GRC,2060,0.3172940362556939
C-WEU-GRC,2065,0.3128726822278525
C-WEU-GRC,2070,0.3080668012060957
C-WEU-GRC,2075,0.3025741488289529
C-WEU-GRC,2080,0.29609664422677917
C-WEU-GRC,2085,0.2883425386330587
C-WEU-GRC,2090,0.2790299112612113
C-WEU-GRC,2095,0.26789203854474547
C-WEU-GRC,2100,0.25468560038417504
C-WEU-IRL,2010,0.4400183154386717
C-WEU-IRL,2015,0.4587420871780039
C-WEU-IRL,2020,0.476960560235358
C-WEU-IRL,2025,0.49485756042466067
C-WEU-IRL,2030,0.5123205619029404
C-WEU-IRL,2035,0.5292374345442057
C-WEU-IRL,2040,0.5454963707505367
C-WEU-IRL,2045,0.5609858254109711
C-WEU-IRL,2050,0.5755944668996769
C-WEU-IRL,2055,0.5892111372593446
C-WEU-IRL,2060,0.6017248199846854
C-WEU-IRL,2065,0.6130246140786451
C-WEU-IRL,2070,0.6229997132885775
C-WEU-IRL,2075,0.6315393896375094
C-WEU-IRL,2080,0.638532980547941
C-WEU-IRL,2085,0.6438698790162148
C-WEU-IRL,2090,0.6474395264400686
C-WEU-IRL,2095,0.6491314078377095
C-WEU-IRL,2100,0.6488350493326931
C-WEU-ITA,2010,0.5759385195482212
C-WEU-ITA,2015,0.569395271340434
C-WEU-ITA,2020,0.5588331333566486
C-WEU-ITA,2025,0.5476987687787722
C-WEU-ITA,2030,0.5361025408096265
C-WEU-ITA,2035,0.524150783054225
