region_bld,region_nuts,urt,mat,arch,year,value
C-EEU-BGR,C-EEU-BGR-BG312,urb,perm,sfh,2080,64.65335416942554
C-EEU-BGR,C-EEU-BGR-BG312,urb,perm,sfh,2085,65.74039586371498
C-EEU-BGR,C-EEU-BGR-BG312,urb,perm,sfh,2090,66.69935093152513
C-EEU-BGR,C-EEU-BGR-BG312,urb,perm,sfh,2095,67.5427220314203
C-EEU-BGR,C-EEU-BGR-BG312,urb,perm,sfh,2100,68.28266831938818
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2015,31.156475412550225
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2020,33.60910039793711
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2025,36.039153410146554
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2030,38.41476102693917
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2035,40.707126368268106
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2040,42.891813332188036
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2045,44.94958144619453
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2050,46.866738597584344
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2055,48.635048282994276
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2060,50.251278846991035
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2065,51.71650770782925
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2070,53.03529598201487
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2075,54.2148336930744
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2080,55.26413159852654
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2085,56.19330868297756
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2090,57.01300040823509
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2095,57.73389372994467
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,mfh,2100,58.36638201274438
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2015,29.297520924954128
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2020,31.603809785393658
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2025,33.88887341712732
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2030,36.122740154926966
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2035,38.27833127001519
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2040,40.33266863743951
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2045,42.26765979437696
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2050,44.070429564338
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2055,45.733232862662064
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2060,47.25303084019245
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2065,48.630836673421804
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2070,49.870939301769205
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2075,50.980099757630505
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2080,51.96679119896863
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2085,52.840528825297135
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2090,53.611313553092415
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2095,54.28919469882701
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,mfh,2100,54.883945498138594
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2015,34.41615181859671
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2020,37.125377192025525
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2025,39.809669057515116
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2030,42.433819306257604
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2035,44.96601822785698
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2040,47.379273162230014
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2045,49.65233064956433
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2050,51.77006608410989
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2055,53.72338121144974
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2060,55.508706267274775
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2065,57.127231404919925
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2070,58.58399494873212
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2075,59.88693915309911
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2080,61.04601749647269
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2085,62.07240765691521
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2090,62.97785779363894
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2095,63.77417296305863
C-EEU-BGR,C-EEU-BGR-BG313,rur,perm,sfh,2100,64.47283390967517
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2015,33.81725335233835
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2020,36.4793336887551
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2025,39.116914395862544
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2030,41.695400047972186
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2035,44.183534494378634
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2040,46.554794755197946
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2045,48.78829725594932
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2050,50.869180556498975
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2055,52.7885047427638
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2060,54.542762160003186
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2065,56.133122272633244
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2070,57.564535693831814
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2075,58.84480649142121
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2080,59.98371494774115
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2085,60.992244202939524
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2090,61.88193798873258
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2095,62.66439594936222
C-EEU-BGR,C-EEU-BGR-BG313,urb,perm,sfh,2100,63.35089903623678
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2015,34.016888829198805
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2020,36.69468438735793
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2025,39.34783568482756
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2030,41.94154306450378
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2035,44.44436586263338
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2040,46.829624547841675
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2045,49.07631221849625
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2050,51.16947971653298
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2055,53.100134361761405
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2060,54.86474780695504
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2065,56.46449638597402
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2070,57.90435996226778
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2075,59.19218866097858
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2080,60.337820499170995
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2085,61.35230346509972
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2090,62.247249440955116
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2095,63.034326530311276
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,mfh,2100,63.72488229173422
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2015,31.987267464593987
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2020,34.50529207215243
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2025,37.00014280539739
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2030,39.43909636072688
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2035,41.79258796567356
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2040,44.03552991979437
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2045,46.14816872760092
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2050,48.1164471685154
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2055,49.93190909721387
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2060,51.591236673903346
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2065,53.09553609277488
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2070,54.44949005215947
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2075,55.660480301254815
