year,region_bld,clim,arch,urt,value
2035,C-WEU-FRA,Zone_3A Warm Humid,sfh,urb,0.183
2035,C-WEU-FRA,Zone_3C Warm Marine,mfh,urb,0.337
2035,C-WEU-FRA,Zone_3C Warm Marine,sfh,urb,0.322
2035,C-WEU-FRA,Zone_4A Mixed Humid,mfh,rur,0.263
2035,C-WEU-FRA,Zone_4A Mixed Humid,mfh,urb,0.147
2035,C-WEU-FRA,Zone_4A Mixed Humid,sfh,rur,0.2
2035,C-WEU-FRA,Zone_4A Mixed Humid,sfh,urb,0.104
2035,C-WEU-FRA,Zone_4C Mixed Marine,mfh,rur,0.411
2035,C-WEU-FRA,Zone_4C Mixed Marine,sfh,rur,0.366
2035,C-WEU-FRA,Zone_5A Cool Humid,mfh,rur,0.274
2035,C-WEU-FRA,Zone_5A Cool Humid,mfh,urb,0.227
2035,C-WEU-FRA,Zone_5A Cool Humid,sfh,rur,0.246
2035,C-WEU-FRA,Zone_5A Cool Humid,sfh,urb,0.126
2035,C-WEU-FRA,Zone_7A Very cold Humid,mfh,urb,0.516
2035,C-WEU-FRA,Zone_7A Very cold Humid,sfh,urb,0.263
2035,C-WEU-GRC,Zone_3A Warm Humid,mfh,rur,0.453
2035,C-WEU-GRC,Zone_3A Warm Humid,mfh,urb,0.234
2035,C-WEU-GRC,Zone_3A Warm Humid,sfh,rur,0.518
2035,C-WEU-GRC,Zone_3A Warm Humid,sfh,urb,0.422
2035,C-WEU-GRC,Zone_4A Mixed Humid,mfh,rur,0.337
2035,C-WEU-GRC,Zone_4A Mixed Humid,mfh,urb,0.262
2035,C-WEU-GRC,Zone_4A Mixed Humid,sfh,rur,0.443
2035,C-WEU-GRC,Zone_4A Mixed Humid,sfh,urb,0.402
2035,C-WEU-GRC,Zone_4C Mixed Marine,mfh,urb,0.22
2035,C-WEU-GRC,Zone_4C Mixed Marine,sfh,urb,0.327
2035,C-WEU-GRC,Zone_5A Cool Humid,mfh,rur,0.343
2035,C-WEU-GRC,Zone_5A Cool Humid,mfh,urb,0.313
2035,C-WEU-GRC,Zone_5A Cool Humid,sfh,rur,0.401
2035,C-WEU-GRC,Zone_5A Cool Humid,sfh,urb,0.375
2035,C-WEU-GRC,Zone_5C Cool Marine,mfh,urb,0.376
2035,C-WEU-GRC,Zone_5C Cool Marine,sfh,urb,0.401
2035,C-WEU-IRL,Zone_4A Mixed Humid,mfh,rur,0.208
2035,C-WEU-IRL,Zone_4A Mixed Humid,sfh,rur,0.148
2035,C-WEU-IRL,Zone_5A Cool Humid,mfh,rur,0.267
2035,C-WEU-IRL,Zone_5A Cool Humid,mfh,urb,0.134
2035,C-WEU-IRL,Zone_5A Cool Humid,sfh,rur,0.154
2035,C-WEU-IRL,Zone_5A Cool Humid,sfh,urb,0.068
2035,C-WEU-ITA,Zone_3A Warm Humid,mfh,rur,0.337
2035,C-WEU-ITA,Zone_3A Warm Humid,mfh,urb,0.269
2035,C-WEU-ITA,Zone_3A Warm Humid,sfh,rur,0.357
2035,C-WEU-ITA,Zone_3A Warm Humid,sfh,urb,0.367
2035,C-WEU-ITA,Zone_4A Mixed Humid,mfh,rur,0.344
2035,C-WEU-ITA,Zone_4A Mixed Humid,mfh,urb,0.205
2035,C-WEU-ITA,Zone_4A Mixed Humid,sfh,rur,0.34
2035,C-WEU-ITA,Zone_4A Mixed Humid,sfh,urb,0.241
2035,C-WEU-ITA,Zone_4C Mixed Marine,mfh,rur,0.461
2035,C-WEU-ITA,Zone_4C Mixed Marine,mfh,urb,0.322
2035,C-WEU-ITA,Zone_4C Mixed Marine,sfh,rur,0.511
2035,C-WEU-ITA,Zone_4C Mixed Marine,sfh,urb,0.402
2035,C-WEU-ITA,Zone_5A Cool Humid,mfh,urb,0.239
2035,C-WEU-ITA,Zone_5A Cool Humid,sfh,urb,0.256
2035,C-WEU-ITA,Zone_5C Cool Marine,mfh,urb,0.308
2035,C-WEU-ITA,Zone_5C Cool Marine,sfh,urb,0.341
2035,C-WEU-ITA,Zone_6A Cold Humid,mfh,urb,0.561
2035,C-WEU-ITA,Zone_6A Cold Humid,sfh,urb,0.554
2035,C-WEU-ITA,Zone_7A Very cold Humid,mfh,rur,0.502
2035,C-WEU-ITA,Zone_7A Very cold Humid,mfh,urb,0.374
2035,C-WEU-ITA,Zone_7A Very cold Humid,sfh,rur,0.415
2035,C-WEU-ITA,Zone_7A Very cold Humid,sfh,urb,0.437
2035,C-WEU-LUX,Zone_5A Cool Humid,mfh,urb,0.104
2035,C-WEU-LUX,Zone_5A Cool Humid,sfh,urb,0.002
2035,C-WEU-MLT,Zone_3A Warm Humid,mfh,urb,0.0
2035,C-WEU-MLT,Zone_3A Warm Humid,sfh,urb,0.0
2035,C-WEU-NLD,Zone_4A Mixed Humid,mfh,rur,0.14
2035,C-WEU-NLD,Zone_4A Mixed Humid,mfh,urb,0.064
2035,C-WEU-NLD,Zone_4A Mixed Humid,sfh,rur,0.1
2035,C-WEU-NLD,Zone_4A Mixed Humid,sfh,urb,0.027
2035,C-WEU-NLD,Zone_5A Cool Humid,mfh,urb,0.067
2035,C-WEU-NLD,Zone_5A Cool Humid,sfh,urb,0.028
2035,C-WEU-PRT,Zone_3A Warm Humid,mfh,rur,0.308
2035,C-WEU-PRT,Zone_3A Warm Humid,mfh,urb,0.24
2035,C-WEU-PRT,Zone_3A Warm Humid,sfh,rur,0.43
2035,C-WEU-PRT,Zone_3A Warm Humid,sfh,urb,0.346
2035,C-WEU-PRT,Zone_3C Warm Marine,mfh,rur,0.342
2035,C-WEU-PRT,Zone_3C Warm Marine,mfh,urb,0.19
2035,C-WEU-PRT,Zone_3C Warm Marine,sfh,rur,0.437
2035,C-WEU-PRT,Zone_3C Warm Marine,sfh,urb,0.251
2035,C-WEU-PRT,Zone_4A Mixed Humid,mfh,rur,0.379
2035,C-WEU-PRT,Zone_4A Mixed Humid,sfh,rur,0.51
2035,C-WEU-PRT,Zone_4C Mixed Marine,mfh,rur,0.33
2035,C-WEU-PRT,Zone_4C Mixed Marine,mfh,urb,0.198
2035,C-WEU-PRT,Zone_4C Mixed Marine,sfh,rur,0.516
2035,C-WEU-PRT,Zone_4C Mixed Marine,sfh,urb,0.267
2035,C-WEU-SWE,Zone_5A Cool Humid,mfh,rur,0.153
2035,C-WEU-SWE,Zone_5A Cool Humid,mfh,urb,0.088
2035,C-WEU-SWE,Zone_5A Cool Humid,sfh,rur,0.447
2035,C-WEU-SWE,Zone_5A Cool Humid,sfh,urb,0.178
2035,C-WEU-SWE,Zone_6A Cold Humid,mfh,rur,0.135
2035,C-WEU-SWE,Zone_6A Cold Humid,mfh,urb,0.089
2035,C-WEU-SWE,Zone_6A Cold Humid,sfh,rur,0.35
2035,C-WEU-SWE,Zone_6A Cold Humid,sfh,urb,0.223
2035,C-WEU-SWE,Zone_7A Very cold Humid,mfh,rur,0.155
2035,C-WEU-SWE,Zone_7A Very cold Humid,mfh,urb,0.126
2035,C-WEU-SWE,Zone_7A Very cold Humid,sfh,rur,0.464
2035,C-WEU-SWE,Zone_7A Very cold Humid,sfh,urb,0.35
2035,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,mfh,urb,0.159
2035,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,sfh,urb,0.342
2040,C-EEU-BGR,Zone_4A Mixed Humid,mfh,rur,0.325
2040,C-EEU-BGR,Zone_4A Mixed Humid,mfh,urb,0.329
2040,C-EEU-BGR,Zone_4A Mixed Humid,sfh,rur,0.479
2040,C-EEU-BGR,Zone_4A Mixed Humid,sfh,urb,0.467
2040,C-EEU-BGR,Zone_5A Cool Humid,mfh,rur,0.407
2040,C-EEU-BGR,Zone_5A Cool Humid,mfh,urb,0.29
2040,C-EEU-BGR,Zone_5A Cool Humid,sfh,rur,0.559
2040,C-EEU-BGR,Zone_5A Cool Humid,sfh,urb,0.557
2040,C-EEU-CZE,Zone_5A Cool Humid,mfh,rur,0.165
2040,C-EEU-CZE,Zone_5A Cool Humid,mfh,urb,0.135
2040,C-EEU-CZE,Zone_5A Cool Humid,sfh,rur,0.262
2040,C-EEU-CZE,Zone_5A Cool Humid,sfh,urb,0.187
2040,C-EEU-EST,Zone_6A Cold Humid,mfh,rur,0.292
2040,C-EEU-EST,Zone_6A Cold Humid,mfh,urb,0.223
2040,C-EEU-EST,Zone_6A Cold Humid,sfh,rur,0.282
2040,C-EEU-EST,Zone_6A Cold Humid,sfh,urb,0.236
2040,C-EEU-HRV,Zone_3A Warm Humid,mfh,rur,0.547
2040,C-EEU-HRV,Zone_3A Warm Humid,sfh,rur,0.585
2040,C-EEU-HRV,Zone_4A Mixed Humid,mfh,rur,0.337
2040,C-EEU-HRV,Zone_4A Mixed Humid,mfh,urb,0.333
2040,C-EEU-HRV,Zone_4A Mixed Humid,sfh,rur,0.397
2040,C-EEU-HRV,Zone_4A Mixed Humid,sfh,urb,0.384
2040,C-EEU-HRV,Zone_4C Mixed Marine,mfh,rur,0.635
2040,C-EEU-HRV,Zone_4C Mixed Marine,sfh,rur,0.59
2040,C-EEU-HRV,Zone_5A Cool Humid,mfh,rur,0.701
2040,C-EEU-HRV,Zone_5A Cool Humid,sfh,rur,0.632
2040,C-EEU-HUN,Zone_4A Mixed Humid,mfh,rur,0.23
2040,C-EEU-HUN,Zone_4A Mixed Humid,mfh,urb,0.17
2040,C-EEU-HUN,Zone_4A Mixed Humid,sfh,rur,0.131
2040,C-EEU-HUN,Zone_4A Mixed Humid,sfh,urb,0.082
2040,C-EEU-HUN,Zone_5A Cool Humid,mfh,rur,0.15
2040,C-EEU-HUN,Zone_5A Cool Humid,mfh,urb,0.122
2040,C-EEU-HUN,Zone_5A Cool Humid,sfh,rur,0.097
2040,C-EEU-HUN,Zone_5A Cool Humid,sfh,urb,0.101
2040,C-EEU-LTU,Zone_5A Cool Humid,mfh,rur,0.187
2040,C-EEU-LTU,Zone_5A Cool Humid,mfh,urb,0.166
2040,C-EEU-LTU,Zone_5A Cool Humid,sfh,rur,0.131
2040,C-EEU-LTU,Zone_5A Cool Humid,sfh,urb,0.098
2040,C-EEU-LTU,Zone_6A Cold Humid,mfh,rur,0.143
2040,C-EEU-LTU,Zone_6A Cold Humid,mfh,urb,0.143
2040,C-EEU-LTU,Zone_6A Cold Humid,sfh,rur,0.12
2040,C-EEU-LTU,Zone_6A Cold Humid,sfh,urb,0.186
2040,C-EEU-LVA,Zone_6A Cold Humid,mfh,rur,0.232
2040,C-EEU-LVA,Zone_6A Cold Humid,mfh,urb,0.193
2040,C-EEU-LVA,Zone_6A Cold Humid,sfh,rur,0.307
2040,C-EEU-LVA,Zone_6A Cold Humid,sfh,urb,0.345
2040,C-EEU-POL,Zone_5A Cool Humid,mfh,rur,0.19
2040,C-EEU-POL,Zone_5A Cool Humid,mfh,urb,0.207
2040,C-EEU-POL,Zone_5A Cool Humid,sfh,rur,0.15
2040,C-EEU-POL,Zone_5A Cool Humid,sfh,urb,0.132
2040,C-EEU-POL,Zone_6A Cold Humid,mfh,rur,0.378
2040,C-EEU-POL,Zone_6A Cold Humid,mfh,urb,0.264
2040,C-EEU-POL,Zone_6A Cold Humid,sfh,rur,0.175
2040,C-EEU-POL,Zone_6A Cold Humid,sfh,urb,0.164
2040,C-EEU-ROU,Zone_4A Mixed Humid,mfh,rur,0.295
2040,C-EEU-ROU,Zone_4A Mixed Humid,mfh,urb,0.233
2040,C-EEU-ROU,Zone_4A Mixed Humid,sfh,rur,0.277
2040,C-EEU-ROU,Zone_4A Mixed Humid,sfh,urb,0.256
2040,C-EEU-ROU,Zone_5A Cool Humid,mfh,rur,0.257
2040,C-EEU-ROU,Zone_5A Cool Humid,mfh,urb,0.232
2040,C-EEU-ROU,Zone_5A Cool Humid,sfh,rur,0.269
2040,C-EEU-ROU,Zone_5A Cool Humid,sfh,urb,0.264
2040,C-EEU-ROU,Zone_6A Cold Humid,mfh,rur,0.246
2040,C-EEU-ROU,Zone_6A Cold Humid,sfh,rur,0.234
2040,C-EEU-SVK,Zone_5A Cool Humid,mfh,rur,0.191
2040,C-EEU-SVK,Zone_5A Cool Humid,mfh,urb,0.206
2040,C-EEU-SVK,Zone_5A Cool Humid,sfh,rur,0.228
2040,C-EEU-SVK,Zone_5A Cool Humid,sfh,urb,0.231
2040,C-EEU-SVK,Zone_6A Cold Humid,mfh,rur,0.168
2040,C-EEU-SVK,Zone_6A Cold Humid,mfh,urb,0.19
2040,C-EEU-SVK,Zone_6A Cold Humid,sfh,rur,0.198
2040,C-EEU-SVK,Zone_6A Cold Humid,sfh,urb,0.232
2040,C-EEU-SVN,Zone_4A Mixed Humid,mfh,rur,0.193
2040,C-EEU-SVN,Zone_4A Mixed Humid,mfh,urb,0.264
2040,C-EEU-SVN,Zone_4A Mixed Humid,sfh,rur,0.196
2040,C-EEU-SVN,Zone_4A Mixed Humid,sfh,urb,0.249
2040,C-EEU-SVN,Zone_5A Cool Humid,mfh,rur,0.169
2040,C-EEU-SVN,Zone_5A Cool Humid,mfh,urb,0.185
2040,C-EEU-SVN,Zone_5A Cool Humid,sfh,rur,0.214
2040,C-EEU-SVN,Zone_5A Cool Humid,sfh,urb,0.147
2040,C-EEU-SVN,Zone_7A Very cold Humid,mfh,rur,0.213
2040,C-EEU-SVN,Zone_7A Very cold Humid,sfh,rur,0.225
2040,C-WEU-AUT,Zone_4A Mixed Humid,mfh,rur,0.21
2040,C-WEU-AUT,Zone_4A Mixed Humid,mfh,urb,0.134
2040,C-WEU-AUT,Zone_4A Mixed Humid,sfh,rur,0.174
2040,C-WEU-AUT,Zone_4A Mixed Humid,sfh,urb,0.214
2040,C-WEU-AUT,Zone_5A Cool Humid,mfh,rur,0.224
2040,C-WEU-AUT,Zone_5A Cool Humid,mfh,urb,0.178
2040,C-WEU-AUT,Zone_5A Cool Humid,sfh,rur,0.166
2040,C-WEU-AUT,Zone_5A Cool Humid,sfh,urb,0.167
2040,C-WEU-AUT,Zone_6A Cold Humid,mfh,rur,0.242
2040,C-WEU-AUT,Zone_6A Cold Humid,mfh,urb,0.208
2040,C-WEU-AUT,Zone_6A Cold Humid,sfh,rur,0.163
2040,C-WEU-AUT,Zone_6A Cold Humid,sfh,urb,0.139
2040,C-WEU-AUT,Zone_7A Very cold Humid,mfh,rur,0.296
2040,C-WEU-AUT,Zone_7A Very cold Humid,mfh,urb,0.18
2040,C-WEU-AUT,Zone_7A Very cold Humid,sfh,rur,0.192
2040,C-WEU-AUT,Zone_7A Very cold Humid,sfh,urb,0.127
2040,C-WEU-BEL,Zone_4A Mixed Humid,mfh,rur,0.161
2040,C-WEU-BEL,Zone_4A Mixed Humid,mfh,urb,0.24
2040,C-WEU-BEL,Zone_4A Mixed Humid,sfh,rur,0.092
2040,C-WEU-BEL,Zone_4A Mixed Humid,sfh,urb,0.082
2040,C-WEU-BEL,Zone_5A Cool Humid,mfh,rur,0.195
2040,C-WEU-BEL,Zone_5A Cool Humid,mfh,urb,0.191
2040,C-WEU-BEL,Zone_5A Cool Humid,sfh,rur,0.173
2040,C-WEU-BEL,Zone_5A Cool Humid,sfh,urb,0.092
2040,C-WEU-CYP,Zone_3A Warm Humid,mfh,urb,0.283
2040,C-WEU-CYP,Zone_3A Warm Humid,sfh,urb,0.279
2040,C-WEU-DEU,Zone_4A Mixed Humid,mfh,rur,0.098
2040,C-WEU-DEU,Zone_4A Mixed Humid,mfh,urb,0.07
2040,C-WEU-DEU,Zone_4A Mixed Humid,sfh,rur,0.054
2040,C-WEU-DEU,Zone_4A Mixed Humid,sfh,urb,0.037
2040,C-WEU-DEU,Zone_5A Cool Humid,mfh,rur,0.139
2040,C-WEU-DEU,Zone_5A Cool Humid,mfh,urb,0.087
2040,C-WEU-DEU,Zone_5A Cool Humid,sfh,rur,0.067
2040,C-WEU-DEU,Zone_5A Cool Humid,sfh,urb,0.044
2040,C-WEU-DEU,Zone_6A Cold Humid,mfh,rur,0.142
2040,C-WEU-DEU,Zone_6A Cold Humid,mfh,urb,0.118
2040,C-WEU-DEU,Zone_6A Cold Humid,sfh,rur,0.075
2040,C-WEU-DEU,Zone_6A Cold Humid,sfh,urb,0.062
2040,C-WEU-DNK,Zone_5A Cool Humid,mfh,rur,0.391
2040,C-WEU-DNK,Zone_5A Cool Humid,mfh,urb,0.168
2040,C-WEU-DNK,Zone_5A Cool Humid,sfh,rur,0.066
2040,C-WEU-DNK,Zone_5A Cool Humid,sfh,urb,0.048
2040,C-WEU-ESP,Zone_2B Hot Dry,mfh,urb,0.293
2040,C-WEU-ESP,Zone_2B Hot Dry,sfh,urb,0.245
2040,C-WEU-ESP,Zone_3A Warm Humid,mfh,rur,0.377
2040,C-WEU-ESP,Zone_3A Warm Humid,mfh,urb,0.241
2040,C-WEU-ESP,Zone_3A Warm Humid,sfh,rur,0.357
2040,C-WEU-ESP,Zone_3A Warm Humid,sfh,urb,0.372
2040,C-WEU-ESP,Zone_3B Warm Dry,mfh,rur,0.354
2040,C-WEU-ESP,Zone_3B Warm Dry,mfh,urb,0.279
2040,C-WEU-ESP,Zone_3B Warm Dry,sfh,rur,0.423
2040,C-WEU-ESP,Zone_3B Warm Dry,sfh,urb,0.384
2040,C-WEU-ESP,Zone_3C Warm Marine,mfh,urb,0.295
2040,C-WEU-ESP,Zone_3C Warm Marine,sfh,urb,0.321
2040,C-WEU-ESP,Zone_4A Mixed Humid,mfh,rur,0.385
2040,C-WEU-ESP,Zone_4A Mixed Humid,mfh,urb,0.255
2040,C-WEU-ESP,Zone_4A Mixed Humid,sfh,rur,0.635
2040,C-WEU-ESP,Zone_4A Mixed Humid,sfh,urb,0.488
2040,C-WEU-ESP,Zone_4C Mixed Marine,mfh,rur,0.412
2040,C-WEU-ESP,Zone_4C Mixed Marine,mfh,urb,0.28
2040,C-WEU-ESP,Zone_4C Mixed Marine,sfh,rur,0.608
2040,C-WEU-ESP,Zone_4C Mixed Marine,sfh,urb,0.483
2040,C-WEU-FIN,Zone_6A Cold Humid,mfh,rur,0.192
2040,C-WEU-FIN,Zone_6A Cold Humid,mfh,urb,0.101
2040,C-WEU-FIN,Zone_6A Cold Humid,sfh,rur,0.087
2040,C-WEU-FIN,Zone_6A Cold Humid,sfh,urb,0.071
2040,C-WEU-FIN,Zone_7A Very cold Humid,mfh,rur,0.193
2040,C-WEU-FIN,Zone_7A Very cold Humid,mfh,urb,0.134
2040,C-WEU-FIN,Zone_7A Very cold Humid,sfh,rur,0.109
2040,C-WEU-FIN,Zone_7A Very cold Humid,sfh,urb,0.084
2040,C-WEU-FRA,Zone_0A Extremely hot Humid,mfh,urb,0.256
2040,C-WEU-FRA,Zone_0A Extremely hot Humid,sfh,urb,0.256
2040,C-WEU-FRA,Zone_1A Very hot Humid,mfh,urb,0.24
2040,C-WEU-FRA,Zone_1A Very hot Humid,sfh,urb,0.21
2040,C-WEU-FRA,Zone_2A Hot Humid,mfh,urb,0.139
2040,C-WEU-FRA,Zone_2A Hot Humid,sfh,urb,0.111
2040,C-WEU-FRA,Zone_3A Warm Humid,mfh,rur,0.335
2040,C-WEU-FRA,Zone_3A Warm Humid,mfh,urb,0.244
2040,C-WEU-FRA,Zone_3A Warm Humid,sfh,rur,0.207
2040,C-WEU-FRA,Zone_3A Warm Humid,sfh,urb,0.183
2040,C-WEU-FRA,Zone_3C Warm Marine,mfh,urb,0.337
2040,C-WEU-FRA,Zone_3C Warm Marine,sfh,urb,0.322
2040,C-WEU-FRA,Zone_4A Mixed Humid,mfh,rur,0.263
2040,C-WEU-FRA,Zone_4A Mixed Humid,mfh,urb,0.147
2040,C-WEU-FRA,Zone_4A Mixed Humid,sfh,rur,0.2
2040,C-WEU-FRA,Zone_4A Mixed Humid,sfh,urb,0.104
2040,C-WEU-FRA,Zone_4C Mixed Marine,mfh,rur,0.411
2040,C-WEU-FRA,Zone_4C Mixed Marine,sfh,rur,0.366
2040,C-WEU-FRA,Zone_5A Cool Humid,mfh,rur,0.274
2040,C-WEU-FRA,Zone_5A Cool Humid,mfh,urb,0.227
2040,C-WEU-FRA,Zone_5A Cool Humid,sfh,rur,0.246
2040,C-WEU-FRA,Zone_5A Cool Humid,sfh,urb,0.126
2040,C-WEU-FRA,Zone_7A Very cold Humid,mfh,urb,0.516
2040,C-WEU-FRA,Zone_7A Very cold Humid,sfh,urb,0.263
2040,C-WEU-GRC,Zone_3A Warm Humid,mfh,rur,0.453
2040,C-WEU-GRC,Zone_3A Warm Humid,mfh,urb,0.234
2040,C-WEU-GRC,Zone_3A Warm Humid,sfh,rur,0.518
2040,C-WEU-GRC,Zone_3A Warm Humid,sfh,urb,0.422
2040,C-WEU-GRC,Zone_4A Mixed Humid,mfh,rur,0.337
2040,C-WEU-GRC,Zone_4A Mixed Humid,mfh,urb,0.262
2040,C-WEU-GRC,Zone_4A Mixed Humid,sfh,rur,0.443
2040,C-WEU-GRC,Zone_4A Mixed Humid,sfh,urb,0.402
2040,C-WEU-GRC,Zone_4C Mixed Marine,mfh,urb,0.22
2040,C-WEU-GRC,Zone_4C Mixed Marine,sfh,urb,0.327
2040,C-WEU-GRC,Zone_5A Cool Humid,mfh,rur,0.343
2040,C-WEU-GRC,Zone_5A Cool Humid,mfh,urb,0.313
2040,C-WEU-GRC,Zone_5A Cool Humid,sfh,rur,0.401
2040,C-WEU-GRC,Zone_5A Cool Humid,sfh,urb,0.375
2040,C-WEU-GRC,Zone_5C Cool Marine,mfh,urb,0.376
2040,C-WEU-GRC,Zone_5C Cool Marine,sfh,urb,0.401
2040,C-WEU-IRL,Zone_4A Mixed Humid,mfh,rur,0.208
2040,C-WEU-IRL,Zone_4A Mixed Humid,sfh,rur,0.148
2040,C-WEU-IRL,Zone_5A Cool Humid,mfh,rur,0.267
2040,C-WEU-IRL,Zone_5A Cool Humid,mfh,urb,0.134
2040,C-WEU-IRL,Zone_5A Cool Humid,sfh,rur,0.154
2040,C-WEU-IRL,Zone_5A Cool Humid,sfh,urb,0.068
2040,C-WEU-ITA,Zone_3A Warm Humid,mfh,rur,0.337
2040,C-WEU-ITA,Zone_3A Warm Humid,mfh,urb,0.269
2040,C-WEU-ITA,Zone_3A Warm Humid,sfh,rur,0.357
2040,C-WEU-ITA,Zone_3A Warm Humid,sfh,urb,0.367
2040,C-WEU-ITA,Zone_4A Mixed Humid,mfh,rur,0.344
2040,C-WEU-ITA,Zone_4A Mixed Humid,mfh,urb,0.205
2040,C-WEU-ITA,Zone_4A Mixed Humid,sfh,rur,0.34
2040,C-WEU-ITA,Zone_4A Mixed Humid,sfh,urb,0.241
2040,C-WEU-ITA,Zone_4C Mixed Marine,mfh,rur,0.461
2040,C-WEU-ITA,Zone_4C Mixed Marine,mfh,urb,0.322
2040,C-WEU-ITA,Zone_4C Mixed Marine,sfh,rur,0.511
2040,C-WEU-ITA,Zone_4C Mixed Marine,sfh,urb,0.402
2040,C-WEU-ITA,Zone_5A Cool Humid,mfh,urb,0.239
2040,C-WEU-ITA,Zone_5A Cool Humid,sfh,urb,0.256
2040,C-WEU-ITA,Zone_5C Cool Marine,mfh,urb,0.308
2040,C-WEU-ITA,Zone_5C Cool Marine,sfh,urb,0.341
2040,C-WEU-ITA,Zone_6A Cold Humid,mfh,urb,0.561
2040,C-WEU-ITA,Zone_6A Cold Humid,sfh,urb,0.554
2040,C-WEU-ITA,Zone_7A Very cold Humid,mfh,rur,0.502
2040,C-WEU-ITA,Zone_7A Very cold Humid,mfh,urb,0.374
2040,C-WEU-ITA,Zone_7A Very cold Humid,sfh,rur,0.415
2040,C-WEU-ITA,Zone_7A Very cold Humid,sfh,urb,0.437
2040,C-WEU-LUX,Zone_5A Cool Humid,mfh,urb,0.104
2040,C-WEU-LUX,Zone_5A Cool Humid,sfh,urb,0.002
2040,C-WEU-MLT,Zone_3A Warm Humid,mfh,urb,0.0
2040,C-WEU-MLT,Zone_3A Warm Humid,sfh,urb,0.0
2040,C-WEU-NLD,Zone_4A Mixed Humid,mfh,rur,0.14
2040,C-WEU-NLD,Zone_4A Mixed Humid,mfh,urb,0.064
2040,C-WEU-NLD,Zone_4A Mixed Humid,sfh,rur,0.1
2040,C-WEU-NLD,Zone_4A Mixed Humid,sfh,urb,0.027
2040,C-WEU-NLD,Zone_5A Cool Humid,mfh,urb,0.067
2040,C-WEU-NLD,Zone_5A Cool Humid,sfh,urb,0.028
2040,C-WEU-PRT,Zone_3A Warm Humid,mfh,rur,0.308
2040,C-WEU-PRT,Zone_3A Warm Humid,mfh,urb,0.24
2040,C-WEU-PRT,Zone_3A Warm Humid,sfh,rur,0.43
2040,C-WEU-PRT,Zone_3A Warm Humid,sfh,urb,0.346
2040,C-WEU-PRT,Zone_3C Warm Marine,mfh,rur,0.342
2040,C-WEU-PRT,Zone_3C Warm Marine,mfh,urb,0.19
2040,C-WEU-PRT,Zone_3C Warm Marine,sfh,rur,0.437
2040,C-WEU-PRT,Zone_3C Warm Marine,sfh,urb,0.251
2040,C-WEU-PRT,Zone_4A Mixed Humid,mfh,rur,0.379
2040,C-WEU-PRT,Zone_4A Mixed Humid,sfh,rur,0.51
2040,C-WEU-PRT,Zone_4C Mixed Marine,mfh,rur,0.33
2040,C-WEU-PRT,Zone_4C Mixed Marine,mfh,urb,0.198
2040,C-WEU-PRT,Zone_4C Mixed Marine,sfh,rur,0.516
2040,C-WEU-PRT,Zone_4C Mixed Marine,sfh,urb,0.267
2040,C-WEU-SWE,Zone_5A Cool Humid,mfh,rur,0.153
2040,C-WEU-SWE,Zone_5A Cool Humid,mfh,urb,0.088
2040,C-WEU-SWE,Zone_5A Cool Humid,sfh,rur,0.447
2040,C-WEU-SWE,Zone_5A Cool Humid,sfh,urb,0.178
2040,C-WEU-SWE,Zone_6A Cold Humid,mfh,rur,0.135
2040,C-WEU-SWE,Zone_6A Cold Humid,mfh,urb,0.089
2040,C-WEU-SWE,Zone_6A Cold Humid,sfh,rur,0.35
2040,C-WEU-SWE,Zone_6A Cold Humid,sfh,urb,0.223
2040,C-WEU-SWE,Zone_7A Very cold Humid,mfh,rur,0.155
2040,C-WEU-SWE,Zone_7A Very cold Humid,mfh,urb,0.126
2040,C-WEU-SWE,Zone_7A Very cold Humid,sfh,rur,0.464
2040,C-WEU-SWE,Zone_7A Very cold Humid,sfh,urb,0.35
2040,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,mfh,urb,0.159
2040,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,sfh,urb,0.342
2045,C-EEU-BGR,Zone_4A Mixed Humid,mfh,rur,0.325
2045,C-EEU-BGR,Zone_4A Mixed Humid,mfh,urb,0.329
2045,C-EEU-BGR,Zone_4A Mixed Humid,sfh,rur,0.479
2045,C-EEU-BGR,Zone_4A Mixed Humid,sfh,urb,0.467
2045,C-EEU-BGR,Zone_5A Cool Humid,mfh,rur,0.407
2045,C-EEU-BGR,Zone_5A Cool Humid,mfh,urb,0.29
2045,C-EEU-BGR,Zone_5A Cool Humid,sfh,rur,0.559
2045,C-EEU-BGR,Zone_5A Cool Humid,sfh,urb,0.557
2045,C-EEU-CZE,Zone_5A Cool Humid,mfh,rur,0.165
2045,C-EEU-CZE,Zone_5A Cool Humid,mfh,urb,0.135
2045,C-EEU-CZE,Zone_5A Cool Humid,sfh,rur,0.262
2045,C-EEU-CZE,Zone_5A Cool Humid,sfh,urb,0.187
2045,C-EEU-EST,Zone_6A Cold Humid,mfh,rur,0.292
2045,C-EEU-EST,Zone_6A Cold Humid,mfh,urb,0.223
2045,C-EEU-EST,Zone_6A Cold Humid,sfh,rur,0.282
2045,C-EEU-EST,Zone_6A Cold Humid,sfh,urb,0.236
2045,C-EEU-HRV,Zone_3A Warm Humid,mfh,rur,0.547
2045,C-EEU-HRV,Zone_3A Warm Humid,sfh,rur,0.585
