year,region_bld,clim,arch,urt,value
2060,C-WEU-ESP,Zone_3A Warm Humid,mfh,urb,0.241
2060,C-WEU-ESP,Zone_3A Warm Humid,sfh,rur,0.357
2060,C-WEU-ESP,Zone_3A Warm Humid,sfh,urb,0.372
2060,C-WEU-ESP,Zone_3B Warm Dry,mfh,rur,0.354
2060,C-WEU-ESP,Zone_3B Warm Dry,mfh,urb,0.279
2060,C-WEU-ESP,Zone_3B Warm Dry,sfh,rur,0.423
2060,C-WEU-ESP,Zone_3B Warm Dry,sfh,urb,0.384
2060,C-WEU-ESP,Zone_3C Warm Marine,mfh,urb,0.295
2060,C-WEU-ESP,Zone_3C Warm Marine,sfh,urb,0.321
2060,C-WEU-ESP,Zone_4A Mixed Humid,mfh,rur,0.385
2060,C-WEU-ESP,Zone_4A Mixed Humid,mfh,urb,0.255
2060,C-WEU-ESP,Zone_4A Mixed Humid,sfh,rur,0.635
2060,C-WEU-ESP,Zone_4A Mixed Humid,sfh,urb,0.488
2060,C-WEU-ESP,Zone_4C Mixed Marine,mfh,rur,0.412
2060,C-WEU-ESP,Zone_4C Mixed Marine,mfh,urb,0.28
2060,C-WEU-ESP,Zone_4C Mixed Marine,sfh,rur,0.608
2060,C-WEU-ESP,Zone_4C Mixed Marine,sfh,urb,0.483
2060,C-WEU-FIN,Zone_6A Cold Humid,mfh,rur,0.192
2060,C-WEU-FIN,Zone_6A Cold Humid,mfh,urb,0.101
2060,C-WEU-FIN,Zone_6A Cold Humid,sfh,rur,0.087
2060,C-WEU-FIN,Zone_6A Cold Humid,sfh,urb,0.071
2060,C-WEU-FIN,Zone_7A Very cold Humid,mfh,rur,0.193
2060,C-WEU-FIN,Zone_7A Very cold Humid,mfh,urb,0.134
2060,C-WEU-FIN,Zone_7A Very cold Humid,sfh,rur,0.109
2060,C-WEU-FIN,Zone_7A Very cold Humid,sfh,urb,0.084
2060,C-WEU-FRA,Zone_0A Extremely hot Humid,mfh,urb,0.256
2060,C-WEU-FRA,Zone_0A Extremely hot Humid,sfh,urb,0.256
2060,C-WEU-FRA,Zone_1A Very hot Humid,mfh,urb,0.24
2060,C-WEU-FRA,Zone_1A Very hot Humid,sfh,urb,0.21
2060,C-WEU-FRA,Zone_2A Hot Humid,mfh,urb,0.139
2060,C-WEU-FRA,Zone_2A Hot Humid,sfh,urb,0.111
2060,C-WEU-FRA,Zone_3A Warm Humid,mfh,rur,0.335
2060,C-WEU-FRA,Zone_3A Warm Humid,mfh,urb,0.244
2060,C-WEU-FRA,Zone_3A Warm Humid,sfh,rur,0.207
2060,C-WEU-FRA,Zone_3A Warm Humid,sfh,urb,0.183
2060,C-WEU-FRA,Zone_3C Warm Marine,mfh,urb,0.337
2060,C-WEU-FRA,Zone_3C Warm Marine,sfh,urb,0.322
2060,C-WEU-FRA,Zone_4A Mixed Humid,mfh,rur,0.263
2060,C-WEU-FRA,Zone_4A Mixed Humid,mfh,urb,0.147
2060,C-WEU-FRA,Zone_4A Mixed Humid,sfh,rur,0.2
2060,C-WEU-FRA,Zone_4A Mixed Humid,sfh,urb,0.104
2060,C-WEU-FRA,Zone_4C Mixed Marine,mfh,rur,0.411
2060,C-WEU-FRA,Zone_4C Mixed Marine,sfh,rur,0.366
2060,C-WEU-FRA,Zone_5A Cool Humid,mfh,rur,0.274
2060,C-WEU-FRA,Zone_5A Cool Humid,mfh,urb,0.227
2060,C-WEU-FRA,Zone_5A Cool Humid,sfh,rur,0.246
2060,C-WEU-FRA,Zone_5A Cool Humid,sfh,urb,0.126
2060,C-WEU-FRA,Zone_7A Very cold Humid,mfh,urb,0.516
2060,C-WEU-FRA,Zone_7A Very cold Humid,sfh,urb,0.263
2060,C-WEU-GRC,Zone_3A Warm Humid,mfh,rur,0.453
2060,C-WEU-GRC,Zone_3A Warm Humid,mfh,urb,0.234
2060,C-WEU-GRC,Zone_3A Warm Humid,sfh,rur,0.518
2060,C-WEU-GRC,Zone_3A Warm Humid,sfh,urb,0.422
2060,C-WEU-GRC,Zone_4A Mixed Humid,mfh,rur,0.337
2060,C-WEU-GRC,Zone_4A Mixed Humid,mfh,urb,0.262
2060,C-WEU-GRC,Zone_4A Mixed Humid,sfh,rur,0.443
2060,C-WEU-GRC,Zone_4A Mixed Humid,sfh,urb,0.402
2060,C-WEU-GRC,Zone_4C Mixed Marine,mfh,urb,0.22
2060,C-WEU-GRC,Zone_4C Mixed Marine,sfh,urb,0.327
2060,C-WEU-GRC,Zone_5A Cool Humid,mfh,rur,0.343
2060,C-WEU-GRC,Zone_5A Cool Humid,mfh,urb,0.313
2060,C-WEU-GRC,Zone_5A Cool Humid,sfh,rur,0.401
2060,C-WEU-GRC,Zone_5A Cool Humid,sfh,urb,0.375
2060,C-WEU-GRC,Zone_5C Cool Marine,mfh,urb,0.376
2060,C-WEU-GRC,Zone_5C Cool Marine,sfh,urb,0.401
2060,C-WEU-IRL,Zone_4A Mixed Humid,mfh,rur,0.208
2060,C-WEU-IRL,Zone_4A Mixed Humid,sfh,rur,0.148
2060,C-WEU-IRL,Zone_5A Cool Humid,mfh,rur,0.267
2060,C-WEU-IRL,Zone_5A Cool Humid,mfh,urb,0.134
2060,C-WEU-IRL,Zone_5A Cool Humid,sfh,rur,0.154
2060,C-WEU-IRL,Zone_5A Cool Humid,sfh,urb,0.068
2060,C-WEU-ITA,Zone_3A Warm Humid,mfh,rur,0.337
2060,C-WEU-ITA,Zone_3A Warm Humid,mfh,urb,0.269
2060,C-WEU-ITA,Zone_3A Warm Humid,sfh,rur,0.357
2060,C-WEU-ITA,Zone_3A Warm Humid,sfh,urb,0.367
2060,C-WEU-ITA,Zone_4A Mixed Humid,mfh,rur,0.344
2060,C-WEU-ITA,Zone_4A Mixed Humid,mfh,urb,0.205
2060,C-WEU-ITA,Zone_4A Mixed Humid,sfh,rur,0.34
2060,C-WEU-ITA,Zone_4A Mixed Humid,sfh,urb,0.241
2060,C-WEU-ITA,Zone_4C Mixed Marine,mfh,rur,0.461
2060,C-WEU-ITA,Zone_4C Mixed Marine,mfh,urb,0.322
2060,C-WEU-ITA,Zone_4C Mixed Marine,sfh,rur,0.511
2060,C-WEU-ITA,Zone_4C Mixed Marine,sfh,urb,0.402
2060,C-WEU-ITA,Zone_5A Cool Humid,mfh,urb,0.239
2060,C-WEU-ITA,Zone_5A Cool Humid,sfh,urb,0.256
2060,C-WEU-ITA,Zone_5C Cool Marine,mfh,urb,0.308
2060,C-WEU-ITA,Zone_5C Cool Marine,sfh,urb,0.341
2060,C-WEU-ITA,Zone_6A Cold Humid,mfh,urb,0.561
2060,C-WEU-ITA,Zone_6A Cold Humid,sfh,urb,0.554
2060,C-WEU-ITA,Zone_7A Very cold Humid,mfh,rur,0.502
2060,C-WEU-ITA,Zone_7A Very cold Humid,mfh,urb,0.374
2060,C-WEU-ITA,Zone_7A Very cold Humid,sfh,rur,0.415
2060,C-WEU-ITA,Zone_7A Very cold Humid,sfh,urb,0.437
2060,C-WEU-LUX,Zone_5A Cool Humid,mfh,urb,0.104
2060,C-WEU-LUX,Zone_5A Cool Humid,sfh,urb,0.002
2060,C-WEU-MLT,Zone_3A Warm Humid,mfh,urb,0.0
2060,C-WEU-MLT,Zone_3A Warm Humid,sfh,urb,0.0
2060,C-WEU-NLD,Zone_4A Mixed Humid,mfh,rur,0.14
2060,C-WEU-NLD,Zone_4A Mixed Humid,mfh,urb,0.064
2060,C-WEU-NLD,Zone_4A Mixed Humid,sfh,rur,0.1
2060,C-WEU-NLD,Zone_4A Mixed Humid,sfh,urb,0.027
2060,C-WEU-NLD,Zone_5A Cool Humid,mfh,urb,0.067
2060,C-WEU-NLD,Zone_5A Cool Humid,sfh,urb,0.028
2060,C-WEU-PRT,Zone_3A Warm Humid,mfh,rur,0.308
2060,C-WEU-PRT,Zone_3A Warm Humid,mfh,urb,0.24
2060,C-WEU-PRT,Zone_3A Warm Humid,sfh,rur,0.43
2060,C-WEU-PRT,Zone_3A Warm Humid,sfh,urb,0.346
2060,C-WEU-PRT,Zone_3C Warm Marine,mfh,rur,0.342
2060,C-WEU-PRT,Zone_3C Warm Marine,mfh,urb,0.19
2060,C-WEU-PRT,Zone_3C Warm Marine,sfh,rur,0.437
2060,C-WEU-PRT,Zone_3C Warm Marine,sfh,urb,0.251
2060,C-WEU-PRT,Zone_4A Mixed Humid,mfh,rur,0.379
2060,C-WEU-PRT,Zone_4A Mixed Humid,sfh,rur,0.51
2060,C-WEU-PRT,Zone_4C Mixed Marine,mfh,rur,0.33
2060,C-WEU-PRT,Zone_4C Mixed Marine,mfh,urb,0.198
2060,C-WEU-PRT,Zone_4C Mixed Marine,sfh,rur,0.516
2060,C-WEU-PRT,Zone_4C Mixed Marine,sfh,urb,0.267
2060,C-WEU-SWE,Zone_5A Cool Humid,mfh,rur,0.153
2060,C-WEU-SWE,Zone_5A Cool Humid,mfh,urb,0.088
2060,C-WEU-SWE,Zone_5A Cool Humid,sfh,rur,0.447
2060,C-WEU-SWE,Zone_5A Cool Humid,sfh,urb,0.178
2060,C-WEU-SWE,Zone_6A Cold Humid,mfh,rur,0.135
2060,C-WEU-SWE,Zone_6A Cold Humid,mfh,urb,0.089
2060,C-WEU-SWE,Zone_6A Cold Humid,sfh,rur,0.35
2060,C-WEU-SWE,Zone_6A Cold Humid,sfh,urb,0.223
2060,C-WEU-SWE,Zone_7A Very cold Humid,mfh,rur,0.155
2060,C-WEU-SWE,Zone_7A Very cold Humid,mfh,urb,0.126
2060,C-WEU-SWE,Zone_7A Very cold Humid,sfh,rur,0.464
2060,C-WEU-SWE,Zone_7A Very cold Humid,sfh,urb,0.35
2060,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,mfh,urb,0.159
2060,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,sfh,urb,0.342
2065,C-EEU-BGR,Zone_4A Mixed Humid,mfh,rur,0.325
2065,C-EEU-BGR,Zone_4A Mixed Humid,mfh,urb,0.329
2065,C-EEU-BGR,Zone_4A Mixed Humid,sfh,rur,0.479
2065,C-EEU-BGR,Zone_4A Mixed Humid,sfh,urb,0.467
2065,C-EEU-BGR,Zone_5A Cool Humid,mfh,rur,0.407
2065,C-EEU-BGR,Zone_5A Cool Humid,mfh,urb,0.29
2065,C-EEU-BGR,Zone_5A Cool Humid,sfh,rur,0.559
2065,C-EEU-BGR,Zone_5A Cool Humid,sfh,urb,0.557
2065,C-EEU-CZE,Zone_5A Cool Humid,mfh,rur,0.165
2065,C-EEU-CZE,Zone_5A Cool Humid,mfh,urb,0.135
2065,C-EEU-CZE,Zone_5A Cool Humid,sfh,rur,0.262
2065,C-EEU-CZE,Zone_5A Cool Humid,sfh,urb,0.187
2065,C-EEU-EST,Zone_6A Cold Humid,mfh,rur,0.292
2065,C-EEU-EST,Zone_6A Cold Humid,mfh,urb,0.223
2065,C-EEU-EST,Zone_6A Cold Humid,sfh,rur,0.282
2065,C-EEU-EST,Zone_6A Cold Humid,sfh,urb,0.236
2065,C-EEU-HRV,Zone_3A Warm Humid,mfh,rur,0.547
2065,C-EEU-HRV,Zone_3A Warm Humid,sfh,rur,0.585
2065,C-EEU-HRV,Zone_4A Mixed Humid,mfh,rur,0.337
2065,C-EEU-HRV,Zone_4A Mixed Humid,mfh,urb,0.333
2065,C-EEU-HRV,Zone_4A Mixed Humid,sfh,rur,0.397
2065,C-EEU-HRV,Zone_4A Mixed Humid,sfh,urb,0.384
2065,C-EEU-HRV,Zone_4C Mixed Marine,mfh,rur,0.635
2065,C-EEU-HRV,Zone_4C Mixed Marine,sfh,rur,0.59
2065,C-EEU-HRV,Zone_5A Cool Humid,mfh,rur,0.701
2065,C-EEU-HRV,Zone_5A Cool Humid,sfh,rur,0.632
2065,C-EEU-HUN,Zone_4A Mixed Humid,mfh,rur,0.23
2065,C-EEU-HUN,Zone_4A Mixed Humid,mfh,urb,0.17
2065,C-EEU-HUN,Zone_4A Mixed Humid,sfh,rur,0.131
2065,C-EEU-HUN,Zone_4A Mixed Humid,sfh,urb,0.082
2065,C-EEU-HUN,Zone_5A Cool Humid,mfh,rur,0.15
2065,C-EEU-HUN,Zone_5A Cool Humid,mfh,urb,0.122
2065,C-EEU-HUN,Zone_5A Cool Humid,sfh,rur,0.097
2065,C-EEU-HUN,Zone_5A Cool Humid,sfh,urb,0.101
2065,C-EEU-LTU,Zone_5A Cool Humid,mfh,rur,0.187
2065,C-EEU-LTU,Zone_5A Cool Humid,mfh,urb,0.166
2065,C-EEU-LTU,Zone_5A Cool Humid,sfh,rur,0.131
2065,C-EEU-LTU,Zone_5A Cool Humid,sfh,urb,0.098
2065,C-EEU-LTU,Zone_6A Cold Humid,mfh,rur,0.143
2065,C-EEU-LTU,Zone_6A Cold Humid,mfh,urb,0.143
2065,C-EEU-LTU,Zone_6A Cold Humid,sfh,rur,0.12
2065,C-EEU-LTU,Zone_6A Cold Humid,sfh,urb,0.186
2065,C-EEU-LVA,Zone_6A Cold Humid,mfh,rur,0.232
2065,C-EEU-LVA,Zone_6A Cold Humid,mfh,urb,0.193
2065,C-EEU-LVA,Zone_6A Cold Humid,sfh,rur,0.307
2065,C-EEU-LVA,Zone_6A Cold Humid,sfh,urb,0.345
2065,C-EEU-POL,Zone_5A Cool Humid,mfh,rur,0.19
2065,C-EEU-POL,Zone_5A Cool Humid,mfh,urb,0.207
2065,C-EEU-POL,Zone_5A Cool Humid,sfh,rur,0.15
2065,C-EEU-POL,Zone_5A Cool Humid,sfh,urb,0.132
2065,C-EEU-POL,Zone_6A Cold Humid,mfh,rur,0.378
2065,C-EEU-POL,Zone_6A Cold Humid,mfh,urb,0.264
2065,C-EEU-POL,Zone_6A Cold Humid,sfh,rur,0.175
2065,C-EEU-POL,Zone_6A Cold Humid,sfh,urb,0.164
2065,C-EEU-ROU,Zone_4A Mixed Humid,mfh,rur,0.295
2065,C-EEU-ROU,Zone_4A Mixed Humid,mfh,urb,0.233
2065,C-EEU-ROU,Zone_4A Mixed Humid,sfh,rur,0.277
2065,C-EEU-ROU,Zone_4A Mixed Humid,sfh,urb,0.256
2065,C-EEU-ROU,Zone_5A Cool Humid,mfh,rur,0.257
2065,C-EEU-ROU,Zone_5A Cool Humid,mfh,urb,0.232
2065,C-EEU-ROU,Zone_5A Cool Humid,sfh,rur,0.269
2065,C-EEU-ROU,Zone_5A Cool Humid,sfh,urb,0.264
2065,C-EEU-ROU,Zone_6A Cold Humid,mfh,rur,0.246
2065,C-EEU-ROU,Zone_6A Cold Humid,sfh,rur,0.234
2065,C-EEU-SVK,Zone_5A Cool Humid,mfh,rur,0.191
2065,C-EEU-SVK,Zone_5A Cool Humid,mfh,urb,0.206
2065,C-EEU-SVK,Zone_5A Cool Humid,sfh,rur,0.228
2065,C-EEU-SVK,Zone_5A Cool Humid,sfh,urb,0.231
2065,C-EEU-SVK,Zone_6A Cold Humid,mfh,rur,0.168
2065,C-EEU-SVK,Zone_6A Cold Humid,mfh,urb,0.19
2065,C-EEU-SVK,Zone_6A Cold Humid,sfh,rur,0.198
2065,C-EEU-SVK,Zone_6A Cold Humid,sfh,urb,0.232
2065,C-EEU-SVN,Zone_4A Mixed Humid,mfh,rur,0.193
2065,C-EEU-SVN,Zone_4A Mixed Humid,mfh,urb,0.264
2065,C-EEU-SVN,Zone_4A Mixed Humid,sfh,rur,0.196
2065,C-EEU-SVN,Zone_4A Mixed Humid,sfh,urb,0.249
2065,C-EEU-SVN,Zone_5A Cool Humid,mfh,rur,0.169
2065,C-EEU-SVN,Zone_5A Cool Humid,mfh,urb,0.185
2065,C-EEU-SVN,Zone_5A Cool Humid,sfh,rur,0.214
2065,C-EEU-SVN,Zone_5A Cool Humid,sfh,urb,0.147
2065,C-EEU-SVN,Zone_7A Very cold Humid,mfh,rur,0.213
2065,C-EEU-SVN,Zone_7A Very cold Humid,sfh,rur,0.225
2065,C-WEU-AUT,Zone_4A Mixed Humid,mfh,rur,0.21
2065,C-WEU-AUT,Zone_4A Mixed Humid,mfh,urb,0.134
2065,C-WEU-AUT,Zone_4A Mixed Humid,sfh,rur,0.174
2065,C-WEU-AUT,Zone_4A Mixed Humid,sfh,urb,0.214
2065,C-WEU-AUT,Zone_5A Cool Humid,mfh,rur,0.224
2065,C-WEU-AUT,Zone_5A Cool Humid,mfh,urb,0.178
2065,C-WEU-AUT,Zone_5A Cool Humid,sfh,rur,0.166
2065,C-WEU-AUT,Zone_5A Cool Humid,sfh,urb,0.167
2065,C-WEU-AUT,Zone_6A Cold Humid,mfh,rur,0.242
2065,C-WEU-AUT,Zone_6A Cold Humid,mfh,urb,0.208
2065,C-WEU-AUT,Zone_6A Cold Humid,sfh,rur,0.163
2065,C-WEU-AUT,Zone_6A Cold Humid,sfh,urb,0.139
2065,C-WEU-AUT,Zone_7A Very cold Humid,mfh,rur,0.296
2065,C-WEU-AUT,Zone_7A Very cold Humid,mfh,urb,0.18
2065,C-WEU-AUT,Zone_7A Very cold Humid,sfh,rur,0.192
2065,C-WEU-AUT,Zone_7A Very cold Humid,sfh,urb,0.127
2065,C-WEU-BEL,Zone_4A Mixed Humid,mfh,rur,0.161
2065,C-WEU-BEL,Zone_4A Mixed Humid,mfh,urb,0.24
2065,C-WEU-BEL,Zone_4A Mixed Humid,sfh,rur,0.092
2065,C-WEU-BEL,Zone_4A Mixed Humid,sfh,urb,0.082
2065,C-WEU-BEL,Zone_5A Cool Humid,mfh,rur,0.195
2065,C-WEU-BEL,Zone_5A Cool Humid,mfh,urb,0.191
2065,C-WEU-BEL,Zone_5A Cool Humid,sfh,rur,0.173
2065,C-WEU-BEL,Zone_5A Cool Humid,sfh,urb,0.092
2065,C-WEU-CYP,Zone_3A Warm Humid,mfh,urb,0.283
2065,C-WEU-CYP,Zone_3A Warm Humid,sfh,urb,0.279
2065,C-WEU-DEU,Zone_4A Mixed Humid,mfh,rur,0.098
2065,C-WEU-DEU,Zone_4A Mixed Humid,mfh,urb,0.07
2065,C-WEU-DEU,Zone_4A Mixed Humid,sfh,rur,0.054
2065,C-WEU-DEU,Zone_4A Mixed Humid,sfh,urb,0.037
2065,C-WEU-DEU,Zone_5A Cool Humid,mfh,rur,0.139
2065,C-WEU-DEU,Zone_5A Cool Humid,mfh,urb,0.087
2065,C-WEU-DEU,Zone_5A Cool Humid,sfh,rur,0.067
2065,C-WEU-DEU,Zone_5A Cool Humid,sfh,urb,0.044
2065,C-WEU-DEU,Zone_6A Cold Humid,mfh,rur,0.142
2065,C-WEU-DEU,Zone_6A Cold Humid,mfh,urb,0.118
2065,C-WEU-DEU,Zone_6A Cold Humid,sfh,rur,0.075
2065,C-WEU-DEU,Zone_6A Cold Humid,sfh,urb,0.062
2065,C-WEU-DNK,Zone_5A Cool Humid,mfh,rur,0.391
2065,C-WEU-DNK,Zone_5A Cool Humid,mfh,urb,0.168
2065,C-WEU-DNK,Zone_5A Cool Humid,sfh,rur,0.066
2065,C-WEU-DNK,Zone_5A Cool Humid,sfh,urb,0.048
2065,C-WEU-ESP,Zone_2B Hot Dry,mfh,urb,0.293
2065,C-WEU-ESP,Zone_2B Hot Dry,sfh,urb,0.245
2065,C-WEU-ESP,Zone_3A Warm Humid,mfh,rur,0.377
2065,C-WEU-ESP,Zone_3A Warm Humid,mfh,urb,0.241
2065,C-WEU-ESP,Zone_3A Warm Humid,sfh,rur,0.357
2065,C-WEU-ESP,Zone_3A Warm Humid,sfh,urb,0.372
2065,C-WEU-ESP,Zone_3B Warm Dry,mfh,rur,0.354
2065,C-WEU-ESP,Zone_3B Warm Dry,mfh,urb,0.279
2065,C-WEU-ESP,Zone_3B Warm Dry,sfh,rur,0.423
2065,C-WEU-ESP,Zone_3B Warm Dry,sfh,urb,0.384
2065,C-WEU-ESP,Zone_3C Warm Marine,mfh,urb,0.295
2065,C-WEU-ESP,Zone_3C Warm Marine,sfh,urb,0.321
2065,C-WEU-ESP,Zone_4A Mixed Humid,mfh,rur,0.385
2065,C-WEU-ESP,Zone_4A Mixed Humid,mfh,urb,0.255
2065,C-WEU-ESP,Zone_4A Mixed Humid,sfh,rur,0.635
2065,C-WEU-ESP,Zone_4A Mixed Humid,sfh,urb,0.488
2065,C-WEU-ESP,Zone_4C Mixed Marine,mfh,rur,0.412
2065,C-WEU-ESP,Zone_4C Mixed Marine,mfh,urb,0.28
2065,C-WEU-ESP,Zone_4C Mixed Marine,sfh,rur,0.608
2065,C-WEU-ESP,Zone_4C Mixed Marine,sfh,urb,0.483
2065,C-WEU-FIN,Zone_6A Cold Humid,mfh,rur,0.192
2065,C-WEU-FIN,Zone_6A Cold Humid,mfh,urb,0.101
2065,C-WEU-FIN,Zone_6A Cold Humid,sfh,rur,0.087
2065,C-WEU-FIN,Zone_6A Cold Humid,sfh,urb,0.071
2065,C-WEU-FIN,Zone_7A Very cold Humid,mfh,rur,0.193
2065,C-WEU-FIN,Zone_7A Very cold Humid,mfh,urb,0.134
2065,C-WEU-FIN,Zone_7A Very cold Humid,sfh,rur,0.109
2065,C-WEU-FIN,Zone_7A Very cold Humid,sfh,urb,0.084
2065,C-WEU-FRA,Zone_0A Extremely hot Humid,mfh,urb,0.256
2065,C-WEU-FRA,Zone_0A Extremely hot Humid,sfh,urb,0.256
2065,C-WEU-FRA,Zone_1A Very hot Humid,mfh,urb,0.24
2065,C-WEU-FRA,Zone_1A Very hot Humid,sfh,urb,0.21
2065,C-WEU-FRA,Zone_2A Hot Humid,mfh,urb,0.139
2065,C-WEU-FRA,Zone_2A Hot Humid,sfh,urb,0.111
2065,C-WEU-FRA,Zone_3A Warm Humid,mfh,rur,0.335
2065,C-WEU-FRA,Zone_3A Warm Humid,mfh,urb,0.244
2065,C-WEU-FRA,Zone_3A Warm Humid,sfh,rur,0.207
2065,C-WEU-FRA,Zone_3A Warm Humid,sfh,urb,0.183
2065,C-WEU-FRA,Zone_3C Warm Marine,mfh,urb,0.337
2065,C-WEU-FRA,Zone_3C Warm Marine,sfh,urb,0.322
2065,C-WEU-FRA,Zone_4A Mixed Humid,mfh,rur,0.263
2065,C-WEU-FRA,Zone_4A Mixed Humid,mfh,urb,0.147
2065,C-WEU-FRA,Zone_4A Mixed Humid,sfh,rur,0.2
2065,C-WEU-FRA,Zone_4A Mixed Humid,sfh,urb,0.104
2065,C-WEU-FRA,Zone_4C Mixed Marine,mfh,rur,0.411
2065,C-WEU-FRA,Zone_4C Mixed Marine,sfh,rur,0.366
2065,C-WEU-FRA,Zone_5A Cool Humid,mfh,rur,0.274
2065,C-WEU-FRA,Zone_5A Cool Humid,mfh,urb,0.227
2065,C-WEU-FRA,Zone_5A Cool Humid,sfh,rur,0.246
2065,C-WEU-FRA,Zone_5A Cool Humid,sfh,urb,0.126
2065,C-WEU-FRA,Zone_7A Very cold Humid,mfh,urb,0.516
2065,C-WEU-FRA,Zone_7A Very cold Humid,sfh,urb,0.263
2065,C-WEU-GRC,Zone_3A Warm Humid,mfh,rur,0.453
2065,C-WEU-GRC,Zone_3A Warm Humid,mfh,urb,0.234
2065,C-WEU-GRC,Zone_3A Warm Humid,sfh,rur,0.518
2065,C-WEU-GRC,Zone_3A Warm Humid,sfh,urb,0.422
2065,C-WEU-GRC,Zone_4A Mixed Humid,mfh,rur,0.337
2065,C-WEU-GRC,Zone_4A Mixed Humid,mfh,urb,0.262
2065,C-WEU-GRC,Zone_4A Mixed Humid,sfh,rur,0.443
2065,C-WEU-GRC,Zone_4A Mixed Humid,sfh,urb,0.402
2065,C-WEU-GRC,Zone_4C Mixed Marine,mfh,urb,0.22
2065,C-WEU-GRC,Zone_4C Mixed Marine,sfh,urb,0.327
2065,C-WEU-GRC,Zone_5A Cool Humid,mfh,rur,0.343
2065,C-WEU-GRC,Zone_5A Cool Humid,mfh,urb,0.313
2065,C-WEU-GRC,Zone_5A Cool Humid,sfh,rur,0.401
2065,C-WEU-GRC,Zone_5A Cool Humid,sfh,urb,0.375
2065,C-WEU-GRC,Zone_5C Cool Marine,mfh,urb,0.376
2065,C-WEU-GRC,Zone_5C Cool Marine,sfh,urb,0.401
2065,C-WEU-IRL,Zone_4A Mixed Humid,mfh,rur,0.208
2065,C-WEU-IRL,Zone_4A Mixed Humid,sfh,rur,0.148
2065,C-WEU-IRL,Zone_5A Cool Humid,mfh,rur,0.267
2065,C-WEU-IRL,Zone_5A Cool Humid,mfh,urb,0.134
2065,C-WEU-IRL,Zone_5A Cool Humid,sfh,rur,0.154
2065,C-WEU-IRL,Zone_5A Cool Humid,sfh,urb,0.068
2065,C-WEU-ITA,Zone_3A Warm Humid,mfh,rur,0.337
2065,C-WEU-ITA,Zone_3A Warm Humid,mfh,urb,0.269
2065,C-WEU-ITA,Zone_3A Warm Humid,sfh,rur,0.357
2065,C-WEU-ITA,Zone_3A Warm Humid,sfh,urb,0.367
2065,C-WEU-ITA,Zone_4A Mixed Humid,mfh,rur,0.344
2065,C-WEU-ITA,Zone_4A Mixed Humid,mfh,urb,0.205
2065,C-WEU-ITA,Zone_4A Mixed Humid,sfh,rur,0.34
2065,C-WEU-ITA,Zone_4A Mixed Humid,sfh,urb,0.241
2065,C-WEU-ITA,Zone_4C Mixed Marine,mfh,rur,0.461
2065,C-WEU-ITA,Zone_4C Mixed Marine,mfh,urb,0.322
2065,C-WEU-ITA,Zone_4C Mixed Marine,sfh,rur,0.511
2065,C-WEU-ITA,Zone_4C Mixed Marine,sfh,urb,0.402
2065,C-WEU-ITA,Zone_5A Cool Humid,mfh,urb,0.239
2065,C-WEU-ITA,Zone_5A Cool Humid,sfh,urb,0.256
2065,C-WEU-ITA,Zone_5C Cool Marine,mfh,urb,0.308
2065,C-WEU-ITA,Zone_5C Cool Marine,sfh,urb,0.341
2065,C-WEU-ITA,Zone_6A Cold Humid,mfh,urb,0.561
2065,C-WEU-ITA,Zone_6A Cold Humid,sfh,urb,0.554
2065,C-WEU-ITA,Zone_7A Very cold Humid,mfh,rur,0.502
2065,C-WEU-ITA,Zone_7A Very cold Humid,mfh,urb,0.374
2065,C-WEU-ITA,Zone_7A Very cold Humid,sfh,rur,0.415
2065,C-WEU-ITA,Zone_7A Very cold Humid,sfh,urb,0.437
2065,C-WEU-LUX,Zone_5A Cool Humid,mfh,urb,0.104
2065,C-WEU-LUX,Zone_5A Cool Humid,sfh,urb,0.002
2065,C-WEU-MLT,Zone_3A Warm Humid,mfh,urb,0.0
2065,C-WEU-MLT,Zone_3A Warm Humid,sfh,urb,0.0
2065,C-WEU-NLD,Zone_4A Mixed Humid,mfh,rur,0.14
2065,C-WEU-NLD,Zone_4A Mixed Humid,mfh,urb,0.064
2065,C-WEU-NLD,Zone_4A Mixed Humid,sfh,rur,0.1
2065,C-WEU-NLD,Zone_4A Mixed Humid,sfh,urb,0.027
2065,C-WEU-NLD,Zone_5A Cool Humid,mfh,urb,0.067
2065,C-WEU-NLD,Zone_5A Cool Humid,sfh,urb,0.028
2065,C-WEU-PRT,Zone_3A Warm Humid,mfh,rur,0.308
2065,C-WEU-PRT,Zone_3A Warm Humid,mfh,urb,0.24
2065,C-WEU-PRT,Zone_3A Warm Humid,sfh,rur,0.43
2065,C-WEU-PRT,Zone_3A Warm Humid,sfh,urb,0.346
2065,C-WEU-PRT,Zone_3C Warm Marine,mfh,rur,0.342
2065,C-WEU-PRT,Zone_3C Warm Marine,mfh,urb,0.19
2065,C-WEU-PRT,Zone_3C Warm Marine,sfh,rur,0.437
2065,C-WEU-PRT,Zone_3C Warm Marine,sfh,urb,0.251
2065,C-WEU-PRT,Zone_4A Mixed Humid,mfh,rur,0.379
2065,C-WEU-PRT,Zone_4A Mixed Humid,sfh,rur,0.51
2065,C-WEU-PRT,Zone_4C Mixed Marine,mfh,rur,0.33
2065,C-WEU-PRT,Zone_4C Mixed Marine,mfh,urb,0.198
