region_bld,clim,inc_cl,year,urt,region_nuts,value
C-EEU-SVN,Zone_5A Cool Humid,q2,2015,rur,C-EEU-SVN-SI035,0.09446928
C-EEU-SVN,Zone_5A Cool Humid,q2,2015,urb,C-EEU-SVN-SI035,0.1561268
C-EEU-SVN,Zone_4A Mixed Humid,q2,2015,rur,C-EEU-SVN-SI036,0.09446928
C-EEU-SVN,Zone_4A Mixed Humid,q2,2015,urb,C-EEU-SVN-SI036,0.1561268
C-EEU-SVN,Zone_5A Cool Humid,q2,2015,rur,C-EEU-SVN-SI037,0.09446928
C-EEU-SVN,Zone_5A Cool Humid,q2,2015,urb,C-EEU-SVN-SI037,0.1561268
C-EEU-SVN,Zone_5A Cool Humid,q2,2015,rur,C-EEU-SVN-SI038,0.09446928
C-EEU-SVN,Zone_5A Cool Humid,q2,2015,urb,C-EEU-SVN-SI038,0.1561268
C-EEU-SVN,Zone_5A Cool Humid,q2,2015,rur,C-EEU-SVN-SI041,0.09446928
C-EEU-SVN,Zone_5A Cool Humid,q2,2015,urb,C-EEU-SVN-SI041,0.1561268
C-EEU-SVN,Zone_5A Cool Humid,q2,2015,rur,C-EEU-SVN-SI042,0.09446928
C-EEU-SVN,Zone_5A Cool Humid,q2,2015,urb,C-EEU-SVN-SI042,0.1561268
C-EEU-SVN,Zone_7A Very cold Humid,q2,2015,rur,C-EEU-SVN-SI043,0.07342201
C-EEU-SVN,Zone_7A Very cold Humid,q2,2015,urb,C-EEU-SVN-SI043,0.08633373
C-EEU-SVN,Zone_4A Mixed Humid,q2,2015,rur,C-EEU-SVN-SI044,0.09446928
C-EEU-SVN,Zone_4A Mixed Humid,q2,2015,urb,C-EEU-SVN-SI044,0.1561268
C-EEU-SVK,Zone_5A Cool Humid,q2,2015,rur,C-EEU-SVK-SK010,0.132477
C-EEU-SVK,Zone_5A Cool Humid,q2,2015,urb,C-EEU-SVK-SK010,0.2706443
C-EEU-SVK,Zone_5A Cool Humid,q2,2015,rur,C-EEU-SVK-SK021,0.132477
C-EEU-SVK,Zone_5A Cool Humid,q2,2015,urb,C-EEU-SVK-SK021,0.2706443
C-EEU-SVK,Zone_5A Cool Humid,q2,2015,rur,C-EEU-SVK-SK022,0.132477
C-EEU-SVK,Zone_5A Cool Humid,q2,2015,urb,C-EEU-SVK-SK022,0.2706443
C-EEU-SVK,Zone_5A Cool Humid,q2,2015,rur,C-EEU-SVK-SK023,0.132477
C-EEU-SVK,Zone_5A Cool Humid,q2,2015,urb,C-EEU-SVK-SK023,0.2706443
C-EEU-SVK,Zone_6A Cold Humid,q2,2015,rur,C-EEU-SVK-SK031,0.04920033
C-EEU-SVK,Zone_6A Cold Humid,q2,2015,urb,C-EEU-SVK-SK031,0.100514
C-EEU-SVK,Zone_5A Cool Humid,q2,2015,rur,C-EEU-SVK-SK032,0.132477
C-EEU-SVK,Zone_5A Cool Humid,q2,2015,urb,C-EEU-SVK-SK032,0.2706443
C-EEU-SVK,Zone_6A Cold Humid,q2,2015,rur,C-EEU-SVK-SK041,0.04920033
C-EEU-SVK,Zone_6A Cold Humid,q2,2015,urb,C-EEU-SVK-SK041,0.100514
C-EEU-SVK,Zone_5A Cool Humid,q2,2015,rur,C-EEU-SVK-SK042,0.132477
C-EEU-SVK,Zone_5A Cool Humid,q2,2015,urb,C-EEU-SVK-SK042,0.2706443
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,rur,C-WEU-AUT-AT111,0.23855959
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,urb,C-WEU-AUT-AT111,0.23888777
C-WEU-AUT,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-AUT-AT112,0.38118929
C-WEU-AUT,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-AUT-AT112,0.38171367
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,rur,C-WEU-AUT-AT113,0.23855959
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,urb,C-WEU-AUT-AT113,0.23888777
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,rur,C-WEU-AUT-AT121,0.23855959
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,urb,C-WEU-AUT-AT121,0.23888777
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,rur,C-WEU-AUT-AT122,0.23855959
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,urb,C-WEU-AUT-AT122,0.23888777
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,rur,C-WEU-AUT-AT123,0.23855959
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,urb,C-WEU-AUT-AT123,0.23888777
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,rur,C-WEU-AUT-AT124,0.23855959
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,urb,C-WEU-AUT-AT124,0.23888777
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,rur,C-WEU-AUT-AT125,0.23855959
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,urb,C-WEU-AUT-AT125,0.23888777
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,rur,C-WEU-AUT-AT126,0.23855959
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,urb,C-WEU-AUT-AT126,0.23888777
C-WEU-AUT,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-AUT-AT127,0.38118929
C-WEU-AUT,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-AUT-AT127,0.38171367
C-WEU-AUT,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-AUT-AT130,0.38118929
C-WEU-AUT,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-AUT-AT130,0.38171367
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,rur,C-WEU-AUT-AT211,0.07140332
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,urb,C-WEU-AUT-AT211,0.07150154
C-WEU-AUT,Zone_7A Very cold Humid,q3,2015,rur,C-WEU-AUT-AT212,0.07140332
C-WEU-AUT,Zone_7A Very cold Humid,q3,2015,urb,C-WEU-AUT-AT212,0.07150154
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,rur,C-WEU-AUT-AT213,0.23855959
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,urb,C-WEU-AUT-AT213,0.23888777
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,rur,C-WEU-AUT-AT221,0.07140332
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,urb,C-WEU-AUT-AT221,0.07150154
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,rur,C-WEU-AUT-AT222,0.07140332
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,urb,C-WEU-AUT-AT222,0.07150154
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,rur,C-WEU-AUT-AT223,0.07140332
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,urb,C-WEU-AUT-AT223,0.07150154
C-WEU-AUT,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-AUT-AT224,0.38118929
C-WEU-AUT,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-AUT-AT224,0.38171367
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,rur,C-WEU-AUT-AT225,0.23855959
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,urb,C-WEU-AUT-AT225,0.23888777
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,rur,C-WEU-AUT-AT226,0.07140332
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,urb,C-WEU-AUT-AT226,0.07150154
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,rur,C-WEU-AUT-AT311,0.23855959
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,urb,C-WEU-AUT-AT311,0.23888777
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,rur,C-WEU-AUT-AT312,0.23855959
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,urb,C-WEU-AUT-AT312,0.23888777
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,rur,C-WEU-AUT-AT313,0.23855959
C-WEU-AUT,Zone_5A Cool Humid,q3,2015,urb,C-WEU-AUT-AT313,0.23888777
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,rur,C-WEU-AUT-AT314,0.07140332
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,urb,C-WEU-AUT-AT314,0.07150154
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,rur,C-WEU-AUT-AT315,0.07140332
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,urb,C-WEU-AUT-AT315,0.07150154
C-WEU-AUT,Zone_7A Very cold Humid,q3,2015,rur,C-WEU-AUT-AT321,0.07140332
C-WEU-AUT,Zone_7A Very cold Humid,q3,2015,urb,C-WEU-AUT-AT321,0.07150154
C-WEU-AUT,Zone_7A Very cold Humid,q3,2015,rur,C-WEU-AUT-AT322,0.07140332
C-WEU-AUT,Zone_7A Very cold Humid,q3,2015,urb,C-WEU-AUT-AT322,0.07150154
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,rur,C-WEU-AUT-AT323,0.07140332
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,urb,C-WEU-AUT-AT323,0.07150154
C-WEU-AUT,Zone_7A Very cold Humid,q3,2015,rur,C-WEU-AUT-AT331,0.07140332
C-WEU-AUT,Zone_7A Very cold Humid,q3,2015,urb,C-WEU-AUT-AT331,0.07150154
C-WEU-AUT,Zone_7A Very cold Humid,q3,2015,rur,C-WEU-AUT-AT332,0.07140332
C-WEU-AUT,Zone_7A Very cold Humid,q3,2015,urb,C-WEU-AUT-AT332,0.07150154
C-WEU-AUT,Zone_7A Very cold Humid,q3,2015,rur,C-WEU-AUT-AT333,0.07140332
C-WEU-AUT,Zone_7A Very cold Humid,q3,2015,urb,C-WEU-AUT-AT333,0.07150154
C-WEU-AUT,Zone_7A Very cold Humid,q3,2015,rur,C-WEU-AUT-AT334,0.07140332
C-WEU-AUT,Zone_7A Very cold Humid,q3,2015,urb,C-WEU-AUT-AT334,0.07150154
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,rur,C-WEU-AUT-AT335,0.07140332
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,urb,C-WEU-AUT-AT335,0.07150154
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,rur,C-WEU-AUT-AT341,0.07140332
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,urb,C-WEU-AUT-AT341,0.07150154
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,rur,C-WEU-AUT-AT342,0.07140332
C-WEU-AUT,Zone_6A Cold Humid,q3,2015,urb,C-WEU-AUT-AT342,0.07150154
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE100,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE100,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE211,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE211,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE212,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE212,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE213,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE213,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE223,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE223,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE224,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE224,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE225,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE225,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE231,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE231,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE232,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE232,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE233,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE233,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE234,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE234,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE235,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE235,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE236,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE236,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE241,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE241,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE242,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE242,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE251,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE251,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE252,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE252,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE253,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE253,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE254,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE254,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE255,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE255,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE256,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE256,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE257,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE257,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE258,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE258,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE310,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE310,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE323,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE323,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE328,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE328,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE329,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE329,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE32A,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE32A,0.19419128
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,rur,C-WEU-BEL-BE32B,0.19359733
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,urb,C-WEU-BEL-BE32B,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE32C,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE32C,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE32D,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE32D,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE331,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE331,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE332,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE332,0.19419128
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,rur,C-WEU-BEL-BE334,0.19359733
C-WEU-BEL,Zone_4A Mixed Humid,q3,2015,urb,C-WEU-BEL-BE334,0.19419128
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,rur,C-WEU-BEL-BE335,0.19359733
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,urb,C-WEU-BEL-BE335,0.19419128
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,rur,C-WEU-BEL-BE336,0.19359733
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,urb,C-WEU-BEL-BE336,0.19419128
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,rur,C-WEU-BEL-BE341,0.19359733
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,urb,C-WEU-BEL-BE341,0.19419128
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,rur,C-WEU-BEL-BE342,0.19359733
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,urb,C-WEU-BEL-BE342,0.19419128
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,rur,C-WEU-BEL-BE343,0.19359733
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,urb,C-WEU-BEL-BE343,0.19419128
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,rur,C-WEU-BEL-BE344,0.19359733
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,urb,C-WEU-BEL-BE344,0.19419128
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,rur,C-WEU-BEL-BE345,0.19359733
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,urb,C-WEU-BEL-BE345,0.19419128
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,rur,C-WEU-BEL-BE351,0.19359733
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,urb,C-WEU-BEL-BE351,0.19419128
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,rur,C-WEU-BEL-BE352,0.19359733
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,urb,C-WEU-BEL-BE352,0.19419128
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,rur,C-WEU-BEL-BE353,0.19359733
C-WEU-BEL,Zone_5A Cool Humid,q3,2015,urb,C-WEU-BEL-BE353,0.19419128
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG311,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG311,0.53506259
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG312,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG312,0.53506259
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG313,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG313,0.53506259
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG314,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG314,0.53506259
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG315,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG315,0.53506259
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG321,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG321,0.53506259
C-EEU-BGR,Zone_5A Cool Humid,q3,2015,rur,C-EEU-BGR-BG322,0.17828261
C-EEU-BGR,Zone_5A Cool Humid,q3,2015,urb,C-EEU-BGR-BG322,0.26694751
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG323,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG323,0.53506259
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG324,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG324,0.53506259
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG325,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG325,0.53506259
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG331,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG331,0.53506259
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG332,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG332,0.53506259
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG333,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG333,0.53506259
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG334,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG334,0.53506259
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG341,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG341,0.53506259
C-EEU-BGR,Zone_5A Cool Humid,q3,2015,rur,C-EEU-BGR-BG342,0.17828261
C-EEU-BGR,Zone_5A Cool Humid,q3,2015,urb,C-EEU-BGR-BG342,0.26694751
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG343,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG343,0.53506259
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG344,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG344,0.53506259
C-EEU-BGR,Zone_5A Cool Humid,q3,2015,rur,C-EEU-BGR-BG411,0.17828261
C-EEU-BGR,Zone_5A Cool Humid,q3,2015,urb,C-EEU-BGR-BG411,0.26694751
C-EEU-BGR,Zone_5A Cool Humid,q3,2015,rur,C-EEU-BGR-BG412,0.17828261
C-EEU-BGR,Zone_5A Cool Humid,q3,2015,urb,C-EEU-BGR-BG412,0.26694751
C-EEU-BGR,Zone_5A Cool Humid,q3,2015,rur,C-EEU-BGR-BG413,0.17828261
C-EEU-BGR,Zone_5A Cool Humid,q3,2015,urb,C-EEU-BGR-BG413,0.26694751
C-EEU-BGR,Zone_5A Cool Humid,q3,2015,rur,C-EEU-BGR-BG414,0.17828261
C-EEU-BGR,Zone_5A Cool Humid,q3,2015,urb,C-EEU-BGR-BG414,0.26694751
C-EEU-BGR,Zone_5A Cool Humid,q3,2015,rur,C-EEU-BGR-BG415,0.17828261
C-EEU-BGR,Zone_5A Cool Humid,q3,2015,urb,C-EEU-BGR-BG415,0.26694751
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG421,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG421,0.53506259
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG422,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG422,0.53506259
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG423,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG423,0.53506259
C-EEU-BGR,Zone_5A Cool Humid,q3,2015,rur,C-EEU-BGR-BG424,0.17828261
C-EEU-BGR,Zone_5A Cool Humid,q3,2015,urb,C-EEU-BGR-BG424,0.26694751
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,rur,C-EEU-BGR-BG425,0.357345
C-EEU-BGR,Zone_4A Mixed Humid,q3,2015,urb,C-EEU-BGR-BG425,0.53506259
C-WEU-CYP,Zone_3A Warm Humid,q3,2015,rur,C-WEU-CYP-CY000,0.7234571
C-WEU-CYP,Zone_3A Warm Humid,q3,2015,urb,C-WEU-CYP-CY000,0.8624826
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,rur,C-EEU-CZE-CZ010,0.2060505
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,urb,C-EEU-CZE-CZ010,0.2130289
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,rur,C-EEU-CZE-CZ020,0.2060505
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,urb,C-EEU-CZE-CZ020,0.2130289
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,rur,C-EEU-CZE-CZ031,0.2060505
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,urb,C-EEU-CZE-CZ031,0.2130289
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,rur,C-EEU-CZE-CZ032,0.2060505
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,urb,C-EEU-CZE-CZ032,0.2130289
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,rur,C-EEU-CZE-CZ041,0.2060505
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,urb,C-EEU-CZE-CZ041,0.2130289
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,rur,C-EEU-CZE-CZ042,0.2060505
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,urb,C-EEU-CZE-CZ042,0.2130289
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,rur,C-EEU-CZE-CZ051,0.2060505
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,urb,C-EEU-CZE-CZ051,0.2130289
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,rur,C-EEU-CZE-CZ052,0.2060505
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,urb,C-EEU-CZE-CZ052,0.2130289
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,rur,C-EEU-CZE-CZ053,0.2060505
C-EEU-CZE,Zone_5A Cool Humid,q3,2015,urb,C-EEU-CZE-CZ053,0.2130289
