region_gea,arch,material,year,value
LAC,mfh,glass,2090,4.548425308
LAC,mfh,glass,2095,4.548425308
LAC,mfh,glass,2100,4.548425308
LAC,mfh,steel,2015,93.433931675
LAC,mfh,steel,2020,93.433931675
LAC,mfh,steel,2025,93.433931675
LAC,mfh,steel,2030,93.433931675
LAC,mfh,steel,2035,93.433931675
LAC,mfh,steel,2040,93.433931675
LAC,mfh,steel,2045,93.433931675
LAC,mfh,steel,2050,93.433931675
LAC,mfh,steel,2055,93.433931675
LAC,mfh,steel,2060,93.433931675
LAC,mfh,steel,2065,93.433931675
LAC,mfh,steel,2070,93.433931675
LAC,mfh,steel,2075,93.433931675
LAC,mfh,steel,2080,93.433931675
LAC,mfh,steel,2085,93.433931675
LAC,mfh,steel,2090,93.433931675
LAC,mfh,steel,2095,93.433931675
LAC,mfh,steel,2100,93.433931675
LAC,mfh,wood,2015,37.90422175
LAC,mfh,wood,2020,37.90422175
LAC,mfh,wood,2025,37.90422175
LAC,mfh,wood,2030,37.90422175
LAC,mfh,wood,2035,37.90422175
LAC,mfh,wood,2040,37.90422175
LAC,mfh,wood,2045,37.90422175
LAC,mfh,wood,2050,37.90422175
LAC,mfh,wood,2055,37.90422175
LAC,mfh,wood,2060,37.90422175
LAC,mfh,wood,2065,37.90422175
LAC,mfh,wood,2070,37.90422175
LAC,mfh,wood,2075,37.90422175
LAC,mfh,wood,2080,37.90422175
LAC,mfh,wood,2085,37.90422175
LAC,mfh,wood,2090,37.90422175
LAC,mfh,wood,2095,37.90422175
LAC,mfh,wood,2100,37.90422175
LAC,sfh,aluminum,2015,2.8500724015000003
LAC,sfh,aluminum,2020,2.8500724015000003
LAC,sfh,aluminum,2025,2.8500724015000003
LAC,sfh,aluminum,2030,2.8500724015000003
LAC,sfh,aluminum,2035,2.8500724015000003
LAC,sfh,aluminum,2040,2.8500724015000003
LAC,sfh,aluminum,2045,2.8500724015000003
LAC,sfh,aluminum,2050,2.8500724015000003
LAC,sfh,aluminum,2055,2.8500724015000003
LAC,sfh,aluminum,2060,2.8500724015000003
LAC,sfh,aluminum,2065,2.8500724015000003
LAC,sfh,aluminum,2070,2.8500724015000003
LAC,sfh,aluminum,2075,2.8500724015000003
LAC,sfh,aluminum,2080,2.8500724015000003
LAC,sfh,aluminum,2085,2.8500724015000003
LAC,sfh,aluminum,2090,2.8500724015000003
LAC,sfh,aluminum,2095,2.8500724015000003
LAC,sfh,aluminum,2100,2.8500724015000003
LAC,sfh,concrete,2015,792.4683832000001
LAC,sfh,concrete,2020,792.4683832000001
LAC,sfh,concrete,2025,792.4683832000001
LAC,sfh,concrete,2030,792.4683832000001
LAC,sfh,concrete,2035,792.4683832000001
LAC,sfh,concrete,2040,792.4683832000001
LAC,sfh,concrete,2045,792.4683832000001
LAC,sfh,concrete,2050,792.4683832000001
LAC,sfh,concrete,2055,792.4683832000001
LAC,sfh,concrete,2060,792.4683832000001
LAC,sfh,concrete,2065,792.4683832000001
LAC,sfh,concrete,2070,792.4683832000001
LAC,sfh,concrete,2075,792.4683832000001
LAC,sfh,concrete,2080,792.4683832000001
LAC,sfh,concrete,2085,792.4683832000001
LAC,sfh,concrete,2090,792.4683832000001
LAC,sfh,concrete,2095,792.4683832000001
LAC,sfh,concrete,2100,792.4683832000001
LAC,sfh,copper,2015,1.3713668065000002
LAC,sfh,copper,2020,1.3713668065000002
LAC,sfh,copper,2025,1.3713668065000002
LAC,sfh,copper,2030,1.3713668065000002
LAC,sfh,copper,2035,1.3713668065000002
LAC,sfh,copper,2040,1.3713668065000002
LAC,sfh,copper,2045,1.3713668065000002
LAC,sfh,copper,2050,1.3713668065000002
LAC,sfh,copper,2055,1.3713668065000002
LAC,sfh,copper,2060,1.3713668065000002
LAC,sfh,copper,2065,1.3713668065000002
LAC,sfh,copper,2070,1.3713668065000002
LAC,sfh,copper,2075,1.3713668065000002
LAC,sfh,copper,2080,1.3713668065000002
LAC,sfh,copper,2085,1.3713668065000002
LAC,sfh,copper,2090,1.3713668065000002
LAC,sfh,copper,2095,1.3713668065000002
LAC,sfh,copper,2100,1.3713668065000002
LAC,sfh,glass,2015,1.820055378
LAC,sfh,glass,2020,1.820055378
LAC,sfh,glass,2025,1.820055378
LAC,sfh,glass,2030,1.820055378
LAC,sfh,glass,2035,1.820055378
LAC,sfh,glass,2040,1.820055378
LAC,sfh,glass,2045,1.820055378
LAC,sfh,glass,2050,1.820055378
LAC,sfh,glass,2055,1.820055378
LAC,sfh,glass,2060,1.820055378
LAC,sfh,glass,2065,1.820055378
LAC,sfh,glass,2070,1.820055378
LAC,sfh,glass,2075,1.820055378
LAC,sfh,glass,2080,1.820055378
LAC,sfh,glass,2085,1.820055378
LAC,sfh,glass,2090,1.820055378
LAC,sfh,glass,2095,1.820055378
LAC,sfh,glass,2100,1.820055378
LAC,sfh,steel,2015,33.89055706
LAC,sfh,steel,2020,33.89055706
LAC,sfh,steel,2025,33.89055706
LAC,sfh,steel,2030,33.89055706
LAC,sfh,steel,2035,33.89055706
LAC,sfh,steel,2040,33.89055706
LAC,sfh,steel,2045,33.89055706
LAC,sfh,steel,2050,33.89055706
LAC,sfh,steel,2055,33.89055706
LAC,sfh,steel,2060,33.89055706
LAC,sfh,steel,2065,33.89055706
LAC,sfh,steel,2070,33.89055706
LAC,sfh,steel,2075,33.89055706
LAC,sfh,steel,2080,33.89055706
LAC,sfh,steel,2085,33.89055706
LAC,sfh,steel,2090,33.89055706
LAC,sfh,steel,2095,33.89055706
LAC,sfh,steel,2100,33.89055706
LAC,sfh,wood,2015,73.562673925
LAC,sfh,wood,2020,73.562673925
LAC,sfh,wood,2025,73.562673925
LAC,sfh,wood,2030,73.562673925
LAC,sfh,wood,2035,73.562673925
LAC,sfh,wood,2040,73.562673925
LAC,sfh,wood,2045,73.562673925
LAC,sfh,wood,2050,73.562673925
LAC,sfh,wood,2055,73.562673925
LAC,sfh,wood,2060,73.562673925
LAC,sfh,wood,2065,73.562673925
LAC,sfh,wood,2070,73.562673925
LAC,sfh,wood,2075,73.562673925
LAC,sfh,wood,2080,73.562673925
LAC,sfh,wood,2085,73.562673925
LAC,sfh,wood,2090,73.562673925
LAC,sfh,wood,2095,73.562673925
LAC,sfh,wood,2100,73.562673925
MEA,mfh,aluminum,2015,2.0570446735
MEA,mfh,aluminum,2020,2.0570446735
MEA,mfh,aluminum,2025,2.0570446735
MEA,mfh,aluminum,2030,2.0570446735
MEA,mfh,aluminum,2035,2.0570446735
MEA,mfh,aluminum,2040,2.0570446735
MEA,mfh,aluminum,2045,2.0570446735
MEA,mfh,aluminum,2050,2.0570446735
MEA,mfh,aluminum,2055,2.0570446735
MEA,mfh,aluminum,2060,2.0570446735
MEA,mfh,aluminum,2065,2.0570446735
MEA,mfh,aluminum,2070,2.0570446735
MEA,mfh,aluminum,2075,2.0570446735
MEA,mfh,aluminum,2080,2.0570446735
MEA,mfh,aluminum,2085,2.0570446735
MEA,mfh,aluminum,2090,2.0570446735
MEA,mfh,aluminum,2095,2.0570446735
MEA,mfh,aluminum,2100,2.0570446735
MEA,mfh,concrete,2015,1315.4278695
MEA,mfh,concrete,2020,1315.4278695
MEA,mfh,concrete,2025,1315.4278695
MEA,mfh,concrete,2030,1315.4278695
MEA,mfh,concrete,2035,1315.4278695
MEA,mfh,concrete,2040,1315.4278695
MEA,mfh,concrete,2045,1315.4278695
MEA,mfh,concrete,2050,1315.4278695
MEA,mfh,concrete,2055,1315.4278695
MEA,mfh,concrete,2060,1315.4278695
MEA,mfh,concrete,2065,1315.4278695
MEA,mfh,concrete,2070,1315.4278695
MEA,mfh,concrete,2075,1315.4278695
MEA,mfh,concrete,2080,1315.4278695
MEA,mfh,concrete,2085,1315.4278695
MEA,mfh,concrete,2090,1315.4278695
MEA,mfh,concrete,2095,1315.4278695
MEA,mfh,concrete,2100,1315.4278695
MEA,mfh,copper,2015,0.1749484535
MEA,mfh,copper,2020,0.1749484535
MEA,mfh,copper,2025,0.1749484535
MEA,mfh,copper,2030,0.1749484535
MEA,mfh,copper,2035,0.1749484535
MEA,mfh,copper,2040,0.1749484535
MEA,mfh,copper,2045,0.1749484535
MEA,mfh,copper,2050,0.1749484535
MEA,mfh,copper,2055,0.1749484535
MEA,mfh,copper,2060,0.1749484535
MEA,mfh,copper,2065,0.1749484535
MEA,mfh,copper,2070,0.1749484535
MEA,mfh,copper,2075,0.1749484535
MEA,mfh,copper,2080,0.1749484535
MEA,mfh,copper,2085,0.1749484535
MEA,mfh,copper,2090,0.1749484535
MEA,mfh,copper,2095,0.1749484535
MEA,mfh,copper,2100,0.1749484535
MEA,mfh,glass,2015,5.481168385
MEA,mfh,glass,2020,5.481168385
MEA,mfh,glass,2025,5.481168385
MEA,mfh,glass,2030,5.481168385
MEA,mfh,glass,2035,5.481168385
MEA,mfh,glass,2040,5.481168385
MEA,mfh,glass,2045,5.481168385
MEA,mfh,glass,2050,5.481168385
MEA,mfh,glass,2055,5.481168385
MEA,mfh,glass,2060,5.481168385
MEA,mfh,glass,2065,5.481168385
MEA,mfh,glass,2070,5.481168385
MEA,mfh,glass,2075,5.481168385
MEA,mfh,glass,2080,5.481168385
MEA,mfh,glass,2085,5.481168385
MEA,mfh,glass,2090,5.481168385
MEA,mfh,glass,2095,5.481168385
MEA,mfh,glass,2100,5.481168385
MEA,mfh,steel,2015,197.72831614999998
MEA,mfh,steel,2020,197.72831614999998
MEA,mfh,steel,2025,197.72831614999998
MEA,mfh,steel,2030,197.72831614999998
MEA,mfh,steel,2035,197.72831614999998
MEA,mfh,steel,2040,197.72831614999998
MEA,mfh,steel,2045,197.72831614999998
MEA,mfh,steel,2050,197.72831614999998
MEA,mfh,steel,2055,197.72831614999998
MEA,mfh,steel,2060,197.72831614999998
MEA,mfh,steel,2065,197.72831614999998
MEA,mfh,steel,2070,197.72831614999998
MEA,mfh,steel,2075,197.72831614999998
MEA,mfh,steel,2080,197.72831614999998
MEA,mfh,steel,2085,197.72831614999998
MEA,mfh,steel,2090,197.72831614999998
MEA,mfh,steel,2095,197.72831614999998
MEA,mfh,steel,2100,197.72831614999998
MEA,mfh,wood,2015,44.962474224999994
MEA,mfh,wood,2020,44.962474224999994
MEA,mfh,wood,2025,44.962474224999994
MEA,mfh,wood,2030,44.962474224999994
MEA,mfh,wood,2035,44.962474224999994
MEA,mfh,wood,2040,44.962474224999994
MEA,mfh,wood,2045,44.962474224999994
MEA,mfh,wood,2050,44.962474224999994
MEA,mfh,wood,2055,44.962474224999994
MEA,mfh,wood,2060,44.962474224999994
MEA,mfh,wood,2065,44.962474224999994
MEA,mfh,wood,2070,44.962474224999994
MEA,mfh,wood,2075,44.962474224999994
MEA,mfh,wood,2080,44.962474224999994
MEA,mfh,wood,2085,44.962474224999994
MEA,mfh,wood,2090,44.962474224999994
MEA,mfh,wood,2095,44.962474224999994
MEA,mfh,wood,2100,44.962474224999994
MEA,sfh,aluminum,2015,1.2977231519999999
MEA,sfh,aluminum,2020,1.2977231519999999
MEA,sfh,aluminum,2025,1.2977231519999999
MEA,sfh,aluminum,2030,1.2977231519999999
MEA,sfh,aluminum,2035,1.2977231519999999
MEA,sfh,aluminum,2040,1.2977231519999999
MEA,sfh,aluminum,2045,1.2977231519999999
MEA,sfh,aluminum,2050,1.2977231519999999
MEA,sfh,aluminum,2055,1.2977231519999999
MEA,sfh,aluminum,2060,1.2977231519999999
MEA,sfh,aluminum,2065,1.2977231519999999
MEA,sfh,aluminum,2070,1.2977231519999999
MEA,sfh,aluminum,2075,1.2977231519999999
MEA,sfh,aluminum,2080,1.2977231519999999
MEA,sfh,aluminum,2085,1.2977231519999999
MEA,sfh,aluminum,2090,1.2977231519999999
MEA,sfh,aluminum,2095,1.2977231519999999
MEA,sfh,aluminum,2100,1.2977231519999999
MEA,sfh,concrete,2015,1362.5936855
MEA,sfh,concrete,2020,1362.5936855
MEA,sfh,concrete,2025,1362.5936855
MEA,sfh,concrete,2030,1362.5936855
MEA,sfh,concrete,2035,1362.5936855
MEA,sfh,concrete,2040,1362.5936855
MEA,sfh,concrete,2045,1362.5936855
MEA,sfh,concrete,2050,1362.5936855
MEA,sfh,concrete,2055,1362.5936855
MEA,sfh,concrete,2060,1362.5936855
MEA,sfh,concrete,2065,1362.5936855
MEA,sfh,concrete,2070,1362.5936855
MEA,sfh,concrete,2075,1362.5936855
MEA,sfh,concrete,2080,1362.5936855
MEA,sfh,concrete,2085,1362.5936855
MEA,sfh,concrete,2090,1362.5936855
MEA,sfh,concrete,2095,1362.5936855
MEA,sfh,concrete,2100,1362.5936855
MEA,sfh,copper,2015,1.3713668065000002
MEA,sfh,copper,2020,1.3713668065000002
MEA,sfh,copper,2025,1.3713668065000002
MEA,sfh,copper,2030,1.3713668065000002
MEA,sfh,copper,2035,1.3713668065000002
MEA,sfh,copper,2040,1.3713668065000002
MEA,sfh,copper,2045,1.3713668065000002
MEA,sfh,copper,2050,1.3713668065000002
MEA,sfh,copper,2055,1.3713668065000002
MEA,sfh,copper,2060,1.3713668065000002
MEA,sfh,copper,2065,1.3713668065000002
MEA,sfh,copper,2070,1.3713668065000002
MEA,sfh,copper,2075,1.3713668065000002
MEA,sfh,copper,2080,1.3713668065000002
MEA,sfh,copper,2085,1.3713668065000002
MEA,sfh,copper,2090,1.3713668065000002
MEA,sfh,copper,2095,1.3713668065000002
MEA,sfh,copper,2100,1.3713668065000002
MEA,sfh,glass,2015,2.3664644349999997
MEA,sfh,glass,2020,2.3664644349999997
MEA,sfh,glass,2025,2.3664644349999997
MEA,sfh,glass,2030,2.3664644349999997
MEA,sfh,glass,2035,2.3664644349999997
MEA,sfh,glass,2040,2.3664644349999997
MEA,sfh,glass,2045,2.3664644349999997
MEA,sfh,glass,2050,2.3664644349999997
MEA,sfh,glass,2055,2.3664644349999997
MEA,sfh,glass,2060,2.3664644349999997
MEA,sfh,glass,2065,2.3664644349999997
MEA,sfh,glass,2070,2.3664644349999997
MEA,sfh,glass,2075,2.3664644349999997
MEA,sfh,glass,2080,2.3664644349999997
MEA,sfh,glass,2085,2.3664644349999997
MEA,sfh,glass,2090,2.3664644349999997
MEA,sfh,glass,2095,2.3664644349999997
MEA,sfh,glass,2100,2.3664644349999997
MEA,sfh,steel,2015,71.42301255000001
MEA,sfh,steel,2020,71.42301255000001
MEA,sfh,steel,2025,71.42301255000001
MEA,sfh,steel,2030,71.42301255000001
MEA,sfh,steel,2035,71.42301255000001
MEA,sfh,steel,2040,71.42301255000001
MEA,sfh,steel,2045,71.42301255000001
MEA,sfh,steel,2050,71.42301255000001
MEA,sfh,steel,2055,71.42301255000001
MEA,sfh,steel,2060,71.42301255000001
MEA,sfh,steel,2065,71.42301255000001
MEA,sfh,steel,2070,71.42301255000001
MEA,sfh,steel,2075,71.42301255000001
MEA,sfh,steel,2080,71.42301255000001
MEA,sfh,steel,2085,71.42301255000001
MEA,sfh,steel,2090,71.42301255000001
MEA,sfh,steel,2095,71.42301255000001
MEA,sfh,steel,2100,71.42301255000001
MEA,sfh,wood,2015,26.474912835
MEA,sfh,wood,2020,26.474912835
MEA,sfh,wood,2025,26.474912835
MEA,sfh,wood,2030,26.474912835
MEA,sfh,wood,2035,26.474912835
MEA,sfh,wood,2040,26.474912835
MEA,sfh,wood,2045,26.474912835
MEA,sfh,wood,2050,26.474912835
MEA,sfh,wood,2055,26.474912835
MEA,sfh,wood,2060,26.474912835
MEA,sfh,wood,2065,26.474912835
MEA,sfh,wood,2070,26.474912835
MEA,sfh,wood,2075,26.474912835
MEA,sfh,wood,2080,26.474912835
MEA,sfh,wood,2085,26.474912835
MEA,sfh,wood,2090,26.474912835
MEA,sfh,wood,2095,26.474912835
MEA,sfh,wood,2100,26.474912835
NAM,mfh,aluminum,2015,2.7504489690000002
NAM,mfh,aluminum,2020,2.7504489690000002
NAM,mfh,aluminum,2025,2.7504489690000002
NAM,mfh,aluminum,2030,2.7504489690000002
NAM,mfh,aluminum,2035,2.7504489690000002
NAM,mfh,aluminum,2040,2.7504489690000002
NAM,mfh,aluminum,2045,2.7504489690000002
NAM,mfh,aluminum,2050,2.7504489690000002
NAM,mfh,aluminum,2055,2.7504489690000002
NAM,mfh,aluminum,2060,2.7504489690000002
NAM,mfh,aluminum,2065,2.7504489690000002
NAM,mfh,aluminum,2070,2.7504489690000002
NAM,mfh,aluminum,2075,2.7504489690000002
NAM,mfh,aluminum,2080,2.7504489690000002
NAM,mfh,aluminum,2085,2.7504489690000002
NAM,mfh,aluminum,2090,2.7504489690000002
NAM,mfh,aluminum,2095,2.7504489690000002
NAM,mfh,aluminum,2100,2.7504489690000002
NAM,mfh,concrete,2015,705.0445586000001
NAM,mfh,concrete,2020,705.0445586000001
NAM,mfh,concrete,2025,705.0445586000001
NAM,mfh,concrete,2030,705.0445586000001
NAM,mfh,concrete,2035,705.0445586000001
NAM,mfh,concrete,2040,705.0445586000001
NAM,mfh,concrete,2045,705.0445586000001
NAM,mfh,concrete,2050,705.0445586000001
NAM,mfh,concrete,2055,705.0445586000001
NAM,mfh,concrete,2060,705.0445586000001
NAM,mfh,concrete,2065,705.0445586000001
NAM,mfh,concrete,2070,705.0445586000001
NAM,mfh,concrete,2075,705.0445586000001
NAM,mfh,concrete,2080,705.0445586000001
NAM,mfh,concrete,2085,705.0445586000001
NAM,mfh,concrete,2090,705.0445586000001
NAM,mfh,concrete,2095,705.0445586000001
NAM,mfh,concrete,2100,705.0445586000001
NAM,mfh,copper,2015,0.182287443
NAM,mfh,copper,2020,0.182287443
NAM,mfh,copper,2025,0.182287443
NAM,mfh,copper,2030,0.182287443
NAM,mfh,copper,2035,0.182287443
NAM,mfh,copper,2040,0.182287443
NAM,mfh,copper,2045,0.182287443
NAM,mfh,copper,2050,0.182287443
NAM,mfh,copper,2055,0.182287443
NAM,mfh,copper,2060,0.182287443
NAM,mfh,copper,2065,0.182287443
NAM,mfh,copper,2070,0.182287443
NAM,mfh,copper,2075,0.182287443
NAM,mfh,copper,2080,0.182287443
NAM,mfh,copper,2085,0.182287443
NAM,mfh,copper,2090,0.182287443
NAM,mfh,copper,2095,0.182287443
NAM,mfh,copper,2100,0.182287443
NAM,mfh,glass,2015,5.084584038999999
NAM,mfh,glass,2020,5.084584038999999
NAM,mfh,glass,2025,5.084584038999999
NAM,mfh,glass,2030,5.084584038999999
NAM,mfh,glass,2035,5.084584038999999
NAM,mfh,glass,2040,5.084584038999999
NAM,mfh,glass,2045,5.084584038999999
NAM,mfh,glass,2050,5.084584038999999
NAM,mfh,glass,2055,5.084584038999999
NAM,mfh,glass,2060,5.084584038999999
NAM,mfh,glass,2065,5.084584038999999
NAM,mfh,glass,2070,5.084584038999999
NAM,mfh,glass,2075,5.084584038999999
NAM,mfh,glass,2080,5.084584038999999
NAM,mfh,glass,2085,5.084584038999999
NAM,mfh,glass,2090,5.084584038999999
NAM,mfh,glass,2095,5.084584038999999
NAM,mfh,glass,2100,5.084584038999999
NAM,mfh,steel,2015,69.45769362
NAM,mfh,steel,2020,69.45769362
NAM,mfh,steel,2025,69.45769362
NAM,mfh,steel,2030,69.45769362
NAM,mfh,steel,2035,69.45769362
NAM,mfh,steel,2040,69.45769362
NAM,mfh,steel,2045,69.45769362
NAM,mfh,steel,2050,69.45769362
NAM,mfh,steel,2055,69.45769362
NAM,mfh,steel,2060,69.45769362
NAM,mfh,steel,2065,69.45769362
NAM,mfh,steel,2070,69.45769362
NAM,mfh,steel,2075,69.45769362
NAM,mfh,steel,2080,69.45769362
NAM,mfh,steel,2085,69.45769362
NAM,mfh,steel,2090,69.45769362
NAM,mfh,steel,2095,69.45769362
NAM,mfh,steel,2100,69.45769362
NAM,mfh,wood,2015,40.980356905
NAM,mfh,wood,2020,40.980356905
NAM,mfh,wood,2025,40.980356905
NAM,mfh,wood,2030,40.980356905
NAM,mfh,wood,2035,40.980356905
NAM,mfh,wood,2040,40.980356905
NAM,mfh,wood,2045,40.980356905
NAM,mfh,wood,2050,40.980356905
NAM,mfh,wood,2055,40.980356905
NAM,mfh,wood,2060,40.980356905
NAM,mfh,wood,2065,40.980356905
NAM,mfh,wood,2070,40.980356905
NAM,mfh,wood,2075,40.980356905
NAM,mfh,wood,2080,40.980356905
NAM,mfh,wood,2085,40.980356905
NAM,mfh,wood,2090,40.980356905
NAM,mfh,wood,2095,40.980356905
NAM,mfh,wood,2100,40.980356905
NAM,sfh,aluminum,2015,4.458819085
NAM,sfh,aluminum,2020,4.458819085
NAM,sfh,aluminum,2025,4.458819085
NAM,sfh,aluminum,2030,4.458819085
NAM,sfh,aluminum,2035,4.458819085
NAM,sfh,aluminum,2040,4.458819085
NAM,sfh,aluminum,2045,4.458819085
NAM,sfh,aluminum,2050,4.458819085
NAM,sfh,aluminum,2055,4.458819085
NAM,sfh,aluminum,2060,4.458819085
NAM,sfh,aluminum,2065,4.458819085
NAM,sfh,aluminum,2070,4.458819085
NAM,sfh,aluminum,2075,4.458819085
NAM,sfh,aluminum,2080,4.458819085
NAM,sfh,aluminum,2085,4.458819085
NAM,sfh,aluminum,2090,4.458819085
NAM,sfh,aluminum,2095,4.458819085
NAM,sfh,aluminum,2100,4.458819085
NAM,sfh,concrete,2015,754.9345054
NAM,sfh,concrete,2020,754.9345054
NAM,sfh,concrete,2025,754.9345054
NAM,sfh,concrete,2030,754.9345054
NAM,sfh,concrete,2035,754.9345054
NAM,sfh,concrete,2040,754.9345054
NAM,sfh,concrete,2045,754.9345054
NAM,sfh,concrete,2050,754.9345054
NAM,sfh,concrete,2055,754.9345054
NAM,sfh,concrete,2060,754.9345054
NAM,sfh,concrete,2065,754.9345054
NAM,sfh,concrete,2070,754.9345054
NAM,sfh,concrete,2075,754.9345054
NAM,sfh,concrete,2080,754.9345054
NAM,sfh,concrete,2085,754.9345054
NAM,sfh,concrete,2090,754.9345054
NAM,sfh,concrete,2095,754.9345054
NAM,sfh,concrete,2100,754.9345054
NAM,sfh,copper,2015,1.2533813415
NAM,sfh,copper,2020,1.2533813415
NAM,sfh,copper,2025,1.2533813415
NAM,sfh,copper,2030,1.2533813415
NAM,sfh,copper,2035,1.2533813415
NAM,sfh,copper,2040,1.2533813415
NAM,sfh,copper,2045,1.2533813415
NAM,sfh,copper,2050,1.2533813415
NAM,sfh,copper,2055,1.2533813415
NAM,sfh,copper,2060,1.2533813415
NAM,sfh,copper,2065,1.2533813415
NAM,sfh,copper,2070,1.2533813415
NAM,sfh,copper,2075,1.2533813415
NAM,sfh,copper,2080,1.2533813415
NAM,sfh,copper,2085,1.2533813415
NAM,sfh,copper,2090,1.2533813415
NAM,sfh,copper,2095,1.2533813415
NAM,sfh,copper,2100,1.2533813415
NAM,sfh,glass,2015,2.7090411309999998
NAM,sfh,glass,2020,2.7090411309999998
NAM,sfh,glass,2025,2.7090411309999998
NAM,sfh,glass,2030,2.7090411309999998
NAM,sfh,glass,2035,2.7090411309999998
NAM,sfh,glass,2040,2.7090411309999998
NAM,sfh,glass,2045,2.7090411309999998
NAM,sfh,glass,2050,2.7090411309999998
NAM,sfh,glass,2055,2.7090411309999998
NAM,sfh,glass,2060,2.7090411309999998
NAM,sfh,glass,2065,2.7090411309999998
NAM,sfh,glass,2070,2.7090411309999998
NAM,sfh,glass,2075,2.7090411309999998
NAM,sfh,glass,2080,2.7090411309999998
NAM,sfh,glass,2085,2.7090411309999998
NAM,sfh,glass,2090,2.7090411309999998
NAM,sfh,glass,2095,2.7090411309999998
NAM,sfh,glass,2100,2.7090411309999998
NAM,sfh,steel,2015,24.924121905000003
NAM,sfh,steel,2020,24.924121905000003
NAM,sfh,steel,2025,24.924121905000003
NAM,sfh,steel,2030,24.924121905000003
NAM,sfh,steel,2035,24.924121905000003
NAM,sfh,steel,2040,24.924121905000003
NAM,sfh,steel,2045,24.924121905000003
NAM,sfh,steel,2050,24.924121905000003
NAM,sfh,steel,2055,24.924121905000003
NAM,sfh,steel,2060,24.924121905000003
NAM,sfh,steel,2065,24.924121905000003
NAM,sfh,steel,2070,24.924121905000003
NAM,sfh,steel,2075,24.924121905000003
NAM,sfh,steel,2080,24.924121905000003
NAM,sfh,steel,2085,24.924121905000003
NAM,sfh,steel,2090,24.924121905000003
NAM,sfh,steel,2095,24.924121905000003
NAM,sfh,steel,2100,24.924121905000003
NAM,sfh,wood,2015,58.413619425
NAM,sfh,wood,2020,58.413619425
NAM,sfh,wood,2025,58.413619425
NAM,sfh,wood,2030,58.413619425
NAM,sfh,wood,2035,58.413619425
NAM,sfh,wood,2040,58.413619425
NAM,sfh,wood,2045,58.413619425
NAM,sfh,wood,2050,58.413619425
NAM,sfh,wood,2055,58.413619425
NAM,sfh,wood,2060,58.413619425
NAM,sfh,wood,2065,58.413619425
NAM,sfh,wood,2070,58.413619425
NAM,sfh,wood,2075,58.413619425
NAM,sfh,wood,2080,58.413619425
NAM,sfh,wood,2085,58.413619425
NAM,sfh,wood,2090,58.413619425
NAM,sfh,wood,2095,58.413619425
NAM,sfh,wood,2100,58.413619425
PAO,mfh,aluminum,2015,1.9685319825
PAO,mfh,aluminum,2020,1.9685319825
PAO,mfh,aluminum,2025,1.9685319825
PAO,mfh,aluminum,2030,1.9685319825
PAO,mfh,aluminum,2035,1.9685319825
PAO,mfh,aluminum,2040,1.9685319825
PAO,mfh,aluminum,2045,1.9685319825
PAO,mfh,aluminum,2050,1.9685319825
PAO,mfh,aluminum,2055,1.9685319825
PAO,mfh,aluminum,2060,1.9685319825
PAO,mfh,aluminum,2065,1.9685319825
PAO,mfh,aluminum,2070,1.9685319825
PAO,mfh,aluminum,2075,1.9685319825
PAO,mfh,aluminum,2080,1.9685319825
PAO,mfh,aluminum,2085,1.9685319825
PAO,mfh,aluminum,2090,1.9685319825
PAO,mfh,aluminum,2095,1.9685319825
PAO,mfh,aluminum,2100,1.9685319825
PAO,mfh,concrete,2015,914.1484052
PAO,mfh,concrete,2020,914.1484052
PAO,mfh,concrete,2025,914.1484052
PAO,mfh,concrete,2030,914.1484052
PAO,mfh,concrete,2035,914.1484052
PAO,mfh,concrete,2040,914.1484052
PAO,mfh,concrete,2045,914.1484052
PAO,mfh,concrete,2050,914.1484052
PAO,mfh,concrete,2055,914.1484052
PAO,mfh,concrete,2060,914.1484052
PAO,mfh,concrete,2065,914.1484052
PAO,mfh,concrete,2070,914.1484052
PAO,mfh,concrete,2075,914.1484052
PAO,mfh,concrete,2080,914.1484052
PAO,mfh,concrete,2085,914.1484052
PAO,mfh,concrete,2090,914.1484052
PAO,mfh,concrete,2095,914.1484052
PAO,mfh,concrete,2100,914.1484052
PAO,mfh,copper,2015,0.084082859
PAO,mfh,copper,2020,0.084082859
PAO,mfh,copper,2025,0.084082859
PAO,mfh,copper,2030,0.084082859
PAO,mfh,copper,2035,0.084082859
PAO,mfh,copper,2040,0.084082859
PAO,mfh,copper,2045,0.084082859
PAO,mfh,copper,2050,0.084082859
PAO,mfh,copper,2055,0.084082859
PAO,mfh,copper,2060,0.084082859
PAO,mfh,copper,2065,0.084082859
PAO,mfh,copper,2070,0.084082859
PAO,mfh,copper,2075,0.084082859
PAO,mfh,copper,2080,0.084082859
PAO,mfh,copper,2085,0.084082859
PAO,mfh,copper,2090,0.084082859
PAO,mfh,copper,2095,0.084082859
PAO,mfh,copper,2100,0.084082859
PAO,mfh,glass,2015,6.059513479
PAO,mfh,glass,2020,6.059513479
PAO,mfh,glass,2025,6.059513479
PAO,mfh,glass,2030,6.059513479
PAO,mfh,glass,2035,6.059513479
PAO,mfh,glass,2040,6.059513479
PAO,mfh,glass,2045,6.059513479
PAO,mfh,glass,2050,6.059513479
PAO,mfh,glass,2055,6.059513479
PAO,mfh,glass,2060,6.059513479
PAO,mfh,glass,2065,6.059513479
PAO,mfh,glass,2070,6.059513479
PAO,mfh,glass,2075,6.059513479
