region_gea,arch,material,year,value
AFR,sfh,copper,2050,1.355200154
AFR,sfh,copper,2055,1.355200154
AFR,sfh,copper,2060,1.355200154
AFR,sfh,copper,2065,1.355200154
AFR,sfh,copper,2070,1.355200154
AFR,sfh,copper,2075,1.355200154
AFR,sfh,copper,2080,1.355200154
AFR,sfh,copper,2085,1.355200154
AFR,sfh,copper,2090,1.355200154
AFR,sfh,copper,2095,1.355200154
AFR,sfh,copper,2100,1.355200154
AFR,sfh,glass,2015,1.321761922
AFR,sfh,glass,2020,1.321761922
AFR,sfh,glass,2025,1.321761922
AFR,sfh,glass,2030,1.321761922
AFR,sfh,glass,2035,1.321761922
AFR,sfh,glass,2040,1.321761922
AFR,sfh,glass,2045,1.321761922
AFR,sfh,glass,2050,1.321761922
AFR,sfh,glass,2055,1.321761922
AFR,sfh,glass,2060,1.321761922
AFR,sfh,glass,2065,1.321761922
AFR,sfh,glass,2070,1.321761922
AFR,sfh,glass,2075,1.321761922
AFR,sfh,glass,2080,1.321761922
AFR,sfh,glass,2085,1.321761922
AFR,sfh,glass,2090,1.321761922
AFR,sfh,glass,2095,1.321761922
AFR,sfh,glass,2100,1.321761922
AFR,sfh,steel,2015,23.504585000000002
AFR,sfh,steel,2020,23.504585000000002
AFR,sfh,steel,2025,23.504585000000002
AFR,sfh,steel,2030,23.504585000000002
AFR,sfh,steel,2035,23.504585000000002
AFR,sfh,steel,2040,23.504585000000002
AFR,sfh,steel,2045,23.504585000000002
AFR,sfh,steel,2050,23.504585000000002
AFR,sfh,steel,2055,23.504585000000002
AFR,sfh,steel,2060,23.504585000000002
AFR,sfh,steel,2065,23.504585000000002
AFR,sfh,steel,2070,23.504585000000002
AFR,sfh,steel,2075,23.504585000000002
AFR,sfh,steel,2080,23.504585000000002
AFR,sfh,steel,2085,23.504585000000002
AFR,sfh,steel,2090,23.504585000000002
AFR,sfh,steel,2095,23.504585000000002
AFR,sfh,steel,2100,23.504585000000002
AFR,sfh,wood,2015,31.409294935000002
AFR,sfh,wood,2020,31.409294935000002
AFR,sfh,wood,2025,31.409294935000002
AFR,sfh,wood,2030,31.409294935000002
AFR,sfh,wood,2035,31.409294935000002
AFR,sfh,wood,2040,31.409294935000002
AFR,sfh,wood,2045,31.409294935000002
AFR,sfh,wood,2050,31.409294935000002
AFR,sfh,wood,2055,31.409294935000002
AFR,sfh,wood,2060,31.409294935000002
AFR,sfh,wood,2065,31.409294935000002
AFR,sfh,wood,2070,31.409294935000002
AFR,sfh,wood,2075,31.409294935000002
AFR,sfh,wood,2080,31.409294935000002
AFR,sfh,wood,2085,31.409294935000002
AFR,sfh,wood,2090,31.409294935000002
AFR,sfh,wood,2095,31.409294935000002
AFR,sfh,wood,2100,31.409294935000002
CPA,mfh,aluminum,2015,1.8292439859999998
CPA,mfh,aluminum,2020,1.8292439859999998
CPA,mfh,aluminum,2025,1.8292439859999998
CPA,mfh,aluminum,2030,1.8292439859999998
CPA,mfh,aluminum,2035,1.8292439859999998
CPA,mfh,aluminum,2040,1.8292439859999998
CPA,mfh,aluminum,2045,1.8292439859999998
CPA,mfh,aluminum,2050,1.8292439859999998
CPA,mfh,aluminum,2055,1.8292439859999998
CPA,mfh,aluminum,2060,1.8292439859999998
CPA,mfh,aluminum,2065,1.8292439859999998
CPA,mfh,aluminum,2070,1.8292439859999998
CPA,mfh,aluminum,2075,1.8292439859999998
CPA,mfh,aluminum,2080,1.8292439859999998
CPA,mfh,aluminum,2085,1.8292439859999998
CPA,mfh,aluminum,2090,1.8292439859999998
CPA,mfh,aluminum,2095,1.8292439859999998
CPA,mfh,aluminum,2100,1.8292439859999998
CPA,mfh,concrete,2015,1034.1759279999999
CPA,mfh,concrete,2020,1034.1759279999999
CPA,mfh,concrete,2025,1034.1759279999999
CPA,mfh,concrete,2030,1034.1759279999999
CPA,mfh,concrete,2035,1034.1759279999999
CPA,mfh,concrete,2040,1034.1759279999999
CPA,mfh,concrete,2045,1034.1759279999999
CPA,mfh,concrete,2050,1034.1759279999999
CPA,mfh,concrete,2055,1034.1759279999999
CPA,mfh,concrete,2060,1034.1759279999999
CPA,mfh,concrete,2065,1034.1759279999999
CPA,mfh,concrete,2070,1034.1759279999999
CPA,mfh,concrete,2075,1034.1759279999999
CPA,mfh,concrete,2080,1034.1759279999999
CPA,mfh,concrete,2085,1034.1759279999999
CPA,mfh,concrete,2090,1034.1759279999999
CPA,mfh,concrete,2095,1034.1759279999999
CPA,mfh,concrete,2100,1034.1759279999999
CPA,mfh,copper,2015,0.2024398625
CPA,mfh,copper,2020,0.2024398625
CPA,mfh,copper,2025,0.2024398625
CPA,mfh,copper,2030,0.2024398625
CPA,mfh,copper,2035,0.2024398625
CPA,mfh,copper,2040,0.2024398625
CPA,mfh,copper,2045,0.2024398625
CPA,mfh,copper,2050,0.2024398625
CPA,mfh,copper,2055,0.2024398625
CPA,mfh,copper,2060,0.2024398625
CPA,mfh,copper,2065,0.2024398625
CPA,mfh,copper,2070,0.2024398625
CPA,mfh,copper,2075,0.2024398625
CPA,mfh,copper,2080,0.2024398625
CPA,mfh,copper,2085,0.2024398625
CPA,mfh,copper,2090,0.2024398625
CPA,mfh,copper,2095,0.2024398625
CPA,mfh,copper,2100,0.2024398625
CPA,mfh,glass,2015,3.9446449025
CPA,mfh,glass,2020,3.9446449025
CPA,mfh,glass,2025,3.9446449025
CPA,mfh,glass,2030,3.9446449025
CPA,mfh,glass,2035,3.9446449025
CPA,mfh,glass,2040,3.9446449025
CPA,mfh,glass,2045,3.9446449025
CPA,mfh,glass,2050,3.9446449025
CPA,mfh,glass,2055,3.9446449025
CPA,mfh,glass,2060,3.9446449025
CPA,mfh,glass,2065,3.9446449025
CPA,mfh,glass,2070,3.9446449025
CPA,mfh,glass,2075,3.9446449025
CPA,mfh,glass,2080,3.9446449025
CPA,mfh,glass,2085,3.9446449025
CPA,mfh,glass,2090,3.9446449025
CPA,mfh,glass,2095,3.9446449025
CPA,mfh,glass,2100,3.9446449025
CPA,mfh,steel,2015,138.12442729999998
CPA,mfh,steel,2020,138.12442729999998
CPA,mfh,steel,2025,138.12442729999998
CPA,mfh,steel,2030,138.12442729999998
CPA,mfh,steel,2035,138.12442729999998
CPA,mfh,steel,2040,138.12442729999998
CPA,mfh,steel,2045,138.12442729999998
CPA,mfh,steel,2050,138.12442729999998
CPA,mfh,steel,2055,138.12442729999998
CPA,mfh,steel,2060,138.12442729999998
CPA,mfh,steel,2065,138.12442729999998
CPA,mfh,steel,2070,138.12442729999998
CPA,mfh,steel,2075,138.12442729999998
CPA,mfh,steel,2080,138.12442729999998
CPA,mfh,steel,2085,138.12442729999998
CPA,mfh,steel,2090,138.12442729999998
CPA,mfh,steel,2095,138.12442729999998
CPA,mfh,steel,2100,138.12442729999998
CPA,mfh,wood,2015,34.895475375
CPA,mfh,wood,2020,34.895475375
CPA,mfh,wood,2025,34.895475375
CPA,mfh,wood,2030,34.895475375
CPA,mfh,wood,2035,34.895475375
CPA,mfh,wood,2040,34.895475375
CPA,mfh,wood,2045,34.895475375
CPA,mfh,wood,2050,34.895475375
CPA,mfh,wood,2055,34.895475375
CPA,mfh,wood,2060,34.895475375
CPA,mfh,wood,2065,34.895475375
CPA,mfh,wood,2070,34.895475375
CPA,mfh,wood,2075,34.895475375
CPA,mfh,wood,2080,34.895475375
CPA,mfh,wood,2085,34.895475375
CPA,mfh,wood,2090,34.895475375
CPA,mfh,wood,2095,34.895475375
CPA,mfh,wood,2100,34.895475375
CPA,sfh,aluminum,2015,4.620144119
CPA,sfh,aluminum,2020,4.620144119
CPA,sfh,aluminum,2025,4.620144119
CPA,sfh,aluminum,2030,4.620144119
CPA,sfh,aluminum,2035,4.620144119
CPA,sfh,aluminum,2040,4.620144119
CPA,sfh,aluminum,2045,4.620144119
CPA,sfh,aluminum,2050,4.620144119
CPA,sfh,aluminum,2055,4.620144119
CPA,sfh,aluminum,2060,4.620144119
CPA,sfh,aluminum,2065,4.620144119
CPA,sfh,aluminum,2070,4.620144119
CPA,sfh,aluminum,2075,4.620144119
CPA,sfh,aluminum,2080,4.620144119
CPA,sfh,aluminum,2085,4.620144119
CPA,sfh,aluminum,2090,4.620144119
CPA,sfh,aluminum,2095,4.620144119
CPA,sfh,aluminum,2100,4.620144119
CPA,sfh,concrete,2015,1546.7276945
CPA,sfh,concrete,2020,1546.7276945
CPA,sfh,concrete,2025,1546.7276945
CPA,sfh,concrete,2030,1546.7276945
CPA,sfh,concrete,2035,1546.7276945
CPA,sfh,concrete,2040,1546.7276945
CPA,sfh,concrete,2045,1546.7276945
CPA,sfh,concrete,2050,1546.7276945
CPA,sfh,concrete,2055,1546.7276945
CPA,sfh,concrete,2060,1546.7276945
CPA,sfh,concrete,2065,1546.7276945
CPA,sfh,concrete,2070,1546.7276945
CPA,sfh,concrete,2075,1546.7276945
CPA,sfh,concrete,2080,1546.7276945
CPA,sfh,concrete,2085,1546.7276945
CPA,sfh,concrete,2090,1546.7276945
CPA,sfh,concrete,2095,1546.7276945
CPA,sfh,concrete,2100,1546.7276945
CPA,sfh,copper,2015,1.3713668065000002
CPA,sfh,copper,2020,1.3713668065000002
CPA,sfh,copper,2025,1.3713668065000002
CPA,sfh,copper,2030,1.3713668065000002
CPA,sfh,copper,2035,1.3713668065000002
CPA,sfh,copper,2040,1.3713668065000002
CPA,sfh,copper,2045,1.3713668065000002
CPA,sfh,copper,2050,1.3713668065000002
CPA,sfh,copper,2055,1.3713668065000002
CPA,sfh,copper,2060,1.3713668065000002
CPA,sfh,copper,2065,1.3713668065000002
CPA,sfh,copper,2070,1.3713668065000002
CPA,sfh,copper,2075,1.3713668065000002
CPA,sfh,copper,2080,1.3713668065000002
CPA,sfh,copper,2085,1.3713668065000002
CPA,sfh,copper,2090,1.3713668065000002
CPA,sfh,copper,2095,1.3713668065000002
CPA,sfh,copper,2100,1.3713668065000002
CPA,sfh,glass,2015,3.7003928409999998
CPA,sfh,glass,2020,3.7003928409999998
CPA,sfh,glass,2025,3.7003928409999998
CPA,sfh,glass,2030,3.7003928409999998
CPA,sfh,glass,2035,3.7003928409999998
CPA,sfh,glass,2040,3.7003928409999998
CPA,sfh,glass,2045,3.7003928409999998
CPA,sfh,glass,2050,3.7003928409999998
CPA,sfh,glass,2055,3.7003928409999998
CPA,sfh,glass,2060,3.7003928409999998
CPA,sfh,glass,2065,3.7003928409999998
CPA,sfh,glass,2070,3.7003928409999998
CPA,sfh,glass,2075,3.7003928409999998
CPA,sfh,glass,2080,3.7003928409999998
CPA,sfh,glass,2085,3.7003928409999998
CPA,sfh,glass,2090,3.7003928409999998
CPA,sfh,glass,2095,3.7003928409999998
CPA,sfh,glass,2100,3.7003928409999998
CPA,sfh,steel,2015,31.407687125
CPA,sfh,steel,2020,31.407687125
CPA,sfh,steel,2025,31.407687125
CPA,sfh,steel,2030,31.407687125
CPA,sfh,steel,2035,31.407687125
CPA,sfh,steel,2040,31.407687125
CPA,sfh,steel,2045,31.407687125
CPA,sfh,steel,2050,31.407687125
CPA,sfh,steel,2055,31.407687125
CPA,sfh,steel,2060,31.407687125
CPA,sfh,steel,2065,31.407687125
CPA,sfh,steel,2070,31.407687125
CPA,sfh,steel,2075,31.407687125
CPA,sfh,steel,2080,31.407687125
CPA,sfh,steel,2085,31.407687125
CPA,sfh,steel,2090,31.407687125
CPA,sfh,steel,2095,31.407687125
CPA,sfh,steel,2100,31.407687125
CPA,sfh,wood,2015,47.0868596
CPA,sfh,wood,2020,47.0868596
CPA,sfh,wood,2025,47.0868596
CPA,sfh,wood,2030,47.0868596
CPA,sfh,wood,2035,47.0868596
CPA,sfh,wood,2040,47.0868596
CPA,sfh,wood,2045,47.0868596
CPA,sfh,wood,2050,47.0868596
CPA,sfh,wood,2055,47.0868596
CPA,sfh,wood,2060,47.0868596
CPA,sfh,wood,2065,47.0868596
CPA,sfh,wood,2070,47.0868596
CPA,sfh,wood,2075,47.0868596
CPA,sfh,wood,2080,47.0868596
CPA,sfh,wood,2085,47.0868596
CPA,sfh,wood,2090,47.0868596
CPA,sfh,wood,2095,47.0868596
CPA,sfh,wood,2100,47.0868596
EEU,mfh,aluminum,2015,2.1281857145000003
EEU,mfh,aluminum,2020,2.1281857145000003
EEU,mfh,aluminum,2025,2.1281857145000003
EEU,mfh,aluminum,2030,2.1281857145000003
EEU,mfh,aluminum,2035,2.1281857145000003
EEU,mfh,aluminum,2040,2.1281857145000003
EEU,mfh,aluminum,2045,2.1281857145000003
EEU,mfh,aluminum,2050,2.1281857145000003
