region_bld,year,value,clim,urt
C-WEU-NLD,2090,17.988114999999997,Zone_4A Mixed Humid,urb
C-WEU-NLD,2095,17.971254,Zone_4A Mixed Humid,urb
C-WEU-NLD,2100,17.967454,Zone_4A Mixed Humid,urb
C-WEU-PRT,2020,10.67496247109366,Zone_3A Warm Humid,urb
C-WEU-PRT,2025,10.599415265323563,Zone_3A Warm Humid,urb
C-WEU-PRT,2030,10.462406513664817,Zone_3A Warm Humid,urb
C-WEU-PRT,2035,10.317479846664789,Zone_3A Warm Humid,urb
C-WEU-PRT,2040,10.15068407750069,Zone_3A Warm Humid,urb
C-WEU-PRT,2045,9.95298846874017,Zone_3A Warm Humid,urb
C-WEU-PRT,2050,9.730800075800536,Zone_3A Warm Humid,urb
C-WEU-PRT,2055,9.494990814172457,Zone_3A Warm Humid,urb
C-WEU-PRT,2060,9.256889943616226,Zone_3A Warm Humid,urb
C-WEU-PRT,2065,9.027072542243816,Zone_3A Warm Humid,urb
C-WEU-PRT,2070,8.817399886902017,Zone_3A Warm Humid,urb
C-WEU-PRT,2075,8.64532909793977,Zone_3A Warm Humid,urb
C-WEU-PRT,2080,8.520599116883972,Zone_3A Warm Humid,urb
C-WEU-PRT,2085,8.434482291622631,Zone_3A Warm Humid,urb
C-WEU-PRT,2090,8.371607977251829,Zone_3A Warm Humid,urb
C-WEU-PRT,2095,8.32399974846017,Zone_3A Warm Humid,urb
C-WEU-PRT,2100,8.293518939181615,Zone_3A Warm Humid,urb
C-WEU-SWE,2020,10.322612999999999,Zone_6A Cold Humid,urb
C-WEU-SWE,2025,10.746886,Zone_6A Cold Humid,urb
C-WEU-SWE,2030,11.099032999999997,Zone_6A Cold Humid,urb
C-WEU-SWE,2035,11.405422999999999,Zone_6A Cold Humid,urb
C-WEU-SWE,2040,11.693372999999998,Zone_6A Cold Humid,urb
C-WEU-SWE,2045,11.979368999999998,Zone_6A Cold Humid,urb
C-WEU-SWE,2050,12.254063999999998,Zone_6A Cold Humid,urb
C-WEU-SWE,2055,12.498849999999997,Zone_6A Cold Humid,urb
C-WEU-SWE,2060,12.708255,Zone_6A Cold Humid,urb
C-WEU-SWE,2065,12.892853999999998,Zone_6A Cold Humid,urb
C-WEU-SWE,2070,13.065089999999998,Zone_6A Cold Humid,urb
C-WEU-SWE,2075,13.222577999999999,Zone_6A Cold Humid,urb
C-WEU-SWE,2080,13.352898999999999,Zone_6A Cold Humid,urb
C-WEU-SWE,2085,13.450874,Zone_6A Cold Humid,urb
C-WEU-SWE,2090,13.528668999999997,Zone_6A Cold Humid,urb
C-WEU-SWE,2095,13.600410999999998,Zone_6A Cold Humid,urb
C-WEU-SWE,2100,13.659849,Zone_6A Cold Humid,urb
