region_bld,region_nuts,urt,clim,year,value
C-EEU-BGR,C-EEU-BGR-BG312,urb,Zone_4A Mixed Humid,2085,0.052906932656198835
C-EEU-BGR,C-EEU-BGR-BG312,rur,Zone_4A Mixed Humid,2090,0.005101092809974079
C-EEU-BGR,C-EEU-BGR-BG312,urb,Zone_4A Mixed Humid,2090,0.051597907190025924
C-EEU-BGR,C-EEU-BGR-BG312,rur,Zone_4A Mixed Humid,2095,0.0047354143032747225
C-EEU-BGR,C-EEU-BGR-BG312,urb,Zone_4A Mixed Humid,2095,0.05060158569672528
C-EEU-BGR,C-EEU-BGR-BG312,rur,Zone_4A Mixed Humid,2100,0.004420899943960865
C-EEU-BGR,C-EEU-BGR-BG312,urb,Zone_4A Mixed Humid,2100,0.04981310005603913
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2020,0.03616601155668999
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2020,0.12312598844331
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2025,0.03030539734151493
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2025,0.11515060265848509
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2030,0.02576970775823396
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2030,0.10847529224176604
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2035,0.022057422532441168
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2035,0.10219557746755883
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2040,0.019001880331562346
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2040,0.09633711966843767
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2045,0.016496575192982872
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2045,0.09105242480701714
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2050,0.014408947560393664
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2050,0.08619205243960633
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2055,0.012651228368981091
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2055,0.0816787716310189
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2060,0.011150074272780188
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2060,0.07741692572721982
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2065,0.009875587415795582
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2065,0.07349541258420442
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2070,0.008811885516786458
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2070,0.07007911448321355
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2075,0.00794451588705928
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2075,0.06733248411294072
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2080,0.007231094401611279
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2080,0.06515490559838874
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2085,0.0066276889249993354
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2085,0.06333931107500067
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2090,0.006122948788663044
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2090,0.061934051211336966
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2095,0.005700946941181524
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2095,0.06091905305881848
C-EEU-BGR,C-EEU-BGR-BG313,rur,Zone_4A Mixed Humid,2100,0.005329958397607131
C-EEU-BGR,C-EEU-BGR-BG313,urb,Zone_4A Mixed Humid,2100,0.06005604160239287
C-EEU-BGR,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,2020,0.053672557102616314
C-EEU-BGR,C-EEU-BGR-BG314,urb,Zone_4A Mixed Humid,2020,0.1827264428973837
C-EEU-BGR,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,2025,0.04548601458038758
C-EEU-BGR,C-EEU-BGR-BG314,urb,Zone_4A Mixed Humid,2025,0.17283198541961245
C-EEU-BGR,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,2030,0.038941446275472885
C-EEU-BGR,C-EEU-BGR-BG314,urb,Zone_4A Mixed Humid,2030,0.1639205537245271
C-EEU-BGR,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,2035,0.03355807135994796
