clim,region_gea,year,region_bld,value
Zone_4A Mixed Humid,WEU,2050,C-WEU-GRC,3.300279619478394
Zone_4C Mixed Marine,WEU,2050,C-WEU-GRC,3.300279619478394
Zone_5C Cool Marine,WEU,2050,C-WEU-GRC,3.300279619478394
Zone_5A Cool Humid,WEU,2050,C-WEU-GRC,3.300279619478394
Zone_3C Warm Marine,WEU,2050,C-WEU-ESP,2.7105386942518086
Zone_4C Mixed Marine,WEU,2050,C-WEU-ESP,2.7105386942518086
Zone_4A Mixed Humid,WEU,2050,C-WEU-ESP,2.7105386942518086
Zone_3A Warm Humid,WEU,2050,C-WEU-ESP,2.7105386942518086
Zone_3B Warm Dry,WEU,2050,C-WEU-ESP,2.7105386942518086
Zone_2B Hot Dry,WEU,2050,C-WEU-ESP,2.7105386942518086
Zone_6A Cold Humid,WEU,2050,C-WEU-FIN,8.791101312832428
Zone_7A Very cold Humid,WEU,2050,C-WEU-FIN,8.791101312832428
Zone_4A Mixed Humid,WEU,2050,C-WEU-FRA,5.172184485756954
Zone_5A Cool Humid,WEU,2050,C-WEU-FRA,5.172184485756954
Zone_3A Warm Humid,WEU,2050,C-WEU-FRA,5.172184485756954
Zone_7A Very cold Humid,WEU,2050,C-WEU-FRA,5.172184485756954
Zone_4C Mixed Marine,WEU,2050,C-WEU-FRA,5.172184485756954
Zone_3C Warm Marine,WEU,2050,C-WEU-FRA,5.172184485756954
Zone_1A Very hot Humid,WEU,2050,C-WEU-FRA,5.172184485756954
Zone_2A Hot Humid,WEU,2050,C-WEU-FRA,5.172184485756954
Zone_0A Extremely hot Humid,WEU,2050,C-WEU-FRA,5.172184485756954
Zone_4A Mixed Humid,EEU,2050,C-EEU-HRV,5.6605994586663835
Zone_5A Cool Humid,EEU,2050,C-EEU-HRV,5.6605994586663835
Zone_4C Mixed Marine,EEU,2050,C-EEU-HRV,5.6605994586663835
Zone_3A Warm Humid,EEU,2050,C-EEU-HRV,5.6605994586663835
Zone_4A Mixed Humid,EEU,2050,C-EEU-HUN,6.0
Zone_5A Cool Humid,EEU,2050,C-EEU-HUN,6.0
Zone_5A Cool Humid,WEU,2050,C-WEU-IRL,5.999999999999999
Zone_4A Mixed Humid,WEU,2050,C-WEU-IRL,5.999999999999999
Zone_4A Mixed Humid,WEU,2050,C-WEU-ITA,4.4492303416836565
Zone_5A Cool Humid,WEU,2050,C-WEU-ITA,4.4492303416836565
Zone_7A Very cold Humid,WEU,2050,C-WEU-ITA,4.4492303416836565
Zone_6A Cold Humid,WEU,2050,C-WEU-ITA,4.4492303416836565
Zone_3A Warm Humid,WEU,2050,C-WEU-ITA,4.4492303416836565
Zone_4C Mixed Marine,WEU,2050,C-WEU-ITA,4.4492303416836565
Zone_5C Cool Marine,WEU,2050,C-WEU-ITA,4.4492303416836565
Zone_6A Cold Humid,EEU,2050,C-EEU-LTU,6.0
Zone_5A Cool Humid,EEU,2050,C-EEU-LTU,6.0
Zone_5A Cool Humid,WEU,2050,C-WEU-LUX,6.0
Zone_6A Cold Humid,EEU,2050,C-EEU-LVA,6.0
Zone_3A Warm Humid,WEU,2050,C-WEU-MLT,2.0000000000000004
Zone_5A Cool Humid,WEU,2050,C-WEU-NLD,6.0
Zone_4A Mixed Humid,WEU,2050,C-WEU-NLD,6.0
Zone_5A Cool Humid,EEU,2050,C-EEU-POL,6.0
Zone_6A Cold Humid,EEU,2050,C-EEU-POL,6.0
Zone_3C Warm Marine,WEU,2050,C-WEU-PRT,2.39507787234927
Zone_4C Mixed Marine,WEU,2050,C-WEU-PRT,2.39507787234927
Zone_4A Mixed Humid,WEU,2050,C-WEU-PRT,2.39507787234927
Zone_3A Warm Humid,WEU,2050,C-WEU-PRT,2.39507787234927
Zone_5A Cool Humid,EEU,2050,C-EEU-ROU,6.0
Zone_6A Cold Humid,EEU,2050,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2050,C-EEU-ROU,6.0
Zone_6A Cold Humid,WEU,2050,C-WEU-SWE,6.806258001469989
Zone_5A Cool Humid,WEU,2050,C-WEU-SWE,6.806258001469989
Zone_7A Very cold Humid,WEU,2050,C-WEU-SWE,6.806258001469989
Zone_8A Subarctic/arctic Humid,WEU,2050,C-WEU-SWE,6.806258001469989
Zone_4A Mixed Humid,EEU,2050,C-EEU-SVN,6.320519167588321
Zone_5A Cool Humid,EEU,2050,C-EEU-SVN,6.320519167588321
Zone_7A Very cold Humid,EEU,2050,C-EEU-SVN,6.320519167588321
Zone_5A Cool Humid,EEU,2050,C-EEU-SVK,6.0
Zone_6A Cold Humid,EEU,2050,C-EEU-SVK,6.0
Zone_5A Cool Humid,WEU,2055,C-WEU-AUT,6.515166273782047
Zone_4A Mixed Humid,WEU,2055,C-WEU-AUT,6.515166273782047
Zone_6A Cold Humid,WEU,2055,C-WEU-AUT,6.515166273782047
Zone_7A Very cold Humid,WEU,2055,C-WEU-AUT,6.515166273782047
Zone_4A Mixed Humid,WEU,2055,C-WEU-BEL,6.0
Zone_5A Cool Humid,WEU,2055,C-WEU-BEL,6.0
Zone_4A Mixed Humid,EEU,2055,C-EEU-BGR,5.999999999999999
Zone_5A Cool Humid,EEU,2055,C-EEU-BGR,5.999999999999999
Zone_3A Warm Humid,WEU,2055,C-WEU-CYP,2.0
Zone_5A Cool Humid,EEU,2055,C-EEU-CZE,6.0
Zone_5A Cool Humid,WEU,2055,C-WEU-DEU,6.0
Zone_4A Mixed Humid,WEU,2055,C-WEU-DEU,6.0
Zone_6A Cold Humid,WEU,2055,C-WEU-DEU,6.0
Zone_5A Cool Humid,WEU,2055,C-WEU-DNK,6.0
Zone_6A Cold Humid,EEU,2055,C-EEU-EST,6.0
Zone_3A Warm Humid,WEU,2055,C-WEU-GRC,3.298966980779291
Zone_4A Mixed Humid,WEU,2055,C-WEU-GRC,3.298966980779291
Zone_4C Mixed Marine,WEU,2055,C-WEU-GRC,3.298966980779291
Zone_5C Cool Marine,WEU,2055,C-WEU-GRC,3.298966980779291
Zone_5A Cool Humid,WEU,2055,C-WEU-GRC,3.298966980779291
Zone_3C Warm Marine,WEU,2055,C-WEU-ESP,2.6944267536878375
Zone_4C Mixed Marine,WEU,2055,C-WEU-ESP,2.6944267536878375
Zone_4A Mixed Humid,WEU,2055,C-WEU-ESP,2.6944267536878375
Zone_3A Warm Humid,WEU,2055,C-WEU-ESP,2.6944267536878375
Zone_3B Warm Dry,WEU,2055,C-WEU-ESP,2.6944267536878375
Zone_2B Hot Dry,WEU,2055,C-WEU-ESP,2.6944267536878375
Zone_6A Cold Humid,WEU,2055,C-WEU-FIN,8.763401576811312
Zone_7A Very cold Humid,WEU,2055,C-WEU-FIN,8.763401576811312
Zone_4A Mixed Humid,WEU,2055,C-WEU-FRA,5.167969838623904
Zone_5A Cool Humid,WEU,2055,C-WEU-FRA,5.167969838623904
Zone_3A Warm Humid,WEU,2055,C-WEU-FRA,5.167969838623904
Zone_7A Very cold Humid,WEU,2055,C-WEU-FRA,5.167969838623904
Zone_4C Mixed Marine,WEU,2055,C-WEU-FRA,5.167969838623904
Zone_3C Warm Marine,WEU,2055,C-WEU-FRA,5.167969838623904
Zone_1A Very hot Humid,WEU,2055,C-WEU-FRA,5.167969838623904
Zone_2A Hot Humid,WEU,2055,C-WEU-FRA,5.167969838623904
Zone_0A Extremely hot Humid,WEU,2055,C-WEU-FRA,5.167969838623904
Zone_4A Mixed Humid,EEU,2055,C-EEU-HRV,5.66066131715147
Zone_5A Cool Humid,EEU,2055,C-EEU-HRV,5.66066131715147
Zone_4C Mixed Marine,EEU,2055,C-EEU-HRV,5.66066131715147
Zone_3A Warm Humid,EEU,2055,C-EEU-HRV,5.66066131715147
Zone_4A Mixed Humid,EEU,2055,C-EEU-HUN,6.0
Zone_5A Cool Humid,EEU,2055,C-EEU-HUN,6.0
Zone_5A Cool Humid,WEU,2055,C-WEU-IRL,6.0
Zone_4A Mixed Humid,WEU,2055,C-WEU-IRL,6.0
Zone_4A Mixed Humid,WEU,2055,C-WEU-ITA,4.462373159863245
Zone_5A Cool Humid,WEU,2055,C-WEU-ITA,4.462373159863245
Zone_7A Very cold Humid,WEU,2055,C-WEU-ITA,4.462373159863245
Zone_6A Cold Humid,WEU,2055,C-WEU-ITA,4.462373159863245
Zone_3A Warm Humid,WEU,2055,C-WEU-ITA,4.462373159863245
Zone_4C Mixed Marine,WEU,2055,C-WEU-ITA,4.462373159863245
Zone_5C Cool Marine,WEU,2055,C-WEU-ITA,4.462373159863245
Zone_6A Cold Humid,EEU,2055,C-EEU-LTU,6.000000000000001
Zone_5A Cool Humid,EEU,2055,C-EEU-LTU,6.000000000000001
Zone_5A Cool Humid,WEU,2055,C-WEU-LUX,6.0
Zone_6A Cold Humid,EEU,2055,C-EEU-LVA,5.999999999999999
Zone_3A Warm Humid,WEU,2055,C-WEU-MLT,1.9999999999999998
Zone_5A Cool Humid,WEU,2055,C-WEU-NLD,6.0
Zone_4A Mixed Humid,WEU,2055,C-WEU-NLD,6.0
Zone_5A Cool Humid,EEU,2055,C-EEU-POL,6.0
Zone_6A Cold Humid,EEU,2055,C-EEU-POL,6.0
Zone_3C Warm Marine,WEU,2055,C-WEU-PRT,2.3868906876121097
Zone_4C Mixed Marine,WEU,2055,C-WEU-PRT,2.3868906876121097
Zone_4A Mixed Humid,WEU,2055,C-WEU-PRT,2.3868906876121097
Zone_3A Warm Humid,WEU,2055,C-WEU-PRT,2.3868906876121097
Zone_5A Cool Humid,EEU,2055,C-EEU-ROU,6.0
Zone_6A Cold Humid,EEU,2055,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2055,C-EEU-ROU,6.0
Zone_6A Cold Humid,WEU,2055,C-WEU-SWE,6.7979076453770535
Zone_5A Cool Humid,WEU,2055,C-WEU-SWE,6.7979076453770535
Zone_7A Very cold Humid,WEU,2055,C-WEU-SWE,6.7979076453770535
Zone_8A Subarctic/arctic Humid,WEU,2055,C-WEU-SWE,6.7979076453770535
Zone_4A Mixed Humid,EEU,2055,C-EEU-SVN,6.31850786412444
Zone_5A Cool Humid,EEU,2055,C-EEU-SVN,6.31850786412444
Zone_7A Very cold Humid,EEU,2055,C-EEU-SVN,6.31850786412444
Zone_5A Cool Humid,EEU,2055,C-EEU-SVK,6.0
Zone_6A Cold Humid,EEU,2055,C-EEU-SVK,6.0
Zone_5A Cool Humid,WEU,2060,C-WEU-AUT,6.514101236391663
Zone_4A Mixed Humid,WEU,2060,C-WEU-AUT,6.514101236391663
Zone_6A Cold Humid,WEU,2060,C-WEU-AUT,6.514101236391663
Zone_7A Very cold Humid,WEU,2060,C-WEU-AUT,6.514101236391663
Zone_4A Mixed Humid,WEU,2060,C-WEU-BEL,6.0
Zone_5A Cool Humid,WEU,2060,C-WEU-BEL,6.0
Zone_4A Mixed Humid,EEU,2060,C-EEU-BGR,5.999999999999999
Zone_5A Cool Humid,EEU,2060,C-EEU-BGR,5.999999999999999
Zone_3A Warm Humid,WEU,2060,C-WEU-CYP,2.0
Zone_5A Cool Humid,EEU,2060,C-EEU-CZE,6.0
Zone_5A Cool Humid,WEU,2060,C-WEU-DEU,6.0
Zone_4A Mixed Humid,WEU,2060,C-WEU-DEU,6.0
Zone_6A Cold Humid,WEU,2060,C-WEU-DEU,6.0
Zone_5A Cool Humid,WEU,2060,C-WEU-DNK,6.0
Zone_6A Cold Humid,EEU,2060,C-EEU-EST,6.0
Zone_3A Warm Humid,WEU,2060,C-WEU-GRC,3.2984366720522877
Zone_4A Mixed Humid,WEU,2060,C-WEU-GRC,3.2984366720522877
Zone_4C Mixed Marine,WEU,2060,C-WEU-GRC,3.2984366720522877
Zone_5C Cool Marine,WEU,2060,C-WEU-GRC,3.2984366720522877
Zone_5A Cool Humid,WEU,2060,C-WEU-GRC,3.2984366720522877
Zone_3C Warm Marine,WEU,2060,C-WEU-ESP,2.678709201493689
Zone_4C Mixed Marine,WEU,2060,C-WEU-ESP,2.678709201493689
Zone_4A Mixed Humid,WEU,2060,C-WEU-ESP,2.678709201493689
Zone_3A Warm Humid,WEU,2060,C-WEU-ESP,2.678709201493689
Zone_3B Warm Dry,WEU,2060,C-WEU-ESP,2.678709201493689
Zone_2B Hot Dry,WEU,2060,C-WEU-ESP,2.678709201493689
Zone_6A Cold Humid,WEU,2060,C-WEU-FIN,8.739297916077659
Zone_7A Very cold Humid,WEU,2060,C-WEU-FIN,8.739297916077659
Zone_4A Mixed Humid,WEU,2060,C-WEU-FRA,5.163798421587111
Zone_5A Cool Humid,WEU,2060,C-WEU-FRA,5.163798421587111
Zone_3A Warm Humid,WEU,2060,C-WEU-FRA,5.163798421587111
Zone_7A Very cold Humid,WEU,2060,C-WEU-FRA,5.163798421587111
Zone_4C Mixed Marine,WEU,2060,C-WEU-FRA,5.163798421587111
Zone_3C Warm Marine,WEU,2060,C-WEU-FRA,5.163798421587111
Zone_1A Very hot Humid,WEU,2060,C-WEU-FRA,5.163798421587111
Zone_2A Hot Humid,WEU,2060,C-WEU-FRA,5.163798421587111
Zone_0A Extremely hot Humid,WEU,2060,C-WEU-FRA,5.163798421587111
Zone_4A Mixed Humid,EEU,2060,C-EEU-HRV,5.6604642686533095
Zone_5A Cool Humid,EEU,2060,C-EEU-HRV,5.6604642686533095
Zone_4C Mixed Marine,EEU,2060,C-EEU-HRV,5.6604642686533095
Zone_3A Warm Humid,EEU,2060,C-EEU-HRV,5.6604642686533095
Zone_4A Mixed Humid,EEU,2060,C-EEU-HUN,6.0
Zone_5A Cool Humid,EEU,2060,C-EEU-HUN,6.0
Zone_5A Cool Humid,WEU,2060,C-WEU-IRL,5.999999999999999
Zone_4A Mixed Humid,WEU,2060,C-WEU-IRL,5.999999999999999
Zone_4A Mixed Humid,WEU,2060,C-WEU-ITA,4.475357509971971
Zone_5A Cool Humid,WEU,2060,C-WEU-ITA,4.475357509971971
Zone_7A Very cold Humid,WEU,2060,C-WEU-ITA,4.475357509971971
Zone_6A Cold Humid,WEU,2060,C-WEU-ITA,4.475357509971971
Zone_3A Warm Humid,WEU,2060,C-WEU-ITA,4.475357509971971
Zone_4C Mixed Marine,WEU,2060,C-WEU-ITA,4.475357509971971
Zone_5C Cool Marine,WEU,2060,C-WEU-ITA,4.475357509971971
Zone_6A Cold Humid,EEU,2060,C-EEU-LTU,6.0
Zone_5A Cool Humid,EEU,2060,C-EEU-LTU,6.0
Zone_5A Cool Humid,WEU,2060,C-WEU-LUX,6.0
Zone_6A Cold Humid,EEU,2060,C-EEU-LVA,6.0
Zone_3A Warm Humid,WEU,2060,C-WEU-MLT,1.9999999999999998
Zone_5A Cool Humid,WEU,2060,C-WEU-NLD,6.0
Zone_4A Mixed Humid,WEU,2060,C-WEU-NLD,6.0
Zone_5A Cool Humid,EEU,2060,C-EEU-POL,6.0
Zone_6A Cold Humid,EEU,2060,C-EEU-POL,6.0
Zone_3C Warm Marine,WEU,2060,C-WEU-PRT,2.378779355722091
Zone_4C Mixed Marine,WEU,2060,C-WEU-PRT,2.378779355722091
Zone_4A Mixed Humid,WEU,2060,C-WEU-PRT,2.378779355722091
Zone_3A Warm Humid,WEU,2060,C-WEU-PRT,2.378779355722091
Zone_5A Cool Humid,EEU,2060,C-EEU-ROU,5.999999999999999
Zone_6A Cold Humid,EEU,2060,C-EEU-ROU,5.999999999999999
Zone_4A Mixed Humid,EEU,2060,C-EEU-ROU,5.999999999999999
Zone_6A Cold Humid,WEU,2060,C-WEU-SWE,6.791424173266965
Zone_5A Cool Humid,WEU,2060,C-WEU-SWE,6.791424173266965
Zone_7A Very cold Humid,WEU,2060,C-WEU-SWE,6.791424173266965
Zone_8A Subarctic/arctic Humid,WEU,2060,C-WEU-SWE,6.791424173266965
Zone_4A Mixed Humid,EEU,2060,C-EEU-SVN,6.316426836790586
Zone_5A Cool Humid,EEU,2060,C-EEU-SVN,6.316426836790586
Zone_7A Very cold Humid,EEU,2060,C-EEU-SVN,6.316426836790586
Zone_5A Cool Humid,EEU,2060,C-EEU-SVK,6.0
Zone_6A Cold Humid,EEU,2060,C-EEU-SVK,6.0
Zone_5A Cool Humid,WEU,2065,C-WEU-AUT,6.513286260680794
Zone_4A Mixed Humid,WEU,2065,C-WEU-AUT,6.513286260680794
Zone_6A Cold Humid,WEU,2065,C-WEU-AUT,6.513286260680794
Zone_7A Very cold Humid,WEU,2065,C-WEU-AUT,6.513286260680794
Zone_4A Mixed Humid,WEU,2065,C-WEU-BEL,6.0
Zone_5A Cool Humid,WEU,2065,C-WEU-BEL,6.0
Zone_4A Mixed Humid,EEU,2065,C-EEU-BGR,6.0
Zone_5A Cool Humid,EEU,2065,C-EEU-BGR,6.0
Zone_3A Warm Humid,WEU,2065,C-WEU-CYP,2.0
Zone_5A Cool Humid,EEU,2065,C-EEU-CZE,6.0
Zone_5A Cool Humid,WEU,2065,C-WEU-DEU,6.0
Zone_4A Mixed Humid,WEU,2065,C-WEU-DEU,6.0
Zone_6A Cold Humid,WEU,2065,C-WEU-DEU,6.0
Zone_5A Cool Humid,WEU,2065,C-WEU-DNK,6.0
Zone_6A Cold Humid,EEU,2065,C-EEU-EST,5.999999999999999
Zone_3A Warm Humid,WEU,2065,C-WEU-GRC,3.298980691594085
Zone_4A Mixed Humid,WEU,2065,C-WEU-GRC,3.298980691594085
Zone_4C Mixed Marine,WEU,2065,C-WEU-GRC,3.298980691594085
Zone_5C Cool Marine,WEU,2065,C-WEU-GRC,3.298980691594085
Zone_5A Cool Humid,WEU,2065,C-WEU-GRC,3.298980691594085
Zone_3C Warm Marine,WEU,2065,C-WEU-ESP,2.6637313920679158
Zone_4C Mixed Marine,WEU,2065,C-WEU-ESP,2.6637313920679158
Zone_4A Mixed Humid,WEU,2065,C-WEU-ESP,2.6637313920679158
Zone_3A Warm Humid,WEU,2065,C-WEU-ESP,2.6637313920679158
Zone_3B Warm Dry,WEU,2065,C-WEU-ESP,2.6637313920679158
Zone_2B Hot Dry,WEU,2065,C-WEU-ESP,2.6637313920679158
Zone_6A Cold Humid,WEU,2065,C-WEU-FIN,8.717937759214873
Zone_7A Very cold Humid,WEU,2065,C-WEU-FIN,8.717937759214873
Zone_4A Mixed Humid,WEU,2065,C-WEU-FRA,5.159417289728609
Zone_5A Cool Humid,WEU,2065,C-WEU-FRA,5.159417289728609
Zone_3A Warm Humid,WEU,2065,C-WEU-FRA,5.159417289728609
Zone_7A Very cold Humid,WEU,2065,C-WEU-FRA,5.159417289728609
Zone_4C Mixed Marine,WEU,2065,C-WEU-FRA,5.159417289728609
Zone_3C Warm Marine,WEU,2065,C-WEU-FRA,5.159417289728609
Zone_1A Very hot Humid,WEU,2065,C-WEU-FRA,5.159417289728609
Zone_2A Hot Humid,WEU,2065,C-WEU-FRA,5.159417289728609
Zone_0A Extremely hot Humid,WEU,2065,C-WEU-FRA,5.159417289728609
Zone_4A Mixed Humid,EEU,2065,C-EEU-HRV,5.660063702877858
Zone_5A Cool Humid,EEU,2065,C-EEU-HRV,5.660063702877858
Zone_4C Mixed Marine,EEU,2065,C-EEU-HRV,5.660063702877858
Zone_3A Warm Humid,EEU,2065,C-EEU-HRV,5.660063702877858
Zone_4A Mixed Humid,EEU,2065,C-EEU-HUN,6.0
Zone_5A Cool Humid,EEU,2065,C-EEU-HUN,6.0
Zone_5A Cool Humid,WEU,2065,C-WEU-IRL,5.999999999999999
Zone_4A Mixed Humid,WEU,2065,C-WEU-IRL,5.999999999999999
Zone_4A Mixed Humid,WEU,2065,C-WEU-ITA,4.489023416602299
Zone_5A Cool Humid,WEU,2065,C-WEU-ITA,4.489023416602299
Zone_7A Very cold Humid,WEU,2065,C-WEU-ITA,4.489023416602299
Zone_6A Cold Humid,WEU,2065,C-WEU-ITA,4.489023416602299
Zone_3A Warm Humid,WEU,2065,C-WEU-ITA,4.489023416602299
Zone_4C Mixed Marine,WEU,2065,C-WEU-ITA,4.489023416602299
Zone_5C Cool Marine,WEU,2065,C-WEU-ITA,4.489023416602299
Zone_6A Cold Humid,EEU,2065,C-EEU-LTU,6.0
Zone_5A Cool Humid,EEU,2065,C-EEU-LTU,6.0
Zone_5A Cool Humid,WEU,2065,C-WEU-LUX,5.999999999999999
Zone_6A Cold Humid,EEU,2065,C-EEU-LVA,6.0
Zone_3A Warm Humid,WEU,2065,C-WEU-MLT,2.0
Zone_5A Cool Humid,WEU,2065,C-WEU-NLD,6.0
Zone_4A Mixed Humid,WEU,2065,C-WEU-NLD,6.0
Zone_5A Cool Humid,EEU,2065,C-EEU-POL,6.0
Zone_6A Cold Humid,EEU,2065,C-EEU-POL,6.0
Zone_3C Warm Marine,WEU,2065,C-WEU-PRT,2.370954003549568
Zone_4C Mixed Marine,WEU,2065,C-WEU-PRT,2.370954003549568
Zone_4A Mixed Humid,WEU,2065,C-WEU-PRT,2.370954003549568
Zone_3A Warm Humid,WEU,2065,C-WEU-PRT,2.370954003549568
Zone_5A Cool Humid,EEU,2065,C-EEU-ROU,6.0
Zone_6A Cold Humid,EEU,2065,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2065,C-EEU-ROU,6.0
Zone_6A Cold Humid,WEU,2065,C-WEU-SWE,6.7864791284661035
Zone_5A Cool Humid,WEU,2065,C-WEU-SWE,6.7864791284661035
Zone_7A Very cold Humid,WEU,2065,C-WEU-SWE,6.7864791284661035
Zone_8A Subarctic/arctic Humid,WEU,2065,C-WEU-SWE,6.7864791284661035
Zone_4A Mixed Humid,EEU,2065,C-EEU-SVN,6.314553255916013
Zone_5A Cool Humid,EEU,2065,C-EEU-SVN,6.314553255916013
Zone_7A Very cold Humid,EEU,2065,C-EEU-SVN,6.314553255916013
Zone_5A Cool Humid,EEU,2065,C-EEU-SVK,6.0
Zone_6A Cold Humid,EEU,2065,C-EEU-SVK,6.0
Zone_5A Cool Humid,WEU,2070,C-WEU-AUT,6.512910190848782
Zone_4A Mixed Humid,WEU,2070,C-WEU-AUT,6.512910190848782
Zone_6A Cold Humid,WEU,2070,C-WEU-AUT,6.512910190848782
Zone_7A Very cold Humid,WEU,2070,C-WEU-AUT,6.512910190848782
Zone_4A Mixed Humid,WEU,2070,C-WEU-BEL,6.000000000000001
Zone_5A Cool Humid,WEU,2070,C-WEU-BEL,6.000000000000001
Zone_4A Mixed Humid,EEU,2070,C-EEU-BGR,6.0
Zone_5A Cool Humid,EEU,2070,C-EEU-BGR,6.0
Zone_3A Warm Humid,WEU,2070,C-WEU-CYP,2.0
Zone_5A Cool Humid,EEU,2070,C-EEU-CZE,6.0
Zone_5A Cool Humid,WEU,2070,C-WEU-DEU,6.0
Zone_4A Mixed Humid,WEU,2070,C-WEU-DEU,6.0
Zone_6A Cold Humid,WEU,2070,C-WEU-DEU,6.0
Zone_5A Cool Humid,WEU,2070,C-WEU-DNK,6.0
Zone_6A Cold Humid,EEU,2070,C-EEU-EST,6.0
Zone_3A Warm Humid,WEU,2070,C-WEU-GRC,3.3001964686754506
Zone_4A Mixed Humid,WEU,2070,C-WEU-GRC,3.3001964686754506
Zone_4C Mixed Marine,WEU,2070,C-WEU-GRC,3.3001964686754506
Zone_5C Cool Marine,WEU,2070,C-WEU-GRC,3.3001964686754506
Zone_5A Cool Humid,WEU,2070,C-WEU-GRC,3.3001964686754506
Zone_3C Warm Marine,WEU,2070,C-WEU-ESP,2.649914009282096
Zone_4C Mixed Marine,WEU,2070,C-WEU-ESP,2.649914009282096
Zone_4A Mixed Humid,WEU,2070,C-WEU-ESP,2.649914009282096
Zone_3A Warm Humid,WEU,2070,C-WEU-ESP,2.649914009282096
Zone_3B Warm Dry,WEU,2070,C-WEU-ESP,2.649914009282096
Zone_2B Hot Dry,WEU,2070,C-WEU-ESP,2.649914009282096
Zone_6A Cold Humid,WEU,2070,C-WEU-FIN,8.69801971942796
Zone_7A Very cold Humid,WEU,2070,C-WEU-FIN,8.69801971942796
Zone_4A Mixed Humid,WEU,2070,C-WEU-FRA,5.154688545958151
Zone_5A Cool Humid,WEU,2070,C-WEU-FRA,5.154688545958151
Zone_3A Warm Humid,WEU,2070,C-WEU-FRA,5.154688545958151
Zone_7A Very cold Humid,WEU,2070,C-WEU-FRA,5.154688545958151
Zone_4C Mixed Marine,WEU,2070,C-WEU-FRA,5.154688545958151
Zone_3C Warm Marine,WEU,2070,C-WEU-FRA,5.154688545958151
Zone_1A Very hot Humid,WEU,2070,C-WEU-FRA,5.154688545958151
Zone_2A Hot Humid,WEU,2070,C-WEU-FRA,5.154688545958151
Zone_0A Extremely hot Humid,WEU,2070,C-WEU-FRA,5.154688545958151
Zone_4A Mixed Humid,EEU,2070,C-EEU-HRV,5.659282006726534
Zone_5A Cool Humid,EEU,2070,C-EEU-HRV,5.659282006726534
Zone_4C Mixed Marine,EEU,2070,C-EEU-HRV,5.659282006726534
Zone_3A Warm Humid,EEU,2070,C-EEU-HRV,5.659282006726534
Zone_4A Mixed Humid,EEU,2070,C-EEU-HUN,6.0
Zone_5A Cool Humid,EEU,2070,C-EEU-HUN,6.0
Zone_5A Cool Humid,WEU,2070,C-WEU-IRL,6.000000000000001
Zone_4A Mixed Humid,WEU,2070,C-WEU-IRL,6.000000000000001
Zone_4A Mixed Humid,WEU,2070,C-WEU-ITA,4.503635866095318
Zone_5A Cool Humid,WEU,2070,C-WEU-ITA,4.503635866095318
Zone_7A Very cold Humid,WEU,2070,C-WEU-ITA,4.503635866095318
Zone_6A Cold Humid,WEU,2070,C-WEU-ITA,4.503635866095318
Zone_3A Warm Humid,WEU,2070,C-WEU-ITA,4.503635866095318
Zone_4C Mixed Marine,WEU,2070,C-WEU-ITA,4.503635866095318
Zone_5C Cool Marine,WEU,2070,C-WEU-ITA,4.503635866095318
Zone_6A Cold Humid,EEU,2070,C-EEU-LTU,6.0
Zone_5A Cool Humid,EEU,2070,C-EEU-LTU,6.0
Zone_5A Cool Humid,WEU,2070,C-WEU-LUX,6.000000000000001
Zone_6A Cold Humid,EEU,2070,C-EEU-LVA,6.0
Zone_3A Warm Humid,WEU,2070,C-WEU-MLT,1.9999999999999998
Zone_5A Cool Humid,WEU,2070,C-WEU-NLD,6.0
Zone_4A Mixed Humid,WEU,2070,C-WEU-NLD,6.0
Zone_5A Cool Humid,EEU,2070,C-EEU-POL,6.0
Zone_6A Cold Humid,EEU,2070,C-EEU-POL,6.0
Zone_3C Warm Marine,WEU,2070,C-WEU-PRT,2.363348661636657
Zone_4C Mixed Marine,WEU,2070,C-WEU-PRT,2.363348661636657
Zone_4A Mixed Humid,WEU,2070,C-WEU-PRT,2.363348661636657
Zone_3A Warm Humid,WEU,2070,C-WEU-PRT,2.363348661636657
Zone_5A Cool Humid,EEU,2070,C-EEU-ROU,6.0
Zone_6A Cold Humid,EEU,2070,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2070,C-EEU-ROU,6.0
Zone_6A Cold Humid,WEU,2070,C-WEU-SWE,6.782682069683174
Zone_5A Cool Humid,WEU,2070,C-WEU-SWE,6.782682069683174
Zone_7A Very cold Humid,WEU,2070,C-WEU-SWE,6.782682069683174
Zone_8A Subarctic/arctic Humid,WEU,2070,C-WEU-SWE,6.782682069683174
Zone_4A Mixed Humid,EEU,2070,C-EEU-SVN,6.312921305400622
Zone_5A Cool Humid,EEU,2070,C-EEU-SVN,6.312921305400622
Zone_7A Very cold Humid,EEU,2070,C-EEU-SVN,6.312921305400622
Zone_5A Cool Humid,EEU,2070,C-EEU-SVK,6.0
Zone_6A Cold Humid,EEU,2070,C-EEU-SVK,6.0
Zone_5A Cool Humid,WEU,2075,C-WEU-AUT,6.513041232330511
Zone_4A Mixed Humid,WEU,2075,C-WEU-AUT,6.513041232330511
Zone_6A Cold Humid,WEU,2075,C-WEU-AUT,6.513041232330511
Zone_7A Very cold Humid,WEU,2075,C-WEU-AUT,6.513041232330511
