region_bld,clim,urt,inc_cl,year,region_nuts,value
C-WEU-AUT,Zone_6A Cold Humid,urb,q1,2015,C-WEU-AUT-AT335,0.06698321
C-WEU-AUT,Zone_6A Cold Humid,rur,q1,2015,C-WEU-AUT-AT341,0.03443409
C-WEU-AUT,Zone_6A Cold Humid,urb,q1,2015,C-WEU-AUT-AT341,0.06698321
C-WEU-AUT,Zone_6A Cold Humid,rur,q1,2015,C-WEU-AUT-AT342,0.03443409
C-WEU-AUT,Zone_6A Cold Humid,urb,q1,2015,C-WEU-AUT-AT342,0.06698321
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE100,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE100,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE211,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE211,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE212,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE212,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE213,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE213,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE223,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE223,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE224,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE224,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE225,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE225,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE231,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE231,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE232,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE232,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE233,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE233,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE234,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE234,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE235,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE235,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE236,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE236,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE241,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE241,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE242,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE242,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE251,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE251,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE252,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE252,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE253,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE253,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE254,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE254,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE255,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE255,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE256,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE256,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE257,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE257,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE258,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE258,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE310,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE310,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE323,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE323,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE328,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE328,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE329,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE329,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE32A,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE32A,0.17160359
C-WEU-BEL,Zone_5A Cool Humid,rur,q1,2015,C-WEU-BEL-BE32B,0.07407439
C-WEU-BEL,Zone_5A Cool Humid,urb,q1,2015,C-WEU-BEL-BE32B,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE32C,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE32C,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE32D,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE32D,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE331,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE331,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE332,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE332,0.17160359
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,2015,C-WEU-BEL-BE334,0.07407439
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,2015,C-WEU-BEL-BE334,0.17160359
C-WEU-BEL,Zone_5A Cool Humid,rur,q1,2015,C-WEU-BEL-BE335,0.07407439
C-WEU-BEL,Zone_5A Cool Humid,urb,q1,2015,C-WEU-BEL-BE335,0.17160359
C-WEU-BEL,Zone_5A Cool Humid,rur,q1,2015,C-WEU-BEL-BE336,0.07407439
C-WEU-BEL,Zone_5A Cool Humid,urb,q1,2015,C-WEU-BEL-BE336,0.17160359
C-WEU-BEL,Zone_5A Cool Humid,rur,q1,2015,C-WEU-BEL-BE341,0.07407439
C-WEU-BEL,Zone_5A Cool Humid,urb,q1,2015,C-WEU-BEL-BE341,0.17160359
C-WEU-BEL,Zone_5A Cool Humid,rur,q1,2015,C-WEU-BEL-BE342,0.07407439
C-WEU-BEL,Zone_5A Cool Humid,urb,q1,2015,C-WEU-BEL-BE342,0.17160359
C-WEU-BEL,Zone_5A Cool Humid,rur,q1,2015,C-WEU-BEL-BE343,0.07407439
C-WEU-BEL,Zone_5A Cool Humid,urb,q1,2015,C-WEU-BEL-BE343,0.17160359
C-WEU-BEL,Zone_5A Cool Humid,rur,q1,2015,C-WEU-BEL-BE344,0.07407439
C-WEU-BEL,Zone_5A Cool Humid,urb,q1,2015,C-WEU-BEL-BE344,0.17160359
C-WEU-BEL,Zone_5A Cool Humid,rur,q1,2015,C-WEU-BEL-BE345,0.07407439
C-WEU-BEL,Zone_5A Cool Humid,urb,q1,2015,C-WEU-BEL-BE345,0.17160359
C-WEU-BEL,Zone_5A Cool Humid,rur,q1,2015,C-WEU-BEL-BE351,0.07407439
C-WEU-BEL,Zone_5A Cool Humid,urb,q1,2015,C-WEU-BEL-BE351,0.17160359
C-WEU-BEL,Zone_5A Cool Humid,rur,q1,2015,C-WEU-BEL-BE352,0.07407439
C-WEU-BEL,Zone_5A Cool Humid,urb,q1,2015,C-WEU-BEL-BE352,0.17160359
C-WEU-BEL,Zone_5A Cool Humid,rur,q1,2015,C-WEU-BEL-BE353,0.07407439
C-WEU-BEL,Zone_5A Cool Humid,urb,q1,2015,C-WEU-BEL-BE353,0.17160359
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG311,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG311,0.05395308
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG312,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG312,0.05395308
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG313,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG313,0.05395308
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG314,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG314,0.05395308
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG315,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG315,0.05395308
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG321,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG321,0.05395308
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2015,C-EEU-BGR-BG322,0.01389072
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2015,C-EEU-BGR-BG322,0.02691767
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG323,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG323,0.05395308
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG324,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG324,0.05395308
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG325,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG325,0.05395308
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG331,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG331,0.05395308
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG332,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG332,0.05395308
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG333,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG333,0.05395308
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG334,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG334,0.05395308
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG341,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG341,0.05395308
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2015,C-EEU-BGR-BG342,0.01389072
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2015,C-EEU-BGR-BG342,0.02691767
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG343,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG343,0.05395308
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG344,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG344,0.05395308
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2015,C-EEU-BGR-BG411,0.01389072
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2015,C-EEU-BGR-BG411,0.02691767
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2015,C-EEU-BGR-BG412,0.01389072
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2015,C-EEU-BGR-BG412,0.02691767
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2015,C-EEU-BGR-BG413,0.01389072
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2015,C-EEU-BGR-BG413,0.02691767
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2015,C-EEU-BGR-BG414,0.01389072
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2015,C-EEU-BGR-BG414,0.02691767
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2015,C-EEU-BGR-BG415,0.01389072
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2015,C-EEU-BGR-BG415,0.02691767
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG421,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG421,0.05395308
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG422,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG422,0.05395308
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG423,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG423,0.05395308
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2015,C-EEU-BGR-BG424,0.01389072
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2015,C-EEU-BGR-BG424,0.02691767
C-EEU-BGR,Zone_4A Mixed Humid,rur,q1,2015,C-EEU-BGR-BG425,0.0278422
C-EEU-BGR,Zone_4A Mixed Humid,urb,q1,2015,C-EEU-BGR-BG425,0.05395308
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,2015,C-WEU-CYP-CY000,0.07126167
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,2015,C-WEU-CYP-CY000,0.1803593
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2015,C-EEU-CZE-CZ010,0.04382722
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2015,C-EEU-CZE-CZ010,0.1316314
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2015,C-EEU-CZE-CZ020,0.04382722
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2015,C-EEU-CZE-CZ020,0.1316314
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2015,C-EEU-CZE-CZ031,0.04382722
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2015,C-EEU-CZE-CZ031,0.1316314
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2015,C-EEU-CZE-CZ032,0.04382722
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2015,C-EEU-CZE-CZ032,0.1316314
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2015,C-EEU-CZE-CZ041,0.04382722
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2015,C-EEU-CZE-CZ041,0.1316314
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2015,C-EEU-CZE-CZ042,0.04382722
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2015,C-EEU-CZE-CZ042,0.1316314
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2015,C-EEU-CZE-CZ051,0.04382722
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2015,C-EEU-CZE-CZ051,0.1316314
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2015,C-EEU-CZE-CZ052,0.04382722
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2015,C-EEU-CZE-CZ052,0.1316314
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2015,C-EEU-CZE-CZ053,0.04382722
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2015,C-EEU-CZE-CZ053,0.1316314
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2015,C-EEU-CZE-CZ063,0.04382722
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2015,C-EEU-CZE-CZ063,0.1316314
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2015,C-EEU-CZE-CZ064,0.04382722
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2015,C-EEU-CZE-CZ064,0.1316314
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2015,C-EEU-CZE-CZ071,0.04382722
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2015,C-EEU-CZE-CZ071,0.1316314
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2015,C-EEU-CZE-CZ072,0.04382722
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2015,C-EEU-CZE-CZ072,0.1316314
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2015,C-EEU-CZE-CZ080,0.04382722
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2015,C-EEU-CZE-CZ080,0.1316314
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2015,C-WEU-DEU-DE111,0.08327195
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2015,C-WEU-DEU-DE111,0.1984528
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2015,C-WEU-DEU-DE112,0.08327195
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2015,C-WEU-DEU-DE112,0.1984528
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2015,C-WEU-DEU-DE113,0.08327195
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2015,C-WEU-DEU-DE113,0.1984528
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2015,C-WEU-DEU-DE114,0.08327195
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2015,C-WEU-DEU-DE114,0.1984528
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2015,C-WEU-DEU-DE115,0.08327195
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2015,C-WEU-DEU-DE115,0.1984528
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2015,C-WEU-DEU-DE116,0.08327195
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2015,C-WEU-DEU-DE116,0.1984528
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2015,C-WEU-DEU-DE117,0.08327195
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2015,C-WEU-DEU-DE117,0.1984528
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2015,C-WEU-DEU-DE118,0.08327195
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2015,C-WEU-DEU-DE118,0.1984528
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2015,C-WEU-DEU-DE119,0.08327195
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2015,C-WEU-DEU-DE119,0.1984528
C-WEU-DEU,Zone_5A Cool Humid,rur,q1,2015,C-WEU-DEU-DE11A,0.08327195
C-WEU-DEU,Zone_5A Cool Humid,urb,q1,2015,C-WEU-DEU-DE11A,0.1984528
