region_bld,region_nuts,year,value
C-WEU-ITA,C-WEU-ITA-ITI11,2020,0.1938409999999999
C-WEU-ITA,C-WEU-ITA-ITI11,2025,0.1893449999999999
C-WEU-ITA,C-WEU-ITA-ITI11,2030,0.18549599999999988
C-WEU-ITA,C-WEU-ITA-ITI11,2035,0.1816589999999999
C-WEU-ITA,C-WEU-ITA-ITI11,2040,0.1777479999999999
C-WEU-ITA,C-WEU-ITA-ITI11,2045,0.1734449999999999
C-WEU-ITA,C-WEU-ITA-ITI11,2050,0.16849999999999998
C-WEU-ITA,C-WEU-ITA-ITI11,2055,0.16289799999999988
C-WEU-ITA,C-WEU-ITA-ITI11,2060,0.1571179999999999
C-WEU-ITA,C-WEU-ITA-ITI11,2065,0.15175399999999992
C-WEU-ITA,C-WEU-ITA-ITI11,2070,0.1472459999999999
C-WEU-ITA,C-WEU-ITA-ITI11,2075,0.14375199999999988
C-WEU-ITA,C-WEU-ITA-ITI11,2080,0.1410139999999999
C-WEU-ITA,C-WEU-ITA-ITI11,2085,0.138704
C-WEU-ITA,C-WEU-ITA-ITI11,2090,0.1364319999999999
C-WEU-ITA,C-WEU-ITA-ITI11,2095,0.1342609999999999
C-WEU-ITA,C-WEU-ITA-ITI11,2100,0.1322019999999999
C-WEU-ITA,C-WEU-ITA-ITI12,2020,0.3866899999999998
C-WEU-ITA,C-WEU-ITA-ITI12,2025,0.3819319999999999
C-WEU-ITA,C-WEU-ITA-ITI12,2030,0.3778979999999999
C-WEU-ITA,C-WEU-ITA-ITI12,2035,0.3737759999999999
C-WEU-ITA,C-WEU-ITA-ITI12,2040,0.36949999999999994
C-WEU-ITA,C-WEU-ITA-ITI12,2045,0.364427
C-WEU-ITA,C-WEU-ITA-ITI12,2050,0.3578869999999999
C-WEU-ITA,C-WEU-ITA-ITI12,2055,0.3496339999999999
C-WEU-ITA,C-WEU-ITA-ITI12,2060,0.3404509999999999
C-WEU-ITA,C-WEU-ITA-ITI12,2065,0.3318159999999999
C-WEU-ITA,C-WEU-ITA-ITI12,2070,0.324916
C-WEU-ITA,C-WEU-ITA-ITI12,2075,0.32015099999999996
C-WEU-ITA,C-WEU-ITA-ITI12,2080,0.31692899999999996
C-WEU-ITA,C-WEU-ITA-ITI12,2085,0.314305
C-WEU-ITA,C-WEU-ITA-ITI12,2090,0.31168299999999993
C-WEU-ITA,C-WEU-ITA-ITI12,2095,0.30897999999999987
C-WEU-ITA,C-WEU-ITA-ITI12,2100,0.3064349999999999
C-WEU-ITA,C-WEU-ITA-ITI13,2020,0.2927759999999999
C-WEU-ITA,C-WEU-ITA-ITI13,2025,0.29450999999999994
C-WEU-ITA,C-WEU-ITA-ITI13,2030,0.296084
C-WEU-ITA,C-WEU-ITA-ITI13,2035,0.2971329999999999
C-WEU-ITA,C-WEU-ITA-ITI13,2040,0.297756
C-WEU-ITA,C-WEU-ITA-ITI13,2045,0.297578
C-WEU-ITA,C-WEU-ITA-ITI13,2050,0.2961489999999999
C-WEU-ITA,C-WEU-ITA-ITI13,2055,0.2933069999999998
C-WEU-ITA,C-WEU-ITA-ITI13,2060,0.28947299999999987
C-WEU-ITA,C-WEU-ITA-ITI13,2065,0.2854989999999999
C-WEU-ITA,C-WEU-ITA-ITI13,2070,0.28228399999999987
C-WEU-ITA,C-WEU-ITA-ITI13,2075,0.2802729999999999
C-WEU-ITA,C-WEU-ITA-ITI13,2080,0.2792919999999999
C-WEU-ITA,C-WEU-ITA-ITI13,2085,0.2787809999999999
C-WEU-ITA,C-WEU-ITA-ITI13,2090,0.27826099999999987
C-WEU-ITA,C-WEU-ITA-ITI13,2095,0.27766099999999994
C-WEU-ITA,C-WEU-ITA-ITI13,2100,0.2770009999999999
C-WEU-ITA,C-WEU-ITA-ITI14,2020,1.011851
C-WEU-ITA,C-WEU-ITA-ITI14,2025,1.015986
C-WEU-ITA,C-WEU-ITA-ITI14,2030,1.0202150000000003
C-WEU-ITA,C-WEU-ITA-ITI14,2035,1.023273
C-WEU-ITA,C-WEU-ITA-ITI14,2040,1.025229
C-WEU-ITA,C-WEU-ITA-ITI14,2045,1.024921
C-WEU-ITA,C-WEU-ITA-ITI14,2050,1.020588
C-WEU-ITA,C-WEU-ITA-ITI14,2055,1.0113689999999997
C-WEU-ITA,C-WEU-ITA-ITI14,2060,0.998499
C-WEU-ITA,C-WEU-ITA-ITI14,2065,0.9850249999999999
C-WEU-ITA,C-WEU-ITA-ITI14,2070,0.9742230000000001
C-WEU-ITA,C-WEU-ITA-ITI14,2075,0.9674420000000001
C-WEU-ITA,C-WEU-ITA-ITI14,2080,0.9636029999999999
