region_bld,clim,arch,eneff,urt,region_nuts,value
C-WEU-AUT,Zone_5A Cool Humid,inf,ns,rur,C-WEU-AUT-AT225,903.5435379
C-WEU-AUT,Zone_5A Cool Humid,inf,ns,urb,C-WEU-AUT-AT225,872.4772788
C-WEU-AUT,Zone_6A Cold Humid,inf,ns,rur,C-WEU-AUT-AT226,1111.335806
C-WEU-AUT,Zone_6A Cold Humid,inf,ns,urb,C-WEU-AUT-AT226,1071.917369
C-WEU-AUT,Zone_5A Cool Humid,inf,ns,rur,C-WEU-AUT-AT311,903.5435379
C-WEU-AUT,Zone_5A Cool Humid,inf,ns,urb,C-WEU-AUT-AT311,872.4772788
C-WEU-AUT,Zone_5A Cool Humid,inf,ns,rur,C-WEU-AUT-AT312,903.5435379
C-WEU-AUT,Zone_5A Cool Humid,inf,ns,urb,C-WEU-AUT-AT312,872.4772788
C-WEU-AUT,Zone_5A Cool Humid,inf,ns,rur,C-WEU-AUT-AT313,903.5435379
C-WEU-AUT,Zone_5A Cool Humid,inf,ns,urb,C-WEU-AUT-AT313,872.4772788
C-WEU-AUT,Zone_6A Cold Humid,inf,ns,rur,C-WEU-AUT-AT314,1111.335806
C-WEU-AUT,Zone_6A Cold Humid,inf,ns,urb,C-WEU-AUT-AT314,1071.917369
C-WEU-AUT,Zone_6A Cold Humid,inf,ns,rur,C-WEU-AUT-AT315,1111.335806
C-WEU-AUT,Zone_6A Cold Humid,inf,ns,urb,C-WEU-AUT-AT315,1071.917369
C-WEU-AUT,Zone_7A Very cold Humid,inf,ns,rur,C-WEU-AUT-AT321,1111.335806
C-WEU-AUT,Zone_7A Very cold Humid,inf,ns,urb,C-WEU-AUT-AT321,1071.917369
C-WEU-AUT,Zone_7A Very cold Humid,inf,ns,rur,C-WEU-AUT-AT322,1111.335806
C-WEU-AUT,Zone_7A Very cold Humid,inf,ns,urb,C-WEU-AUT-AT322,1071.917369
C-WEU-AUT,Zone_6A Cold Humid,inf,ns,rur,C-WEU-AUT-AT323,1111.335806
C-WEU-AUT,Zone_6A Cold Humid,inf,ns,urb,C-WEU-AUT-AT323,1071.917369
C-WEU-AUT,Zone_7A Very cold Humid,inf,ns,rur,C-WEU-AUT-AT331,1111.335806
C-WEU-AUT,Zone_7A Very cold Humid,inf,ns,urb,C-WEU-AUT-AT331,1071.917369
C-WEU-AUT,Zone_7A Very cold Humid,inf,ns,rur,C-WEU-AUT-AT332,1111.335806
C-WEU-AUT,Zone_7A Very cold Humid,inf,ns,urb,C-WEU-AUT-AT332,1071.917369
C-WEU-AUT,Zone_7A Very cold Humid,inf,ns,rur,C-WEU-AUT-AT333,1111.335806
C-WEU-AUT,Zone_7A Very cold Humid,inf,ns,urb,C-WEU-AUT-AT333,1071.917369
C-WEU-AUT,Zone_7A Very cold Humid,inf,ns,rur,C-WEU-AUT-AT334,1111.335806
C-WEU-AUT,Zone_7A Very cold Humid,inf,ns,urb,C-WEU-AUT-AT334,1071.917369
C-WEU-AUT,Zone_6A Cold Humid,inf,ns,rur,C-WEU-AUT-AT335,1111.335806
C-WEU-AUT,Zone_6A Cold Humid,inf,ns,urb,C-WEU-AUT-AT335,1071.917369
C-WEU-AUT,Zone_6A Cold Humid,inf,ns,rur,C-WEU-AUT-AT341,1111.335806
C-WEU-AUT,Zone_6A Cold Humid,inf,ns,urb,C-WEU-AUT-AT341,1071.917369
C-WEU-AUT,Zone_6A Cold Humid,inf,ns,rur,C-WEU-AUT-AT342,1111.335806
C-WEU-AUT,Zone_6A Cold Humid,inf,ns,urb,C-WEU-AUT-AT342,1071.917369
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE100,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE100,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE211,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE211,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE212,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE212,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE213,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE213,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE223,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE223,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE224,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE224,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE225,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE225,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE231,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE231,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE232,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE232,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE233,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE233,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE234,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE234,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE235,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE235,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE236,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE236,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE241,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE241,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE242,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE242,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE251,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE251,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE252,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE252,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE253,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE253,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE254,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE254,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE255,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE255,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE256,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE256,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE257,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE257,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE258,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE258,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE310,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE310,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE323,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE323,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE328,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE328,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE329,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE329,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE32A,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE32A,765.6870946
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,rur,C-WEU-BEL-BE32B,757.5233904
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,urb,C-WEU-BEL-BE32B,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE32C,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE32C,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE32D,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE32D,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE331,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE331,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE332,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE332,765.6870946
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,rur,C-WEU-BEL-BE334,757.5233904
C-WEU-BEL,Zone_4A Mixed Humid,inf,ns,urb,C-WEU-BEL-BE334,765.6870946
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,rur,C-WEU-BEL-BE335,757.5233904
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,urb,C-WEU-BEL-BE335,765.6870946
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,rur,C-WEU-BEL-BE336,757.5233904
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,urb,C-WEU-BEL-BE336,765.6870946
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,rur,C-WEU-BEL-BE341,757.5233904
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,urb,C-WEU-BEL-BE341,765.6870946
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,rur,C-WEU-BEL-BE342,757.5233904
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,urb,C-WEU-BEL-BE342,765.6870946
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,rur,C-WEU-BEL-BE343,757.5233904
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,urb,C-WEU-BEL-BE343,765.6870946
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,rur,C-WEU-BEL-BE344,757.5233904
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,urb,C-WEU-BEL-BE344,765.6870946
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,rur,C-WEU-BEL-BE345,757.5233904
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,urb,C-WEU-BEL-BE345,765.6870946
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,rur,C-WEU-BEL-BE351,757.5233904
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,urb,C-WEU-BEL-BE351,765.6870946
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,rur,C-WEU-BEL-BE352,757.5233904
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,urb,C-WEU-BEL-BE352,765.6870946
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,rur,C-WEU-BEL-BE353,757.5233904
C-WEU-BEL,Zone_5A Cool Humid,inf,ns,urb,C-WEU-BEL-BE353,765.6870946
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG311,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG311,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG312,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG312,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG313,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG313,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG314,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG314,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG315,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG315,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG321,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG321,477.2336019
C-EEU-BGR,Zone_5A Cool Humid,inf,ns,rur,C-EEU-BGR-BG322,592.916028
C-EEU-BGR,Zone_5A Cool Humid,inf,ns,urb,C-EEU-BGR-BG322,576.5524297
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG323,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG323,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG324,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG324,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG325,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG325,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG331,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG331,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG332,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG332,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG333,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG333,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG334,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG334,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG341,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG341,477.2336019
C-EEU-BGR,Zone_5A Cool Humid,inf,ns,rur,C-EEU-BGR-BG342,592.916028
C-EEU-BGR,Zone_5A Cool Humid,inf,ns,urb,C-EEU-BGR-BG342,576.5524297
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG343,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG343,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG344,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG344,477.2336019
C-EEU-BGR,Zone_5A Cool Humid,inf,ns,rur,C-EEU-BGR-BG411,592.916028
C-EEU-BGR,Zone_5A Cool Humid,inf,ns,urb,C-EEU-BGR-BG411,576.5524297
C-EEU-BGR,Zone_5A Cool Humid,inf,ns,rur,C-EEU-BGR-BG412,592.916028
C-EEU-BGR,Zone_5A Cool Humid,inf,ns,urb,C-EEU-BGR-BG412,576.5524297
C-EEU-BGR,Zone_5A Cool Humid,inf,ns,rur,C-EEU-BGR-BG413,592.916028
C-EEU-BGR,Zone_5A Cool Humid,inf,ns,urb,C-EEU-BGR-BG413,576.5524297
C-EEU-BGR,Zone_5A Cool Humid,inf,ns,rur,C-EEU-BGR-BG414,592.916028
C-EEU-BGR,Zone_5A Cool Humid,inf,ns,urb,C-EEU-BGR-BG414,576.5524297
C-EEU-BGR,Zone_5A Cool Humid,inf,ns,rur,C-EEU-BGR-BG415,592.916028
C-EEU-BGR,Zone_5A Cool Humid,inf,ns,urb,C-EEU-BGR-BG415,576.5524297
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG421,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG421,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG422,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG422,477.2336019
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG423,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG423,477.2336019
C-EEU-BGR,Zone_5A Cool Humid,inf,ns,rur,C-EEU-BGR-BG424,592.916028
C-EEU-BGR,Zone_5A Cool Humid,inf,ns,urb,C-EEU-BGR-BG424,576.5524297
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,rur,C-EEU-BGR-BG425,475.8622001
C-EEU-BGR,Zone_4A Mixed Humid,inf,ns,urb,C-EEU-BGR-BG425,477.2336019
C-WEU-CYP,Zone_3A Warm Humid,inf,ns,rur,C-WEU-CYP-CY000,301.3959406
C-WEU-CYP,Zone_3A Warm Humid,inf,ns,urb,C-WEU-CYP-CY000,315.28305483
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,rur,C-EEU-CZE-CZ010,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,urb,C-EEU-CZE-CZ010,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,rur,C-EEU-CZE-CZ020,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,urb,C-EEU-CZE-CZ020,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,rur,C-EEU-CZE-CZ031,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,urb,C-EEU-CZE-CZ031,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,rur,C-EEU-CZE-CZ032,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,urb,C-EEU-CZE-CZ032,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,rur,C-EEU-CZE-CZ041,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,urb,C-EEU-CZE-CZ041,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,rur,C-EEU-CZE-CZ042,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,urb,C-EEU-CZE-CZ042,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,rur,C-EEU-CZE-CZ051,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,urb,C-EEU-CZE-CZ051,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,rur,C-EEU-CZE-CZ052,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,urb,C-EEU-CZE-CZ052,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,rur,C-EEU-CZE-CZ053,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,urb,C-EEU-CZE-CZ053,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,rur,C-EEU-CZE-CZ063,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,urb,C-EEU-CZE-CZ063,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,rur,C-EEU-CZE-CZ064,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,urb,C-EEU-CZE-CZ064,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,rur,C-EEU-CZE-CZ071,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,urb,C-EEU-CZE-CZ071,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,rur,C-EEU-CZE-CZ072,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,urb,C-EEU-CZE-CZ072,626.2720662
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,rur,C-EEU-CZE-CZ080,634.1314881
C-EEU-CZE,Zone_5A Cool Humid,inf,ns,urb,C-EEU-CZE-CZ080,626.2720662
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,rur,C-WEU-DEU-DE111,878.1112612
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,urb,C-WEU-DEU-DE111,856.8096435
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,rur,C-WEU-DEU-DE112,878.1112612
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,urb,C-WEU-DEU-DE112,856.8096435
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,rur,C-WEU-DEU-DE113,878.1112612
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,urb,C-WEU-DEU-DE113,856.8096435
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,rur,C-WEU-DEU-DE114,878.1112612
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,urb,C-WEU-DEU-DE114,856.8096435
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,rur,C-WEU-DEU-DE115,878.1112612
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,urb,C-WEU-DEU-DE115,856.8096435
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,rur,C-WEU-DEU-DE116,878.1112612
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,urb,C-WEU-DEU-DE116,856.8096435
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,rur,C-WEU-DEU-DE117,878.1112612
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,urb,C-WEU-DEU-DE117,856.8096435
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,rur,C-WEU-DEU-DE118,878.1112612
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,urb,C-WEU-DEU-DE118,856.8096435
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,rur,C-WEU-DEU-DE119,878.1112612
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,urb,C-WEU-DEU-DE119,856.8096435
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,rur,C-WEU-DEU-DE11A,878.1112612
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,urb,C-WEU-DEU-DE11A,856.8096435
C-WEU-DEU,Zone_5A Cool Humid,inf,ns,rur,C-WEU-DEU-DE11B,878.1112612
