region_gea,arch,material,year,urt,value
MEA,sfh,steel,2100,urb,65.346
MEA,sfh,steel,2100,sub,71.42301255000001
MEA,sfh,wood,2015,rur,25.135159
MEA,sfh,wood,2015,urb,27.81466667
MEA,sfh,wood,2015,sub,26.474912835
MEA,sfh,wood,2020,rur,25.135159
MEA,sfh,wood,2020,urb,27.81466667
MEA,sfh,wood,2020,sub,26.474912835
MEA,sfh,wood,2025,rur,25.135159
MEA,sfh,wood,2025,urb,27.81466667
MEA,sfh,wood,2025,sub,26.474912835
MEA,sfh,wood,2030,rur,25.135159
MEA,sfh,wood,2030,urb,27.81466667
MEA,sfh,wood,2030,sub,26.474912835
MEA,sfh,wood,2035,rur,25.135159
MEA,sfh,wood,2035,urb,27.81466667
MEA,sfh,wood,2035,sub,26.474912835
MEA,sfh,wood,2040,rur,25.135159
MEA,sfh,wood,2040,urb,27.81466667
MEA,sfh,wood,2040,sub,26.474912835
MEA,sfh,wood,2045,rur,25.135159
MEA,sfh,wood,2045,urb,27.81466667
MEA,sfh,wood,2045,sub,26.474912835
MEA,sfh,wood,2050,rur,25.135159
MEA,sfh,wood,2050,urb,27.81466667
MEA,sfh,wood,2050,sub,26.474912835
MEA,sfh,wood,2055,rur,25.135159
MEA,sfh,wood,2055,urb,27.81466667
MEA,sfh,wood,2055,sub,26.474912835
MEA,sfh,wood,2060,rur,25.135159
MEA,sfh,wood,2060,urb,27.81466667
MEA,sfh,wood,2060,sub,26.474912835
MEA,sfh,wood,2065,rur,25.135159
MEA,sfh,wood,2065,urb,27.81466667
MEA,sfh,wood,2065,sub,26.474912835
MEA,sfh,wood,2070,rur,25.135159
MEA,sfh,wood,2070,urb,27.81466667
MEA,sfh,wood,2070,sub,26.474912835
MEA,sfh,wood,2075,rur,25.135159
MEA,sfh,wood,2075,urb,27.81466667
MEA,sfh,wood,2075,sub,26.474912835
MEA,sfh,wood,2080,rur,25.135159
MEA,sfh,wood,2080,urb,27.81466667
MEA,sfh,wood,2080,sub,26.474912835
MEA,sfh,wood,2085,rur,25.135159
MEA,sfh,wood,2085,urb,27.81466667
MEA,sfh,wood,2085,sub,26.474912835
MEA,sfh,wood,2090,rur,25.135159
MEA,sfh,wood,2090,urb,27.81466667
MEA,sfh,wood,2090,sub,26.474912835
MEA,sfh,wood,2095,rur,25.135159
MEA,sfh,wood,2095,urb,27.81466667
MEA,sfh,wood,2095,sub,26.474912835
MEA,sfh,wood,2100,rur,25.135159
MEA,sfh,wood,2100,urb,27.81466667
MEA,sfh,wood,2100,sub,26.474912835
NAM,mfh,aluminum,2015,rur,2.872777778
NAM,mfh,aluminum,2015,urb,2.62812016
NAM,mfh,aluminum,2015,sub,2.750448969
NAM,mfh,aluminum,2020,rur,2.872777778
NAM,mfh,aluminum,2020,urb,2.62812016
NAM,mfh,aluminum,2020,sub,2.750448969
NAM,mfh,aluminum,2025,rur,2.872777778
NAM,mfh,aluminum,2025,urb,2.62812016
NAM,mfh,aluminum,2025,sub,2.750448969
NAM,mfh,aluminum,2030,rur,2.872777778
NAM,mfh,aluminum,2030,urb,2.62812016
NAM,mfh,aluminum,2030,sub,2.750448969
NAM,mfh,aluminum,2035,rur,2.872777778
NAM,mfh,aluminum,2035,urb,2.62812016
NAM,mfh,aluminum,2035,sub,2.750448969
NAM,mfh,aluminum,2040,rur,2.872777778
NAM,mfh,aluminum,2040,urb,2.62812016
NAM,mfh,aluminum,2040,sub,2.750448969
NAM,mfh,aluminum,2045,rur,2.872777778
NAM,mfh,aluminum,2045,urb,2.62812016
NAM,mfh,aluminum,2045,sub,2.750448969
NAM,mfh,aluminum,2050,rur,2.872777778
NAM,mfh,aluminum,2050,urb,2.62812016
NAM,mfh,aluminum,2050,sub,2.750448969
NAM,mfh,aluminum,2055,rur,2.872777778
NAM,mfh,aluminum,2055,urb,2.62812016
NAM,mfh,aluminum,2055,sub,2.750448969
NAM,mfh,aluminum,2060,rur,2.872777778
NAM,mfh,aluminum,2060,urb,2.62812016
NAM,mfh,aluminum,2060,sub,2.750448969
NAM,mfh,aluminum,2065,rur,2.872777778
NAM,mfh,aluminum,2065,urb,2.62812016
NAM,mfh,aluminum,2065,sub,2.750448969
NAM,mfh,aluminum,2070,rur,2.872777778
NAM,mfh,aluminum,2070,urb,2.62812016
NAM,mfh,aluminum,2070,sub,2.750448969
NAM,mfh,aluminum,2075,rur,2.872777778
NAM,mfh,aluminum,2075,urb,2.62812016
NAM,mfh,aluminum,2075,sub,2.750448969
NAM,mfh,aluminum,2080,rur,2.872777778
NAM,mfh,aluminum,2080,urb,2.62812016
NAM,mfh,aluminum,2080,sub,2.750448969
NAM,mfh,aluminum,2085,rur,2.872777778
NAM,mfh,aluminum,2085,urb,2.62812016
NAM,mfh,aluminum,2085,sub,2.750448969
NAM,mfh,aluminum,2090,rur,2.872777778
NAM,mfh,aluminum,2090,urb,2.62812016
NAM,mfh,aluminum,2090,sub,2.750448969
NAM,mfh,aluminum,2095,rur,2.872777778
NAM,mfh,aluminum,2095,urb,2.62812016
NAM,mfh,aluminum,2095,sub,2.750448969
