region_gea,arch,material,year,urt,value
EEU,mfh,steel,2075,urb,114.0650286
EEU,mfh,steel,2075,sub,111.56078355
EEU,mfh,steel,2080,rur,109.0565385
EEU,mfh,steel,2080,urb,114.0650286
EEU,mfh,steel,2080,sub,111.56078355
EEU,mfh,steel,2085,rur,109.0565385
EEU,mfh,steel,2085,urb,114.0650286
EEU,mfh,steel,2085,sub,111.56078355
EEU,mfh,steel,2090,rur,109.0565385
EEU,mfh,steel,2090,urb,114.0650286
EEU,mfh,steel,2090,sub,111.56078355
EEU,mfh,steel,2095,rur,109.0565385
EEU,mfh,steel,2095,urb,114.0650286
EEU,mfh,steel,2095,sub,111.56078355
EEU,mfh,steel,2100,rur,109.0565385
EEU,mfh,steel,2100,urb,114.0650286
EEU,mfh,steel,2100,sub,111.56078355
EEU,mfh,wood,2015,rur,10.68557692
EEU,mfh,wood,2015,urb,5.536685714
EEU,mfh,wood,2015,sub,8.111131317
EEU,mfh,wood,2020,rur,10.68557692
EEU,mfh,wood,2020,urb,5.536685714
EEU,mfh,wood,2020,sub,8.111131317
EEU,mfh,wood,2025,rur,10.68557692
EEU,mfh,wood,2025,urb,5.536685714
EEU,mfh,wood,2025,sub,8.111131317
EEU,mfh,wood,2030,rur,10.68557692
EEU,mfh,wood,2030,urb,5.536685714
EEU,mfh,wood,2030,sub,8.111131317
EEU,mfh,wood,2035,rur,10.68557692
EEU,mfh,wood,2035,urb,5.536685714
EEU,mfh,wood,2035,sub,8.111131317
EEU,mfh,wood,2040,rur,10.68557692
EEU,mfh,wood,2040,urb,5.536685714
EEU,mfh,wood,2040,sub,8.111131317
EEU,mfh,wood,2045,rur,10.68557692
EEU,mfh,wood,2045,urb,5.536685714
EEU,mfh,wood,2045,sub,8.111131317
EEU,mfh,wood,2050,rur,10.68557692
EEU,mfh,wood,2050,urb,5.536685714
EEU,mfh,wood,2050,sub,8.111131317
EEU,mfh,wood,2055,rur,10.68557692
EEU,mfh,wood,2055,urb,5.536685714
EEU,mfh,wood,2055,sub,8.111131317
EEU,mfh,wood,2060,rur,10.68557692
EEU,mfh,wood,2060,urb,5.536685714
EEU,mfh,wood,2060,sub,8.111131317
EEU,mfh,wood,2065,rur,10.68557692
EEU,mfh,wood,2065,urb,5.536685714
EEU,mfh,wood,2065,sub,8.111131317
EEU,mfh,wood,2070,rur,10.68557692
EEU,mfh,wood,2070,urb,5.536685714
EEU,mfh,wood,2070,sub,8.111131317
EEU,mfh,wood,2075,rur,10.68557692
EEU,mfh,wood,2075,urb,5.536685714
EEU,mfh,wood,2075,sub,8.111131317
EEU,mfh,wood,2080,rur,10.68557692
EEU,mfh,wood,2080,urb,5.536685714
EEU,mfh,wood,2080,sub,8.111131317
EEU,mfh,wood,2085,rur,10.68557692
EEU,mfh,wood,2085,urb,5.536685714
EEU,mfh,wood,2085,sub,8.111131317
EEU,mfh,wood,2090,rur,10.68557692
EEU,mfh,wood,2090,urb,5.536685714
EEU,mfh,wood,2090,sub,8.111131317
EEU,mfh,wood,2095,rur,10.68557692
EEU,mfh,wood,2095,urb,5.536685714
EEU,mfh,wood,2095,sub,8.111131317
EEU,mfh,wood,2100,rur,10.68557692
EEU,mfh,wood,2100,urb,5.536685714
EEU,mfh,wood,2100,sub,8.111131317
EEU,sfh,aluminum,2015,rur,3.341639344
EEU,sfh,aluminum,2015,urb,3.014568966
EEU,sfh,aluminum,2015,sub,3.178104155
EEU,sfh,aluminum,2020,rur,3.341639344
EEU,sfh,aluminum,2020,urb,3.014568966
EEU,sfh,aluminum,2020,sub,3.178104155
EEU,sfh,aluminum,2025,rur,3.341639344
EEU,sfh,aluminum,2025,urb,3.014568966
EEU,sfh,aluminum,2025,sub,3.178104155
EEU,sfh,aluminum,2030,rur,3.341639344
EEU,sfh,aluminum,2030,urb,3.014568966
EEU,sfh,aluminum,2030,sub,3.178104155
EEU,sfh,aluminum,2035,rur,3.341639344
EEU,sfh,aluminum,2035,urb,3.014568966
EEU,sfh,aluminum,2035,sub,3.178104155
EEU,sfh,aluminum,2040,rur,3.341639344
EEU,sfh,aluminum,2040,urb,3.014568966
EEU,sfh,aluminum,2040,sub,3.178104155
EEU,sfh,aluminum,2045,rur,3.341639344
EEU,sfh,aluminum,2045,urb,3.014568966
EEU,sfh,aluminum,2045,sub,3.178104155
EEU,sfh,aluminum,2050,rur,3.341639344
EEU,sfh,aluminum,2050,urb,3.014568966
EEU,sfh,aluminum,2050,sub,3.178104155
EEU,sfh,aluminum,2055,rur,3.341639344
EEU,sfh,aluminum,2055,urb,3.014568966
EEU,sfh,aluminum,2055,sub,3.178104155
EEU,sfh,aluminum,2060,rur,3.341639344
EEU,sfh,aluminum,2060,urb,3.014568966
EEU,sfh,aluminum,2060,sub,3.178104155
EEU,sfh,aluminum,2065,rur,3.341639344
EEU,sfh,aluminum,2065,urb,3.014568966
EEU,sfh,aluminum,2065,sub,3.178104155
EEU,sfh,aluminum,2070,rur,3.341639344
EEU,sfh,aluminum,2070,urb,3.014568966
EEU,sfh,aluminum,2070,sub,3.178104155
EEU,sfh,aluminum,2075,rur,3.341639344
EEU,sfh,aluminum,2075,urb,3.014568966
EEU,sfh,aluminum,2075,sub,3.178104155
EEU,sfh,aluminum,2080,rur,3.341639344
EEU,sfh,aluminum,2080,urb,3.014568966
EEU,sfh,aluminum,2080,sub,3.178104155
EEU,sfh,aluminum,2085,rur,3.341639344
EEU,sfh,aluminum,2085,urb,3.014568966
EEU,sfh,aluminum,2085,sub,3.178104155
EEU,sfh,aluminum,2090,rur,3.341639344
EEU,sfh,aluminum,2090,urb,3.014568966
EEU,sfh,aluminum,2090,sub,3.178104155
EEU,sfh,aluminum,2095,rur,3.341639344
EEU,sfh,aluminum,2095,urb,3.014568966
EEU,sfh,aluminum,2095,sub,3.178104155
EEU,sfh,aluminum,2100,rur,3.341639344
EEU,sfh,aluminum,2100,urb,3.014568966
EEU,sfh,aluminum,2100,sub,3.178104155
EEU,sfh,concrete,2015,rur,1847.931639
EEU,sfh,concrete,2015,urb,1780.680862
EEU,sfh,concrete,2015,sub,1814.3062505
EEU,sfh,concrete,2020,rur,1847.931639
EEU,sfh,concrete,2020,urb,1780.680862
EEU,sfh,concrete,2020,sub,1814.3062505
EEU,sfh,concrete,2025,rur,1847.931639
EEU,sfh,concrete,2025,urb,1780.680862
EEU,sfh,concrete,2025,sub,1814.3062505
EEU,sfh,concrete,2030,rur,1847.931639
EEU,sfh,concrete,2030,urb,1780.680862
EEU,sfh,concrete,2030,sub,1814.3062505
EEU,sfh,concrete,2035,rur,1847.931639
EEU,sfh,concrete,2035,urb,1780.680862
EEU,sfh,concrete,2035,sub,1814.3062505
EEU,sfh,concrete,2040,rur,1847.931639
EEU,sfh,concrete,2040,urb,1780.680862
EEU,sfh,concrete,2040,sub,1814.3062505
EEU,sfh,concrete,2045,rur,1847.931639
EEU,sfh,concrete,2045,urb,1780.680862
EEU,sfh,concrete,2045,sub,1814.3062505
EEU,sfh,concrete,2050,rur,1847.931639
EEU,sfh,concrete,2050,urb,1780.680862
EEU,sfh,concrete,2050,sub,1814.3062505
EEU,sfh,concrete,2055,rur,1847.931639
EEU,sfh,concrete,2055,urb,1780.680862
EEU,sfh,concrete,2055,sub,1814.3062505
EEU,sfh,concrete,2060,rur,1847.931639
EEU,sfh,concrete,2060,urb,1780.680862
EEU,sfh,concrete,2060,sub,1814.3062505
EEU,sfh,concrete,2065,rur,1847.931639
EEU,sfh,concrete,2065,urb,1780.680862
EEU,sfh,concrete,2065,sub,1814.3062505
EEU,sfh,concrete,2070,rur,1847.931639
EEU,sfh,concrete,2070,urb,1780.680862
EEU,sfh,concrete,2070,sub,1814.3062505
EEU,sfh,concrete,2075,rur,1847.931639
EEU,sfh,concrete,2075,urb,1780.680862
EEU,sfh,concrete,2075,sub,1814.3062505
EEU,sfh,concrete,2080,rur,1847.931639
EEU,sfh,concrete,2080,urb,1780.680862
EEU,sfh,concrete,2080,sub,1814.3062505
EEU,sfh,concrete,2085,rur,1847.931639
EEU,sfh,concrete,2085,urb,1780.680862
EEU,sfh,concrete,2085,sub,1814.3062505
EEU,sfh,concrete,2090,rur,1847.931639
EEU,sfh,concrete,2090,urb,1780.680862
EEU,sfh,concrete,2090,sub,1814.3062505
EEU,sfh,concrete,2095,rur,1847.931639
EEU,sfh,concrete,2095,urb,1780.680862
EEU,sfh,concrete,2095,sub,1814.3062505
EEU,sfh,concrete,2100,rur,1847.931639
EEU,sfh,concrete,2100,urb,1780.680862
EEU,sfh,concrete,2100,sub,1814.3062505
EEU,sfh,copper,2015,rur,1.617213115
EEU,sfh,copper,2015,urb,1.448275862
EEU,sfh,copper,2015,sub,1.5327444885
EEU,sfh,copper,2020,rur,1.617213115
EEU,sfh,copper,2020,urb,1.448275862
EEU,sfh,copper,2020,sub,1.5327444885
EEU,sfh,copper,2025,rur,1.617213115
EEU,sfh,copper,2025,urb,1.448275862
EEU,sfh,copper,2025,sub,1.5327444885
EEU,sfh,copper,2030,rur,1.617213115
EEU,sfh,copper,2030,urb,1.448275862
EEU,sfh,copper,2030,sub,1.5327444885
EEU,sfh,copper,2035,rur,1.617213115
EEU,sfh,copper,2035,urb,1.448275862
EEU,sfh,copper,2035,sub,1.5327444885
EEU,sfh,copper,2040,rur,1.617213115
EEU,sfh,copper,2040,urb,1.448275862
EEU,sfh,copper,2040,sub,1.5327444885
EEU,sfh,copper,2045,rur,1.617213115
EEU,sfh,copper,2045,urb,1.448275862
EEU,sfh,copper,2045,sub,1.5327444885
EEU,sfh,copper,2050,rur,1.617213115
EEU,sfh,copper,2050,urb,1.448275862
EEU,sfh,copper,2050,sub,1.5327444885
EEU,sfh,copper,2055,rur,1.617213115
EEU,sfh,copper,2055,urb,1.448275862
EEU,sfh,copper,2055,sub,1.5327444885
EEU,sfh,copper,2060,rur,1.617213115
EEU,sfh,copper,2060,urb,1.448275862
EEU,sfh,copper,2060,sub,1.5327444885
EEU,sfh,copper,2065,rur,1.617213115
EEU,sfh,copper,2065,urb,1.448275862
EEU,sfh,copper,2065,sub,1.5327444885
EEU,sfh,copper,2070,rur,1.617213115
EEU,sfh,copper,2070,urb,1.448275862
EEU,sfh,copper,2070,sub,1.5327444885
EEU,sfh,copper,2075,rur,1.617213115
EEU,sfh,copper,2075,urb,1.448275862
EEU,sfh,copper,2075,sub,1.5327444885
EEU,sfh,copper,2080,rur,1.617213115
EEU,sfh,copper,2080,urb,1.448275862
EEU,sfh,copper,2080,sub,1.5327444885
EEU,sfh,copper,2085,rur,1.617213115
EEU,sfh,copper,2085,urb,1.448275862
EEU,sfh,copper,2085,sub,1.5327444885
EEU,sfh,copper,2090,rur,1.617213115
EEU,sfh,copper,2090,urb,1.448275862
EEU,sfh,copper,2090,sub,1.5327444885
EEU,sfh,copper,2095,rur,1.617213115
EEU,sfh,copper,2095,urb,1.448275862
EEU,sfh,copper,2095,sub,1.5327444885
EEU,sfh,copper,2100,rur,1.617213115
EEU,sfh,copper,2100,urb,1.448275862
EEU,sfh,copper,2100,sub,1.5327444885
EEU,sfh,glass,2015,rur,31.41081967
EEU,sfh,glass,2015,urb,28.22163793
EEU,sfh,glass,2015,sub,29.8162288
EEU,sfh,glass,2020,rur,31.41081967
EEU,sfh,glass,2020,urb,28.22163793
EEU,sfh,glass,2020,sub,29.8162288
EEU,sfh,glass,2025,rur,31.41081967
EEU,sfh,glass,2025,urb,28.22163793
EEU,sfh,glass,2025,sub,29.8162288
EEU,sfh,glass,2030,rur,31.41081967
EEU,sfh,glass,2030,urb,28.22163793
EEU,sfh,glass,2030,sub,29.8162288
EEU,sfh,glass,2035,rur,31.41081967
EEU,sfh,glass,2035,urb,28.22163793
EEU,sfh,glass,2035,sub,29.8162288
EEU,sfh,glass,2040,rur,31.41081967
EEU,sfh,glass,2040,urb,28.22163793
EEU,sfh,glass,2040,sub,29.8162288
EEU,sfh,glass,2045,rur,31.41081967
EEU,sfh,glass,2045,urb,28.22163793
EEU,sfh,glass,2045,sub,29.8162288
EEU,sfh,glass,2050,rur,31.41081967
EEU,sfh,glass,2050,urb,28.22163793
EEU,sfh,glass,2050,sub,29.8162288
EEU,sfh,glass,2055,rur,31.41081967
EEU,sfh,glass,2055,urb,28.22163793
EEU,sfh,glass,2055,sub,29.8162288
EEU,sfh,glass,2060,rur,31.41081967
EEU,sfh,glass,2060,urb,28.22163793
EEU,sfh,glass,2060,sub,29.8162288
EEU,sfh,glass,2065,rur,31.41081967
EEU,sfh,glass,2065,urb,28.22163793
EEU,sfh,glass,2065,sub,29.8162288
EEU,sfh,glass,2070,rur,31.41081967
EEU,sfh,glass,2070,urb,28.22163793
EEU,sfh,glass,2070,sub,29.8162288
EEU,sfh,glass,2075,rur,31.41081967
EEU,sfh,glass,2075,urb,28.22163793
EEU,sfh,glass,2075,sub,29.8162288
EEU,sfh,glass,2080,rur,31.41081967
EEU,sfh,glass,2080,urb,28.22163793
EEU,sfh,glass,2080,sub,29.8162288
EEU,sfh,glass,2085,rur,31.41081967
EEU,sfh,glass,2085,urb,28.22163793
EEU,sfh,glass,2085,sub,29.8162288
EEU,sfh,glass,2090,rur,31.41081967
EEU,sfh,glass,2090,urb,28.22163793
EEU,sfh,glass,2090,sub,29.8162288
EEU,sfh,glass,2095,rur,31.41081967
EEU,sfh,glass,2095,urb,28.22163793
EEU,sfh,glass,2095,sub,29.8162288
EEU,sfh,glass,2100,rur,31.41081967
EEU,sfh,glass,2100,urb,28.22163793
EEU,sfh,glass,2100,sub,29.8162288
EEU,sfh,steel,2015,rur,32.64704918
EEU,sfh,steel,2015,urb,32.67258621
EEU,sfh,steel,2015,sub,32.659817695
EEU,sfh,steel,2020,rur,32.64704918
EEU,sfh,steel,2020,urb,32.67258621
EEU,sfh,steel,2020,sub,32.659817695
EEU,sfh,steel,2025,rur,32.64704918
EEU,sfh,steel,2025,urb,32.67258621
EEU,sfh,steel,2025,sub,32.659817695
EEU,sfh,steel,2030,rur,32.64704918
EEU,sfh,steel,2030,urb,32.67258621
EEU,sfh,steel,2030,sub,32.659817695
EEU,sfh,steel,2035,rur,32.64704918
EEU,sfh,steel,2035,urb,32.67258621
EEU,sfh,steel,2035,sub,32.659817695
EEU,sfh,steel,2040,rur,32.64704918
EEU,sfh,steel,2040,urb,32.67258621
EEU,sfh,steel,2040,sub,32.659817695
EEU,sfh,steel,2045,rur,32.64704918
EEU,sfh,steel,2045,urb,32.67258621
EEU,sfh,steel,2045,sub,32.659817695
EEU,sfh,steel,2050,rur,32.64704918
EEU,sfh,steel,2050,urb,32.67258621
EEU,sfh,steel,2050,sub,32.659817695
EEU,sfh,steel,2055,rur,32.64704918
EEU,sfh,steel,2055,urb,32.67258621
EEU,sfh,steel,2055,sub,32.659817695
EEU,sfh,steel,2060,rur,32.64704918
EEU,sfh,steel,2060,urb,32.67258621
EEU,sfh,steel,2060,sub,32.659817695
EEU,sfh,steel,2065,rur,32.64704918
EEU,sfh,steel,2065,urb,32.67258621
EEU,sfh,steel,2065,sub,32.659817695
EEU,sfh,steel,2070,rur,32.64704918
EEU,sfh,steel,2070,urb,32.67258621
EEU,sfh,steel,2070,sub,32.659817695
EEU,sfh,steel,2075,rur,32.64704918
EEU,sfh,steel,2075,urb,32.67258621
EEU,sfh,steel,2075,sub,32.659817695
EEU,sfh,steel,2080,rur,32.64704918
EEU,sfh,steel,2080,urb,32.67258621
EEU,sfh,steel,2080,sub,32.659817695
EEU,sfh,steel,2085,rur,32.64704918
EEU,sfh,steel,2085,urb,32.67258621
EEU,sfh,steel,2085,sub,32.659817695
EEU,sfh,steel,2090,rur,32.64704918
EEU,sfh,steel,2090,urb,32.67258621
EEU,sfh,steel,2090,sub,32.659817695
EEU,sfh,steel,2095,rur,32.64704918
EEU,sfh,steel,2095,urb,32.67258621
EEU,sfh,steel,2095,sub,32.659817695
EEU,sfh,steel,2100,rur,32.64704918
EEU,sfh,steel,2100,urb,32.67258621
EEU,sfh,steel,2100,sub,32.659817695
EEU,sfh,wood,2015,rur,95.13770492
EEU,sfh,wood,2015,urb,88.81336207
EEU,sfh,wood,2015,sub,91.975533495
EEU,sfh,wood,2020,rur,95.13770492
EEU,sfh,wood,2020,urb,88.81336207
EEU,sfh,wood,2020,sub,91.975533495
EEU,sfh,wood,2025,rur,95.13770492
EEU,sfh,wood,2025,urb,88.81336207
EEU,sfh,wood,2025,sub,91.975533495
EEU,sfh,wood,2030,rur,95.13770492
EEU,sfh,wood,2030,urb,88.81336207
EEU,sfh,wood,2030,sub,91.975533495
EEU,sfh,wood,2035,rur,95.13770492
EEU,sfh,wood,2035,urb,88.81336207
EEU,sfh,wood,2035,sub,91.975533495
EEU,sfh,wood,2040,rur,95.13770492
EEU,sfh,wood,2040,urb,88.81336207
EEU,sfh,wood,2040,sub,91.975533495
EEU,sfh,wood,2045,rur,95.13770492
EEU,sfh,wood,2045,urb,88.81336207
EEU,sfh,wood,2045,sub,91.975533495
EEU,sfh,wood,2050,rur,95.13770492
EEU,sfh,wood,2050,urb,88.81336207
EEU,sfh,wood,2050,sub,91.975533495
EEU,sfh,wood,2055,rur,95.13770492
EEU,sfh,wood,2055,urb,88.81336207
EEU,sfh,wood,2055,sub,91.975533495
EEU,sfh,wood,2060,rur,95.13770492
EEU,sfh,wood,2060,urb,88.81336207
EEU,sfh,wood,2060,sub,91.975533495
EEU,sfh,wood,2065,rur,95.13770492
EEU,sfh,wood,2065,urb,88.81336207
EEU,sfh,wood,2065,sub,91.975533495
EEU,sfh,wood,2070,rur,95.13770492
EEU,sfh,wood,2070,urb,88.81336207
EEU,sfh,wood,2070,sub,91.975533495
EEU,sfh,wood,2075,rur,95.13770492
EEU,sfh,wood,2075,urb,88.81336207
EEU,sfh,wood,2075,sub,91.975533495
EEU,sfh,wood,2080,rur,95.13770492
EEU,sfh,wood,2080,urb,88.81336207
EEU,sfh,wood,2080,sub,91.975533495
EEU,sfh,wood,2085,rur,95.13770492
EEU,sfh,wood,2085,urb,88.81336207
EEU,sfh,wood,2085,sub,91.975533495
EEU,sfh,wood,2090,rur,95.13770492
EEU,sfh,wood,2090,urb,88.81336207
EEU,sfh,wood,2090,sub,91.975533495
EEU,sfh,wood,2095,rur,95.13770492
EEU,sfh,wood,2095,urb,88.81336207
EEU,sfh,wood,2095,sub,91.975533495
EEU,sfh,wood,2100,rur,95.13770492
EEU,sfh,wood,2100,urb,88.81336207
EEU,sfh,wood,2100,sub,91.975533495
FSU,mfh,aluminum,2015,rur,2.026666667
FSU,mfh,aluminum,2015,urb,2.08742268
FSU,mfh,aluminum,2015,sub,2.0570446735
FSU,mfh,aluminum,2020,rur,2.026666667
FSU,mfh,aluminum,2020,urb,2.08742268
FSU,mfh,aluminum,2020,sub,2.0570446735
FSU,mfh,aluminum,2025,rur,2.026666667
FSU,mfh,aluminum,2025,urb,2.08742268
FSU,mfh,aluminum,2025,sub,2.0570446735
FSU,mfh,aluminum,2030,rur,2.026666667
FSU,mfh,aluminum,2030,urb,2.08742268
FSU,mfh,aluminum,2030,sub,2.0570446735
FSU,mfh,aluminum,2035,rur,2.026666667
FSU,mfh,aluminum,2035,urb,2.08742268
FSU,mfh,aluminum,2035,sub,2.0570446735
FSU,mfh,aluminum,2040,rur,2.026666667
FSU,mfh,aluminum,2040,urb,2.08742268
FSU,mfh,aluminum,2040,sub,2.0570446735
FSU,mfh,aluminum,2045,rur,2.026666667
FSU,mfh,aluminum,2045,urb,2.08742268
FSU,mfh,aluminum,2045,sub,2.0570446735
FSU,mfh,aluminum,2050,rur,2.026666667
FSU,mfh,aluminum,2050,urb,2.08742268
FSU,mfh,aluminum,2050,sub,2.0570446735
FSU,mfh,aluminum,2055,rur,2.026666667
FSU,mfh,aluminum,2055,urb,2.08742268
FSU,mfh,aluminum,2055,sub,2.0570446735
FSU,mfh,aluminum,2060,rur,2.026666667
FSU,mfh,aluminum,2060,urb,2.08742268
FSU,mfh,aluminum,2060,sub,2.0570446735
FSU,mfh,aluminum,2065,rur,2.026666667
FSU,mfh,aluminum,2065,urb,2.08742268
FSU,mfh,aluminum,2065,sub,2.0570446735
FSU,mfh,aluminum,2070,rur,2.026666667
FSU,mfh,aluminum,2070,urb,2.08742268
FSU,mfh,aluminum,2070,sub,2.0570446735
FSU,mfh,aluminum,2075,rur,2.026666667
FSU,mfh,aluminum,2075,urb,2.08742268
FSU,mfh,aluminum,2075,sub,2.0570446735
FSU,mfh,aluminum,2080,rur,2.026666667
FSU,mfh,aluminum,2080,urb,2.08742268
FSU,mfh,aluminum,2080,sub,2.0570446735
FSU,mfh,aluminum,2085,rur,2.026666667
FSU,mfh,aluminum,2085,urb,2.08742268
FSU,mfh,aluminum,2085,sub,2.0570446735
FSU,mfh,aluminum,2090,rur,2.026666667
FSU,mfh,aluminum,2090,urb,2.08742268
FSU,mfh,aluminum,2090,sub,2.0570446735
FSU,mfh,aluminum,2095,rur,2.026666667
FSU,mfh,aluminum,2095,urb,2.08742268
FSU,mfh,aluminum,2095,sub,2.0570446735
FSU,mfh,aluminum,2100,rur,2.026666667
FSU,mfh,aluminum,2100,urb,2.08742268
FSU,mfh,aluminum,2100,sub,2.0570446735
FSU,mfh,concrete,2015,rur,967.35
FSU,mfh,concrete,2015,urb,947.3215464
FSU,mfh,concrete,2015,sub,957.3357732
FSU,mfh,concrete,2020,rur,967.35
FSU,mfh,concrete,2020,urb,947.3215464
FSU,mfh,concrete,2020,sub,957.3357732
FSU,mfh,concrete,2025,rur,967.35
FSU,mfh,concrete,2025,urb,947.3215464
FSU,mfh,concrete,2025,sub,957.3357732
FSU,mfh,concrete,2030,rur,967.35
FSU,mfh,concrete,2030,urb,947.3215464
FSU,mfh,concrete,2030,sub,957.3357732
FSU,mfh,concrete,2035,rur,967.35
FSU,mfh,concrete,2035,urb,947.3215464
FSU,mfh,concrete,2035,sub,957.3357732
FSU,mfh,concrete,2040,rur,967.35
FSU,mfh,concrete,2040,urb,947.3215464
FSU,mfh,concrete,2040,sub,957.3357732
FSU,mfh,concrete,2045,rur,967.35
FSU,mfh,concrete,2045,urb,947.3215464
FSU,mfh,concrete,2045,sub,957.3357732
FSU,mfh,concrete,2050,rur,967.35
FSU,mfh,concrete,2050,urb,947.3215464
FSU,mfh,concrete,2050,sub,957.3357732
FSU,mfh,concrete,2055,rur,967.35
FSU,mfh,concrete,2055,urb,947.3215464
FSU,mfh,concrete,2055,sub,957.3357732
FSU,mfh,concrete,2060,rur,967.35
FSU,mfh,concrete,2060,urb,947.3215464
FSU,mfh,concrete,2060,sub,957.3357732
FSU,mfh,concrete,2065,rur,967.35
FSU,mfh,concrete,2065,urb,947.3215464
FSU,mfh,concrete,2065,sub,957.3357732
FSU,mfh,concrete,2070,rur,967.35
FSU,mfh,concrete,2070,urb,947.3215464
FSU,mfh,concrete,2070,sub,957.3357732
FSU,mfh,concrete,2075,rur,967.35
FSU,mfh,concrete,2075,urb,947.3215464
FSU,mfh,concrete,2075,sub,957.3357732
FSU,mfh,concrete,2080,rur,967.35
FSU,mfh,concrete,2080,urb,947.3215464
FSU,mfh,concrete,2080,sub,957.3357732
FSU,mfh,concrete,2085,rur,967.35
FSU,mfh,concrete,2085,urb,947.3215464
FSU,mfh,concrete,2085,sub,957.3357732
FSU,mfh,concrete,2090,rur,967.35
FSU,mfh,concrete,2090,urb,947.3215464
FSU,mfh,concrete,2090,sub,957.3357732
FSU,mfh,concrete,2095,rur,967.35
FSU,mfh,concrete,2095,urb,947.3215464
FSU,mfh,concrete,2095,sub,957.3357732
FSU,mfh,concrete,2100,rur,967.35
FSU,mfh,concrete,2100,urb,947.3215464
FSU,mfh,concrete,2100,sub,957.3357732
FSU,mfh,copper,2015,rur,0.21
FSU,mfh,copper,2015,urb,0.139896907
FSU,mfh,copper,2015,sub,0.1749484535
FSU,mfh,copper,2020,rur,0.21
FSU,mfh,copper,2020,urb,0.139896907
FSU,mfh,copper,2020,sub,0.1749484535
FSU,mfh,copper,2025,rur,0.21
FSU,mfh,copper,2025,urb,0.139896907
FSU,mfh,copper,2025,sub,0.1749484535
FSU,mfh,copper,2030,rur,0.21
FSU,mfh,copper,2030,urb,0.139896907
FSU,mfh,copper,2030,sub,0.1749484535
FSU,mfh,copper,2035,rur,0.21
FSU,mfh,copper,2035,urb,0.139896907
FSU,mfh,copper,2035,sub,0.1749484535
FSU,mfh,copper,2040,rur,0.21
FSU,mfh,copper,2040,urb,0.139896907
FSU,mfh,copper,2040,sub,0.1749484535
FSU,mfh,copper,2045,rur,0.21
FSU,mfh,copper,2045,urb,0.139896907
FSU,mfh,copper,2045,sub,0.1749484535
FSU,mfh,copper,2050,rur,0.21
FSU,mfh,copper,2050,urb,0.139896907
FSU,mfh,copper,2050,sub,0.1749484535
FSU,mfh,copper,2055,rur,0.21
FSU,mfh,copper,2055,urb,0.139896907
FSU,mfh,copper,2055,sub,0.1749484535
FSU,mfh,copper,2060,rur,0.21
FSU,mfh,copper,2060,urb,0.139896907
FSU,mfh,copper,2060,sub,0.1749484535
FSU,mfh,copper,2065,rur,0.21
FSU,mfh,copper,2065,urb,0.139896907
FSU,mfh,copper,2065,sub,0.1749484535
FSU,mfh,copper,2070,rur,0.21
FSU,mfh,copper,2070,urb,0.139896907
FSU,mfh,copper,2070,sub,0.1749484535
FSU,mfh,copper,2075,rur,0.21
FSU,mfh,copper,2075,urb,0.139896907
FSU,mfh,copper,2075,sub,0.1749484535
FSU,mfh,copper,2080,rur,0.21
FSU,mfh,copper,2080,urb,0.139896907
FSU,mfh,copper,2080,sub,0.1749484535
FSU,mfh,copper,2085,rur,0.21
FSU,mfh,copper,2085,urb,0.139896907
FSU,mfh,copper,2085,sub,0.1749484535
FSU,mfh,copper,2090,rur,0.21
FSU,mfh,copper,2090,urb,0.139896907
FSU,mfh,copper,2090,sub,0.1749484535
FSU,mfh,copper,2095,rur,0.21
FSU,mfh,copper,2095,urb,0.139896907
FSU,mfh,copper,2095,sub,0.1749484535
FSU,mfh,copper,2100,rur,0.21
FSU,mfh,copper,2100,urb,0.139896907
FSU,mfh,copper,2100,sub,0.1749484535
FSU,mfh,glass,2015,rur,5.706666667
FSU,mfh,glass,2015,urb,5.255670103
FSU,mfh,glass,2015,sub,5.481168385
FSU,mfh,glass,2020,rur,5.706666667
FSU,mfh,glass,2020,urb,5.255670103
FSU,mfh,glass,2020,sub,5.481168385
FSU,mfh,glass,2025,rur,5.706666667
FSU,mfh,glass,2025,urb,5.255670103
FSU,mfh,glass,2025,sub,5.481168385
FSU,mfh,glass,2030,rur,5.706666667
FSU,mfh,glass,2030,urb,5.255670103
FSU,mfh,glass,2030,sub,5.481168385
FSU,mfh,glass,2035,rur,5.706666667
FSU,mfh,glass,2035,urb,5.255670103
FSU,mfh,glass,2035,sub,5.481168385
FSU,mfh,glass,2040,rur,5.706666667
FSU,mfh,glass,2040,urb,5.255670103
FSU,mfh,glass,2040,sub,5.481168385
FSU,mfh,glass,2045,rur,5.706666667
FSU,mfh,glass,2045,urb,5.255670103
FSU,mfh,glass,2045,sub,5.481168385
FSU,mfh,glass,2050,rur,5.706666667
FSU,mfh,glass,2050,urb,5.255670103
FSU,mfh,glass,2050,sub,5.481168385
FSU,mfh,glass,2055,rur,5.706666667
FSU,mfh,glass,2055,urb,5.255670103
FSU,mfh,glass,2055,sub,5.481168385
FSU,mfh,glass,2060,rur,5.706666667
FSU,mfh,glass,2060,urb,5.255670103
FSU,mfh,glass,2060,sub,5.481168385
FSU,mfh,glass,2065,rur,5.706666667
FSU,mfh,glass,2065,urb,5.255670103
FSU,mfh,glass,2065,sub,5.481168385
FSU,mfh,glass,2070,rur,5.706666667
FSU,mfh,glass,2070,urb,5.255670103
FSU,mfh,glass,2070,sub,5.481168385
