region_bld,region_gea,mat,arch,yr_con,bld_age,value
C-WEU-CYP,WEU,perm,sfh,2000,p3,0.128970566240093
C-WEU-CYP,WEU,perm,sfh,2005,p3,0.1297897634115529
C-WEU-CYP,WEU,perm,sfh,2010,p3,0.13486069932534478
C-WEU-CYP,WEU,perm,sfh,2015,p3,0.06281272799342802
C-WEU-CYP,WEU,perm,sfh,2020,p3,0.06606423741763512
C-WEU-DEU,WEU,perm,mfh,1945,p1,0.22227262325331384
C-WEU-DEU,WEU,perm,mfh,1960,p2,0.1492263779645055
C-WEU-DEU,WEU,perm,mfh,1965,p2,0.06702402076679409
C-WEU-DEU,WEU,perm,mfh,1970,p2,0.09324934592501026
C-WEU-DEU,WEU,perm,mfh,1975,p2,0.06977329579304024
C-WEU-DEU,WEU,perm,mfh,1980,p2,0.058301443218838844
C-WEU-DEU,WEU,perm,mfh,1985,p2,0.032099502274833186
C-WEU-DEU,WEU,perm,mfh,1990,p2,0.05530564580207224
C-WEU-DEU,WEU,perm,mfh,1995,p3,0.07550648421719003
C-WEU-DEU,WEU,perm,mfh,2000,p3,0.053598943218203125
C-WEU-DEU,WEU,perm,mfh,2005,p3,0.0295416763049808
C-WEU-DEU,WEU,perm,mfh,2010,p3,0.02780546090969267
C-WEU-DEU,WEU,perm,mfh,2015,p3,0.0282444642016943
C-WEU-DEU,WEU,perm,mfh,2020,p3,0.03805071614983028
C-WEU-DEU,WEU,perm,sfh,1945,p1,0.22227262325331384
C-WEU-DEU,WEU,perm,sfh,1960,p2,0.1492263779645055
C-WEU-DEU,WEU,perm,sfh,1965,p2,0.067024020814369
C-WEU-DEU,WEU,perm,sfh,1970,p2,0.09324934588781705
C-WEU-DEU,WEU,perm,sfh,1975,p2,0.06977329601577466
C-WEU-DEU,WEU,perm,sfh,1980,p2,0.05830144298572272
C-WEU-DEU,WEU,perm,sfh,1985,p2,0.03209950220135464
C-WEU-DEU,WEU,perm,sfh,1990,p2,0.05530564586974041
C-WEU-DEU,WEU,perm,sfh,1995,p3,0.07550648424695346
C-WEU-DEU,WEU,perm,sfh,2000,p3,0.05359894319425008
C-WEU-DEU,WEU,perm,sfh,2005,p3,0.02954167628814468
C-WEU-DEU,WEU,perm,sfh,2010,p3,0.027805460926528792
C-WEU-DEU,WEU,perm,sfh,2015,p3,0.0282444642016943
C-WEU-DEU,WEU,perm,sfh,2020,p3,0.03805071614983028
C-WEU-DNK,WEU,perm,mfh,1945,p1,0.3257619256793308
C-WEU-DNK,WEU,perm,mfh,1960,p2,0.12194055402457785
C-WEU-DNK,WEU,perm,mfh,1965,p2,0.06939178892983325
C-WEU-DNK,WEU,perm,mfh,1970,p2,0.08427744658320636
C-WEU-DNK,WEU,perm,mfh,1975,p2,0.08070711262323638
C-WEU-DNK,WEU,perm,mfh,1980,p2,0.06287887135541276
C-WEU-DNK,WEU,perm,mfh,1985,p2,0.017936919269678275
C-WEU-DNK,WEU,perm,mfh,1990,p2,0.02565143631943305
C-WEU-DNK,WEU,perm,mfh,1995,p3,0.04153533131700651
C-WEU-DNK,WEU,perm,mfh,2000,p3,0.045661461205065035
C-WEU-DNK,WEU,perm,mfh,2005,p3,0.04087821901511611
C-WEU-DNK,WEU,perm,mfh,2010,p3,0.025098319061955646
C-WEU-DNK,WEU,perm,mfh,2015,p3,0.020030319143679455
C-WEU-DNK,WEU,perm,mfh,2020,p3,0.03825029547246785
C-WEU-DNK,WEU,perm,sfh,1945,p1,0.3257619256793308
C-WEU-DNK,WEU,perm,sfh,1960,p2,0.12194055402457785
C-WEU-DNK,WEU,perm,sfh,1965,p2,0.06939178892983325
C-WEU-DNK,WEU,perm,sfh,1970,p2,0.08427744658320636
C-WEU-DNK,WEU,perm,sfh,1975,p2,0.08070711262323638
C-WEU-DNK,WEU,perm,sfh,1980,p2,0.06287887135541276
C-WEU-DNK,WEU,perm,sfh,1985,p2,0.017936917833185337
C-WEU-DNK,WEU,perm,sfh,1990,p2,0.02565143786970952
C-WEU-DNK,WEU,perm,sfh,1995,p3,0.04153533144975526
C-WEU-DNK,WEU,perm,sfh,2000,p3,0.04566146095853275
C-WEU-DNK,WEU,perm,sfh,2005,p3,0.04087821884813584
C-WEU-DNK,WEU,perm,sfh,2010,p3,0.025098319228935927
C-WEU-DNK,WEU,perm,sfh,2015,p3,0.020030319143679455
C-WEU-DNK,WEU,perm,sfh,2020,p3,0.03825029547246785
C-WEU-ESP,WEU,perm,mfh,1945,p1,0.09508032326674723
C-WEU-ESP,WEU,perm,mfh,1960,p2,0.07614795722210181
C-WEU-ESP,WEU,perm,mfh,1965,p2,0.043718923578327254
C-WEU-ESP,WEU,perm,mfh,1970,p2,0.0599551674653063
C-WEU-ESP,WEU,perm,mfh,1975,p2,0.15575494367817014
C-WEU-ESP,WEU,perm,mfh,1980,p2,0.06596250797039124
C-WEU-ESP,WEU,perm,mfh,1985,p2,0.06287465021240982
C-WEU-ESP,WEU,perm,mfh,1990,p2,0.05411101483482866
C-WEU-ESP,WEU,perm,mfh,1995,p3,0.06857320345576988
C-WEU-ESP,WEU,perm,mfh,2000,p3,0.08421331384274452
C-WEU-ESP,WEU,perm,mfh,2005,p3,0.1043699676707513
C-WEU-ESP,WEU,perm,mfh,2010,p3,0.10253697278035465
C-WEU-ESP,WEU,perm,mfh,2015,p3,0.018517394740030665
C-WEU-ESP,WEU,perm,mfh,2020,p3,0.008183659282066035
C-WEU-ESP,WEU,perm,sfh,1945,p1,0.09508032326674722
C-WEU-ESP,WEU,perm,sfh,1960,p2,0.07614795722210181
C-WEU-ESP,WEU,perm,sfh,1965,p2,0.04371892351633108
C-WEU-ESP,WEU,perm,sfh,1970,p2,0.05995516748497145
C-WEU-ESP,WEU,perm,sfh,1975,p2,0.1557549436988656
C-WEU-ESP,WEU,perm,sfh,1980,p2,0.0659625079920268
C-WEU-ESP,WEU,perm,sfh,1985,p2,0.06287465030704012
C-WEU-ESP,WEU,perm,sfh,1990,p2,0.05411101546040607
C-WEU-ESP,WEU,perm,sfh,1995,p3,0.0685732032015077
C-WEU-ESP,WEU,perm,sfh,2000,p3,0.084213313376799
C-WEU-ESP,WEU,perm,sfh,2005,p3,0.10436996785328913
C-WEU-ESP,WEU,perm,sfh,2010,p3,0.10253697259781681
C-WEU-ESP,WEU,perm,sfh,2015,p3,0.018517394740030665
C-WEU-ESP,WEU,perm,sfh,2020,p3,0.008183659282066035
C-WEU-FIN,WEU,perm,mfh,1945,p1,0.07959283185923723
C-WEU-FIN,WEU,perm,mfh,1960,p2,0.11220439104392711
C-WEU-FIN,WEU,perm,mfh,1965,p2,0.0629740624506023
C-WEU-FIN,WEU,perm,mfh,1970,p2,0.07129377502957106
C-WEU-FIN,WEU,perm,mfh,1975,p2,0.0891570669966247
C-WEU-FIN,WEU,perm,mfh,1980,p2,0.08910113099978059
C-WEU-FIN,WEU,perm,mfh,1985,p2,0.04366675856278499
C-WEU-FIN,WEU,perm,mfh,1990,p2,0.042249793310569876
C-WEU-FIN,WEU,perm,mfh,1995,p3,0.08989585698697758
C-WEU-FIN,WEU,perm,mfh,2000,p3,0.10357488301594146
C-WEU-FIN,WEU,perm,mfh,2005,p3,0.028063597962245695
C-WEU-FIN,WEU,perm,mfh,2010,p3,0.07625366984989791
C-WEU-FIN,WEU,perm,mfh,2015,p3,0.052354527806850175
C-WEU-FIN,WEU,perm,mfh,2020,p3,0.05961765412498886
C-WEU-FIN,WEU,perm,sfh,1945,p1,0.07959283185923723
C-WEU-FIN,WEU,perm,sfh,1960,p2,0.11220439104392711
C-WEU-FIN,WEU,perm,sfh,1965,p2,0.0629740624506023
C-WEU-FIN,WEU,perm,sfh,1970,p2,0.07129377502957106
C-WEU-FIN,WEU,perm,sfh,1975,p2,0.0891570669966247
C-WEU-FIN,WEU,perm,sfh,1980,p2,0.08910113099978059
C-WEU-FIN,WEU,perm,sfh,1985,p2,0.04366675856278499
C-WEU-FIN,WEU,perm,sfh,1990,p2,0.042249793310569876
C-WEU-FIN,WEU,perm,sfh,1995,p3,0.08989586919846342
C-WEU-FIN,WEU,perm,sfh,2000,p3,0.10357487080445561
C-WEU-FIN,WEU,perm,sfh,2005,p3,0.028063597962245695
C-WEU-FIN,WEU,perm,sfh,2010,p3,0.07625366984989791
C-WEU-FIN,WEU,perm,sfh,2015,p3,0.052354527806850175
C-WEU-FIN,WEU,perm,sfh,2020,p3,0.05961765412498886
C-WEU-FRA,WEU,perm,mfh,1945,p1,0.20849016777243748
C-WEU-FRA,WEU,perm,mfh,1960,p2,0.12775874331418363
C-WEU-FRA,WEU,perm,mfh,1965,p2,0.04258939845040644
C-WEU-FRA,WEU,perm,mfh,1970,p2,0.04234285720603524
C-WEU-FRA,WEU,perm,mfh,1975,p2,0.06021504440105902
C-WEU-FRA,WEU,perm,mfh,1980,p2,0.08177783911200458
C-WEU-FRA,WEU,perm,mfh,1985,p2,0.06709464887181103
C-WEU-FRA,WEU,perm,mfh,1990,p2,0.06946739558640287
C-WEU-FRA,WEU,perm,mfh,1995,p3,0.05950994368588846
C-WEU-FRA,WEU,perm,mfh,2000,p3,0.04932443897686844
C-WEU-FRA,WEU,perm,mfh,2005,p3,0.05268878305336241
C-WEU-FRA,WEU,perm,mfh,2010,p3,0.051512548616433944
C-WEU-FRA,WEU,perm,mfh,2015,p3,0.05419823950532842
C-WEU-FRA,WEU,perm,mfh,2020,p3,0.03302995144777742
C-WEU-FRA,WEU,perm,sfh,1945,p1,0.20849016777243753
C-WEU-FRA,WEU,perm,sfh,1960,p2,0.12775874331418363
C-WEU-FRA,WEU,perm,sfh,1965,p2,0.04258939825678866
C-WEU-FRA,WEU,perm,sfh,1970,p2,0.042342857013538265
C-WEU-FRA,WEU,perm,sfh,1975,p2,0.0602150440870617
C-WEU-FRA,WEU,perm,sfh,1980,p2,0.08177783981211663
C-WEU-FRA,WEU,perm,sfh,1985,p2,0.06709464937904303
C-WEU-FRA,WEU,perm,sfh,1990,p2,0.06946739550434355
C-WEU-FRA,WEU,perm,sfh,1995,p3,0.059509943260715785
C-WEU-FRA,WEU,perm,sfh,2000,p3,0.04932443897686844
C-WEU-FRA,WEU,perm,sfh,2005,p3,0.052688782897608616
C-WEU-FRA,WEU,perm,sfh,2010,p3,0.05151254877218774
C-WEU-FRA,WEU,perm,sfh,2015,p3,0.05419823950532842
C-WEU-FRA,WEU,perm,sfh,2020,p3,0.03302995144777742
C-WEU-GRC,WEU,perm,mfh,1945,p1,0.035327967197346224
C-WEU-GRC,WEU,perm,mfh,1960,p2,0.07648523806867005
C-WEU-GRC,WEU,perm,mfh,1965,p2,0.0515163327897693
C-WEU-GRC,WEU,perm,mfh,1970,p2,0.07623441679036087
C-WEU-GRC,WEU,perm,mfh,1975,p2,0.09212604678709106
C-WEU-GRC,WEU,perm,mfh,1980,p2,0.16250305616484914
C-WEU-GRC,WEU,perm,mfh,1985,p2,0.06806833572016188
C-WEU-GRC,WEU,perm,mfh,1990,p2,0.06772668408965143
C-WEU-GRC,WEU,perm,mfh,1995,p3,0.10054367072243425
C-WEU-GRC,WEU,perm,mfh,2000,p3,0.09100363855657191
C-WEU-GRC,WEU,perm,mfh,2005,p3,0.07443191478698578
C-WEU-GRC,WEU,perm,mfh,2010,p3,0.08038518871161547
C-WEU-GRC,WEU,perm,mfh,2015,p3,0.01623968948691292
C-WEU-GRC,WEU,perm,mfh,2020,p3,0.007407820127579098
C-WEU-GRC,WEU,perm,sfh,1945,p1,0.035327967197346224
C-WEU-GRC,WEU,perm,sfh,1960,p2,0.07648523806867005
C-WEU-GRC,WEU,perm,sfh,1965,p2,0.0515163327897693
C-WEU-GRC,WEU,perm,sfh,1970,p2,0.07623441679036087
C-WEU-GRC,WEU,perm,sfh,1975,p2,0.09212604668677335
C-WEU-GRC,WEU,perm,sfh,1980,p2,0.16250305626516684
C-WEU-GRC,WEU,perm,sfh,1985,p2,0.06806833509800389
C-WEU-GRC,WEU,perm,sfh,1990,p2,0.06772668440851413
C-WEU-GRC,WEU,perm,sfh,1995,p3,0.10054367016204711
C-WEU-GRC,WEU,perm,sfh,2000,p3,0.0910036394202544
C-WEU-GRC,WEU,perm,sfh,2005,p3,0.07443191479132488
C-WEU-GRC,WEU,perm,sfh,2010,p3,0.08038518870727639
C-WEU-GRC,WEU,perm,sfh,2015,p3,0.01623968948691292
C-WEU-GRC,WEU,perm,sfh,2020,p3,0.007407820127579098
C-WEU-IRL,WEU,perm,mfh,1945,p1,0.14945693252791512
C-WEU-IRL,WEU,perm,mfh,1960,p2,0.07360556637931305
C-WEU-IRL,WEU,perm,mfh,1965,p2,0.0189352360482541
C-WEU-IRL,WEU,perm,mfh,1970,p2,0.03182444395497228
C-WEU-IRL,WEU,perm,mfh,1975,p2,0.06989966975155108
C-WEU-IRL,WEU,perm,mfh,1980,p2,0.0729320604562017
C-WEU-IRL,WEU,perm,mfh,1985,p2,0.07267677699514968
C-WEU-IRL,WEU,perm,mfh,1990,p2,0.029203560174820856
C-WEU-IRL,WEU,perm,mfh,1995,p3,0.055579969127748555
C-WEU-IRL,WEU,perm,mfh,2000,p3,0.0952662359319863
C-WEU-IRL,WEU,perm,mfh,2005,p3,0.13545216867024176
C-WEU-IRL,WEU,perm,mfh,2010,p3,0.11626000111367314
C-WEU-IRL,WEU,perm,mfh,2015,p3,0.027392406114548174
C-WEU-IRL,WEU,perm,mfh,2020,p3,0.05151497275362366
C-WEU-IRL,WEU,perm,sfh,1945,p1,0.14945693252791506
C-WEU-IRL,WEU,perm,sfh,1960,p2,0.07360556637931305
C-WEU-IRL,WEU,perm,sfh,1965,p2,0.0189352360482541
C-WEU-IRL,WEU,perm,sfh,1970,p2,0.031824443796375196
C-WEU-IRL,WEU,perm,sfh,1975,p2,0.06989967017180633
C-WEU-IRL,WEU,perm,sfh,1980,p2,0.07293206019454355
C-WEU-IRL,WEU,perm,sfh,1985,p2,0.07267677843657827
C-WEU-IRL,WEU,perm,sfh,1990,p2,0.0292035596136387
C-WEU-IRL,WEU,perm,sfh,1995,p3,0.05557996812228243
C-WEU-IRL,WEU,perm,sfh,2000,p3,0.095266236057206
C-WEU-IRL,WEU,perm,sfh,2005,p3,0.13545216978226868
C-WEU-IRL,WEU,perm,sfh,2010,p3,0.11626000000164623
C-WEU-IRL,WEU,perm,sfh,2015,p3,0.027392406114548174
C-WEU-IRL,WEU,perm,sfh,2020,p3,0.05151497275362366
C-WEU-ITA,WEU,perm,mfh,1945,p1,0.17059853924035243
C-WEU-ITA,WEU,perm,mfh,1960,p2,0.14349901313655253
C-WEU-ITA,WEU,perm,mfh,1965,p2,0.04980402115174414
C-WEU-ITA,WEU,perm,mfh,1970,p2,0.09845376726123226
C-WEU-ITA,WEU,perm,mfh,1975,p2,0.11146162967208824
C-WEU-ITA,WEU,perm,mfh,1980,p2,0.1058335098951723
C-WEU-ITA,WEU,perm,mfh,1985,p2,0.04963616892817379
C-WEU-ITA,WEU,perm,mfh,1990,p2,0.04673452765183491
C-WEU-ITA,WEU,perm,mfh,1995,p3,0.052559375582987594
C-WEU-ITA,WEU,perm,mfh,2000,p3,0.05591310004193089
C-WEU-ITA,WEU,perm,mfh,2005,p3,0.04093678066545464
C-WEU-ITA,WEU,perm,mfh,2010,p3,0.04668281401862696
C-WEU-ITA,WEU,perm,mfh,2015,p3,0.01906963827677148
C-WEU-ITA,WEU,perm,mfh,2020,p3,0.008817114477077219
C-WEU-ITA,WEU,perm,sfh,1945,p1,0.17059853924035243
C-WEU-ITA,WEU,perm,sfh,1960,p2,0.14349901313655253
C-WEU-ITA,WEU,perm,sfh,1965,p2,0.0498040211501054
C-WEU-ITA,WEU,perm,sfh,1970,p2,0.09845376706728262
C-WEU-ITA,WEU,perm,sfh,1975,p2,0.11146162930197158
C-WEU-ITA,WEU,perm,sfh,1980,p2,0.10583351046087736
C-WEU-ITA,WEU,perm,sfh,1985,p2,0.04963616900518174
C-WEU-ITA,WEU,perm,sfh,1990,p2,0.046734527532671453
C-WEU-ITA,WEU,perm,sfh,1995,p3,0.05255937547991984
C-WEU-ITA,WEU,perm,sfh,2000,p3,0.05591310018715414
C-WEU-ITA,WEU,perm,sfh,2005,p3,0.040936780839132464
C-WEU-ITA,WEU,perm,sfh,2010,p3,0.046682813844949135
C-WEU-ITA,WEU,perm,sfh,2015,p3,0.01906963827677148
C-WEU-ITA,WEU,perm,sfh,2020,p3,0.008817114477077219
C-WEU-LUX,WEU,perm,mfh,1945,p1,0.18856430221157433
C-WEU-LUX,WEU,perm,mfh,1960,p2,0.10255863277035482
C-WEU-LUX,WEU,perm,mfh,1965,p2,0.0428027915021005
C-WEU-LUX,WEU,perm,mfh,1970,p2,0.0392956972260567
C-WEU-LUX,WEU,perm,mfh,1975,p2,0.0640988219627652
C-WEU-LUX,WEU,perm,mfh,1980,p2,0.044615076750978
C-WEU-LUX,WEU,perm,mfh,1985,p2,0.025923684076679835
C-WEU-LUX,WEU,perm,mfh,1990,p2,0.059917440567011385
C-WEU-LUX,WEU,perm,mfh,1995,p3,0.04832391754883514
C-WEU-LUX,WEU,perm,mfh,2000,p3,0.07433255588429402
C-WEU-LUX,WEU,perm,mfh,2005,p3,0.05638358054741341
C-WEU-LUX,WEU,perm,mfh,2010,p3,0.08013836905117204
C-WEU-LUX,WEU,perm,mfh,2015,p3,0.0754749490283595
C-WEU-LUX,WEU,perm,mfh,2020,p3,0.0975701808724047
C-WEU-LUX,WEU,perm,sfh,1945,p1,0.18856430221157433
C-WEU-LUX,WEU,perm,sfh,1960,p2,0.10255863277035482
C-WEU-LUX,WEU,perm,sfh,1965,p2,0.0428027917830279
C-WEU-LUX,WEU,perm,sfh,1970,p2,0.039295697483966
C-WEU-LUX,WEU,perm,sfh,1975,p2,0.0640988223834648
C-WEU-LUX,WEU,perm,sfh,1980,p2,0.0446150757914416
C-WEU-LUX,WEU,perm,sfh,1985,p2,0.02592366653321395
C-WEU-LUX,WEU,perm,sfh,1990,p2,0.05991745934821684
C-WEU-LUX,WEU,perm,sfh,1995,p3,0.04832390815367285
C-WEU-LUX,WEU,perm,sfh,2000,p3,0.07433256404171673
C-WEU-LUX,WEU,perm,sfh,2005,p3,0.05638358087039217
C-WEU-LUX,WEU,perm,sfh,2010,p3,0.08013836872819324
C-WEU-LUX,WEU,perm,sfh,2015,p3,0.0754749490283595
C-WEU-LUX,WEU,perm,sfh,2020,p3,0.0975701808724047
C-WEU-MLT,WEU,perm,mfh,1945,p1,0.08174249055488284
C-WEU-MLT,WEU,perm,mfh,1960,p2,0.05155076045456208
C-WEU-MLT,WEU,perm,mfh,1965,p2,0.0013216019380428833
C-WEU-MLT,WEU,perm,mfh,1970,p2,0.025187627474829756
C-WEU-MLT,WEU,perm,mfh,1975,p2,0.03524702995594933
C-WEU-MLT,WEU,perm,mfh,1980,p2,0.07952490057762471
C-WEU-MLT,WEU,perm,mfh,1985,p2,0.058768325242103174
C-WEU-MLT,WEU,perm,mfh,1990,p2,0.05475871026174137
C-WEU-MLT,WEU,perm,mfh,1995,p3,0.057938129309908194
C-WEU-MLT,WEU,perm,mfh,2000,p3,0.04992100483619597
C-WEU-MLT,WEU,perm,mfh,2005,p3,0.05877066767604894
C-WEU-MLT,WEU,perm,mfh,2010,p3,0.054970255318337075
C-WEU-MLT,WEU,perm,mfh,2015,p3,0.13217039741137374
C-WEU-MLT,WEU,perm,mfh,2020,p3,0.2581280989883995
C-WEU-MLT,WEU,perm,sfh,1945,p1,0.08174249055488282
C-WEU-MLT,WEU,perm,sfh,1960,p2,0.05155076045456208
C-WEU-MLT,WEU,perm,sfh,1965,p2,0.0013216111484826846
C-WEU-MLT,WEU,perm,sfh,1970,p2,0.025187627337299106
C-WEU-MLT,WEU,perm,sfh,1975,p2,0.035247018131484904
C-WEU-MLT,WEU,perm,sfh,1980,p2,0.07952490332917998
C-WEU-MLT,WEU,perm,sfh,1985,p2,0.05876832226042778
C-WEU-MLT,WEU,perm,sfh,1990,p2,0.05475870853542175
C-WEU-MLT,WEU,perm,sfh,1995,p3,0.057938134807456784
C-WEU-MLT,WEU,perm,sfh,2000,p3,0.049921004046642466
C-WEU-MLT,WEU,perm,sfh,2005,p3,0.05877066684823217
C-WEU-MLT,WEU,perm,sfh,2010,p3,0.054970256146153855
C-WEU-MLT,WEU,perm,sfh,2015,p3,0.13217039741137374
C-WEU-MLT,WEU,perm,sfh,2020,p3,0.2581280989883995
C-WEU-NLD,WEU,perm,mfh,1945,p1,0.18244310180077214
C-WEU-NLD,WEU,perm,mfh,1960,p2,0.10374790074656888
C-WEU-NLD,WEU,perm,mfh,1965,p2,0.06015751506795399
C-WEU-NLD,WEU,perm,mfh,1970,p2,0.08069665417751577
C-WEU-NLD,WEU,perm,mfh,1975,p2,0.07819703718466006
C-WEU-NLD,WEU,perm,mfh,1980,p2,0.07203192728296937
C-WEU-NLD,WEU,perm,mfh,1985,p2,0.06261072085559051
C-WEU-NLD,WEU,perm,mfh,1990,p2,0.07427787488537821
C-WEU-NLD,WEU,perm,mfh,1995,p3,0.060387848417134654
C-WEU-NLD,WEU,perm,mfh,2000,p3,0.06236916500129994
C-WEU-NLD,WEU,perm,mfh,2005,p3,0.047586726579989344
C-WEU-NLD,WEU,perm,mfh,2010,p3,0.04365110383990581
C-WEU-NLD,WEU,perm,mfh,2015,p3,0.031351357492217596
C-WEU-NLD,WEU,perm,mfh,2020,p3,0.040491066668043176
C-WEU-NLD,WEU,perm,sfh,1945,p1,0.18244310180077214
C-WEU-NLD,WEU,perm,sfh,1960,p2,0.10374790074656888
C-WEU-NLD,WEU,perm,sfh,1965,p2,0.060157515932439495
C-WEU-NLD,WEU,perm,sfh,1970,p2,0.08069665330411056
C-WEU-NLD,WEU,perm,sfh,1975,p2,0.07819703729175763
C-WEU-NLD,WEU,perm,sfh,1980,p2,0.07203192718479152
C-WEU-NLD,WEU,perm,sfh,1985,p2,0.06261072101334264
C-WEU-NLD,WEU,perm,sfh,1990,p2,0.07427787472762608
C-WEU-NLD,WEU,perm,sfh,1995,p3,0.060387848417134654
C-WEU-NLD,WEU,perm,sfh,2000,p3,0.06236916500129994
C-WEU-NLD,WEU,perm,sfh,2005,p3,0.047586726579989344
C-WEU-NLD,WEU,perm,sfh,2010,p3,0.04365110383990581
C-WEU-NLD,WEU,perm,sfh,2015,p3,0.031351357492217596
C-WEU-NLD,WEU,perm,sfh,2020,p3,0.040491066668043176
C-WEU-PRT,WEU,perm,mfh,1945,p1,0.0720410722170832
C-WEU-PRT,WEU,perm,mfh,1960,p2,0.0753980907743309
C-WEU-PRT,WEU,perm,mfh,1965,p2,0.02083073804299117
C-WEU-PRT,WEU,perm,mfh,1970,p2,0.023848360143199562
C-WEU-PRT,WEU,perm,mfh,1975,p2,0.09708193520702446
C-WEU-PRT,WEU,perm,mfh,1980,p2,0.11130233616514999
C-WEU-PRT,WEU,perm,mfh,1985,p2,0.11833148258047738
C-WEU-PRT,WEU,perm,mfh,1990,p2,0.05164023589834708
C-WEU-PRT,WEU,perm,mfh,1995,p3,0.10503693080905946
C-WEU-PRT,WEU,perm,mfh,2000,p3,0.10540250424268308
C-WEU-PRT,WEU,perm,mfh,2005,p3,0.11804409899330057
C-WEU-PRT,WEU,perm,mfh,2010,p3,0.07104900588813073
C-WEU-PRT,WEU,perm,mfh,2015,p3,0.013462066076423185
C-WEU-PRT,WEU,perm,mfh,2020,p3,0.01653114296179879
C-WEU-PRT,WEU,perm,sfh,1945,p1,0.07204107221708321
C-WEU-PRT,WEU,perm,sfh,1960,p2,0.0753980907743309
C-WEU-PRT,WEU,perm,sfh,1965,p2,0.02083073804299117
C-WEU-PRT,WEU,perm,sfh,1970,p2,0.023848360143199562
C-WEU-PRT,WEU,perm,sfh,1975,p2,0.09708193489007548
C-WEU-PRT,WEU,perm,sfh,1980,p2,0.11130233648209897
C-WEU-PRT,WEU,perm,sfh,1985,p2,0.11833148833062251
C-WEU-PRT,WEU,perm,sfh,1990,p2,0.051640235647575715
C-WEU-PRT,WEU,perm,sfh,1995,p3,0.10503692780832183
C-WEU-PRT,WEU,perm,sfh,2000,p3,0.10540250174404692
C-WEU-PRT,WEU,perm,sfh,2005,p3,0.11804410461471435
C-WEU-PRT,WEU,perm,sfh,2010,p3,0.07104900026671693
C-WEU-PRT,WEU,perm,sfh,2015,p3,0.013462066076423185
C-WEU-PRT,WEU,perm,sfh,2020,p3,0.01653114296179879
C-WEU-SWE,WEU,perm,mfh,1945,p1,0.22609054680912552
C-WEU-SWE,WEU,perm,mfh,1960,p2,0.16702815113685326
C-WEU-SWE,WEU,perm,mfh,1965,p2,0.05603905858980106
C-WEU-SWE,WEU,perm,mfh,1970,p2,0.07393369304385428
C-WEU-SWE,WEU,perm,mfh,1975,p2,0.04685400829699129
C-WEU-SWE,WEU,perm,mfh,1980,p2,0.16535366124289563
C-WEU-SWE,WEU,perm,mfh,1985,p2,0.02689341980551292
C-WEU-SWE,WEU,perm,mfh,1990,p2,0.04124903752798708
C-WEU-SWE,WEU,perm,mfh,1995,p3,0.04052335292723523
C-WEU-SWE,WEU,perm,mfh,2000,p3,0.028900913517118022
C-WEU-SWE,WEU,perm,mfh,2005,p3,0.02082650458825693
C-WEU-SWE,WEU,perm,mfh,2010,p3,0.029172218295142136
C-WEU-SWE,WEU,perm,mfh,2015,p3,0.028485510479847157
C-WEU-SWE,WEU,perm,mfh,2020,p3,0.04864992373937886
C-WEU-SWE,WEU,perm,sfh,1945,p1,0.2260905468091255
C-WEU-SWE,WEU,perm,sfh,1960,p2,0.16702815113685326
C-WEU-SWE,WEU,perm,sfh,1965,p2,0.05603905858980106
C-WEU-SWE,WEU,perm,sfh,1970,p2,0.07393369304385428
C-WEU-SWE,WEU,perm,sfh,1975,p2,0.04685400829699129
C-WEU-SWE,WEU,perm,sfh,1980,p2,0.16535366124289563
C-WEU-SWE,WEU,perm,sfh,1985,p2,0.026893419752833547
C-WEU-SWE,WEU,perm,sfh,1990,p2,0.0412490373646005
C-WEU-SWE,WEU,perm,sfh,1995,p3,0.040523352949161595
C-WEU-SWE,WEU,perm,sfh,2000,p3,0.02890091371125761
C-WEU-SWE,WEU,perm,sfh,2005,p3,0.020826504832420392
C-WEU-SWE,WEU,perm,sfh,2010,p3,0.029172218050978662
C-WEU-SWE,WEU,perm,sfh,2015,p3,0.028485510479847157
C-WEU-SWE,WEU,perm,sfh,2020,p3,0.04864992373937886
