region_bld,urt,arch,year,value
C-WEU-FRA,urb,mfh,2070,1.8694709189131544
C-WEU-FRA,urb,mfh,2075,1.8696169658163486
C-WEU-FRA,urb,mfh,2080,1.8697751786680363
C-WEU-FRA,urb,mfh,2085,1.8700149422844803
C-WEU-FRA,urb,mfh,2090,1.8703959147214697
C-WEU-FRA,urb,mfh,2095,1.87096641235141
C-WEU-FRA,urb,mfh,2100,1.8716886797782173
C-WEU-FRA,urb,sfh,2015,2.435098467485234
C-WEU-FRA,urb,sfh,2020,2.435098467485234
C-WEU-FRA,urb,sfh,2025,2.438030813390234
C-WEU-FRA,urb,sfh,2030,2.4407682490068403
C-WEU-FRA,urb,sfh,2035,2.442720164726087
C-WEU-FRA,urb,sfh,2040,2.444031689632326
C-WEU-FRA,urb,sfh,2045,2.445072168620041
C-WEU-FRA,urb,sfh,2050,2.4460829370160098
C-WEU-FRA,urb,sfh,2055,2.447027445250441
C-WEU-FRA,urb,sfh,2060,2.447792847413201
C-WEU-FRA,urb,sfh,2065,2.4482830432724447
C-WEU-FRA,urb,sfh,2070,2.448498758002135
C-WEU-FRA,urb,sfh,2075,2.4485184745382105
C-WEU-FRA,urb,sfh,2080,2.448461329683882
C-WEU-FRA,urb,sfh,2085,2.448423392498427
C-WEU-FRA,urb,sfh,2090,2.4484949977349317
C-WEU-FRA,urb,sfh,2095,2.4487572717496406
C-WEU-FRA,urb,sfh,2100,2.449192203142716
C-WEU-GRC,rur,mfh,2015,2.3539398532686158
C-WEU-GRC,rur,mfh,2020,2.3539398532686158
C-WEU-GRC,rur,mfh,2025,2.3555790438138686
C-WEU-GRC,rur,mfh,2030,2.356962161827412
C-WEU-GRC,rur,mfh,2035,2.358250126474388
C-WEU-GRC,rur,mfh,2040,2.359482693225289
C-WEU-GRC,rur,mfh,2045,2.360594795002594
C-WEU-GRC,rur,mfh,2050,2.3615501545814674
C-WEU-GRC,rur,mfh,2055,2.3623882399634493
C-WEU-GRC,rur,mfh,2060,2.3631542085895743
C-WEU-GRC,rur,mfh,2065,2.363876877065983
C-WEU-GRC,rur,mfh,2070,2.364548769516043
C-WEU-GRC,rur,mfh,2075,2.365136057569114
C-WEU-GRC,rur,mfh,2080,2.365607496592446
C-WEU-GRC,rur,mfh,2085,2.3659688513295247
C-WEU-GRC,rur,mfh,2090,2.366228284204196
C-WEU-GRC,rur,mfh,2095,2.3663943221865464
C-WEU-GRC,rur,mfh,2100,2.3664872749775605
C-WEU-GRC,rur,sfh,2015,2.5096076932770597
C-WEU-GRC,rur,sfh,2020,2.5096076932770597
C-WEU-GRC,rur,sfh,2025,2.5112538860886717
C-WEU-GRC,rur,sfh,2030,2.512690774058622
C-WEU-GRC,rur,sfh,2035,2.5138684816195935
C-WEU-GRC,rur,sfh,2040,2.5148098784085144
C-WEU-GRC,rur,sfh,2045,2.5155491676295862
C-WEU-GRC,rur,sfh,2050,2.516061175921401
C-WEU-GRC,rur,sfh,2055,2.516355164533983
C-WEU-GRC,rur,sfh,2060,2.516486372826939
C-WEU-GRC,rur,sfh,2065,2.5164939704017892
C-WEU-GRC,rur,sfh,2070,2.516414207435162
C-WEU-GRC,rur,sfh,2075,2.5163019851602337
C-WEU-GRC,rur,sfh,2080,2.5161556974101185
C-WEU-GRC,rur,sfh,2085,2.515947702952902
C-WEU-GRC,rur,sfh,2090,2.5156547970857246
C-WEU-GRC,rur,sfh,2095,2.5153108433056786
C-WEU-GRC,rur,sfh,2100,2.514962448956153
C-WEU-GRC,urb,mfh,2015,2.3463660148204664
C-WEU-GRC,urb,mfh,2020,2.3463660148204664
C-WEU-GRC,urb,mfh,2025,2.3492485748419347
C-WEU-GRC,urb,mfh,2030,2.3517642354770816
C-WEU-GRC,urb,mfh,2035,2.354083580720296
C-WEU-GRC,urb,mfh,2040,2.356245405776208
C-WEU-GRC,urb,mfh,2045,2.3581915891970007
C-WEU-GRC,urb,mfh,2050,2.359889568964732
C-WEU-GRC,urb,mfh,2055,2.3613952239040414
C-WEU-GRC,urb,mfh,2060,2.3627829043144266
C-WEU-GRC,urb,mfh,2065,2.3640794337478166
C-WEU-GRC,urb,mfh,2070,2.3652540822904626
C-WEU-GRC,urb,mfh,2075,2.36624653149541
C-WEU-GRC,urb,mfh,2080,2.367008608220696
C-WEU-GRC,urb,mfh,2085,2.3675393979810733
C-WEU-GRC,urb,mfh,2090,2.367875963441377
C-WEU-GRC,urb,mfh,2095,2.3680708805798276
C-WEU-GRC,urb,mfh,2100,2.3681784725494976
C-WEU-GRC,urb,sfh,2015,2.4797714842767924
C-WEU-GRC,urb,sfh,2020,2.4797714842767924
C-WEU-GRC,urb,sfh,2025,2.4819820685460474
C-WEU-GRC,urb,sfh,2030,2.4838978239779537
C-WEU-GRC,urb,sfh,2035,2.485536983561638
C-WEU-GRC,urb,sfh,2040,2.4869282032197413
C-WEU-GRC,urb,sfh,2045,2.488096359989825
C-WEU-GRC,urb,sfh,2050,2.4890282991331323
C-WEU-GRC,urb,sfh,2055,2.4897624159702936
C-WEU-GRC,urb,sfh,2060,2.490353787247231
C-WEU-GRC,urb,sfh,2065,2.4908203571372254
C-WEU-GRC,urb,sfh,2070,2.4911726032118167
C-WEU-GRC,urb,sfh,2075,2.49142729773709
C-WEU-GRC,urb,sfh,2080,2.4915731080746326
C-WEU-GRC,urb,sfh,2085,2.4915877623198273
C-WEU-GRC,urb,sfh,2090,2.491476457079942
C-WEU-GRC,urb,sfh,2095,2.4912805547374854
C-WEU-GRC,urb,sfh,2100,2.4910606761649
C-WEU-IRL,rur,mfh,2015,2.1611046645186436
C-WEU-IRL,rur,mfh,2020,2.1611046645186436
C-WEU-IRL,rur,mfh,2025,2.1616650772044426
C-WEU-IRL,rur,mfh,2030,2.1619775213058654
C-WEU-IRL,rur,mfh,2035,2.1621625432388467
C-WEU-IRL,rur,mfh,2040,2.1622496960827946
C-WEU-IRL,rur,mfh,2045,2.162283000724567
C-WEU-IRL,rur,mfh,2050,2.1622802264946364
C-WEU-IRL,rur,mfh,2055,2.162236479077525
C-WEU-IRL,rur,mfh,2060,2.1621326048443748
C-WEU-IRL,rur,mfh,2065,2.161950557594084
C-WEU-IRL,rur,mfh,2070,2.1616877797775684
C-WEU-IRL,rur,mfh,2075,2.161365091876642
C-WEU-IRL,rur,mfh,2080,2.161008474716249
C-WEU-IRL,rur,mfh,2085,2.1606538946939025
C-WEU-IRL,rur,mfh,2090,2.1603289969554402
C-WEU-IRL,rur,mfh,2095,2.1600416963135576
C-WEU-IRL,rur,mfh,2100,2.159771345164837
C-WEU-IRL,rur,sfh,2015,2.8403278061754476
C-WEU-IRL,rur,sfh,2020,2.8403278061754476
C-WEU-IRL,rur,sfh,2025,2.841145099037082
C-WEU-IRL,rur,sfh,2030,2.841637705752942
C-WEU-IRL,rur,sfh,2035,2.841971395680078
C-WEU-IRL,rur,sfh,2040,2.842191638167226
C-WEU-IRL,rur,sfh,2045,2.842348340848477
C-WEU-IRL,rur,sfh,2050,2.842456001861488
C-WEU-IRL,rur,sfh,2055,2.842504381302687
C-WEU-IRL,rur,sfh,2060,2.842472983321733
C-WEU-IRL,rur,sfh,2065,2.842343198165915
C-WEU-IRL,rur,sfh,2070,2.842113929303376
C-WEU-IRL,rur,sfh,2075,2.8418073463478457
C-WEU-IRL,rur,sfh,2080,2.8414551703493425
C-WEU-IRL,rur,sfh,2085,2.841100494179803
C-WEU-IRL,rur,sfh,2090,2.8407777583495006
C-WEU-IRL,rur,sfh,2095,2.8404955980736193
C-WEU-IRL,rur,sfh,2100,2.840230491660459
C-WEU-IRL,urb,mfh,2015,2.1611046645186436
C-WEU-IRL,urb,mfh,2020,2.1611046645186436
C-WEU-IRL,urb,mfh,2025,2.1616650772044426
C-WEU-IRL,urb,mfh,2030,2.161977521305865
C-WEU-IRL,urb,mfh,2035,2.1621625432388467
C-WEU-IRL,urb,mfh,2040,2.162249696082795
C-WEU-IRL,urb,mfh,2045,2.162283000724567
C-WEU-IRL,urb,mfh,2050,2.1622802264946364
C-WEU-IRL,urb,mfh,2055,2.162236479077525
C-WEU-IRL,urb,mfh,2060,2.1621326048443743
C-WEU-IRL,urb,mfh,2065,2.161950557594084
C-WEU-IRL,urb,mfh,2070,2.1616877797775684
C-WEU-IRL,urb,mfh,2075,2.1613650918766423
C-WEU-IRL,urb,mfh,2080,2.1610084747162492
C-WEU-IRL,urb,mfh,2085,2.1606538946939025
C-WEU-IRL,urb,mfh,2090,2.1603289969554407
C-WEU-IRL,urb,mfh,2095,2.1600416963135576
C-WEU-IRL,urb,mfh,2100,2.159771345164837
C-WEU-IRL,urb,sfh,2015,2.8403278061754476
C-WEU-IRL,urb,sfh,2020,2.8403278061754476
C-WEU-IRL,urb,sfh,2025,2.841145099037082
C-WEU-IRL,urb,sfh,2030,2.8416377057529414
C-WEU-IRL,urb,sfh,2035,2.8419713956800776
C-WEU-IRL,urb,sfh,2040,2.8421916381672263
C-WEU-IRL,urb,sfh,2045,2.842348340848477
C-WEU-IRL,urb,sfh,2050,2.842456001861488
C-WEU-IRL,urb,sfh,2055,2.8425043813026867
C-WEU-IRL,urb,sfh,2060,2.842472983321733
C-WEU-IRL,urb,sfh,2065,2.842343198165915
C-WEU-IRL,urb,sfh,2070,2.842113929303376
C-WEU-IRL,urb,sfh,2075,2.8418073463478457
C-WEU-IRL,urb,sfh,2080,2.8414551703493434
C-WEU-IRL,urb,sfh,2085,2.841100494179803
C-WEU-IRL,urb,sfh,2090,2.8407777583495006
C-WEU-IRL,urb,sfh,2095,2.8404955980736193
C-WEU-IRL,urb,sfh,2100,2.840230491660459
C-WEU-ITA,rur,mfh,2015,2.2304651166514082
C-WEU-ITA,rur,mfh,2020,2.2304651166514082
C-WEU-ITA,rur,mfh,2025,2.2299954728318876
C-WEU-ITA,rur,mfh,2030,2.229454166569458
C-WEU-ITA,rur,mfh,2035,2.2288606032691978
C-WEU-ITA,rur,mfh,2040,2.228209503277094
C-WEU-ITA,rur,mfh,2045,2.2275324720716165
C-WEU-ITA,rur,mfh,2050,2.2268806305060234
C-WEU-ITA,rur,mfh,2055,2.226279987458984
C-WEU-ITA,rur,mfh,2060,2.225718285347892
C-WEU-ITA,rur,mfh,2065,2.2251562224211483
C-WEU-ITA,rur,mfh,2070,2.224562886248287
C-WEU-ITA,rur,mfh,2075,2.2239418537122244
