region_bld,region_nuts,urt,arch,year,value
C-EEU-BGR,C-EEU-BGR-BG312,urb,sfh,2095,2.178377020375526
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2015,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2095,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2090,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2085,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2080,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2075,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2070,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2065,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2060,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2055,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2050,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2045,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2040,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2035,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2030,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2025,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2020,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,urb,sfh,2065,2.178377020375526
C-EEU-BGR,C-EEU-BGR-BG312,urb,sfh,2060,2.178377020375526
C-EEU-BGR,C-EEU-BGR-BG312,urb,sfh,2100,2.178377020375526
C-EEU-BGR,C-EEU-BGR-BG312,urb,sfh,2050,2.178377020375526
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2020,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2025,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2030,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,urb,sfh,2055,2.178377020375526
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2040,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2045,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2050,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2055,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2060,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2065,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2070,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2075,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2035,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2085,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2080,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,urb,sfh,2045,2.178377020375526
C-EEU-BGR,C-EEU-BGR-BG312,urb,sfh,2040,2.178377020375526
C-EEU-BGR,C-EEU-BGR-BG312,urb,sfh,2035,2.178377020375526
C-EEU-BGR,C-EEU-BGR-BG312,urb,sfh,2030,2.178377020375526
C-EEU-BGR,C-EEU-BGR-BG312,sub,sfh,2100,2.4638924550849395
C-EEU-BGR,C-EEU-BGR-BG312,urb,sfh,2020,2.178377020375526
C-EEU-BGR,C-EEU-BGR-BG312,urb,sfh,2015,2.178377020375526
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2100,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2095,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,rur,sfh,2090,2.3687206435151356
C-EEU-BGR,C-EEU-BGR-BG312,urb,sfh,2025,2.178377020375526
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2015,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2070,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2075,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2080,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2085,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2090,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2095,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2015,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2095,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2090,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2085,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2080,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2075,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2070,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2065,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2060,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2055,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2050,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2045,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2040,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2035,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2030,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2025,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2020,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2065,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2060,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2100,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2050,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2020,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2025,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2030,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2055,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2040,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2045,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2050,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2055,2.3582741136181613
