,region_bld,clim,arch,eneff,urt,value
864,C-EEU-LVA,Zone_6A Cold Humid,sfh,s1,rur,1.0
865,C-EEU-LVA,Zone_6A Cold Humid,sfh,s1,sub,1.0
866,C-EEU-LVA,Zone_6A Cold Humid,sfh,s1,urb,1.0
867,C-EEU-LVA,Zone_6A Cold Humid,sfh,s2,rur,1.0
868,C-EEU-LVA,Zone_6A Cold Humid,sfh,s2,sub,1.0
869,C-EEU-LVA,Zone_6A Cold Humid,sfh,s2,urb,1.0
870,C-EEU-LVA,Zone_6A Cold Humid,sfh,s3,rur,1.0
871,C-EEU-LVA,Zone_6A Cold Humid,sfh,s3,sub,1.0
872,C-EEU-LVA,Zone_6A Cold Humid,sfh,s3,urb,1.0
873,C-EEU-LVA,Zone_6A Cold Humid,sfh,s51_std,rur,1.0
874,C-EEU-LVA,Zone_6A Cold Humid,sfh,s51_std,sub,1.0
875,C-EEU-LVA,Zone_6A Cold Humid,sfh,s51_std,urb,1.0
876,C-EEU-LVA,Zone_6A Cold Humid,sfh,s52_low,rur,1.0
877,C-EEU-LVA,Zone_6A Cold Humid,sfh,s52_low,sub,1.0
878,C-EEU-LVA,Zone_6A Cold Humid,sfh,s52_low,urb,1.0
879,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr11_std,rur,1.0
880,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr11_std,sub,1.0
881,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr11_std,urb,1.0
882,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr12_low,rur,1.0
883,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr12_low,sub,1.0
884,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr12_low,urb,1.0
885,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr21_std,rur,1.0
886,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr21_std,sub,1.0
887,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr21_std,urb,1.0
888,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr22_low,rur,1.0
889,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr22_low,sub,1.0
890,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr22_low,urb,1.0
891,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr31_std,rur,1.0
892,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr31_std,sub,1.0
893,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr31_std,urb,1.0
894,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr32_low,rur,1.0
895,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr32_low,sub,1.0
896,C-EEU-LVA,Zone_6A Cold Humid,sfh,sr32_low,urb,1.0
897,C-EEU-POL,Zone_5A Cool Humid,inf,ns,rur,0.99999
898,C-EEU-POL,Zone_5A Cool Humid,inf,ns,sub,1.0
899,C-EEU-POL,Zone_5A Cool Humid,inf,ns,urb,1.0
900,C-EEU-POL,Zone_5A Cool Humid,mfh,s1,rur,1.0
901,C-EEU-POL,Zone_5A Cool Humid,mfh,s1,sub,1.0
902,C-EEU-POL,Zone_5A Cool Humid,mfh,s1,urb,1.0
903,C-EEU-POL,Zone_5A Cool Humid,mfh,s2,rur,1.0
904,C-EEU-POL,Zone_5A Cool Humid,mfh,s2,sub,1.0
905,C-EEU-POL,Zone_5A Cool Humid,mfh,s2,urb,1.0
906,C-EEU-POL,Zone_5A Cool Humid,mfh,s3,rur,1.0
907,C-EEU-POL,Zone_5A Cool Humid,mfh,s3,sub,1.0
908,C-EEU-POL,Zone_5A Cool Humid,mfh,s3,urb,1.0
909,C-EEU-POL,Zone_5A Cool Humid,mfh,s51_std,rur,1.0
910,C-EEU-POL,Zone_5A Cool Humid,mfh,s51_std,sub,1.0
911,C-EEU-POL,Zone_5A Cool Humid,mfh,s51_std,urb,1.0
912,C-EEU-POL,Zone_5A Cool Humid,mfh,s52_low,rur,1.0
913,C-EEU-POL,Zone_5A Cool Humid,mfh,s52_low,sub,1.0
914,C-EEU-POL,Zone_5A Cool Humid,mfh,s52_low,urb,1.0
915,C-EEU-POL,Zone_5A Cool Humid,mfh,sr11_std,rur,1.0
916,C-EEU-POL,Zone_5A Cool Humid,mfh,sr11_std,sub,1.0
917,C-EEU-POL,Zone_5A Cool Humid,mfh,sr11_std,urb,1.0
918,C-EEU-POL,Zone_5A Cool Humid,mfh,sr12_low,rur,1.0
919,C-EEU-POL,Zone_5A Cool Humid,mfh,sr12_low,sub,1.0
920,C-EEU-POL,Zone_5A Cool Humid,mfh,sr12_low,urb,1.0
921,C-EEU-POL,Zone_5A Cool Humid,mfh,sr21_std,rur,1.0
922,C-EEU-POL,Zone_5A Cool Humid,mfh,sr21_std,sub,1.0
923,C-EEU-POL,Zone_5A Cool Humid,mfh,sr21_std,urb,1.0
924,C-EEU-POL,Zone_5A Cool Humid,mfh,sr22_low,rur,1.0
925,C-EEU-POL,Zone_5A Cool Humid,mfh,sr22_low,sub,1.0
926,C-EEU-POL,Zone_5A Cool Humid,mfh,sr22_low,urb,1.0
927,C-EEU-POL,Zone_5A Cool Humid,mfh,sr31_std,rur,1.0
928,C-EEU-POL,Zone_5A Cool Humid,mfh,sr31_std,sub,1.0
929,C-EEU-POL,Zone_5A Cool Humid,mfh,sr31_std,urb,1.0
930,C-EEU-POL,Zone_5A Cool Humid,mfh,sr32_low,rur,1.0
931,C-EEU-POL,Zone_5A Cool Humid,mfh,sr32_low,sub,1.0
932,C-EEU-POL,Zone_5A Cool Humid,mfh,sr32_low,urb,1.0
933,C-EEU-POL,Zone_5A Cool Humid,sfh,s1,rur,0.99999
934,C-EEU-POL,Zone_5A Cool Humid,sfh,s1,sub,1.0
935,C-EEU-POL,Zone_5A Cool Humid,sfh,s1,urb,1.0
936,C-EEU-POL,Zone_5A Cool Humid,sfh,s2,rur,0.99999
937,C-EEU-POL,Zone_5A Cool Humid,sfh,s2,sub,1.0
938,C-EEU-POL,Zone_5A Cool Humid,sfh,s2,urb,1.0
939,C-EEU-POL,Zone_5A Cool Humid,sfh,s3,rur,0.99999
940,C-EEU-POL,Zone_5A Cool Humid,sfh,s3,sub,1.0
941,C-EEU-POL,Zone_5A Cool Humid,sfh,s3,urb,1.0
942,C-EEU-POL,Zone_5A Cool Humid,sfh,s51_std,rur,1.0
943,C-EEU-POL,Zone_5A Cool Humid,sfh,s51_std,sub,1.0
944,C-EEU-POL,Zone_5A Cool Humid,sfh,s51_std,urb,1.0
945,C-EEU-POL,Zone_5A Cool Humid,sfh,s52_low,rur,1.0
946,C-EEU-POL,Zone_5A Cool Humid,sfh,s52_low,sub,1.0
947,C-EEU-POL,Zone_5A Cool Humid,sfh,s52_low,urb,1.0
948,C-EEU-POL,Zone_5A Cool Humid,sfh,sr11_std,rur,0.99999
949,C-EEU-POL,Zone_5A Cool Humid,sfh,sr11_std,sub,1.0
950,C-EEU-POL,Zone_5A Cool Humid,sfh,sr11_std,urb,1.0
951,C-EEU-POL,Zone_5A Cool Humid,sfh,sr12_low,rur,0.99999
952,C-EEU-POL,Zone_5A Cool Humid,sfh,sr12_low,sub,1.0
953,C-EEU-POL,Zone_5A Cool Humid,sfh,sr12_low,urb,1.0
954,C-EEU-POL,Zone_5A Cool Humid,sfh,sr21_std,rur,0.99999
955,C-EEU-POL,Zone_5A Cool Humid,sfh,sr21_std,sub,1.0
956,C-EEU-POL,Zone_5A Cool Humid,sfh,sr21_std,urb,1.0
957,C-EEU-POL,Zone_5A Cool Humid,sfh,sr22_low,rur,0.99999
958,C-EEU-POL,Zone_5A Cool Humid,sfh,sr22_low,sub,1.0
959,C-EEU-POL,Zone_5A Cool Humid,sfh,sr22_low,urb,1.0
960,C-EEU-POL,Zone_5A Cool Humid,sfh,sr31_std,rur,0.99999
961,C-EEU-POL,Zone_5A Cool Humid,sfh,sr31_std,sub,1.0
962,C-EEU-POL,Zone_5A Cool Humid,sfh,sr31_std,urb,1.0
963,C-EEU-POL,Zone_5A Cool Humid,sfh,sr32_low,rur,0.99999
964,C-EEU-POL,Zone_5A Cool Humid,sfh,sr32_low,sub,1.0
965,C-EEU-POL,Zone_5A Cool Humid,sfh,sr32_low,urb,1.0
966,C-EEU-POL,Zone_6A Cold Humid,inf,ns,rur,0.99999
967,C-EEU-POL,Zone_6A Cold Humid,inf,ns,sub,1.0
968,C-EEU-POL,Zone_6A Cold Humid,inf,ns,urb,1.0
969,C-EEU-POL,Zone_6A Cold Humid,mfh,s1,rur,1.0
970,C-EEU-POL,Zone_6A Cold Humid,mfh,s1,sub,1.0
971,C-EEU-POL,Zone_6A Cold Humid,mfh,s1,urb,1.0
972,C-EEU-POL,Zone_6A Cold Humid,mfh,s2,rur,1.0
973,C-EEU-POL,Zone_6A Cold Humid,mfh,s2,sub,1.0
974,C-EEU-POL,Zone_6A Cold Humid,mfh,s2,urb,1.0
975,C-EEU-POL,Zone_6A Cold Humid,mfh,s3,rur,1.0
976,C-EEU-POL,Zone_6A Cold Humid,mfh,s3,sub,1.0
977,C-EEU-POL,Zone_6A Cold Humid,mfh,s3,urb,1.0
978,C-EEU-POL,Zone_6A Cold Humid,mfh,s51_std,rur,1.0
979,C-EEU-POL,Zone_6A Cold Humid,mfh,s51_std,sub,1.0
980,C-EEU-POL,Zone_6A Cold Humid,mfh,s51_std,urb,1.0
981,C-EEU-POL,Zone_6A Cold Humid,mfh,s52_low,rur,1.0
982,C-EEU-POL,Zone_6A Cold Humid,mfh,s52_low,sub,1.0
983,C-EEU-POL,Zone_6A Cold Humid,mfh,s52_low,urb,1.0
984,C-EEU-POL,Zone_6A Cold Humid,mfh,sr11_std,rur,1.0
985,C-EEU-POL,Zone_6A Cold Humid,mfh,sr11_std,sub,1.0
986,C-EEU-POL,Zone_6A Cold Humid,mfh,sr11_std,urb,1.0
987,C-EEU-POL,Zone_6A Cold Humid,mfh,sr12_low,rur,1.0
988,C-EEU-POL,Zone_6A Cold Humid,mfh,sr12_low,sub,1.0
989,C-EEU-POL,Zone_6A Cold Humid,mfh,sr12_low,urb,1.0
990,C-EEU-POL,Zone_6A Cold Humid,mfh,sr21_std,rur,1.0
991,C-EEU-POL,Zone_6A Cold Humid,mfh,sr21_std,sub,1.0
992,C-EEU-POL,Zone_6A Cold Humid,mfh,sr21_std,urb,1.0
993,C-EEU-POL,Zone_6A Cold Humid,mfh,sr22_low,rur,1.0
994,C-EEU-POL,Zone_6A Cold Humid,mfh,sr22_low,sub,1.0
995,C-EEU-POL,Zone_6A Cold Humid,mfh,sr22_low,urb,1.0
996,C-EEU-POL,Zone_6A Cold Humid,mfh,sr31_std,rur,1.0
997,C-EEU-POL,Zone_6A Cold Humid,mfh,sr31_std,sub,1.0
998,C-EEU-POL,Zone_6A Cold Humid,mfh,sr31_std,urb,1.0
999,C-EEU-POL,Zone_6A Cold Humid,mfh,sr32_low,rur,1.0
1000,C-EEU-POL,Zone_6A Cold Humid,mfh,sr32_low,sub,1.0
1001,C-EEU-POL,Zone_6A Cold Humid,mfh,sr32_low,urb,1.0
1002,C-EEU-POL,Zone_6A Cold Humid,sfh,s1,rur,0.99999
1003,C-EEU-POL,Zone_6A Cold Humid,sfh,s1,sub,1.0
1004,C-EEU-POL,Zone_6A Cold Humid,sfh,s1,urb,1.0
1005,C-EEU-POL,Zone_6A Cold Humid,sfh,s2,rur,0.99999
1006,C-EEU-POL,Zone_6A Cold Humid,sfh,s2,sub,1.0
1007,C-EEU-POL,Zone_6A Cold Humid,sfh,s2,urb,1.0
1008,C-EEU-POL,Zone_6A Cold Humid,sfh,s3,rur,0.99999
1009,C-EEU-POL,Zone_6A Cold Humid,sfh,s3,sub,1.0
1010,C-EEU-POL,Zone_6A Cold Humid,sfh,s3,urb,1.0
1011,C-EEU-POL,Zone_6A Cold Humid,sfh,s51_std,rur,1.0
1012,C-EEU-POL,Zone_6A Cold Humid,sfh,s51_std,sub,1.0
1013,C-EEU-POL,Zone_6A Cold Humid,sfh,s51_std,urb,1.0
1014,C-EEU-POL,Zone_6A Cold Humid,sfh,s52_low,rur,1.0
1015,C-EEU-POL,Zone_6A Cold Humid,sfh,s52_low,sub,1.0
1016,C-EEU-POL,Zone_6A Cold Humid,sfh,s52_low,urb,1.0
1017,C-EEU-POL,Zone_6A Cold Humid,sfh,sr11_std,rur,0.99999
1018,C-EEU-POL,Zone_6A Cold Humid,sfh,sr11_std,sub,1.0
1019,C-EEU-POL,Zone_6A Cold Humid,sfh,sr11_std,urb,1.0
1020,C-EEU-POL,Zone_6A Cold Humid,sfh,sr12_low,rur,0.99999
1021,C-EEU-POL,Zone_6A Cold Humid,sfh,sr12_low,sub,1.0
1022,C-EEU-POL,Zone_6A Cold Humid,sfh,sr12_low,urb,1.0
1023,C-EEU-POL,Zone_6A Cold Humid,sfh,sr21_std,rur,0.99999
1024,C-EEU-POL,Zone_6A Cold Humid,sfh,sr21_std,sub,1.0
1025,C-EEU-POL,Zone_6A Cold Humid,sfh,sr21_std,urb,1.0
1026,C-EEU-POL,Zone_6A Cold Humid,sfh,sr22_low,rur,0.99999
1027,C-EEU-POL,Zone_6A Cold Humid,sfh,sr22_low,sub,1.0
1028,C-EEU-POL,Zone_6A Cold Humid,sfh,sr22_low,urb,1.0
1029,C-EEU-POL,Zone_6A Cold Humid,sfh,sr31_std,rur,0.99999
1030,C-EEU-POL,Zone_6A Cold Humid,sfh,sr31_std,sub,1.0
1031,C-EEU-POL,Zone_6A Cold Humid,sfh,sr31_std,urb,1.0
1032,C-EEU-POL,Zone_6A Cold Humid,sfh,sr32_low,rur,0.99999
1033,C-EEU-POL,Zone_6A Cold Humid,sfh,sr32_low,sub,1.0
1034,C-EEU-POL,Zone_6A Cold Humid,sfh,sr32_low,urb,1.0
1035,C-EEU-ROU,Zone_4A Mixed Humid,inf,ns,rur,1.0
1036,C-EEU-ROU,Zone_4A Mixed Humid,inf,ns,sub,1.0
1037,C-EEU-ROU,Zone_4A Mixed Humid,inf,ns,urb,1.0
1038,C-EEU-ROU,Zone_4A Mixed Humid,mfh,s1,rur,1.0
1039,C-EEU-ROU,Zone_4A Mixed Humid,mfh,s1,sub,1.0
1040,C-EEU-ROU,Zone_4A Mixed Humid,mfh,s1,urb,1.0
1041,C-EEU-ROU,Zone_4A Mixed Humid,mfh,s2,rur,1.0
1042,C-EEU-ROU,Zone_4A Mixed Humid,mfh,s2,sub,1.0
1043,C-EEU-ROU,Zone_4A Mixed Humid,mfh,s2,urb,1.0
1044,C-EEU-ROU,Zone_4A Mixed Humid,mfh,s3,rur,1.0
1045,C-EEU-ROU,Zone_4A Mixed Humid,mfh,s3,sub,1.0
1046,C-EEU-ROU,Zone_4A Mixed Humid,mfh,s3,urb,1.0
1047,C-EEU-ROU,Zone_4A Mixed Humid,mfh,s51_std,rur,1.0
1048,C-EEU-ROU,Zone_4A Mixed Humid,mfh,s51_std,sub,1.0
1049,C-EEU-ROU,Zone_4A Mixed Humid,mfh,s51_std,urb,1.0
1050,C-EEU-ROU,Zone_4A Mixed Humid,mfh,s52_low,rur,1.0
1051,C-EEU-ROU,Zone_4A Mixed Humid,mfh,s52_low,sub,1.0
1052,C-EEU-ROU,Zone_4A Mixed Humid,mfh,s52_low,urb,1.0
1053,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr11_std,rur,1.0
1054,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr11_std,sub,1.0
1055,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr11_std,urb,1.0
1056,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr12_low,rur,1.0
1057,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr12_low,sub,1.0
1058,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr12_low,urb,1.0
1059,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr21_std,rur,1.0
1060,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr21_std,sub,1.0
1061,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr21_std,urb,1.0
1062,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr22_low,rur,1.0
1063,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr22_low,sub,1.0
1064,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr22_low,urb,1.0
1065,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr31_std,rur,1.0
1066,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr31_std,sub,1.0
1067,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr31_std,urb,1.0
1068,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr32_low,rur,1.0
1069,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr32_low,sub,1.0
1070,C-EEU-ROU,Zone_4A Mixed Humid,mfh,sr32_low,urb,1.0
1071,C-EEU-ROU,Zone_4A Mixed Humid,sfh,s1,rur,1.0
1072,C-EEU-ROU,Zone_4A Mixed Humid,sfh,s1,sub,1.0
1073,C-EEU-ROU,Zone_4A Mixed Humid,sfh,s1,urb,1.0
1074,C-EEU-ROU,Zone_4A Mixed Humid,sfh,s2,rur,1.0
1075,C-EEU-ROU,Zone_4A Mixed Humid,sfh,s2,sub,1.0
1076,C-EEU-ROU,Zone_4A Mixed Humid,sfh,s2,urb,1.0
1077,C-EEU-ROU,Zone_4A Mixed Humid,sfh,s3,rur,1.0
1078,C-EEU-ROU,Zone_4A Mixed Humid,sfh,s3,sub,1.0
1079,C-EEU-ROU,Zone_4A Mixed Humid,sfh,s3,urb,1.0
1080,C-EEU-ROU,Zone_4A Mixed Humid,sfh,s51_std,rur,1.0
1081,C-EEU-ROU,Zone_4A Mixed Humid,sfh,s51_std,sub,1.0
1082,C-EEU-ROU,Zone_4A Mixed Humid,sfh,s51_std,urb,1.0
1083,C-EEU-ROU,Zone_4A Mixed Humid,sfh,s52_low,rur,1.0
1084,C-EEU-ROU,Zone_4A Mixed Humid,sfh,s52_low,sub,1.0
1085,C-EEU-ROU,Zone_4A Mixed Humid,sfh,s52_low,urb,1.0
1086,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr11_std,rur,1.0
1087,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr11_std,sub,1.0
1088,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr11_std,urb,1.0
1089,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr12_low,rur,1.0
1090,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr12_low,sub,1.0
1091,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr12_low,urb,1.0
1092,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr21_std,rur,1.0
1093,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr21_std,sub,1.0
1094,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr21_std,urb,1.0
1095,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr22_low,rur,1.0
1096,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr22_low,sub,1.0
1097,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr22_low,urb,1.0
1098,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr31_std,rur,1.0
1099,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr31_std,sub,1.0
1100,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr31_std,urb,1.0
1101,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr32_low,rur,1.0
1102,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr32_low,sub,1.0
1103,C-EEU-ROU,Zone_4A Mixed Humid,sfh,sr32_low,urb,1.0
1104,C-EEU-ROU,Zone_5A Cool Humid,inf,ns,rur,0.95421
1105,C-EEU-ROU,Zone_5A Cool Humid,inf,ns,sub,0.9594
1106,C-EEU-ROU,Zone_5A Cool Humid,inf,ns,urb,0.96458
1107,C-EEU-ROU,Zone_5A Cool Humid,mfh,s1,rur,1.0
1108,C-EEU-ROU,Zone_5A Cool Humid,mfh,s1,sub,1.0
1109,C-EEU-ROU,Zone_5A Cool Humid,mfh,s1,urb,1.0
1110,C-EEU-ROU,Zone_5A Cool Humid,mfh,s2,rur,1.0
1111,C-EEU-ROU,Zone_5A Cool Humid,mfh,s2,sub,1.0
1112,C-EEU-ROU,Zone_5A Cool Humid,mfh,s2,urb,1.0
1113,C-EEU-ROU,Zone_5A Cool Humid,mfh,s3,rur,1.0
1114,C-EEU-ROU,Zone_5A Cool Humid,mfh,s3,sub,1.0
1115,C-EEU-ROU,Zone_5A Cool Humid,mfh,s3,urb,1.0
1116,C-EEU-ROU,Zone_5A Cool Humid,mfh,s51_std,rur,1.0
1117,C-EEU-ROU,Zone_5A Cool Humid,mfh,s51_std,sub,1.0
1118,C-EEU-ROU,Zone_5A Cool Humid,mfh,s51_std,urb,1.0
1119,C-EEU-ROU,Zone_5A Cool Humid,mfh,s52_low,rur,1.0
1120,C-EEU-ROU,Zone_5A Cool Humid,mfh,s52_low,sub,1.0
1121,C-EEU-ROU,Zone_5A Cool Humid,mfh,s52_low,urb,1.0
1122,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr11_std,rur,1.0
1123,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr11_std,sub,1.0
1124,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr11_std,urb,1.0
1125,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr12_low,rur,1.0
1126,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr12_low,sub,1.0
1127,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr12_low,urb,1.0
1128,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr21_std,rur,1.0
1129,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr21_std,sub,1.0
1130,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr21_std,urb,1.0
1131,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr22_low,rur,1.0
1132,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr22_low,sub,1.0
1133,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr22_low,urb,1.0
1134,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr31_std,rur,1.0
1135,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr31_std,sub,1.0
1136,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr31_std,urb,1.0
1137,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr32_low,rur,1.0
1138,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr32_low,sub,1.0
1139,C-EEU-ROU,Zone_5A Cool Humid,mfh,sr32_low,urb,1.0
1140,C-EEU-ROU,Zone_5A Cool Humid,sfh,s1,rur,0.95421
1141,C-EEU-ROU,Zone_5A Cool Humid,sfh,s1,sub,0.9594
1142,C-EEU-ROU,Zone_5A Cool Humid,sfh,s1,urb,0.96458
1143,C-EEU-ROU,Zone_5A Cool Humid,sfh,s2,rur,0.95421
1144,C-EEU-ROU,Zone_5A Cool Humid,sfh,s2,sub,0.9594
1145,C-EEU-ROU,Zone_5A Cool Humid,sfh,s2,urb,0.96458
1146,C-EEU-ROU,Zone_5A Cool Humid,sfh,s3,rur,0.95421
1147,C-EEU-ROU,Zone_5A Cool Humid,sfh,s3,sub,0.9594
1148,C-EEU-ROU,Zone_5A Cool Humid,sfh,s3,urb,0.96458
1149,C-EEU-ROU,Zone_5A Cool Humid,sfh,s51_std,rur,0.97371
1150,C-EEU-ROU,Zone_5A Cool Humid,sfh,s51_std,sub,0.97239
1151,C-EEU-ROU,Zone_5A Cool Humid,sfh,s51_std,urb,0.97108
1152,C-EEU-ROU,Zone_5A Cool Humid,sfh,s52_low,rur,1.0
1153,C-EEU-ROU,Zone_5A Cool Humid,sfh,s52_low,sub,1.0
1154,C-EEU-ROU,Zone_5A Cool Humid,sfh,s52_low,urb,1.0
1155,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr11_std,rur,0.95421
1156,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr11_std,sub,0.9594
1157,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr11_std,urb,0.96458
1158,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr12_low,rur,0.95421
1159,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr12_low,sub,0.9594
1160,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr12_low,urb,0.96458
1161,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr21_std,rur,0.95421
1162,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr21_std,sub,0.9594
1163,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr21_std,urb,0.96458
1164,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr22_low,rur,0.95421
1165,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr22_low,sub,0.9594
1166,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr22_low,urb,0.96458
1167,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr31_std,rur,0.95421
1168,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr31_std,sub,0.9594
1169,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr31_std,urb,0.96458
1170,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr32_low,rur,0.95421
1171,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr32_low,sub,0.9594
1172,C-EEU-ROU,Zone_5A Cool Humid,sfh,sr32_low,urb,0.96458
1173,C-EEU-ROU,Zone_6A Cold Humid,inf,ns,rur,0.25128
1174,C-EEU-ROU,Zone_6A Cold Humid,inf,ns,sub,0.18076
1175,C-EEU-ROU,Zone_6A Cold Humid,inf,ns,urb,0.11023
1176,C-EEU-ROU,Zone_6A Cold Humid,mfh,s1,rur,0.46412
1177,C-EEU-ROU,Zone_6A Cold Humid,mfh,s1,sub,0.51118
1178,C-EEU-ROU,Zone_6A Cold Humid,mfh,s1,urb,0.55825
1179,C-EEU-ROU,Zone_6A Cold Humid,mfh,s2,rur,0.41686
1180,C-EEU-ROU,Zone_6A Cold Humid,mfh,s2,sub,0.46119
1181,C-EEU-ROU,Zone_6A Cold Humid,mfh,s2,urb,0.50552
1182,C-EEU-ROU,Zone_6A Cold Humid,mfh,s3,rur,0.5914
1183,C-EEU-ROU,Zone_6A Cold Humid,mfh,s3,sub,0.66261
1184,C-EEU-ROU,Zone_6A Cold Humid,mfh,s3,urb,0.73382
1185,C-EEU-ROU,Zone_6A Cold Humid,mfh,s51_std,rur,0.76139
1186,C-EEU-ROU,Zone_6A Cold Humid,mfh,s51_std,sub,0.83203
1187,C-EEU-ROU,Zone_6A Cold Humid,mfh,s51_std,urb,0.90267
1188,C-EEU-ROU,Zone_6A Cold Humid,mfh,s52_low,rur,1.0
1189,C-EEU-ROU,Zone_6A Cold Humid,mfh,s52_low,sub,1.0
1190,C-EEU-ROU,Zone_6A Cold Humid,mfh,s52_low,urb,1.0
1191,C-EEU-ROU,Zone_6A Cold Humid,mfh,sr11_std,rur,0.46412
1192,C-EEU-ROU,Zone_6A Cold Humid,mfh,sr11_std,sub,0.51118
1193,C-EEU-ROU,Zone_6A Cold Humid,mfh,sr11_std,urb,0.55825
1194,C-EEU-ROU,Zone_6A Cold Humid,mfh,sr12_low,rur,0.46412
1195,C-EEU-ROU,Zone_6A Cold Humid,mfh,sr12_low,sub,0.51118
1196,C-EEU-ROU,Zone_6A Cold Humid,mfh,sr12_low,urb,0.55825
1197,C-EEU-ROU,Zone_6A Cold Humid,mfh,sr21_std,rur,0.41686
1198,C-EEU-ROU,Zone_6A Cold Humid,mfh,sr21_std,sub,0.46119
1199,C-EEU-ROU,Zone_6A Cold Humid,mfh,sr21_std,urb,0.50552
1200,C-EEU-ROU,Zone_6A Cold Humid,mfh,sr22_low,rur,0.41686
