region_bld,arch,year,value
C-WEU-CYP,sfh,2030,2.765574451737698
C-WEU-CYP,sfh,2035,2.767490844209725
C-WEU-CYP,sfh,2040,2.769108002980765
C-WEU-CYP,sfh,2045,2.770448271216158
C-WEU-CYP,sfh,2050,2.771526928256505
C-WEU-CYP,sfh,2055,2.772353241129777
C-WEU-CYP,sfh,2060,2.77293113499747
C-WEU-CYP,sfh,2065,2.773259560882804
C-WEU-CYP,sfh,2070,2.7733326048436613
C-WEU-CYP,sfh,2075,2.7731393565331306
C-WEU-CYP,sfh,2080,2.7726635323667663
C-WEU-CYP,sfh,2085,2.771882825746308
C-WEU-CYP,sfh,2090,2.770767930526097
C-WEU-CYP,sfh,2095,2.769281150014397
C-WEU-CYP,sfh,2100,2.767374456476364
C-WEU-DEU,mfh,2015,1.7993088911828383
C-WEU-DEU,mfh,2020,1.7999700734806208
C-WEU-DEU,mfh,2025,1.8005815773151785
C-WEU-DEU,mfh,2030,1.801152227720384
C-WEU-DEU,mfh,2035,1.8016891055869835
C-WEU-DEU,mfh,2040,1.8021979037579254
C-WEU-DEU,mfh,2045,1.8026831771184963
C-WEU-DEU,mfh,2050,1.8031485162831518
C-WEU-DEU,mfh,2055,1.8035966652947917
C-WEU-DEU,mfh,2060,1.8040295981415677
C-WEU-DEU,mfh,2065,1.8044485656480613
C-WEU-DEU,mfh,2070,1.8048541226722945
C-WEU-DEU,mfh,2075,1.8052461450388377
C-WEU-DEU,mfh,2080,1.80562384585384
C-WEU-DEU,mfh,2085,1.8059858013623251
C-WEU-DEU,mfh,2090,1.8063299968303734
C-WEU-DEU,mfh,2095,1.806653902485805
C-WEU-DEU,mfh,2100,1.806954587716953
C-WEU-DEU,sfh,2015,2.543510491680821
C-WEU-DEU,sfh,2020,2.544272659082714
C-WEU-DEU,sfh,2025,2.5449447991025522
C-WEU-DEU,sfh,2030,2.54554104617389
C-WEU-DEU,sfh,2035,2.5460730362285653
C-WEU-DEU,sfh,2040,2.546550527181699
C-WEU-DEU,sfh,2045,2.5469818608641477
C-WEU-DEU,sfh,2050,2.5473743121013084
C-WEU-DEU,sfh,2055,2.547734355013408
C-WEU-DEU,sfh,2060,2.5480678661773184
C-WEU-DEU,sfh,2065,2.5483802771023494
C-WEU-DEU,sfh,2070,2.5486766834136674
C-WEU-DEU,sfh,2075,2.5489619145977986
C-WEU-DEU,sfh,2080,2.5492405658710617
C-WEU-DEU,sfh,2085,2.5495169926340138
C-WEU-DEU,sfh,2090,2.5497952681556977
C-WEU-DEU,sfh,2095,2.5500791067013
C-WEU-DEU,sfh,2100,2.5503717572836155
C-WEU-DNK,mfh,2015,1.7103795873310428
C-WEU-DNK,mfh,2020,1.711217826802851
C-WEU-DNK,mfh,2025,1.7119263961983346
C-WEU-DNK,mfh,2030,1.7125292557934486
C-WEU-DNK,mfh,2035,1.7130462285795984
C-WEU-DNK,mfh,2040,1.7134941261209486
C-WEU-DNK,mfh,2045,1.713887554321186
C-WEU-DNK,mfh,2050,1.71423949363575
