,region_bld,region_gea,urt,clim,mat,arch,yr_con,bld_age,value
1336,C-EEU-ROU,EEU,rur,Zone_6A Cold Humid,perm,sfh,1985,p2,0.0
1337,C-EEU-ROU,EEU,rur,Zone_6A Cold Humid,perm,sfh,1990,p2,0.0
1338,C-EEU-ROU,EEU,rur,Zone_6A Cold Humid,perm,sfh,1995,p3,0.0194438071620375
1339,C-EEU-ROU,EEU,rur,Zone_6A Cold Humid,perm,sfh,2000,p3,0.172479892062726
1340,C-EEU-ROU,EEU,rur,Zone_6A Cold Humid,perm,sfh,2005,p3,0.0303648455389933
1341,C-EEU-ROU,EEU,rur,Zone_6A Cold Humid,perm,sfh,2010,p3,0.0528735560235012
1342,C-EEU-ROU,EEU,rur,Zone_6A Cold Humid,perm,sfh,2015,p3,0.0335674086699055
1343,C-EEU-ROU,EEU,rur,Zone_6A Cold Humid,perm,sfh,2020,p3,0.0485757411520994
1344,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,mfh,1945,p1,0.0674543541877429
1345,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,mfh,1960,p2,0.1641551041016334
1346,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,mfh,1965,p2,0.1209873096988328
1347,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,mfh,1970,p2,0.088721045529986
1348,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,mfh,1975,p2,0.0889598992036994
1349,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,mfh,1980,p2,0.1093800494886957
1350,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,mfh,1985,p2,0.0766926084057545
1351,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,mfh,1990,p2,0.0816037969352555
1352,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,mfh,1995,p3,0.0109292246761754
1353,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,mfh,2000,p3,0.0
1354,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,mfh,2005,p3,0.0291209436887812
1355,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,mfh,2010,p3,0.0507075804356964
1356,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,mfh,2015,p3,0.0423780084862994
1357,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,mfh,2020,p3,0.0689100751614464
1358,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,sfh,1945,p1,0.0674543541877429
1359,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,sfh,1960,p2,0.1641551041016334
1360,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,sfh,1965,p2,0.1209873096988328
1361,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,sfh,1970,p2,0.088721045529986
1362,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,sfh,1975,p2,0.0889598992036994
1363,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,sfh,1980,p2,0.1093800494886957
1364,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,sfh,1985,p2,0.0766926084057545
1365,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,sfh,1990,p2,0.0816037969352555
1366,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,sfh,1995,p3,0.0109292246761754
1367,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,sfh,2000,p3,0.0
1368,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,sfh,2005,p3,0.029120943999558
1369,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,sfh,2010,p3,0.0507075801249196
1370,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,sfh,2015,p3,0.0423780084862994
1371,C-EEU-ROU,EEU,sub,Zone_4A Mixed Humid,perm,sfh,2020,p3,0.0689100751614464
1372,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,mfh,1945,p1,0.0842780399927989
1373,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,mfh,1960,p2,0.1451539919097872
1374,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,mfh,1965,p2,0.129931347301921
1375,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,mfh,1970,p2,0.0952797860241813
1376,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,mfh,1975,p2,0.0955362970558825
1377,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,mfh,1980,p2,0.1174660155134776
1378,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,mfh,1985,p2,0.0767869491959758
1379,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,mfh,1990,p2,0.0817041790561399
1380,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,mfh,1995,p3,0.0109426688882565
1381,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,mfh,2000,p3,0.0
1382,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,mfh,2005,p3,0.0310060119238671
1383,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,mfh,2010,p3,0.0539900023161187
1384,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,mfh,2015,p3,0.0287605495490846
1385,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,mfh,2020,p3,0.0491641612725078
1386,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,sfh,1945,p1,0.0842780399927989
1387,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,sfh,1960,p2,0.1451539919097872
1388,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,sfh,1965,p2,0.129931347301921
1389,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,sfh,1970,p2,0.0952797860241813
1390,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,sfh,1975,p2,0.0955362970558825
1391,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,sfh,1980,p2,0.1174660155134776
1392,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,sfh,1985,p2,0.0767869491959758
1393,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,sfh,1990,p2,0.0817041790561399
1394,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,sfh,1995,p3,0.0109426688882565
1395,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,sfh,2000,p3,0.0
1396,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,sfh,2005,p3,0.0310060119238671
1397,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,sfh,2010,p3,0.0539900023161187
1398,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,sfh,2015,p3,0.0287605495490846
1399,C-EEU-ROU,EEU,sub,Zone_5A Cool Humid,perm,sfh,2020,p3,0.0491641612725078
1400,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,mfh,1945,p1,0.0773274889356279
1401,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,mfh,1960,p2,0.1349917276392272
1402,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,mfh,1965,p2,0.1266347764386696
1403,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,mfh,1970,p2,0.0928623819643722
1404,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,mfh,1975,p2,0.0931123848915183
1405,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,mfh,1980,p2,0.1144857105123746
1406,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,mfh,1985,p2,0.0865289338358765
1407,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,mfh,1990,p2,0.0920700142106159
1408,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,mfh,1995,p3,0.0123309687666231
1409,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,mfh,2000,p3,0.0
1410,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,mfh,2005,p3,0.0308861375872162
1411,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,mfh,2010,p3,0.0537812696695006
1412,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,mfh,2015,p3,0.0344060933431392
1413,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,mfh,2020,p3,0.0505821122052376
1414,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,sfh,1945,p1,0.0773274889356279
1415,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,sfh,1960,p2,0.1349917276392272
1416,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,sfh,1965,p2,0.1266347772464026
1417,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,sfh,1970,p2,0.0928623811945878
1418,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,sfh,1975,p2,0.0931123854854306
1419,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,sfh,1980,p2,0.1144857098805135
1420,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,sfh,1985,p2,0.0865289338358765
1421,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,sfh,1990,p2,0.0920700142106159
1422,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,sfh,1995,p3,0.0123309687666231
1423,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,sfh,2000,p3,0.0
1424,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,sfh,2005,p3,0.0308861378315516
1425,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,sfh,2010,p3,0.0537812694251653
1426,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,sfh,2015,p3,0.0344060933431392
1427,C-EEU-ROU,EEU,sub,Zone_6A Cold Humid,perm,sfh,2020,p3,0.0505821122052376
1428,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1945,p1,0.0608114385275611
1429,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1960,p2,0.0993623756738789
1430,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1965,p2,0.1433020012934563
1431,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1970,p2,0.105084602781423
1432,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1975,p2,0.1053675102164641
1433,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1980,p2,0.1295539179466406
1434,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1985,p2,0.0940098995664118
1435,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1990,p2,0.100030040881301
1436,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1995,p3,0.0133970578847715
1437,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2000,p3,0.0
1438,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2005,p3,0.0188066302510155
1439,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2010,p3,0.0327475210408499
1440,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2015,p3,0.0335271016038469
1441,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2020,p3,0.0639999023323783
1442,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1945,p1,0.0608114385275611
1443,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1960,p2,0.0993623756738789
1444,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1965,p2,0.1433020012934563
1445,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1970,p2,0.105084602781423
1446,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1975,p2,0.1053675102164641
1447,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1980,p2,0.1295539179466406
1448,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1985,p2,0.0940098995664118
1449,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1990,p2,0.100030040881301
1450,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1995,p3,0.0133970578847715
1451,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2000,p3,0.0
1452,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2005,p3,0.0188066304517186
1453,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2010,p3,0.0327475208401468
1454,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2015,p3,0.0335271016038469
1455,C-EEU-ROU,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2020,p3,0.0639999023323783
1456,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,mfh,1945,p1,0.0790376725060505
1457,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,mfh,1960,p2,0.1333622728110672
1458,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,mfh,1965,p2,0.128824974541772
1459,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,mfh,1970,p2,0.0944684732652593
1460,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,mfh,1975,p2,0.0947228000910391
1461,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,mfh,1980,p2,0.1164657857574869
1462,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,mfh,1985,p2,0.0801319934644279
1463,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,mfh,1990,p2,0.0852634309696753
1464,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,mfh,1995,p3,0.0114193607249489
1465,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,mfh,2000,p3,0.0
1466,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,mfh,2005,p3,0.0299628333137443
1467,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,mfh,2010,p3,0.0521735411822282
1468,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,mfh,2015,p3,0.0338780410736886
1469,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,mfh,2020,p3,0.0602888202986105
1470,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,sfh,1945,p1,0.0790376725060505
1471,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,sfh,1960,p2,0.1333622728110672
1472,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,sfh,1965,p2,0.128824974541772
1473,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,sfh,1970,p2,0.0944684732652593
1474,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,sfh,1975,p2,0.0947228000910391
1475,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,sfh,1980,p2,0.1164657857574869
1476,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,sfh,1985,p2,0.0801319934644279
1477,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,sfh,1990,p2,0.0852634309696753
1478,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,sfh,1995,p3,0.0114193607249489
1479,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,sfh,2000,p3,0.0
1480,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,sfh,2005,p3,0.0299628333137443
1481,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,sfh,2010,p3,0.0521735411822282
1482,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,sfh,2015,p3,0.0338780410736886
1483,C-EEU-ROU,EEU,urb,Zone_5A Cool Humid,perm,sfh,2020,p3,0.0602888202986105
1484,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,mfh,1945,p1,0.0423868239956124
1485,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,mfh,1960,p2,0.1220360771548699
1486,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,mfh,1965,p2,0.1409575873451279
1487,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,mfh,1970,p2,0.103365423661162
1488,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,mfh,1975,p2,0.1036437027439762
1489,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,mfh,1980,p2,0.1274344219901764
1490,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,mfh,1985,p2,0.092702071278038
1491,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,mfh,1990,p2,0.0986384627841524
1492,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,mfh,1995,p3,0.0132106833501375
1493,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,mfh,2000,p3,0.0
1494,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,mfh,2005,p3,0.0305635007930197
1495,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,mfh,2010,p3,0.0532194701766054
1496,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,mfh,2015,p3,0.0317429429004428
1497,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,mfh,2020,p3,0.0400988318266787
1498,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,sfh,1945,p1,0.0423868239956124
1499,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,sfh,1960,p2,0.1220360771548699
1500,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,sfh,1965,p2,0.1409575882442182
1501,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,sfh,1970,p2,0.1033654228043125
1502,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,sfh,1975,p2,0.103643703405062
1503,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,sfh,1980,p2,0.1274344212868497
1504,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,sfh,1985,p2,0.092702071278038
1505,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,sfh,1990,p2,0.0986384627841524
1506,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,sfh,1995,p3,0.0132106833501375
1507,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,sfh,2000,p3,0.0
1508,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,sfh,2005,p3,0.0305635010348027
1509,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,sfh,2010,p3,0.0532194699348223
1510,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,sfh,2015,p3,0.0317429429004428
1511,C-EEU-ROU,EEU,urb,Zone_6A Cold Humid,perm,sfh,2020,p3,0.0400988318266787
1512,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,mfh,1945,p1,0.0943316780465941
1513,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,mfh,1960,p2,0.1455942388218596
1514,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,mfh,1965,p2,0.3664207906132764
1515,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,mfh,1970,p2,0.0450314942441834
1516,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,mfh,1975,p2,0.0
1517,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,mfh,1980,p2,0.0
1518,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,mfh,1985,p2,0.0285289815000772
1519,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,mfh,1990,p2,0.01306898398852
1520,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,mfh,1995,p3,0.0982504465815739
1521,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,mfh,2000,p3,0.0937546346952355
1522,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,mfh,2005,p3,0.0260034629422859
1523,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,mfh,2010,p3,0.03021931865286
1524,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,mfh,2015,p3,0.0305816126092958
1525,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,mfh,2020,p3,0.0282143573042371
1526,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,sfh,1945,p1,0.0943316780465941
1527,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,sfh,1960,p2,0.1455942388218596
1528,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,sfh,1965,p2,0.3664207884885869
1529,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,sfh,1970,p2,0.0450314963688729
1530,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,sfh,1975,p2,0.0
1531,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,sfh,1980,p2,0.0
1532,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,sfh,1985,p2,0.0285289809905247
1533,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,sfh,1990,p2,0.0130689837550966
1534,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,sfh,1995,p3,0.0982504469129123
1535,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,sfh,2000,p3,0.0937546351068731
1536,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,sfh,2005,p3,0.0260034629422859
1537,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,sfh,2010,p3,0.03021931865286
1538,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,sfh,2015,p3,0.0305816126092958
1539,C-EEU-SVK,EEU,rur,Zone_5A Cool Humid,perm,sfh,2020,p3,0.0282143573042371
1540,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,mfh,1945,p1,0.0691409436819495
1541,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,mfh,1960,p2,0.1467002832276919
1542,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,mfh,1965,p2,0.3624295617699449
1543,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,mfh,1970,p2,0.0445410090769966
1544,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,mfh,1975,p2,0.0
1545,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,mfh,1980,p2,0.0
1546,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,mfh,1985,p2,0.0313089630851172
1547,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,mfh,1990,p2,0.014342477383548
1548,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,mfh,1995,p3,0.1078243774817721
1549,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,mfh,2000,p3,0.1028904728591109
1550,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,mfh,2005,p3,0.0295742311323701
1551,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,mfh,2010,p3,0.0343690043218258
1552,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,mfh,2015,p3,0.0318008785717128
1553,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,mfh,2020,p3,0.0250777974079592
1554,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,sfh,1945,p1,0.0691409436819495
1555,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,sfh,1960,p2,0.1467002832276919
1556,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,sfh,1965,p2,0.3624295596683977
1557,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,sfh,1970,p2,0.0445410111785438
1558,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,sfh,1975,p2,0.0
1559,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,sfh,1980,p2,0.0
1560,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,sfh,1985,p2,0.0313089628055144
1561,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,sfh,1990,p2,0.0143424795449263
1562,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,sfh,1995,p3,0.1078243765188533
1563,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,sfh,2000,p3,0.1028904719402542
1564,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,sfh,2005,p3,0.0295742314123888
1565,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,sfh,2010,p3,0.034369004041807
1566,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,sfh,2015,p3,0.0318008785717128
1567,C-EEU-SVK,EEU,rur,Zone_6A Cold Humid,perm,sfh,2020,p3,0.0250777974079592
1568,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,mfh,1945,p1,0.0920402174930306
1569,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,mfh,1960,p2,0.1412728507017106
1570,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,mfh,1965,p2,0.0736057212593424
1571,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,mfh,1970,p2,0.0830510783396525
1572,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,mfh,1975,p2,0.1132028048214386
1573,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,mfh,1980,p2,0.1327583939131802
1574,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,mfh,1985,p2,0.0877750071306054
1575,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,mfh,1990,p2,0.0811897865897567
1576,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,mfh,1995,p3,0.041585858265357
1577,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,mfh,2000,p3,0.0257240081234564
1578,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,mfh,2005,p3,0.0250244443156241
1579,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,mfh,2010,p3,0.0378869537436046
1580,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,mfh,2015,p3,0.0335272748027885
1581,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,mfh,2020,p3,0.0313556005004511
1582,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,sfh,1945,p1,0.0920402174930306
1583,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,sfh,1960,p2,0.1412728507017106
1584,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,sfh,1965,p2,0.0736057212593424
1585,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,sfh,1970,p2,0.0830510783396525
1586,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,sfh,1975,p2,0.1132028048214386
1587,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,sfh,1980,p2,0.1327583939131802
1588,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,sfh,1985,p2,0.0877750071306054
1589,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,sfh,1990,p2,0.0811897865897567
1590,C-EEU-SVK,EEU,sub,Zone_5A Cool Humid,perm,sfh,1995,p3,0.041585858265357
