region_bld,region_gea,region_nuts,urt,clim,mat,arch,yr_con,bld_age,value
C-EEU-BGR,EEU,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,perm,sfh,1960,p2,0.3084763737774461
C-EEU-BGR,EEU,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,perm,sfh,1965,p2,0.09474769928327108
C-EEU-BGR,EEU,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,perm,sfh,1970,p2,0.06664771320454506
C-EEU-BGR,EEU,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,perm,sfh,1975,p2,0.06278575749193292
C-EEU-BGR,EEU,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,perm,sfh,1980,p2,0.05923530356595187
C-EEU-BGR,EEU,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,perm,sfh,1985,p2,0.09007943272772165
C-EEU-BGR,EEU,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,perm,sfh,1990,p2,0.05642911641722433
C-EEU-BGR,EEU,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,perm,sfh,1995,p3,0.01112485330538637
C-EEU-BGR,EEU,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,perm,sfh,2000,p3,0.021242437134883087
C-EEU-BGR,EEU,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,perm,sfh,2005,p3,0.014031204576438236
C-EEU-BGR,EEU,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,perm,sfh,2010,p3,0.016154584339072978
C-EEU-BGR,EEU,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,perm,sfh,2015,p3,0.010389253309242312
C-EEU-BGR,EEU,C-EEU-BGR-BG314,rur,Zone_4A Mixed Humid,perm,sfh,2020,p3,0.014651007502258534
C-EEU-BGR,EEU,C-EEU-BGR-BG314,urb,Zone_4A Mixed Humid,perm,mfh,1945,p1,0.1740052633646255
C-EEU-BGR,EEU,C-EEU-BGR-BG314,urb,Zone_4A Mixed Humid,perm,mfh,1960,p2,0.3084763737774461
C-EEU-BGR,EEU,C-EEU-BGR-BG314,urb,Zone_4A Mixed Humid,perm,mfh,1965,p2,0.09474769928327108
C-EEU-BGR,EEU,C-EEU-BGR-BG314,urb,Zone_4A Mixed Humid,perm,mfh,1970,p2,0.06664771320454506
C-EEU-BGR,EEU,C-EEU-BGR-BG314,urb,Zone_4A Mixed Humid,perm,mfh,1975,p2,0.06278575749193292
C-EEU-BGR,EEU,C-EEU-BGR-BG314,urb,Zone_4A Mixed Humid,perm,mfh,1980,p2,0.05923530356595187
C-EEU-BGR,EEU,C-EEU-BGR-BG314,urb,Zone_4A Mixed Humid,perm,mfh,1985,p2,0.09007943272772165
C-EEU-BGR,EEU,C-EEU-BGR-BG314,urb,Zone_4A Mixed Humid,perm,mfh,1990,p2,0.05642911641722433
