region_bld,region_nuts,region_gea,urt,arch,material,value
C-WEU-DEU,C-WEU-DEU-DEA41,WEU,urb,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA41,WEU,urb,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA41,WEU,urb,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,rur,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,rur,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,rur,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,rur,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,rur,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,rur,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,rur,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,rur,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,rur,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,rur,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,rur,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,rur,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,rur,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,rur,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,urb,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,urb,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,urb,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,urb,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,urb,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,urb,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,urb,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,urb,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,urb,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,urb,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,urb,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,urb,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,urb,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA42,WEU,urb,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,rur,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,rur,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,rur,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,rur,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,rur,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,rur,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,rur,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,rur,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,rur,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,rur,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,rur,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,rur,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,rur,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,rur,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,urb,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,urb,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,urb,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,urb,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,urb,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,urb,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,urb,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,urb,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,urb,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,urb,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,urb,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,urb,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,urb,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA43,WEU,urb,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,rur,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,rur,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,rur,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,rur,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,rur,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,rur,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,rur,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,rur,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,rur,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,rur,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,rur,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,rur,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,rur,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,rur,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,urb,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,urb,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,urb,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,urb,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,urb,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,urb,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,urb,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,urb,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,urb,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,urb,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,urb,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,urb,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,urb,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA44,WEU,urb,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,rur,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,rur,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,rur,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,rur,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,rur,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,rur,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,rur,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,rur,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,rur,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,rur,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,rur,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,rur,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,rur,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,rur,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,urb,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,urb,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,urb,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,urb,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,urb,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,urb,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,urb,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,urb,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,urb,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,urb,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,urb,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,urb,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,urb,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA45,WEU,urb,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,rur,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,rur,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,rur,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,rur,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,rur,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,rur,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,rur,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,rur,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,rur,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,rur,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,rur,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,rur,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,rur,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,rur,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,urb,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,urb,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,urb,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,urb,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,urb,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,urb,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,urb,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,urb,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,urb,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,urb,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,urb,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,urb,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,urb,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA46,WEU,urb,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,rur,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,rur,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,rur,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,rur,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,rur,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,rur,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,rur,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,rur,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,rur,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,rur,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,rur,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,rur,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,rur,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,rur,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,urb,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,urb,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,urb,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,urb,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,urb,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,urb,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,urb,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,urb,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,urb,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,urb,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,urb,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,urb,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,urb,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA47,WEU,urb,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,rur,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,rur,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,rur,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,rur,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,rur,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,rur,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,rur,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,rur,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,rur,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,rur,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,rur,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,rur,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,rur,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,rur,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,urb,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,urb,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,urb,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,urb,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,urb,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,urb,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,urb,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,urb,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,urb,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,urb,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,urb,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,urb,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,urb,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA51,WEU,urb,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,rur,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,rur,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,rur,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,rur,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,rur,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,rur,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,rur,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,rur,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,rur,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,rur,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,rur,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,rur,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,rur,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,rur,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,urb,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,urb,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,urb,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,urb,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,urb,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,urb,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,urb,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,urb,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,urb,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,urb,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,urb,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,urb,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,urb,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA52,WEU,urb,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,rur,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,rur,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,rur,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,rur,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,rur,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,rur,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,rur,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,rur,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,rur,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,rur,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,rur,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,rur,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,rur,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,rur,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,urb,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,urb,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,urb,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,urb,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,urb,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,urb,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,urb,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,urb,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,urb,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,urb,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,urb,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,urb,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,urb,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA53,WEU,urb,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,rur,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,rur,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,rur,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,rur,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,rur,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,rur,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,rur,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,rur,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,rur,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,rur,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,rur,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,rur,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,rur,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,rur,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,urb,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,urb,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,urb,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,urb,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,urb,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,urb,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,urb,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,urb,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,urb,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,urb,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,urb,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,urb,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,urb,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA54,WEU,urb,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,rur,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,rur,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,rur,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,rur,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,rur,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,rur,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,rur,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,rur,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,rur,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,rur,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,rur,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,rur,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,rur,sfh,steel,36.20977778
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,rur,sfh,wood,20.30456853
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,urb,mfh,aluminum,0.496117796
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,urb,mfh,brick,268.75
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,urb,mfh,concrete,932.544757
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,urb,mfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,urb,mfh,glass,3.1
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,urb,mfh,steel,52.60229133
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,urb,mfh,wood,9.897435898
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,urb,sfh,aluminum,0.493058898
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,urb,sfh,brick,693.3333333
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,urb,sfh,concrete,621.0010894
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,urb,sfh,copper,0.182895495
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,urb,sfh,glass,1.600848731
C-WEU-DEU,C-WEU-DEU-DEA55,WEU,urb,sfh,steel,36.20977778
