region_bld,clim,arch,eneff,urt,value
C-EEU-CZE,Zone_5A Cool Humid,sfh,s2,urb,6.307692309999999
C-EEU-CZE,Zone_5A Cool Humid,sfh,s3,rur,7.7948718
C-EEU-CZE,Zone_5A Cool Humid,sfh,s3,sub,7.7948718
C-EEU-CZE,Zone_5A Cool Humid,sfh,s3,urb,7.7948718
C-EEU-CZE,Zone_5A Cool Humid,sfh,s51_std,rur,9.51923077
C-EEU-CZE,Zone_5A Cool Humid,sfh,s51_std,sub,9.51923077
C-EEU-CZE,Zone_5A Cool Humid,sfh,s51_std,urb,9.51923077
C-EEU-CZE,Zone_5A Cool Humid,sfh,s52_low,rur,16.80128205
C-EEU-CZE,Zone_5A Cool Humid,sfh,s52_low,sub,16.80128205
C-EEU-CZE,Zone_5A Cool Humid,sfh,s52_low,urb,16.80128205
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr11_std,rur,7.30128205
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr11_std,sub,7.30128205
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr11_std,urb,7.301282049999999
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr12_low,rur,7.30128205
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr12_low,sub,7.30128205
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr12_low,urb,7.301282049999999
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr21_std,rur,6.30769231
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr21_std,sub,6.30769231
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr21_std,urb,6.307692309999999
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr22_low,rur,6.30769231
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr22_low,sub,6.30769231
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr22_low,urb,6.307692309999999
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr31_std,rur,7.7948718
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr31_std,sub,7.7948718
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr31_std,urb,7.7948718
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr32_low,rur,7.7948718
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr32_low,sub,7.7948718
C-EEU-CZE,Zone_5A Cool Humid,sfh,sr32_low,urb,7.7948718
C-EEU-EST,Zone_6A Cold Humid,inf,ns,rur,5.931818179999999
C-EEU-EST,Zone_6A Cold Humid,inf,ns,sub,5.931818179999999
C-EEU-EST,Zone_6A Cold Humid,inf,ns,urb,5.9318181800000005
C-EEU-EST,Zone_6A Cold Humid,mfh,s1,rur,5.44886364
C-EEU-EST,Zone_6A Cold Humid,mfh,s1,sub,5.448863639999999
C-EEU-EST,Zone_6A Cold Humid,mfh,s1,urb,5.448863640000001
C-EEU-EST,Zone_6A Cold Humid,mfh,s2,rur,5.35227273
C-EEU-EST,Zone_6A Cold Humid,mfh,s2,sub,5.352272729999999
C-EEU-EST,Zone_6A Cold Humid,mfh,s2,urb,5.35227273
C-EEU-EST,Zone_6A Cold Humid,mfh,s3,rur,7.92613636
C-EEU-EST,Zone_6A Cold Humid,mfh,s3,sub,7.926136359999999
C-EEU-EST,Zone_6A Cold Humid,mfh,s3,urb,7.926136360000001
C-EEU-EST,Zone_6A Cold Humid,mfh,s51_std,rur,10.34659091
C-EEU-EST,Zone_6A Cold Humid,mfh,s51_std,sub,10.346590909999998
C-EEU-EST,Zone_6A Cold Humid,mfh,s51_std,urb,10.346590910000002
C-EEU-EST,Zone_6A Cold Humid,mfh,s52_low,rur,19.125
C-EEU-EST,Zone_6A Cold Humid,mfh,s52_low,sub,19.124999999999996
C-EEU-EST,Zone_6A Cold Humid,mfh,s52_low,urb,19.125000000000004
C-EEU-EST,Zone_6A Cold Humid,mfh,sr11_std,rur,5.44886364
C-EEU-EST,Zone_6A Cold Humid,mfh,sr11_std,sub,5.448863639999999
C-EEU-EST,Zone_6A Cold Humid,mfh,sr11_std,urb,5.448863640000001
C-EEU-EST,Zone_6A Cold Humid,mfh,sr12_low,rur,5.44886364
C-EEU-EST,Zone_6A Cold Humid,mfh,sr12_low,sub,5.448863639999999
C-EEU-EST,Zone_6A Cold Humid,mfh,sr12_low,urb,5.448863640000001
C-EEU-EST,Zone_6A Cold Humid,mfh,sr21_std,rur,5.35227273
C-EEU-EST,Zone_6A Cold Humid,mfh,sr21_std,sub,5.352272729999999
C-EEU-EST,Zone_6A Cold Humid,mfh,sr21_std,urb,5.35227273
C-EEU-EST,Zone_6A Cold Humid,mfh,sr22_low,rur,5.35227273
C-EEU-EST,Zone_6A Cold Humid,mfh,sr22_low,sub,5.352272729999999
C-EEU-EST,Zone_6A Cold Humid,mfh,sr22_low,urb,5.35227273
C-EEU-EST,Zone_6A Cold Humid,mfh,sr31_std,rur,7.92613636
C-EEU-EST,Zone_6A Cold Humid,mfh,sr31_std,sub,7.926136359999999
C-EEU-EST,Zone_6A Cold Humid,mfh,sr31_std,urb,7.926136360000001
C-EEU-EST,Zone_6A Cold Humid,mfh,sr32_low,rur,7.92613636
C-EEU-EST,Zone_6A Cold Humid,mfh,sr32_low,sub,7.926136359999999
C-EEU-EST,Zone_6A Cold Humid,mfh,sr32_low,urb,7.926136360000001
C-EEU-EST,Zone_6A Cold Humid,sfh,s1,rur,2.9659090899999994
C-EEU-EST,Zone_6A Cold Humid,sfh,s1,sub,2.9659090899999994
C-EEU-EST,Zone_6A Cold Humid,sfh,s1,urb,2.9659090900000002
C-EEU-EST,Zone_6A Cold Humid,sfh,s2,rur,2.27840909
C-EEU-EST,Zone_6A Cold Humid,sfh,s2,sub,2.27840909
C-EEU-EST,Zone_6A Cold Humid,sfh,s2,urb,2.2784090900000002
C-EEU-EST,Zone_6A Cold Humid,sfh,s3,rur,3.4943181799999996
C-EEU-EST,Zone_6A Cold Humid,sfh,s3,sub,3.4943181799999996
C-EEU-EST,Zone_6A Cold Humid,sfh,s3,urb,3.4943181800000005
C-EEU-EST,Zone_6A Cold Humid,sfh,s51_std,rur,4.70454546
C-EEU-EST,Zone_6A Cold Humid,sfh,s51_std,sub,4.70454546
C-EEU-EST,Zone_6A Cold Humid,sfh,s51_std,urb,4.70454546
