region_gea,mat,tenr,year,urt,value
PAO,sub,own,2045,rur,1.0
PAO,sub,own,2045,urb,1.0
PAO,sub,own,2045,sub,1.0
PAO,sub,own,2050,rur,1.0
PAO,sub,own,2050,urb,1.0
PAO,sub,own,2050,sub,1.0
PAO,sub,own,2055,rur,1.0
PAO,sub,own,2055,urb,1.0
PAO,sub,own,2055,sub,1.0
PAO,sub,own,2060,rur,1.0
PAO,sub,own,2060,urb,1.0
PAO,sub,own,2060,sub,1.0
PAO,sub,own,2065,rur,1.0
PAO,sub,own,2065,urb,1.0
PAO,sub,own,2065,sub,1.0
PAO,sub,own,2070,rur,1.0
PAO,sub,own,2070,urb,1.0
PAO,sub,own,2070,sub,1.0
PAO,sub,own,2075,rur,1.0
PAO,sub,own,2075,urb,1.0
PAO,sub,own,2075,sub,1.0
PAO,sub,own,2080,rur,1.0
PAO,sub,own,2080,urb,1.0
PAO,sub,own,2080,sub,1.0
PAO,sub,own,2085,rur,1.0
PAO,sub,own,2085,urb,1.0
PAO,sub,own,2085,sub,1.0
PAO,sub,own,2090,rur,1.0
PAO,sub,own,2090,urb,1.0
PAO,sub,own,2090,sub,1.0
PAO,sub,own,2095,rur,1.0
PAO,sub,own,2095,urb,1.0
PAO,sub,own,2095,sub,1.0
PAO,sub,own,2100,rur,1.0
PAO,sub,own,2100,urb,1.0
PAO,sub,own,2100,sub,1.0
PAO,sub,rent,2015,rur,0.0
PAO,sub,rent,2015,urb,0.0
PAO,sub,rent,2015,sub,0.0
PAO,sub,rent,2020,rur,0.0
PAO,sub,rent,2020,urb,0.0
PAO,sub,rent,2020,sub,0.0
PAO,sub,rent,2025,rur,0.0
PAO,sub,rent,2025,urb,0.0
PAO,sub,rent,2025,sub,0.0
PAO,sub,rent,2030,rur,0.0
PAO,sub,rent,2030,urb,0.0
PAO,sub,rent,2030,sub,0.0
PAO,sub,rent,2035,rur,0.0
PAO,sub,rent,2035,urb,0.0
PAO,sub,rent,2035,sub,0.0
PAO,sub,rent,2040,rur,0.0
PAO,sub,rent,2040,urb,0.0
PAO,sub,rent,2040,sub,0.0
PAO,sub,rent,2045,rur,0.0
PAO,sub,rent,2045,urb,0.0
PAO,sub,rent,2045,sub,0.0
PAO,sub,rent,2050,rur,0.0
PAO,sub,rent,2050,urb,0.0
PAO,sub,rent,2050,sub,0.0
PAO,sub,rent,2055,rur,0.0
PAO,sub,rent,2055,urb,0.0
PAO,sub,rent,2055,sub,0.0
PAO,sub,rent,2060,rur,0.0
PAO,sub,rent,2060,urb,0.0
PAO,sub,rent,2060,sub,0.0
PAO,sub,rent,2065,rur,0.0
PAO,sub,rent,2065,urb,0.0
PAO,sub,rent,2065,sub,0.0
PAO,sub,rent,2070,rur,0.0
PAO,sub,rent,2070,urb,0.0
PAO,sub,rent,2070,sub,0.0
PAO,sub,rent,2075,rur,0.0
PAO,sub,rent,2075,urb,0.0
PAO,sub,rent,2075,sub,0.0
PAO,sub,rent,2080,rur,0.0
PAO,sub,rent,2080,urb,0.0
PAO,sub,rent,2080,sub,0.0
PAO,sub,rent,2085,rur,0.0
PAO,sub,rent,2085,urb,0.0
PAO,sub,rent,2085,sub,0.0
PAO,sub,rent,2090,rur,0.0
PAO,sub,rent,2090,urb,0.0
PAO,sub,rent,2090,sub,0.0
PAO,sub,rent,2095,rur,0.0
PAO,sub,rent,2095,urb,0.0
PAO,sub,rent,2095,sub,0.0
PAO,sub,rent,2100,rur,0.0
PAO,sub,rent,2100,urb,0.0
PAO,sub,rent,2100,sub,0.0
PAS,perm,own,2015,rur,0.9733315
PAS,perm,own,2015,urb,0.824368212
PAS,perm,own,2015,sub,0.898849856
PAS,perm,own,2020,rur,0.9733315
PAS,perm,own,2020,urb,0.824368212
PAS,perm,own,2020,sub,0.898849856
PAS,perm,own,2025,rur,0.9733315
PAS,perm,own,2025,urb,0.824368212
PAS,perm,own,2025,sub,0.898849856
PAS,perm,own,2030,rur,0.9733315
PAS,perm,own,2030,urb,0.824368212
PAS,perm,own,2030,sub,0.898849856
PAS,perm,own,2035,rur,0.9733315
PAS,perm,own,2035,urb,0.824368212
PAS,perm,own,2035,sub,0.898849856
PAS,perm,own,2040,rur,0.9733315
PAS,perm,own,2040,urb,0.824368212
PAS,perm,own,2040,sub,0.898849856
PAS,perm,own,2045,rur,0.9733315
PAS,perm,own,2045,urb,0.824368212
PAS,perm,own,2045,sub,0.898849856
PAS,perm,own,2050,rur,0.9733315
PAS,perm,own,2050,urb,0.824368212
PAS,perm,own,2050,sub,0.898849856
PAS,perm,own,2055,rur,0.9733315
PAS,perm,own,2055,urb,0.824368212
PAS,perm,own,2055,sub,0.898849856
PAS,perm,own,2060,rur,0.9733315
PAS,perm,own,2060,urb,0.824368212
PAS,perm,own,2060,sub,0.898849856
PAS,perm,own,2065,rur,0.9733315
PAS,perm,own,2065,urb,0.824368212
PAS,perm,own,2065,sub,0.898849856
PAS,perm,own,2070,rur,0.9733315
PAS,perm,own,2070,urb,0.824368212
PAS,perm,own,2070,sub,0.898849856
PAS,perm,own,2075,rur,0.9733315
PAS,perm,own,2075,urb,0.824368212
PAS,perm,own,2075,sub,0.898849856
PAS,perm,own,2080,rur,0.9733315
PAS,perm,own,2080,urb,0.824368212
PAS,perm,own,2080,sub,0.898849856
PAS,perm,own,2085,rur,0.9733315
PAS,perm,own,2085,urb,0.824368212
PAS,perm,own,2085,sub,0.898849856
PAS,perm,own,2090,rur,0.9733315
PAS,perm,own,2090,urb,0.824368212
PAS,perm,own,2090,sub,0.898849856
PAS,perm,own,2095,rur,0.9733315
PAS,perm,own,2095,urb,0.824368212
PAS,perm,own,2095,sub,0.898849856
PAS,perm,own,2100,rur,0.9733315
PAS,perm,own,2100,urb,0.824368212
PAS,perm,own,2100,sub,0.898849856
PAS,perm,rent,2015,rur,0.0266685
PAS,perm,rent,2015,urb,0.175631788
PAS,perm,rent,2015,sub,0.10115014400000001
PAS,perm,rent,2020,rur,0.0266685
PAS,perm,rent,2020,urb,0.175631788
PAS,perm,rent,2020,sub,0.10115014400000001
PAS,perm,rent,2025,rur,0.0266685
PAS,perm,rent,2025,urb,0.175631788
PAS,perm,rent,2025,sub,0.10115014400000001
PAS,perm,rent,2030,rur,0.0266685
PAS,perm,rent,2030,urb,0.175631788
PAS,perm,rent,2030,sub,0.10115014400000001
PAS,perm,rent,2035,rur,0.0266685
PAS,perm,rent,2035,urb,0.175631788
PAS,perm,rent,2035,sub,0.10115014400000001
PAS,perm,rent,2040,rur,0.0266685
PAS,perm,rent,2040,urb,0.175631788
PAS,perm,rent,2040,sub,0.10115014400000001
PAS,perm,rent,2045,rur,0.0266685
PAS,perm,rent,2045,urb,0.175631788
PAS,perm,rent,2045,sub,0.10115014400000001
PAS,perm,rent,2050,rur,0.0266685
PAS,perm,rent,2050,urb,0.175631788
PAS,perm,rent,2050,sub,0.10115014400000001
PAS,perm,rent,2055,rur,0.0266685
PAS,perm,rent,2055,urb,0.175631788
PAS,perm,rent,2055,sub,0.10115014400000001
PAS,perm,rent,2060,rur,0.0266685
PAS,perm,rent,2060,urb,0.175631788
PAS,perm,rent,2060,sub,0.10115014400000001
PAS,perm,rent,2065,rur,0.0266685
PAS,perm,rent,2065,urb,0.175631788
PAS,perm,rent,2065,sub,0.10115014400000001
PAS,perm,rent,2070,rur,0.0266685
PAS,perm,rent,2070,urb,0.175631788
PAS,perm,rent,2070,sub,0.10115014400000001
PAS,perm,rent,2075,rur,0.0266685
PAS,perm,rent,2075,urb,0.175631788
PAS,perm,rent,2075,sub,0.10115014400000001
PAS,perm,rent,2080,rur,0.0266685
PAS,perm,rent,2080,urb,0.175631788
PAS,perm,rent,2080,sub,0.10115014400000001
PAS,perm,rent,2085,rur,0.0266685
PAS,perm,rent,2085,urb,0.175631788
PAS,perm,rent,2085,sub,0.10115014400000001
PAS,perm,rent,2090,rur,0.0266685
PAS,perm,rent,2090,urb,0.175631788
PAS,perm,rent,2090,sub,0.10115014400000001
PAS,perm,rent,2095,rur,0.0266685
PAS,perm,rent,2095,urb,0.175631788
PAS,perm,rent,2095,sub,0.10115014400000001
PAS,perm,rent,2100,rur,0.0266685
PAS,perm,rent,2100,urb,0.175631788
PAS,perm,rent,2100,sub,0.10115014400000001
PAS,sub,own,2015,rur,1.0
PAS,sub,own,2015,urb,1.0
PAS,sub,own,2015,sub,1.0
PAS,sub,own,2020,rur,1.0
PAS,sub,own,2020,urb,1.0
PAS,sub,own,2020,sub,1.0
PAS,sub,own,2025,rur,1.0
PAS,sub,own,2025,urb,1.0
PAS,sub,own,2025,sub,1.0
PAS,sub,own,2030,rur,1.0
PAS,sub,own,2030,urb,1.0
PAS,sub,own,2030,sub,1.0
PAS,sub,own,2035,rur,1.0
PAS,sub,own,2035,urb,1.0
PAS,sub,own,2035,sub,1.0
PAS,sub,own,2040,rur,1.0
PAS,sub,own,2040,urb,1.0
PAS,sub,own,2040,sub,1.0
PAS,sub,own,2045,rur,1.0
PAS,sub,own,2045,urb,1.0
PAS,sub,own,2045,sub,1.0
PAS,sub,own,2050,rur,1.0
PAS,sub,own,2050,urb,1.0
PAS,sub,own,2050,sub,1.0
PAS,sub,own,2055,rur,1.0
PAS,sub,own,2055,urb,1.0
PAS,sub,own,2055,sub,1.0
PAS,sub,own,2060,rur,1.0
PAS,sub,own,2060,urb,1.0
PAS,sub,own,2060,sub,1.0
PAS,sub,own,2065,rur,1.0
PAS,sub,own,2065,urb,1.0
PAS,sub,own,2065,sub,1.0
PAS,sub,own,2070,rur,1.0
PAS,sub,own,2070,urb,1.0
PAS,sub,own,2070,sub,1.0
PAS,sub,own,2075,rur,1.0
PAS,sub,own,2075,urb,1.0
PAS,sub,own,2075,sub,1.0
PAS,sub,own,2080,rur,1.0
PAS,sub,own,2080,urb,1.0
PAS,sub,own,2080,sub,1.0
PAS,sub,own,2085,rur,1.0
PAS,sub,own,2085,urb,1.0
PAS,sub,own,2085,sub,1.0
PAS,sub,own,2090,rur,1.0
PAS,sub,own,2090,urb,1.0
PAS,sub,own,2090,sub,1.0
PAS,sub,own,2095,rur,1.0
PAS,sub,own,2095,urb,1.0
PAS,sub,own,2095,sub,1.0
PAS,sub,own,2100,rur,1.0
PAS,sub,own,2100,urb,1.0
PAS,sub,own,2100,sub,1.0
PAS,sub,rent,2015,rur,0.0
PAS,sub,rent,2015,urb,0.0
PAS,sub,rent,2015,sub,0.0
PAS,sub,rent,2020,rur,0.0
PAS,sub,rent,2020,urb,0.0
PAS,sub,rent,2020,sub,0.0
PAS,sub,rent,2025,rur,0.0
PAS,sub,rent,2025,urb,0.0
PAS,sub,rent,2025,sub,0.0
PAS,sub,rent,2030,rur,0.0
PAS,sub,rent,2030,urb,0.0
PAS,sub,rent,2030,sub,0.0
PAS,sub,rent,2035,rur,0.0
PAS,sub,rent,2035,urb,0.0
PAS,sub,rent,2035,sub,0.0
PAS,sub,rent,2040,rur,0.0
PAS,sub,rent,2040,urb,0.0
PAS,sub,rent,2040,sub,0.0
PAS,sub,rent,2045,rur,0.0
PAS,sub,rent,2045,urb,0.0
PAS,sub,rent,2045,sub,0.0
PAS,sub,rent,2050,rur,0.0
PAS,sub,rent,2050,urb,0.0
PAS,sub,rent,2050,sub,0.0
PAS,sub,rent,2055,rur,0.0
PAS,sub,rent,2055,urb,0.0
PAS,sub,rent,2055,sub,0.0
PAS,sub,rent,2060,rur,0.0
PAS,sub,rent,2060,urb,0.0
PAS,sub,rent,2060,sub,0.0
PAS,sub,rent,2065,rur,0.0
PAS,sub,rent,2065,urb,0.0
PAS,sub,rent,2065,sub,0.0
PAS,sub,rent,2070,rur,0.0
PAS,sub,rent,2070,urb,0.0
PAS,sub,rent,2070,sub,0.0
PAS,sub,rent,2075,rur,0.0
PAS,sub,rent,2075,urb,0.0
PAS,sub,rent,2075,sub,0.0
PAS,sub,rent,2080,rur,0.0
PAS,sub,rent,2080,urb,0.0
PAS,sub,rent,2080,sub,0.0
PAS,sub,rent,2085,rur,0.0
PAS,sub,rent,2085,urb,0.0
PAS,sub,rent,2085,sub,0.0
PAS,sub,rent,2090,rur,0.0
PAS,sub,rent,2090,urb,0.0
PAS,sub,rent,2090,sub,0.0
PAS,sub,rent,2095,rur,0.0
PAS,sub,rent,2095,urb,0.0
PAS,sub,rent,2095,sub,0.0
PAS,sub,rent,2100,rur,0.0
PAS,sub,rent,2100,urb,0.0
PAS,sub,rent,2100,sub,0.0
SAS,perm,own,2015,rur,0.9733315
SAS,perm,own,2015,urb,0.824368212
SAS,perm,own,2015,sub,0.898849856
SAS,perm,own,2020,rur,0.9733315
SAS,perm,own,2020,urb,0.824368212
SAS,perm,own,2020,sub,0.898849856
SAS,perm,own,2025,rur,0.9733315
SAS,perm,own,2025,urb,0.824368212
SAS,perm,own,2025,sub,0.898849856
SAS,perm,own,2030,rur,0.9733315
SAS,perm,own,2030,urb,0.824368212
SAS,perm,own,2030,sub,0.898849856
SAS,perm,own,2035,rur,0.9733315
SAS,perm,own,2035,urb,0.824368212
SAS,perm,own,2035,sub,0.898849856
SAS,perm,own,2040,rur,0.9733315
SAS,perm,own,2040,urb,0.824368212
SAS,perm,own,2040,sub,0.898849856
SAS,perm,own,2045,rur,0.9733315
SAS,perm,own,2045,urb,0.824368212
SAS,perm,own,2045,sub,0.898849856
SAS,perm,own,2050,rur,0.9733315
SAS,perm,own,2050,urb,0.824368212
SAS,perm,own,2050,sub,0.898849856
SAS,perm,own,2055,rur,0.9733315
SAS,perm,own,2055,urb,0.824368212
SAS,perm,own,2055,sub,0.898849856
SAS,perm,own,2060,rur,0.9733315
SAS,perm,own,2060,urb,0.824368212
SAS,perm,own,2060,sub,0.898849856
SAS,perm,own,2065,rur,0.9733315
SAS,perm,own,2065,urb,0.824368212
SAS,perm,own,2065,sub,0.898849856
SAS,perm,own,2070,rur,0.9733315
SAS,perm,own,2070,urb,0.824368212
SAS,perm,own,2070,sub,0.898849856
SAS,perm,own,2075,rur,0.9733315
SAS,perm,own,2075,urb,0.824368212
SAS,perm,own,2075,sub,0.898849856
SAS,perm,own,2080,rur,0.9733315
SAS,perm,own,2080,urb,0.824368212
SAS,perm,own,2080,sub,0.898849856
SAS,perm,own,2085,rur,0.9733315
SAS,perm,own,2085,urb,0.824368212
SAS,perm,own,2085,sub,0.898849856
SAS,perm,own,2090,rur,0.9733315
SAS,perm,own,2090,urb,0.824368212
SAS,perm,own,2090,sub,0.898849856
SAS,perm,own,2095,rur,0.9733315
SAS,perm,own,2095,urb,0.824368212
SAS,perm,own,2095,sub,0.898849856
SAS,perm,own,2100,rur,0.9733315
SAS,perm,own,2100,urb,0.824368212
SAS,perm,own,2100,sub,0.898849856
SAS,perm,rent,2015,rur,0.0266685
SAS,perm,rent,2015,urb,0.175631788
SAS,perm,rent,2015,sub,0.10115014400000001
SAS,perm,rent,2020,rur,0.0266685
SAS,perm,rent,2020,urb,0.175631788
SAS,perm,rent,2020,sub,0.10115014400000001
SAS,perm,rent,2025,rur,0.0266685
SAS,perm,rent,2025,urb,0.175631788
SAS,perm,rent,2025,sub,0.10115014400000001
SAS,perm,rent,2030,rur,0.0266685
SAS,perm,rent,2030,urb,0.175631788
SAS,perm,rent,2030,sub,0.10115014400000001
SAS,perm,rent,2035,rur,0.0266685
SAS,perm,rent,2035,urb,0.175631788
SAS,perm,rent,2035,sub,0.10115014400000001
SAS,perm,rent,2040,rur,0.0266685
SAS,perm,rent,2040,urb,0.175631788
SAS,perm,rent,2040,sub,0.10115014400000001
SAS,perm,rent,2045,rur,0.0266685
SAS,perm,rent,2045,urb,0.175631788
SAS,perm,rent,2045,sub,0.10115014400000001
SAS,perm,rent,2050,rur,0.0266685
SAS,perm,rent,2050,urb,0.175631788
SAS,perm,rent,2050,sub,0.10115014400000001
SAS,perm,rent,2055,rur,0.0266685
SAS,perm,rent,2055,urb,0.175631788
SAS,perm,rent,2055,sub,0.10115014400000001
SAS,perm,rent,2060,rur,0.0266685
SAS,perm,rent,2060,urb,0.175631788
SAS,perm,rent,2060,sub,0.10115014400000001
SAS,perm,rent,2065,rur,0.0266685
SAS,perm,rent,2065,urb,0.175631788
SAS,perm,rent,2065,sub,0.10115014400000001
SAS,perm,rent,2070,rur,0.0266685
SAS,perm,rent,2070,urb,0.175631788
SAS,perm,rent,2070,sub,0.10115014400000001
SAS,perm,rent,2075,rur,0.0266685
SAS,perm,rent,2075,urb,0.175631788
SAS,perm,rent,2075,sub,0.10115014400000001
SAS,perm,rent,2080,rur,0.0266685
SAS,perm,rent,2080,urb,0.175631788
SAS,perm,rent,2080,sub,0.10115014400000001
SAS,perm,rent,2085,rur,0.0266685
SAS,perm,rent,2085,urb,0.175631788
SAS,perm,rent,2085,sub,0.10115014400000001
SAS,perm,rent,2090,rur,0.0266685
SAS,perm,rent,2090,urb,0.175631788
SAS,perm,rent,2090,sub,0.10115014400000001
SAS,perm,rent,2095,rur,0.0266685
SAS,perm,rent,2095,urb,0.175631788
SAS,perm,rent,2095,sub,0.10115014400000001
SAS,perm,rent,2100,rur,0.0266685
SAS,perm,rent,2100,urb,0.175631788
SAS,perm,rent,2100,sub,0.10115014400000001
SAS,sub,own,2015,rur,1.0
SAS,sub,own,2015,urb,1.0
SAS,sub,own,2015,sub,1.0
SAS,sub,own,2020,rur,1.0
SAS,sub,own,2020,urb,1.0
SAS,sub,own,2020,sub,1.0
SAS,sub,own,2025,rur,1.0
SAS,sub,own,2025,urb,1.0
SAS,sub,own,2025,sub,1.0
SAS,sub,own,2030,rur,1.0
SAS,sub,own,2030,urb,1.0
SAS,sub,own,2030,sub,1.0
SAS,sub,own,2035,rur,1.0
SAS,sub,own,2035,urb,1.0
SAS,sub,own,2035,sub,1.0
SAS,sub,own,2040,rur,1.0
SAS,sub,own,2040,urb,1.0
SAS,sub,own,2040,sub,1.0
SAS,sub,own,2045,rur,1.0
SAS,sub,own,2045,urb,1.0
SAS,sub,own,2045,sub,1.0
SAS,sub,own,2050,rur,1.0
SAS,sub,own,2050,urb,1.0
SAS,sub,own,2050,sub,1.0
SAS,sub,own,2055,rur,1.0
SAS,sub,own,2055,urb,1.0
SAS,sub,own,2055,sub,1.0
SAS,sub,own,2060,rur,1.0
SAS,sub,own,2060,urb,1.0
SAS,sub,own,2060,sub,1.0
SAS,sub,own,2065,rur,1.0
SAS,sub,own,2065,urb,1.0
SAS,sub,own,2065,sub,1.0
SAS,sub,own,2070,rur,1.0
SAS,sub,own,2070,urb,1.0
SAS,sub,own,2070,sub,1.0
SAS,sub,own,2075,rur,1.0
SAS,sub,own,2075,urb,1.0
SAS,sub,own,2075,sub,1.0
SAS,sub,own,2080,rur,1.0
SAS,sub,own,2080,urb,1.0
SAS,sub,own,2080,sub,1.0
SAS,sub,own,2085,rur,1.0
SAS,sub,own,2085,urb,1.0
SAS,sub,own,2085,sub,1.0
SAS,sub,own,2090,rur,1.0
SAS,sub,own,2090,urb,1.0
SAS,sub,own,2090,sub,1.0
SAS,sub,own,2095,rur,1.0
SAS,sub,own,2095,urb,1.0
SAS,sub,own,2095,sub,1.0
SAS,sub,own,2100,rur,1.0
SAS,sub,own,2100,urb,1.0
SAS,sub,own,2100,sub,1.0
SAS,sub,rent,2015,rur,0.0
SAS,sub,rent,2015,urb,0.0
SAS,sub,rent,2015,sub,0.0
SAS,sub,rent,2020,rur,0.0
SAS,sub,rent,2020,urb,0.0
SAS,sub,rent,2020,sub,0.0
SAS,sub,rent,2025,rur,0.0
SAS,sub,rent,2025,urb,0.0
SAS,sub,rent,2025,sub,0.0
SAS,sub,rent,2030,rur,0.0
SAS,sub,rent,2030,urb,0.0
SAS,sub,rent,2030,sub,0.0
SAS,sub,rent,2035,rur,0.0
SAS,sub,rent,2035,urb,0.0
SAS,sub,rent,2035,sub,0.0
SAS,sub,rent,2040,rur,0.0
SAS,sub,rent,2040,urb,0.0
SAS,sub,rent,2040,sub,0.0
SAS,sub,rent,2045,rur,0.0
SAS,sub,rent,2045,urb,0.0
SAS,sub,rent,2045,sub,0.0
SAS,sub,rent,2050,rur,0.0
SAS,sub,rent,2050,urb,0.0
SAS,sub,rent,2050,sub,0.0
SAS,sub,rent,2055,rur,0.0
SAS,sub,rent,2055,urb,0.0
SAS,sub,rent,2055,sub,0.0
SAS,sub,rent,2060,rur,0.0
SAS,sub,rent,2060,urb,0.0
SAS,sub,rent,2060,sub,0.0
SAS,sub,rent,2065,rur,0.0
SAS,sub,rent,2065,urb,0.0
SAS,sub,rent,2065,sub,0.0
SAS,sub,rent,2070,rur,0.0
SAS,sub,rent,2070,urb,0.0
SAS,sub,rent,2070,sub,0.0
SAS,sub,rent,2075,rur,0.0
SAS,sub,rent,2075,urb,0.0
SAS,sub,rent,2075,sub,0.0
SAS,sub,rent,2080,rur,0.0
SAS,sub,rent,2080,urb,0.0
SAS,sub,rent,2080,sub,0.0
SAS,sub,rent,2085,rur,0.0
SAS,sub,rent,2085,urb,0.0
SAS,sub,rent,2085,sub,0.0
SAS,sub,rent,2090,rur,0.0
SAS,sub,rent,2090,urb,0.0
SAS,sub,rent,2090,sub,0.0
SAS,sub,rent,2095,rur,0.0
SAS,sub,rent,2095,urb,0.0
SAS,sub,rent,2095,sub,0.0
SAS,sub,rent,2100,rur,0.0
SAS,sub,rent,2100,urb,0.0
SAS,sub,rent,2100,sub,0.0
WEU,perm,own,2015,rur,0.883761717
WEU,perm,own,2015,urb,0.631295989
WEU,perm,own,2015,sub,0.757528853
WEU,perm,own,2020,rur,0.883761717
WEU,perm,own,2020,urb,0.631295989
WEU,perm,own,2020,sub,0.757528853
WEU,perm,own,2025,rur,0.883761717
WEU,perm,own,2025,urb,0.631295989
WEU,perm,own,2025,sub,0.757528853
WEU,perm,own,2030,rur,0.883761717
WEU,perm,own,2030,urb,0.631295989
WEU,perm,own,2030,sub,0.757528853
WEU,perm,own,2035,rur,0.883761717
WEU,perm,own,2035,urb,0.631295989
WEU,perm,own,2035,sub,0.757528853
WEU,perm,own,2040,rur,0.883761717
WEU,perm,own,2040,urb,0.631295989
WEU,perm,own,2040,sub,0.757528853
WEU,perm,own,2045,rur,0.883761717
WEU,perm,own,2045,urb,0.631295989
WEU,perm,own,2045,sub,0.757528853
WEU,perm,own,2050,rur,0.883761717
WEU,perm,own,2050,urb,0.631295989
WEU,perm,own,2050,sub,0.757528853
WEU,perm,own,2055,rur,0.883761717
WEU,perm,own,2055,urb,0.631295989
WEU,perm,own,2055,sub,0.757528853
WEU,perm,own,2060,rur,0.883761717
WEU,perm,own,2060,urb,0.631295989
WEU,perm,own,2060,sub,0.757528853
WEU,perm,own,2065,rur,0.883761717
WEU,perm,own,2065,urb,0.631295989
WEU,perm,own,2065,sub,0.757528853
WEU,perm,own,2070,rur,0.883761717
WEU,perm,own,2070,urb,0.631295989
WEU,perm,own,2070,sub,0.757528853
WEU,perm,own,2075,rur,0.883761717
WEU,perm,own,2075,urb,0.631295989
WEU,perm,own,2075,sub,0.757528853
WEU,perm,own,2080,rur,0.883761717
WEU,perm,own,2080,urb,0.631295989
WEU,perm,own,2080,sub,0.757528853
WEU,perm,own,2085,rur,0.883761717
WEU,perm,own,2085,urb,0.631295989
WEU,perm,own,2085,sub,0.757528853
WEU,perm,own,2090,rur,0.883761717
WEU,perm,own,2090,urb,0.631295989
WEU,perm,own,2090,sub,0.757528853
WEU,perm,own,2095,rur,0.883761717
WEU,perm,own,2095,urb,0.631295989
WEU,perm,own,2095,sub,0.757528853
WEU,perm,own,2100,rur,0.883761717
WEU,perm,own,2100,urb,0.631295989
WEU,perm,own,2100,sub,0.757528853
WEU,perm,rent,2015,rur,0.116238283
WEU,perm,rent,2015,urb,0.368704011
WEU,perm,rent,2015,sub,0.242471147
WEU,perm,rent,2020,rur,0.116238283
WEU,perm,rent,2020,urb,0.368704011
WEU,perm,rent,2020,sub,0.242471147
WEU,perm,rent,2025,rur,0.116238283
WEU,perm,rent,2025,urb,0.368704011
WEU,perm,rent,2025,sub,0.242471147
WEU,perm,rent,2030,rur,0.116238283
WEU,perm,rent,2030,urb,0.368704011
WEU,perm,rent,2030,sub,0.242471147
WEU,perm,rent,2035,rur,0.116238283
WEU,perm,rent,2035,urb,0.368704011
WEU,perm,rent,2035,sub,0.242471147
WEU,perm,rent,2040,rur,0.116238283
WEU,perm,rent,2040,urb,0.368704011
WEU,perm,rent,2040,sub,0.242471147
WEU,perm,rent,2045,rur,0.116238283
WEU,perm,rent,2045,urb,0.368704011
WEU,perm,rent,2045,sub,0.242471147
WEU,perm,rent,2050,rur,0.116238283
WEU,perm,rent,2050,urb,0.368704011
WEU,perm,rent,2050,sub,0.242471147
WEU,perm,rent,2055,rur,0.116238283
WEU,perm,rent,2055,urb,0.368704011
WEU,perm,rent,2055,sub,0.242471147
WEU,perm,rent,2060,rur,0.116238283
WEU,perm,rent,2060,urb,0.368704011
WEU,perm,rent,2060,sub,0.242471147
WEU,perm,rent,2065,rur,0.116238283
WEU,perm,rent,2065,urb,0.368704011
WEU,perm,rent,2065,sub,0.242471147
WEU,perm,rent,2070,rur,0.116238283
WEU,perm,rent,2070,urb,0.368704011
WEU,perm,rent,2070,sub,0.242471147
WEU,perm,rent,2075,rur,0.116238283
WEU,perm,rent,2075,urb,0.368704011
WEU,perm,rent,2075,sub,0.242471147
WEU,perm,rent,2080,rur,0.116238283
WEU,perm,rent,2080,urb,0.368704011
WEU,perm,rent,2080,sub,0.242471147
WEU,perm,rent,2085,rur,0.116238283
WEU,perm,rent,2085,urb,0.368704011
WEU,perm,rent,2085,sub,0.242471147
WEU,perm,rent,2090,rur,0.116238283
WEU,perm,rent,2090,urb,0.368704011
WEU,perm,rent,2090,sub,0.242471147
WEU,perm,rent,2095,rur,0.116238283
WEU,perm,rent,2095,urb,0.368704011
WEU,perm,rent,2095,sub,0.242471147
WEU,perm,rent,2100,rur,0.116238283
WEU,perm,rent,2100,urb,0.368704011
WEU,perm,rent,2100,sub,0.242471147
WEU,sub,own,2015,rur,1.0
WEU,sub,own,2015,urb,1.0
WEU,sub,own,2015,sub,1.0
WEU,sub,own,2020,rur,1.0
WEU,sub,own,2020,urb,1.0
WEU,sub,own,2020,sub,1.0
WEU,sub,own,2025,rur,1.0
WEU,sub,own,2025,urb,1.0
WEU,sub,own,2025,sub,1.0
WEU,sub,own,2030,rur,1.0
WEU,sub,own,2030,urb,1.0
WEU,sub,own,2030,sub,1.0
WEU,sub,own,2035,rur,1.0
WEU,sub,own,2035,urb,1.0
WEU,sub,own,2035,sub,1.0
WEU,sub,own,2040,rur,1.0
WEU,sub,own,2040,urb,1.0
WEU,sub,own,2040,sub,1.0
WEU,sub,own,2045,rur,1.0
WEU,sub,own,2045,urb,1.0
WEU,sub,own,2045,sub,1.0
WEU,sub,own,2050,rur,1.0
WEU,sub,own,2050,urb,1.0
WEU,sub,own,2050,sub,1.0
WEU,sub,own,2055,rur,1.0
WEU,sub,own,2055,urb,1.0
WEU,sub,own,2055,sub,1.0
WEU,sub,own,2060,rur,1.0
WEU,sub,own,2060,urb,1.0
WEU,sub,own,2060,sub,1.0
WEU,sub,own,2065,rur,1.0
WEU,sub,own,2065,urb,1.0
WEU,sub,own,2065,sub,1.0
WEU,sub,own,2070,rur,1.0
WEU,sub,own,2070,urb,1.0
WEU,sub,own,2070,sub,1.0
WEU,sub,own,2075,rur,1.0
WEU,sub,own,2075,urb,1.0
WEU,sub,own,2075,sub,1.0
WEU,sub,own,2080,rur,1.0
WEU,sub,own,2080,urb,1.0
WEU,sub,own,2080,sub,1.0
WEU,sub,own,2085,rur,1.0
WEU,sub,own,2085,urb,1.0
WEU,sub,own,2085,sub,1.0
WEU,sub,own,2090,rur,1.0
WEU,sub,own,2090,urb,1.0
WEU,sub,own,2090,sub,1.0
WEU,sub,own,2095,rur,1.0
