region_gea,mat,tenr,year,urt,value
LAC,perm,rent,2085,sub,0.10763136300000001
LAC,perm,rent,2090,rur,0.031917512
LAC,perm,rent,2090,urb,0.183345214
LAC,perm,rent,2090,sub,0.10763136300000001
LAC,perm,rent,2095,rur,0.031917512
LAC,perm,rent,2095,urb,0.183345214
LAC,perm,rent,2095,sub,0.10763136300000001
LAC,perm,rent,2100,rur,0.031917512
LAC,perm,rent,2100,urb,0.183345214
LAC,perm,rent,2100,sub,0.10763136300000001
LAC,sub,own,2015,rur,1.0
LAC,sub,own,2015,urb,1.0
LAC,sub,own,2015,sub,1.0
LAC,sub,own,2020,rur,1.0
LAC,sub,own,2020,urb,1.0
LAC,sub,own,2020,sub,1.0
LAC,sub,own,2025,rur,1.0
LAC,sub,own,2025,urb,1.0
LAC,sub,own,2025,sub,1.0
LAC,sub,own,2030,rur,1.0
LAC,sub,own,2030,urb,1.0
LAC,sub,own,2030,sub,1.0
LAC,sub,own,2035,rur,1.0
LAC,sub,own,2035,urb,1.0
LAC,sub,own,2035,sub,1.0
LAC,sub,own,2040,rur,1.0
LAC,sub,own,2040,urb,1.0
LAC,sub,own,2040,sub,1.0
LAC,sub,own,2045,rur,1.0
LAC,sub,own,2045,urb,1.0
LAC,sub,own,2045,sub,1.0
LAC,sub,own,2050,rur,1.0
LAC,sub,own,2050,urb,1.0
LAC,sub,own,2050,sub,1.0
LAC,sub,own,2055,rur,1.0
LAC,sub,own,2055,urb,1.0
LAC,sub,own,2055,sub,1.0
LAC,sub,own,2060,rur,1.0
LAC,sub,own,2060,urb,1.0
LAC,sub,own,2060,sub,1.0
LAC,sub,own,2065,rur,1.0
LAC,sub,own,2065,urb,1.0
LAC,sub,own,2065,sub,1.0
LAC,sub,own,2070,rur,1.0
LAC,sub,own,2070,urb,1.0
LAC,sub,own,2070,sub,1.0
LAC,sub,own,2075,rur,1.0
LAC,sub,own,2075,urb,1.0
LAC,sub,own,2075,sub,1.0
LAC,sub,own,2080,rur,1.0
LAC,sub,own,2080,urb,1.0
LAC,sub,own,2080,sub,1.0
LAC,sub,own,2085,rur,1.0
LAC,sub,own,2085,urb,1.0
LAC,sub,own,2085,sub,1.0
LAC,sub,own,2090,rur,1.0
LAC,sub,own,2090,urb,1.0
LAC,sub,own,2090,sub,1.0
LAC,sub,own,2095,rur,1.0
LAC,sub,own,2095,urb,1.0
LAC,sub,own,2095,sub,1.0
LAC,sub,own,2100,rur,1.0
LAC,sub,own,2100,urb,1.0
LAC,sub,own,2100,sub,1.0
LAC,sub,rent,2015,rur,0.0
LAC,sub,rent,2015,urb,0.0
LAC,sub,rent,2015,sub,0.0
LAC,sub,rent,2020,rur,0.0
LAC,sub,rent,2020,urb,0.0
LAC,sub,rent,2020,sub,0.0
LAC,sub,rent,2025,rur,0.0
LAC,sub,rent,2025,urb,0.0
LAC,sub,rent,2025,sub,0.0
LAC,sub,rent,2030,rur,0.0
LAC,sub,rent,2030,urb,0.0
LAC,sub,rent,2030,sub,0.0
LAC,sub,rent,2035,rur,0.0
LAC,sub,rent,2035,urb,0.0
LAC,sub,rent,2035,sub,0.0
LAC,sub,rent,2040,rur,0.0
LAC,sub,rent,2040,urb,0.0
LAC,sub,rent,2040,sub,0.0
LAC,sub,rent,2045,rur,0.0
LAC,sub,rent,2045,urb,0.0
LAC,sub,rent,2045,sub,0.0
LAC,sub,rent,2050,rur,0.0
LAC,sub,rent,2050,urb,0.0
LAC,sub,rent,2050,sub,0.0
LAC,sub,rent,2055,rur,0.0
LAC,sub,rent,2055,urb,0.0
LAC,sub,rent,2055,sub,0.0
LAC,sub,rent,2060,rur,0.0
LAC,sub,rent,2060,urb,0.0
LAC,sub,rent,2060,sub,0.0
LAC,sub,rent,2065,rur,0.0
LAC,sub,rent,2065,urb,0.0
LAC,sub,rent,2065,sub,0.0
LAC,sub,rent,2070,rur,0.0
LAC,sub,rent,2070,urb,0.0
LAC,sub,rent,2070,sub,0.0
LAC,sub,rent,2075,rur,0.0
LAC,sub,rent,2075,urb,0.0
LAC,sub,rent,2075,sub,0.0
LAC,sub,rent,2080,rur,0.0
LAC,sub,rent,2080,urb,0.0
LAC,sub,rent,2080,sub,0.0
LAC,sub,rent,2085,rur,0.0
LAC,sub,rent,2085,urb,0.0
LAC,sub,rent,2085,sub,0.0
LAC,sub,rent,2090,rur,0.0
LAC,sub,rent,2090,urb,0.0
LAC,sub,rent,2090,sub,0.0
LAC,sub,rent,2095,rur,0.0
LAC,sub,rent,2095,urb,0.0
LAC,sub,rent,2095,sub,0.0
LAC,sub,rent,2100,rur,0.0
LAC,sub,rent,2100,urb,0.0
LAC,sub,rent,2100,sub,0.0
MEA,perm,own,2015,rur,0.971342842
MEA,perm,own,2015,urb,0.82730578
MEA,perm,own,2015,sub,0.899324311
MEA,perm,own,2020,rur,0.971342842
MEA,perm,own,2020,urb,0.82730578
MEA,perm,own,2020,sub,0.899324311
MEA,perm,own,2025,rur,0.971342842
MEA,perm,own,2025,urb,0.82730578
MEA,perm,own,2025,sub,0.899324311
MEA,perm,own,2030,rur,0.971342842
MEA,perm,own,2030,urb,0.82730578
MEA,perm,own,2030,sub,0.899324311
MEA,perm,own,2035,rur,0.971342842
MEA,perm,own,2035,urb,0.82730578
MEA,perm,own,2035,sub,0.899324311
MEA,perm,own,2040,rur,0.971342842
MEA,perm,own,2040,urb,0.82730578
MEA,perm,own,2040,sub,0.899324311
MEA,perm,own,2045,rur,0.971342842
MEA,perm,own,2045,urb,0.82730578
MEA,perm,own,2045,sub,0.899324311
MEA,perm,own,2050,rur,0.971342842
MEA,perm,own,2050,urb,0.82730578
MEA,perm,own,2050,sub,0.899324311
MEA,perm,own,2055,rur,0.971342842
MEA,perm,own,2055,urb,0.82730578
MEA,perm,own,2055,sub,0.899324311
MEA,perm,own,2060,rur,0.971342842
MEA,perm,own,2060,urb,0.82730578
MEA,perm,own,2060,sub,0.899324311
MEA,perm,own,2065,rur,0.971342842
MEA,perm,own,2065,urb,0.82730578
MEA,perm,own,2065,sub,0.899324311
MEA,perm,own,2070,rur,0.971342842
MEA,perm,own,2070,urb,0.82730578
MEA,perm,own,2070,sub,0.899324311
MEA,perm,own,2075,rur,0.971342842
MEA,perm,own,2075,urb,0.82730578
MEA,perm,own,2075,sub,0.899324311
MEA,perm,own,2080,rur,0.971342842
MEA,perm,own,2080,urb,0.82730578
MEA,perm,own,2080,sub,0.899324311
MEA,perm,own,2085,rur,0.971342842
MEA,perm,own,2085,urb,0.82730578
MEA,perm,own,2085,sub,0.899324311
MEA,perm,own,2090,rur,0.971342842
MEA,perm,own,2090,urb,0.82730578
MEA,perm,own,2090,sub,0.899324311
MEA,perm,own,2095,rur,0.971342842
MEA,perm,own,2095,urb,0.82730578
MEA,perm,own,2095,sub,0.899324311
MEA,perm,own,2100,rur,0.971342842
MEA,perm,own,2100,urb,0.82730578
MEA,perm,own,2100,sub,0.899324311
MEA,perm,rent,2015,rur,0.028657158
MEA,perm,rent,2015,urb,0.17269422
MEA,perm,rent,2015,sub,0.100675689
MEA,perm,rent,2020,rur,0.028657158
MEA,perm,rent,2020,urb,0.17269422
MEA,perm,rent,2020,sub,0.100675689
MEA,perm,rent,2025,rur,0.028657158
MEA,perm,rent,2025,urb,0.17269422
MEA,perm,rent,2025,sub,0.100675689
MEA,perm,rent,2030,rur,0.028657158
MEA,perm,rent,2030,urb,0.17269422
MEA,perm,rent,2030,sub,0.100675689
MEA,perm,rent,2035,rur,0.028657158
MEA,perm,rent,2035,urb,0.17269422
MEA,perm,rent,2035,sub,0.100675689
MEA,perm,rent,2040,rur,0.028657158
MEA,perm,rent,2040,urb,0.17269422
MEA,perm,rent,2040,sub,0.100675689
MEA,perm,rent,2045,rur,0.028657158
MEA,perm,rent,2045,urb,0.17269422
MEA,perm,rent,2045,sub,0.100675689
MEA,perm,rent,2050,rur,0.028657158
MEA,perm,rent,2050,urb,0.17269422
MEA,perm,rent,2050,sub,0.100675689
MEA,perm,rent,2055,rur,0.028657158
MEA,perm,rent,2055,urb,0.17269422
MEA,perm,rent,2055,sub,0.100675689
MEA,perm,rent,2060,rur,0.028657158
MEA,perm,rent,2060,urb,0.17269422
MEA,perm,rent,2060,sub,0.100675689
MEA,perm,rent,2065,rur,0.028657158
MEA,perm,rent,2065,urb,0.17269422
MEA,perm,rent,2065,sub,0.100675689
MEA,perm,rent,2070,rur,0.028657158
MEA,perm,rent,2070,urb,0.17269422
MEA,perm,rent,2070,sub,0.100675689
MEA,perm,rent,2075,rur,0.028657158
MEA,perm,rent,2075,urb,0.17269422
MEA,perm,rent,2075,sub,0.100675689
MEA,perm,rent,2080,rur,0.028657158
MEA,perm,rent,2080,urb,0.17269422
MEA,perm,rent,2080,sub,0.100675689
MEA,perm,rent,2085,rur,0.028657158
MEA,perm,rent,2085,urb,0.17269422
MEA,perm,rent,2085,sub,0.100675689
MEA,perm,rent,2090,rur,0.028657158
MEA,perm,rent,2090,urb,0.17269422
MEA,perm,rent,2090,sub,0.100675689
MEA,perm,rent,2095,rur,0.028657158
MEA,perm,rent,2095,urb,0.17269422
MEA,perm,rent,2095,sub,0.100675689
MEA,perm,rent,2100,rur,0.028657158
MEA,perm,rent,2100,urb,0.17269422
MEA,perm,rent,2100,sub,0.100675689
MEA,sub,own,2015,rur,1.0
MEA,sub,own,2015,urb,1.0
MEA,sub,own,2015,sub,1.0
MEA,sub,own,2020,rur,1.0
MEA,sub,own,2020,urb,1.0
MEA,sub,own,2020,sub,1.0
MEA,sub,own,2025,rur,1.0
MEA,sub,own,2025,urb,1.0
MEA,sub,own,2025,sub,1.0
MEA,sub,own,2030,rur,1.0
MEA,sub,own,2030,urb,1.0
MEA,sub,own,2030,sub,1.0
MEA,sub,own,2035,rur,1.0
MEA,sub,own,2035,urb,1.0
MEA,sub,own,2035,sub,1.0
MEA,sub,own,2040,rur,1.0
MEA,sub,own,2040,urb,1.0
MEA,sub,own,2040,sub,1.0
MEA,sub,own,2045,rur,1.0
MEA,sub,own,2045,urb,1.0
MEA,sub,own,2045,sub,1.0
MEA,sub,own,2050,rur,1.0
MEA,sub,own,2050,urb,1.0
MEA,sub,own,2050,sub,1.0
MEA,sub,own,2055,rur,1.0
MEA,sub,own,2055,urb,1.0
MEA,sub,own,2055,sub,1.0
MEA,sub,own,2060,rur,1.0
MEA,sub,own,2060,urb,1.0
MEA,sub,own,2060,sub,1.0
MEA,sub,own,2065,rur,1.0
MEA,sub,own,2065,urb,1.0
MEA,sub,own,2065,sub,1.0
MEA,sub,own,2070,rur,1.0
MEA,sub,own,2070,urb,1.0
MEA,sub,own,2070,sub,1.0
MEA,sub,own,2075,rur,1.0
MEA,sub,own,2075,urb,1.0
MEA,sub,own,2075,sub,1.0
MEA,sub,own,2080,rur,1.0
MEA,sub,own,2080,urb,1.0
MEA,sub,own,2080,sub,1.0
MEA,sub,own,2085,rur,1.0
MEA,sub,own,2085,urb,1.0
MEA,sub,own,2085,sub,1.0
MEA,sub,own,2090,rur,1.0
MEA,sub,own,2090,urb,1.0
MEA,sub,own,2090,sub,1.0
MEA,sub,own,2095,rur,1.0
MEA,sub,own,2095,urb,1.0
MEA,sub,own,2095,sub,1.0
MEA,sub,own,2100,rur,1.0
MEA,sub,own,2100,urb,1.0
MEA,sub,own,2100,sub,1.0
MEA,sub,rent,2015,rur,0.0
MEA,sub,rent,2015,urb,0.0
MEA,sub,rent,2015,sub,0.0
MEA,sub,rent,2020,rur,0.0
MEA,sub,rent,2020,urb,0.0
MEA,sub,rent,2020,sub,0.0
MEA,sub,rent,2025,rur,0.0
MEA,sub,rent,2025,urb,0.0
MEA,sub,rent,2025,sub,0.0
MEA,sub,rent,2030,rur,0.0
MEA,sub,rent,2030,urb,0.0
MEA,sub,rent,2030,sub,0.0
MEA,sub,rent,2035,rur,0.0
MEA,sub,rent,2035,urb,0.0
MEA,sub,rent,2035,sub,0.0
MEA,sub,rent,2040,rur,0.0
MEA,sub,rent,2040,urb,0.0
MEA,sub,rent,2040,sub,0.0
MEA,sub,rent,2045,rur,0.0
MEA,sub,rent,2045,urb,0.0
MEA,sub,rent,2045,sub,0.0
MEA,sub,rent,2050,rur,0.0
MEA,sub,rent,2050,urb,0.0
MEA,sub,rent,2050,sub,0.0
MEA,sub,rent,2055,rur,0.0
MEA,sub,rent,2055,urb,0.0
MEA,sub,rent,2055,sub,0.0
MEA,sub,rent,2060,rur,0.0
MEA,sub,rent,2060,urb,0.0
MEA,sub,rent,2060,sub,0.0
MEA,sub,rent,2065,rur,0.0
MEA,sub,rent,2065,urb,0.0
MEA,sub,rent,2065,sub,0.0
MEA,sub,rent,2070,rur,0.0
MEA,sub,rent,2070,urb,0.0
MEA,sub,rent,2070,sub,0.0
MEA,sub,rent,2075,rur,0.0
MEA,sub,rent,2075,urb,0.0
MEA,sub,rent,2075,sub,0.0
MEA,sub,rent,2080,rur,0.0
MEA,sub,rent,2080,urb,0.0
MEA,sub,rent,2080,sub,0.0
MEA,sub,rent,2085,rur,0.0
MEA,sub,rent,2085,urb,0.0
MEA,sub,rent,2085,sub,0.0
MEA,sub,rent,2090,rur,0.0
MEA,sub,rent,2090,urb,0.0
MEA,sub,rent,2090,sub,0.0
MEA,sub,rent,2095,rur,0.0
MEA,sub,rent,2095,urb,0.0
MEA,sub,rent,2095,sub,0.0
MEA,sub,rent,2100,rur,0.0
MEA,sub,rent,2100,urb,0.0
MEA,sub,rent,2100,sub,0.0
NAM,perm,own,2015,rur,0.863649771
NAM,perm,own,2015,urb,0.59300102
NAM,perm,own,2015,sub,0.7283253955
NAM,perm,own,2020,rur,0.863649771
NAM,perm,own,2020,urb,0.59300102
NAM,perm,own,2020,sub,0.7283253955
NAM,perm,own,2025,rur,0.863649771
NAM,perm,own,2025,urb,0.59300102
NAM,perm,own,2025,sub,0.7283253955
NAM,perm,own,2030,rur,0.863649771
NAM,perm,own,2030,urb,0.59300102
NAM,perm,own,2030,sub,0.7283253955
NAM,perm,own,2035,rur,0.863649771
NAM,perm,own,2035,urb,0.59300102
NAM,perm,own,2035,sub,0.7283253955
NAM,perm,own,2040,rur,0.863649771
NAM,perm,own,2040,urb,0.59300102
NAM,perm,own,2040,sub,0.7283253955
NAM,perm,own,2045,rur,0.863649771
NAM,perm,own,2045,urb,0.59300102
NAM,perm,own,2045,sub,0.7283253955
NAM,perm,own,2050,rur,0.863649771
NAM,perm,own,2050,urb,0.59300102
NAM,perm,own,2050,sub,0.7283253955
NAM,perm,own,2055,rur,0.863649771
NAM,perm,own,2055,urb,0.59300102
NAM,perm,own,2055,sub,0.7283253955
NAM,perm,own,2060,rur,0.863649771
NAM,perm,own,2060,urb,0.59300102
NAM,perm,own,2060,sub,0.7283253955
NAM,perm,own,2065,rur,0.863649771
NAM,perm,own,2065,urb,0.59300102
NAM,perm,own,2065,sub,0.7283253955
NAM,perm,own,2070,rur,0.863649771
NAM,perm,own,2070,urb,0.59300102
NAM,perm,own,2070,sub,0.7283253955
NAM,perm,own,2075,rur,0.863649771
NAM,perm,own,2075,urb,0.59300102
NAM,perm,own,2075,sub,0.7283253955
NAM,perm,own,2080,rur,0.863649771
NAM,perm,own,2080,urb,0.59300102
NAM,perm,own,2080,sub,0.7283253955
NAM,perm,own,2085,rur,0.863649771
NAM,perm,own,2085,urb,0.59300102
NAM,perm,own,2085,sub,0.7283253955
NAM,perm,own,2090,rur,0.863649771
NAM,perm,own,2090,urb,0.59300102
NAM,perm,own,2090,sub,0.7283253955
NAM,perm,own,2095,rur,0.863649771
NAM,perm,own,2095,urb,0.59300102
NAM,perm,own,2095,sub,0.7283253955
NAM,perm,own,2100,rur,0.863649771
NAM,perm,own,2100,urb,0.59300102
NAM,perm,own,2100,sub,0.7283253955
NAM,perm,rent,2015,rur,0.136350229
NAM,perm,rent,2015,urb,0.40699898
NAM,perm,rent,2015,sub,0.2716746045
NAM,perm,rent,2020,rur,0.136350229
NAM,perm,rent,2020,urb,0.40699898
NAM,perm,rent,2020,sub,0.2716746045
NAM,perm,rent,2025,rur,0.136350229
NAM,perm,rent,2025,urb,0.40699898
NAM,perm,rent,2025,sub,0.2716746045
NAM,perm,rent,2030,rur,0.136350229
NAM,perm,rent,2030,urb,0.40699898
NAM,perm,rent,2030,sub,0.2716746045
NAM,perm,rent,2035,rur,0.136350229
NAM,perm,rent,2035,urb,0.40699898
NAM,perm,rent,2035,sub,0.2716746045
NAM,perm,rent,2040,rur,0.136350229
NAM,perm,rent,2040,urb,0.40699898
NAM,perm,rent,2040,sub,0.2716746045
NAM,perm,rent,2045,rur,0.136350229
NAM,perm,rent,2045,urb,0.40699898
NAM,perm,rent,2045,sub,0.2716746045
NAM,perm,rent,2050,rur,0.136350229
NAM,perm,rent,2050,urb,0.40699898
NAM,perm,rent,2050,sub,0.2716746045
NAM,perm,rent,2055,rur,0.136350229
NAM,perm,rent,2055,urb,0.40699898
NAM,perm,rent,2055,sub,0.2716746045
NAM,perm,rent,2060,rur,0.136350229
NAM,perm,rent,2060,urb,0.40699898
NAM,perm,rent,2060,sub,0.2716746045
NAM,perm,rent,2065,rur,0.136350229
NAM,perm,rent,2065,urb,0.40699898
NAM,perm,rent,2065,sub,0.2716746045
NAM,perm,rent,2070,rur,0.136350229
NAM,perm,rent,2070,urb,0.40699898
NAM,perm,rent,2070,sub,0.2716746045
NAM,perm,rent,2075,rur,0.136350229
NAM,perm,rent,2075,urb,0.40699898
NAM,perm,rent,2075,sub,0.2716746045
NAM,perm,rent,2080,rur,0.136350229
NAM,perm,rent,2080,urb,0.40699898
NAM,perm,rent,2080,sub,0.2716746045
NAM,perm,rent,2085,rur,0.136350229
NAM,perm,rent,2085,urb,0.40699898
NAM,perm,rent,2085,sub,0.2716746045
NAM,perm,rent,2090,rur,0.136350229
NAM,perm,rent,2090,urb,0.40699898
NAM,perm,rent,2090,sub,0.2716746045
NAM,perm,rent,2095,rur,0.136350229
NAM,perm,rent,2095,urb,0.40699898
NAM,perm,rent,2095,sub,0.2716746045
NAM,perm,rent,2100,rur,0.136350229
NAM,perm,rent,2100,urb,0.40699898
NAM,perm,rent,2100,sub,0.2716746045
NAM,sub,own,2015,rur,1.0
NAM,sub,own,2015,urb,1.0
NAM,sub,own,2015,sub,1.0
NAM,sub,own,2020,rur,1.0
NAM,sub,own,2020,urb,1.0
NAM,sub,own,2020,sub,1.0
NAM,sub,own,2025,rur,1.0
NAM,sub,own,2025,urb,1.0
NAM,sub,own,2025,sub,1.0
NAM,sub,own,2030,rur,1.0
NAM,sub,own,2030,urb,1.0
NAM,sub,own,2030,sub,1.0
NAM,sub,own,2035,rur,1.0
NAM,sub,own,2035,urb,1.0
NAM,sub,own,2035,sub,1.0
NAM,sub,own,2040,rur,1.0
NAM,sub,own,2040,urb,1.0
NAM,sub,own,2040,sub,1.0
NAM,sub,own,2045,rur,1.0
NAM,sub,own,2045,urb,1.0
NAM,sub,own,2045,sub,1.0
NAM,sub,own,2050,rur,1.0
NAM,sub,own,2050,urb,1.0
NAM,sub,own,2050,sub,1.0
NAM,sub,own,2055,rur,1.0
NAM,sub,own,2055,urb,1.0
NAM,sub,own,2055,sub,1.0
NAM,sub,own,2060,rur,1.0
NAM,sub,own,2060,urb,1.0
NAM,sub,own,2060,sub,1.0
NAM,sub,own,2065,rur,1.0
NAM,sub,own,2065,urb,1.0
NAM,sub,own,2065,sub,1.0
NAM,sub,own,2070,rur,1.0
NAM,sub,own,2070,urb,1.0
NAM,sub,own,2070,sub,1.0
NAM,sub,own,2075,rur,1.0
NAM,sub,own,2075,urb,1.0
NAM,sub,own,2075,sub,1.0
NAM,sub,own,2080,rur,1.0
NAM,sub,own,2080,urb,1.0
NAM,sub,own,2080,sub,1.0
NAM,sub,own,2085,rur,1.0
NAM,sub,own,2085,urb,1.0
NAM,sub,own,2085,sub,1.0
NAM,sub,own,2090,rur,1.0
NAM,sub,own,2090,urb,1.0
NAM,sub,own,2090,sub,1.0
NAM,sub,own,2095,rur,1.0
NAM,sub,own,2095,urb,1.0
NAM,sub,own,2095,sub,1.0
NAM,sub,own,2100,rur,1.0
NAM,sub,own,2100,urb,1.0
NAM,sub,own,2100,sub,1.0
NAM,sub,rent,2015,rur,0.0
NAM,sub,rent,2015,urb,0.0
NAM,sub,rent,2015,sub,0.0
NAM,sub,rent,2020,rur,0.0
NAM,sub,rent,2020,urb,0.0
NAM,sub,rent,2020,sub,0.0
NAM,sub,rent,2025,rur,0.0
NAM,sub,rent,2025,urb,0.0
NAM,sub,rent,2025,sub,0.0
NAM,sub,rent,2030,rur,0.0
NAM,sub,rent,2030,urb,0.0
NAM,sub,rent,2030,sub,0.0
NAM,sub,rent,2035,rur,0.0
NAM,sub,rent,2035,urb,0.0
NAM,sub,rent,2035,sub,0.0
NAM,sub,rent,2040,rur,0.0
NAM,sub,rent,2040,urb,0.0
NAM,sub,rent,2040,sub,0.0
NAM,sub,rent,2045,rur,0.0
NAM,sub,rent,2045,urb,0.0
NAM,sub,rent,2045,sub,0.0
NAM,sub,rent,2050,rur,0.0
NAM,sub,rent,2050,urb,0.0
NAM,sub,rent,2050,sub,0.0
NAM,sub,rent,2055,rur,0.0
NAM,sub,rent,2055,urb,0.0
NAM,sub,rent,2055,sub,0.0
NAM,sub,rent,2060,rur,0.0
NAM,sub,rent,2060,urb,0.0
NAM,sub,rent,2060,sub,0.0
NAM,sub,rent,2065,rur,0.0
NAM,sub,rent,2065,urb,0.0
NAM,sub,rent,2065,sub,0.0
NAM,sub,rent,2070,rur,0.0
NAM,sub,rent,2070,urb,0.0
NAM,sub,rent,2070,sub,0.0
NAM,sub,rent,2075,rur,0.0
NAM,sub,rent,2075,urb,0.0
NAM,sub,rent,2075,sub,0.0
NAM,sub,rent,2080,rur,0.0
NAM,sub,rent,2080,urb,0.0
NAM,sub,rent,2080,sub,0.0
NAM,sub,rent,2085,rur,0.0
NAM,sub,rent,2085,urb,0.0
NAM,sub,rent,2085,sub,0.0
NAM,sub,rent,2090,rur,0.0
NAM,sub,rent,2090,urb,0.0
NAM,sub,rent,2090,sub,0.0
NAM,sub,rent,2095,rur,0.0
NAM,sub,rent,2095,urb,0.0
NAM,sub,rent,2095,sub,0.0
NAM,sub,rent,2100,rur,0.0
NAM,sub,rent,2100,urb,0.0
NAM,sub,rent,2100,sub,0.0
PAO,perm,own,2015,rur,0.863649771
PAO,perm,own,2015,urb,0.632425356
PAO,perm,own,2015,sub,0.7480375635000001
PAO,perm,own,2020,rur,0.863649771
PAO,perm,own,2020,urb,0.632425356
PAO,perm,own,2020,sub,0.7480375635000001
PAO,perm,own,2025,rur,0.863649771
PAO,perm,own,2025,urb,0.632425356
PAO,perm,own,2025,sub,0.7480375635000001
PAO,perm,own,2030,rur,0.863649771
PAO,perm,own,2030,urb,0.632425356
PAO,perm,own,2030,sub,0.7480375635000001
PAO,perm,own,2035,rur,0.863649771
PAO,perm,own,2035,urb,0.632425356
PAO,perm,own,2035,sub,0.7480375635000001
PAO,perm,own,2040,rur,0.863649771
PAO,perm,own,2040,urb,0.632425356
PAO,perm,own,2040,sub,0.7480375635000001
PAO,perm,own,2045,rur,0.863649771
PAO,perm,own,2045,urb,0.632425356
PAO,perm,own,2045,sub,0.7480375635000001
PAO,perm,own,2050,rur,0.863649771
PAO,perm,own,2050,urb,0.632425356
PAO,perm,own,2050,sub,0.7480375635000001
PAO,perm,own,2055,rur,0.863649771
PAO,perm,own,2055,urb,0.632425356
PAO,perm,own,2055,sub,0.7480375635000001
PAO,perm,own,2060,rur,0.863649771
PAO,perm,own,2060,urb,0.632425356
PAO,perm,own,2060,sub,0.7480375635000001
PAO,perm,own,2065,rur,0.863649771
PAO,perm,own,2065,urb,0.632425356
PAO,perm,own,2065,sub,0.7480375635000001
PAO,perm,own,2070,rur,0.863649771
PAO,perm,own,2070,urb,0.632425356
PAO,perm,own,2070,sub,0.7480375635000001
PAO,perm,own,2075,rur,0.863649771
PAO,perm,own,2075,urb,0.632425356
PAO,perm,own,2075,sub,0.7480375635000001
PAO,perm,own,2080,rur,0.863649771
PAO,perm,own,2080,urb,0.632425356
PAO,perm,own,2080,sub,0.7480375635000001
PAO,perm,own,2085,rur,0.863649771
PAO,perm,own,2085,urb,0.632425356
PAO,perm,own,2085,sub,0.7480375635000001
PAO,perm,own,2090,rur,0.863649771
PAO,perm,own,2090,urb,0.632425356
PAO,perm,own,2090,sub,0.7480375635000001
PAO,perm,own,2095,rur,0.863649771
PAO,perm,own,2095,urb,0.632425356
PAO,perm,own,2095,sub,0.7480375635000001
PAO,perm,own,2100,rur,0.863649771
PAO,perm,own,2100,urb,0.632425356
PAO,perm,own,2100,sub,0.7480375635000001
PAO,perm,rent,2015,rur,0.136350229
PAO,perm,rent,2015,urb,0.367574644
PAO,perm,rent,2015,sub,0.2519624365
PAO,perm,rent,2020,rur,0.136350229
PAO,perm,rent,2020,urb,0.367574644
PAO,perm,rent,2020,sub,0.2519624365
PAO,perm,rent,2025,rur,0.136350229
PAO,perm,rent,2025,urb,0.367574644
PAO,perm,rent,2025,sub,0.2519624365
PAO,perm,rent,2030,rur,0.136350229
PAO,perm,rent,2030,urb,0.367574644
PAO,perm,rent,2030,sub,0.2519624365
PAO,perm,rent,2035,rur,0.136350229
PAO,perm,rent,2035,urb,0.367574644
PAO,perm,rent,2035,sub,0.2519624365
PAO,perm,rent,2040,rur,0.136350229
PAO,perm,rent,2040,urb,0.367574644
PAO,perm,rent,2040,sub,0.2519624365
PAO,perm,rent,2045,rur,0.136350229
PAO,perm,rent,2045,urb,0.367574644
PAO,perm,rent,2045,sub,0.2519624365
PAO,perm,rent,2050,rur,0.136350229
PAO,perm,rent,2050,urb,0.367574644
PAO,perm,rent,2050,sub,0.2519624365
PAO,perm,rent,2055,rur,0.136350229
PAO,perm,rent,2055,urb,0.367574644
PAO,perm,rent,2055,sub,0.2519624365
PAO,perm,rent,2060,rur,0.136350229
PAO,perm,rent,2060,urb,0.367574644
PAO,perm,rent,2060,sub,0.2519624365
PAO,perm,rent,2065,rur,0.136350229
PAO,perm,rent,2065,urb,0.367574644
PAO,perm,rent,2065,sub,0.2519624365
PAO,perm,rent,2070,rur,0.136350229
PAO,perm,rent,2070,urb,0.367574644
PAO,perm,rent,2070,sub,0.2519624365
PAO,perm,rent,2075,rur,0.136350229
PAO,perm,rent,2075,urb,0.367574644
PAO,perm,rent,2075,sub,0.2519624365
PAO,perm,rent,2080,rur,0.136350229
PAO,perm,rent,2080,urb,0.367574644
PAO,perm,rent,2080,sub,0.2519624365
PAO,perm,rent,2085,rur,0.136350229
PAO,perm,rent,2085,urb,0.367574644
PAO,perm,rent,2085,sub,0.2519624365
PAO,perm,rent,2090,rur,0.136350229
PAO,perm,rent,2090,urb,0.367574644
PAO,perm,rent,2090,sub,0.2519624365
PAO,perm,rent,2095,rur,0.136350229
PAO,perm,rent,2095,urb,0.367574644
PAO,perm,rent,2095,sub,0.2519624365
PAO,perm,rent,2100,rur,0.136350229
PAO,perm,rent,2100,urb,0.367574644
PAO,perm,rent,2100,sub,0.2519624365
PAO,sub,own,2015,rur,1.0
PAO,sub,own,2015,urb,1.0
PAO,sub,own,2015,sub,1.0
PAO,sub,own,2020,rur,1.0
PAO,sub,own,2020,urb,1.0
PAO,sub,own,2020,sub,1.0
PAO,sub,own,2025,rur,1.0
PAO,sub,own,2025,urb,1.0
PAO,sub,own,2025,sub,1.0
PAO,sub,own,2030,rur,1.0
PAO,sub,own,2030,urb,1.0
PAO,sub,own,2030,sub,1.0
PAO,sub,own,2035,rur,1.0
PAO,sub,own,2035,urb,1.0
PAO,sub,own,2035,sub,1.0
PAO,sub,own,2040,rur,1.0
PAO,sub,own,2040,urb,1.0
PAO,sub,own,2040,sub,1.0
