region_bld,arch,eneff,value
C-EEU-LTU,mfh,sr11_std,1.0
C-EEU-LTU,mfh,sr12_low,1.0
C-EEU-LTU,mfh,sr21_std,1.0
C-EEU-LTU,mfh,sr22_low,1.0
C-EEU-LTU,mfh,sr31_std,1.0
C-EEU-LTU,mfh,sr32_low,1.0
C-EEU-LTU,sfh,s1,1.0
C-EEU-LTU,sfh,s2,1.0
C-EEU-LTU,sfh,s3,1.0
C-EEU-LTU,sfh,s51_std,1.0
C-EEU-LTU,sfh,s52_low,1.0
C-EEU-LTU,sfh,sr11_std,1.0
C-EEU-LTU,sfh,sr12_low,1.0
C-EEU-LTU,sfh,sr21_std,1.0
C-EEU-LTU,sfh,sr22_low,1.0
C-EEU-LTU,sfh,sr31_std,1.0
C-EEU-LTU,sfh,sr32_low,1.0
C-EEU-LVA,inf,ns,1.0
C-EEU-LVA,mfh,s1,1.0
C-EEU-LVA,mfh,s2,1.0
C-EEU-LVA,mfh,s3,1.0
C-EEU-LVA,mfh,s51_std,1.0
C-EEU-LVA,mfh,s52_low,1.0
C-EEU-LVA,mfh,sr11_std,1.0
C-EEU-LVA,mfh,sr12_low,1.0
C-EEU-LVA,mfh,sr21_std,1.0
C-EEU-LVA,mfh,sr22_low,1.0
C-EEU-LVA,mfh,sr31_std,1.0
C-EEU-LVA,mfh,sr32_low,1.0
C-EEU-LVA,sfh,s1,1.0
C-EEU-LVA,sfh,s2,1.0
C-EEU-LVA,sfh,s3,1.0
C-EEU-LVA,sfh,s51_std,1.0
C-EEU-LVA,sfh,s52_low,1.0
C-EEU-LVA,sfh,sr11_std,1.0
C-EEU-LVA,sfh,sr12_low,1.0
C-EEU-LVA,sfh,sr21_std,1.0
C-EEU-LVA,sfh,sr22_low,1.0
C-EEU-LVA,sfh,sr31_std,1.0
C-EEU-LVA,sfh,sr32_low,1.0
C-EEU-POL,inf,ns,1.0
C-EEU-POL,mfh,s1,1.0
C-EEU-POL,mfh,s2,1.0
C-EEU-POL,mfh,s3,1.0
C-EEU-POL,mfh,s51_std,1.0
C-EEU-POL,mfh,s52_low,1.0
C-EEU-POL,mfh,sr11_std,1.0
C-EEU-POL,mfh,sr12_low,1.0
C-EEU-POL,mfh,sr21_std,1.0
C-EEU-POL,mfh,sr22_low,1.0
C-EEU-POL,mfh,sr31_std,1.0
C-EEU-POL,mfh,sr32_low,1.0
C-EEU-POL,sfh,s1,1.0
C-EEU-POL,sfh,s2,1.0
C-EEU-POL,sfh,s3,1.0
C-EEU-POL,sfh,s51_std,1.0
C-EEU-POL,sfh,s52_low,1.0
C-EEU-POL,sfh,sr11_std,1.0
C-EEU-POL,sfh,sr12_low,1.0
C-EEU-POL,sfh,sr21_std,1.0
C-EEU-POL,sfh,sr22_low,1.0
C-EEU-POL,sfh,sr31_std,1.0
C-EEU-POL,sfh,sr32_low,1.0
C-EEU-ROU,inf,ns,1.0
C-EEU-ROU,mfh,s1,1.0
C-EEU-ROU,mfh,s2,1.0
C-EEU-ROU,mfh,s3,1.0
