region_bld,clim,urt,inc_cl,mat,year,region_nuts,value
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,sub,2015,C-WEU-BEL-BE212,0.0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,sub,2015,C-WEU-BEL-BE212,0.0
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,sub,2015,C-WEU-BEL-BE213,0.0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,sub,2015,C-WEU-BEL-BE213,0.0
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,sub,2015,C-WEU-BEL-BE223,0.0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,sub,2015,C-WEU-BEL-BE223,0.0
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,sub,2015,C-WEU-BEL-BE224,0.0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,sub,2015,C-WEU-BEL-BE224,0.0
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,sub,2015,C-WEU-BEL-BE225,0.0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,sub,2015,C-WEU-BEL-BE225,0.0
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,sub,2015,C-WEU-BEL-BE231,0.0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,sub,2015,C-WEU-BEL-BE231,0.0
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,sub,2015,C-WEU-BEL-BE232,0.0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,sub,2015,C-WEU-BEL-BE232,0.0
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,sub,2015,C-WEU-BEL-BE233,0.0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,sub,2015,C-WEU-BEL-BE233,0.0
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,sub,2015,C-WEU-BEL-BE234,0.0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,sub,2015,C-WEU-BEL-BE234,0.0
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,sub,2015,C-WEU-BEL-BE235,0.0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,sub,2015,C-WEU-BEL-BE235,0.0
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,sub,2015,C-WEU-BEL-BE236,0.0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,sub,2015,C-WEU-BEL-BE236,0.0
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,sub,2015,C-WEU-BEL-BE241,0.0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,sub,2015,C-WEU-BEL-BE241,0.0
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,sub,2015,C-WEU-BEL-BE242,0.0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,sub,2015,C-WEU-BEL-BE242,0.0
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,sub,2015,C-WEU-BEL-BE251,0.0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q1,sub,2015,C-WEU-BEL-BE251,0.0
C-WEU-BEL,Zone_4A Mixed Humid,rur,q1,sub,2015,C-WEU-BEL-BE252,0.0
