region_bld,clim,inc_cl,year,urt,value
C-EEU-POL,Zone_5A Cool Humid,q2,2025,urb,0.2258795
C-EEU-POL,Zone_5A Cool Humid,q2,2030,rur,0.169857
C-EEU-POL,Zone_5A Cool Humid,q2,2030,sub,0.199788
C-EEU-POL,Zone_5A Cool Humid,q2,2030,urb,0.22971899999999998
C-EEU-POL,Zone_5A Cool Humid,q2,2035,rur,0.18830719999999998
C-EEU-POL,Zone_5A Cool Humid,q2,2035,sub,0.20973375
C-EEU-POL,Zone_5A Cool Humid,q2,2035,urb,0.23116029999999999
C-EEU-POL,Zone_5A Cool Humid,q2,2040,rur,0.2059325
C-EEU-POL,Zone_5A Cool Humid,q2,2040,sub,0.21889075
C-EEU-POL,Zone_5A Cool Humid,q2,2040,urb,0.231849
C-EEU-POL,Zone_5A Cool Humid,q2,2045,rur,0.21586239999999998
C-EEU-POL,Zone_5A Cool Humid,q2,2045,sub,0.2239662
C-EEU-POL,Zone_5A Cool Humid,q2,2045,urb,0.23207000000000003
C-EEU-POL,Zone_5A Cool Humid,q2,2050,rur,0.22153580000000003
C-EEU-POL,Zone_5A Cool Humid,q2,2050,sub,0.22684675
C-EEU-POL,Zone_5A Cool Humid,q2,2050,urb,0.2321577
C-EEU-POL,Zone_5A Cool Humid,q2,2055,rur,0.2252649
C-EEU-POL,Zone_5A Cool Humid,q2,2055,sub,0.22872440000000002
C-EEU-POL,Zone_5A Cool Humid,q2,2055,urb,0.2321839
C-EEU-POL,Zone_5A Cool Humid,q2,2060,rur,0.2277875
C-EEU-POL,Zone_5A Cool Humid,q2,2060,sub,0.22999520000000004
C-EEU-POL,Zone_5A Cool Humid,q2,2060,urb,0.2322029
C-EEU-POL,Zone_5A Cool Humid,q2,2065,rur,0.2296753
C-EEU-POL,Zone_5A Cool Humid,q2,2065,sub,0.2309435
C-EEU-POL,Zone_5A Cool Humid,q2,2065,urb,0.2322117
C-EEU-POL,Zone_5A Cool Humid,q2,2070,rur,0.2309201
C-EEU-POL,Zone_5A Cool Humid,q2,2070,sub,0.23156715
C-EEU-POL,Zone_5A Cool Humid,q2,2070,urb,0.2322142
C-EEU-POL,Zone_5A Cool Humid,q2,2075,rur,0.231512
C-EEU-POL,Zone_5A Cool Humid,q2,2075,sub,0.23186345
C-EEU-POL,Zone_5A Cool Humid,q2,2075,urb,0.2322149
C-EEU-POL,Zone_5A Cool Humid,q2,2080,rur,0.2319262
C-EEU-POL,Zone_5A Cool Humid,q2,2080,sub,0.23207065
C-EEU-POL,Zone_5A Cool Humid,q2,2080,urb,0.2322151
C-EEU-POL,Zone_5A Cool Humid,q2,2085,rur,0.2320512
C-EEU-POL,Zone_5A Cool Humid,q2,2085,sub,0.2321332
C-EEU-POL,Zone_5A Cool Humid,q2,2085,urb,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q2,2090,rur,0.23212719999999998
C-EEU-POL,Zone_5A Cool Humid,q2,2090,sub,0.2321712
C-EEU-POL,Zone_5A Cool Humid,q2,2090,urb,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q2,2095,rur,0.2321747
C-EEU-POL,Zone_5A Cool Humid,q2,2095,sub,0.23219495
C-EEU-POL,Zone_5A Cool Humid,q2,2095,urb,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q2,2100,rur,0.232199
C-EEU-POL,Zone_5A Cool Humid,q2,2100,sub,0.2322071
C-EEU-POL,Zone_5A Cool Humid,q2,2100,urb,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2015,rur,0.2213834
C-EEU-POL,Zone_5A Cool Humid,q3,2015,sub,0.22676795
C-EEU-POL,Zone_5A Cool Humid,q3,2015,urb,0.2321525
C-EEU-POL,Zone_5A Cool Humid,q3,2020,rur,0.2286169
C-EEU-POL,Zone_5A Cool Humid,q3,2020,sub,0.2304131
C-EEU-POL,Zone_5A Cool Humid,q3,2020,urb,0.23220930000000004
C-EEU-POL,Zone_5A Cool Humid,q3,2025,rur,0.2311411
C-EEU-POL,Zone_5A Cool Humid,q3,2025,sub,0.23167775
C-EEU-POL,Zone_5A Cool Humid,q3,2025,urb,0.23221440000000002
C-EEU-POL,Zone_5A Cool Humid,q3,2030,rur,0.231985
C-EEU-POL,Zone_5A Cool Humid,q3,2030,sub,0.23210005
C-EEU-POL,Zone_5A Cool Humid,q3,2030,urb,0.23221509999999998
C-EEU-POL,Zone_5A Cool Humid,q3,2035,rur,0.23213809999999996
C-EEU-POL,Zone_5A Cool Humid,q3,2035,sub,0.23217665
C-EEU-POL,Zone_5A Cool Humid,q3,2035,urb,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2040,rur,0.2321886
C-EEU-POL,Zone_5A Cool Humid,q3,2040,sub,0.2322019
C-EEU-POL,Zone_5A Cool Humid,q3,2040,urb,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2045,rur,0.23220769999999996
C-EEU-POL,Zone_5A Cool Humid,q3,2045,sub,0.23221145
C-EEU-POL,Zone_5A Cool Humid,q3,2045,urb,0.23221520000000004
C-EEU-POL,Zone_5A Cool Humid,q3,2050,rur,0.23221270000000002
C-EEU-POL,Zone_5A Cool Humid,q3,2050,sub,0.23221395
C-EEU-POL,Zone_5A Cool Humid,q3,2050,urb,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2055,rur,0.232214
C-EEU-POL,Zone_5A Cool Humid,q3,2055,sub,0.23221460000000002
C-EEU-POL,Zone_5A Cool Humid,q3,2055,urb,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2060,rur,0.2322149
C-EEU-POL,Zone_5A Cool Humid,q3,2060,sub,0.23221505000000003
C-EEU-POL,Zone_5A Cool Humid,q3,2060,urb,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2065,rur,0.2322151
C-EEU-POL,Zone_5A Cool Humid,q3,2065,sub,0.23221515
C-EEU-POL,Zone_5A Cool Humid,q3,2065,urb,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2070,rur,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2070,sub,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2070,urb,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2075,rur,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2075,sub,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2075,urb,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2080,rur,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2080,sub,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2080,urb,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2085,rur,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2085,sub,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2085,urb,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2090,rur,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2090,sub,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2090,urb,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2095,rur,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2095,sub,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2095,urb,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2100,rur,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2100,sub,0.2322152
C-EEU-POL,Zone_5A Cool Humid,q3,2100,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q1,2015,rur,0.02045132
C-EEU-POL,Zone_6A Cold Humid,q1,2015,sub,0.03652986
C-EEU-POL,Zone_6A Cold Humid,q1,2015,urb,0.05260841
C-EEU-POL,Zone_6A Cold Humid,q1,2020,rur,0.026230990000000003
C-EEU-POL,Zone_6A Cold Humid,q1,2020,sub,0.04950473999999999
C-EEU-POL,Zone_6A Cold Humid,q1,2020,urb,0.07277849
C-EEU-POL,Zone_6A Cold Humid,q1,2025,rur,0.03329654
C-EEU-POL,Zone_6A Cold Humid,q1,2025,sub,0.06665782
C-EEU-POL,Zone_6A Cold Humid,q1,2025,urb,0.1000191
C-EEU-POL,Zone_6A Cold Humid,q1,2030,rur,0.04170991
C-EEU-POL,Zone_6A Cold Humid,q1,2030,sub,0.0834531
C-EEU-POL,Zone_6A Cold Humid,q1,2030,urb,0.1251963
C-EEU-POL,Zone_6A Cold Humid,q1,2035,rur,0.050003439999999996
C-EEU-POL,Zone_6A Cold Humid,q1,2035,sub,0.10101402
C-EEU-POL,Zone_6A Cold Humid,q1,2035,urb,0.1520246
C-EEU-POL,Zone_6A Cold Humid,q1,2040,rur,0.06338972000000001
C-EEU-POL,Zone_6A Cold Humid,q1,2040,sub,0.11845796
C-EEU-POL,Zone_6A Cold Humid,q1,2040,urb,0.1735262
C-EEU-POL,Zone_6A Cold Humid,q1,2045,rur,0.07454947
C-EEU-POL,Zone_6A Cold Humid,q1,2045,sub,0.13356259
C-EEU-POL,Zone_6A Cold Humid,q1,2045,urb,0.1925757
C-EEU-POL,Zone_6A Cold Humid,q1,2050,rur,0.08758774999999999
C-EEU-POL,Zone_6A Cold Humid,q1,2050,sub,0.14576882000000002
C-EEU-POL,Zone_6A Cold Humid,q1,2050,urb,0.2039499
C-EEU-POL,Zone_6A Cold Humid,q1,2055,rur,0.1008841
C-EEU-POL,Zone_6A Cold Humid,q1,2055,sub,0.15584135000000002
C-EEU-POL,Zone_6A Cold Humid,q1,2055,urb,0.2107986
C-EEU-POL,Zone_6A Cold Humid,q1,2060,rur,0.11149749999999999
C-EEU-POL,Zone_6A Cold Humid,q1,2060,sub,0.1649003
C-EEU-POL,Zone_6A Cold Humid,q1,2060,urb,0.2183031
C-EEU-POL,Zone_6A Cold Humid,q1,2065,rur,0.1321196
C-EEU-POL,Zone_6A Cold Humid,q1,2065,sub,0.17838095000000004
C-EEU-POL,Zone_6A Cold Humid,q1,2065,urb,0.2246423
C-EEU-POL,Zone_6A Cold Humid,q1,2070,rur,0.1533191
C-EEU-POL,Zone_6A Cold Humid,q1,2070,sub,0.1906538
C-EEU-POL,Zone_6A Cold Humid,q1,2070,urb,0.2279885
C-EEU-POL,Zone_6A Cold Humid,q1,2075,rur,0.1704069
C-EEU-POL,Zone_6A Cold Humid,q1,2075,sub,0.20010034999999998
C-EEU-POL,Zone_6A Cold Humid,q1,2075,urb,0.2297938
C-EEU-POL,Zone_6A Cold Humid,q1,2080,rur,0.18646480000000004
C-EEU-POL,Zone_6A Cold Humid,q1,2080,sub,0.2087798
C-EEU-POL,Zone_6A Cold Humid,q1,2080,urb,0.2310948
C-EEU-POL,Zone_6A Cold Humid,q1,2085,rur,0.1978668
C-EEU-POL,Zone_6A Cold Humid,q1,2085,sub,0.2147802
C-EEU-POL,Zone_6A Cold Humid,q1,2085,urb,0.2316936
C-EEU-POL,Zone_6A Cold Humid,q1,2090,rur,0.207998
C-EEU-POL,Zone_6A Cold Humid,q1,2090,sub,0.2199555
C-EEU-POL,Zone_6A Cold Humid,q1,2090,urb,0.231913
C-EEU-POL,Zone_6A Cold Humid,q1,2095,rur,0.2166822
C-EEU-POL,Zone_6A Cold Humid,q1,2095,sub,0.22437704999999997
C-EEU-POL,Zone_6A Cold Humid,q1,2095,urb,0.2320719
C-EEU-POL,Zone_6A Cold Humid,q1,2100,rur,0.2220646
C-EEU-POL,Zone_6A Cold Humid,q1,2100,sub,0.22710900000000003
C-EEU-POL,Zone_6A Cold Humid,q1,2100,urb,0.2321534
C-EEU-POL,Zone_6A Cold Humid,q2,2015,rur,0.07692543
C-EEU-POL,Zone_6A Cold Humid,q2,2015,sub,0.13454976
C-EEU-POL,Zone_6A Cold Humid,q2,2015,urb,0.1921741
C-EEU-POL,Zone_6A Cold Humid,q2,2020,rur,0.1078344
C-EEU-POL,Zone_6A Cold Humid,q2,2020,sub,0.1613266
C-EEU-POL,Zone_6A Cold Humid,q2,2020,urb,0.2148188
C-EEU-POL,Zone_6A Cold Humid,q2,2025,rur,0.14032260000000002
C-EEU-POL,Zone_6A Cold Humid,q2,2025,sub,0.18310105
C-EEU-POL,Zone_6A Cold Humid,q2,2025,urb,0.2258795
C-EEU-POL,Zone_6A Cold Humid,q2,2030,rur,0.16985700000000004
C-EEU-POL,Zone_6A Cold Humid,q2,2030,sub,0.199788
C-EEU-POL,Zone_6A Cold Humid,q2,2030,urb,0.229719
C-EEU-POL,Zone_6A Cold Humid,q2,2035,rur,0.1883072
C-EEU-POL,Zone_6A Cold Humid,q2,2035,sub,0.20973375
C-EEU-POL,Zone_6A Cold Humid,q2,2035,urb,0.2311603
C-EEU-POL,Zone_6A Cold Humid,q2,2040,rur,0.20593250000000002
C-EEU-POL,Zone_6A Cold Humid,q2,2040,sub,0.21889075
C-EEU-POL,Zone_6A Cold Humid,q2,2040,urb,0.231849
C-EEU-POL,Zone_6A Cold Humid,q2,2045,rur,0.2158624
C-EEU-POL,Zone_6A Cold Humid,q2,2045,sub,0.22396619999999998
C-EEU-POL,Zone_6A Cold Humid,q2,2045,urb,0.23207
C-EEU-POL,Zone_6A Cold Humid,q2,2050,rur,0.2215358
C-EEU-POL,Zone_6A Cold Humid,q2,2050,sub,0.22684675000000004
C-EEU-POL,Zone_6A Cold Humid,q2,2050,urb,0.2321577
C-EEU-POL,Zone_6A Cold Humid,q2,2055,rur,0.2252649
C-EEU-POL,Zone_6A Cold Humid,q2,2055,sub,0.2287244
C-EEU-POL,Zone_6A Cold Humid,q2,2055,urb,0.2321839
C-EEU-POL,Zone_6A Cold Humid,q2,2060,rur,0.22778749999999998
C-EEU-POL,Zone_6A Cold Humid,q2,2060,sub,0.2299952
C-EEU-POL,Zone_6A Cold Humid,q2,2060,urb,0.2322029
C-EEU-POL,Zone_6A Cold Humid,q2,2065,rur,0.2296753
C-EEU-POL,Zone_6A Cold Humid,q2,2065,sub,0.23094350000000002
C-EEU-POL,Zone_6A Cold Humid,q2,2065,urb,0.2322117
C-EEU-POL,Zone_6A Cold Humid,q2,2070,rur,0.2309201
C-EEU-POL,Zone_6A Cold Humid,q2,2070,sub,0.23156715
C-EEU-POL,Zone_6A Cold Humid,q2,2070,urb,0.2322142
C-EEU-POL,Zone_6A Cold Humid,q2,2075,rur,0.231512
C-EEU-POL,Zone_6A Cold Humid,q2,2075,sub,0.23186344999999997
C-EEU-POL,Zone_6A Cold Humid,q2,2075,urb,0.2322149
C-EEU-POL,Zone_6A Cold Humid,q2,2080,rur,0.23192620000000003
C-EEU-POL,Zone_6A Cold Humid,q2,2080,sub,0.23207065
C-EEU-POL,Zone_6A Cold Humid,q2,2080,urb,0.2322151
C-EEU-POL,Zone_6A Cold Humid,q2,2085,rur,0.2320512
C-EEU-POL,Zone_6A Cold Humid,q2,2085,sub,0.23213320000000004
C-EEU-POL,Zone_6A Cold Humid,q2,2085,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q2,2090,rur,0.2321272
C-EEU-POL,Zone_6A Cold Humid,q2,2090,sub,0.23217120000000002
C-EEU-POL,Zone_6A Cold Humid,q2,2090,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q2,2095,rur,0.2321747
C-EEU-POL,Zone_6A Cold Humid,q2,2095,sub,0.23219495
C-EEU-POL,Zone_6A Cold Humid,q2,2095,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q2,2100,rur,0.232199
C-EEU-POL,Zone_6A Cold Humid,q2,2100,sub,0.23220710000000003
C-EEU-POL,Zone_6A Cold Humid,q2,2100,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2015,rur,0.2213834
C-EEU-POL,Zone_6A Cold Humid,q3,2015,sub,0.22676794999999997
C-EEU-POL,Zone_6A Cold Humid,q3,2015,urb,0.2321525
C-EEU-POL,Zone_6A Cold Humid,q3,2020,rur,0.2286169
C-EEU-POL,Zone_6A Cold Humid,q3,2020,sub,0.23041309999999998
C-EEU-POL,Zone_6A Cold Humid,q3,2020,urb,0.2322093
C-EEU-POL,Zone_6A Cold Humid,q3,2025,rur,0.2311411
C-EEU-POL,Zone_6A Cold Humid,q3,2025,sub,0.23167775000000002
C-EEU-POL,Zone_6A Cold Humid,q3,2025,urb,0.2322144
C-EEU-POL,Zone_6A Cold Humid,q3,2030,rur,0.231985
C-EEU-POL,Zone_6A Cold Humid,q3,2030,sub,0.23210005000000003
C-EEU-POL,Zone_6A Cold Humid,q3,2030,urb,0.2322151
C-EEU-POL,Zone_6A Cold Humid,q3,2035,rur,0.23213809999999996
C-EEU-POL,Zone_6A Cold Humid,q3,2035,sub,0.23217665
C-EEU-POL,Zone_6A Cold Humid,q3,2035,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2040,rur,0.23218860000000002
C-EEU-POL,Zone_6A Cold Humid,q3,2040,sub,0.23220190000000002
C-EEU-POL,Zone_6A Cold Humid,q3,2040,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2045,rur,0.23220770000000002
C-EEU-POL,Zone_6A Cold Humid,q3,2045,sub,0.23221145
C-EEU-POL,Zone_6A Cold Humid,q3,2045,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2050,rur,0.23221269999999997
C-EEU-POL,Zone_6A Cold Humid,q3,2050,sub,0.23221395
C-EEU-POL,Zone_6A Cold Humid,q3,2050,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2055,rur,0.23221400000000003
C-EEU-POL,Zone_6A Cold Humid,q3,2055,sub,0.2322146
C-EEU-POL,Zone_6A Cold Humid,q3,2055,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2060,rur,0.23221489999999997
C-EEU-POL,Zone_6A Cold Humid,q3,2060,sub,0.23221505
C-EEU-POL,Zone_6A Cold Humid,q3,2060,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2065,rur,0.2322151
C-EEU-POL,Zone_6A Cold Humid,q3,2065,sub,0.23221515
C-EEU-POL,Zone_6A Cold Humid,q3,2065,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2070,rur,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2070,sub,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2070,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2075,rur,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2075,sub,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2075,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2080,rur,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2080,sub,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2080,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2085,rur,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2085,sub,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2085,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2090,rur,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2090,sub,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2090,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2095,rur,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2095,sub,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2095,urb,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2100,rur,0.2322152
C-EEU-POL,Zone_6A Cold Humid,q3,2100,sub,0.23221520000000004
C-EEU-POL,Zone_6A Cold Humid,q3,2100,urb,0.2322152
C-EEU-ROU,Zone_4A Mixed Humid,q1,2015,rur,0.0290231
C-EEU-ROU,Zone_4A Mixed Humid,q1,2015,sub,0.04335317999999999
C-EEU-ROU,Zone_4A Mixed Humid,q1,2015,urb,0.057683250000000005
C-EEU-ROU,Zone_4A Mixed Humid,q1,2020,rur,0.03555849
C-EEU-ROU,Zone_4A Mixed Humid,q1,2020,sub,0.05806346
C-EEU-ROU,Zone_4A Mixed Humid,q1,2020,urb,0.08056843
C-EEU-ROU,Zone_4A Mixed Humid,q1,2025,rur,0.04556457999999999
C-EEU-ROU,Zone_4A Mixed Humid,q1,2025,sub,0.08362989000000001
C-EEU-ROU,Zone_4A Mixed Humid,q1,2025,urb,0.1216952
C-EEU-ROU,Zone_4A Mixed Humid,q1,2030,rur,0.05783552
C-EEU-ROU,Zone_4A Mixed Humid,q1,2030,sub,0.11070341
C-EEU-ROU,Zone_4A Mixed Humid,q1,2030,urb,0.16357130000000003
C-EEU-ROU,Zone_4A Mixed Humid,q1,2035,rur,0.07180387
C-EEU-ROU,Zone_4A Mixed Humid,q1,2035,sub,0.14856358
C-EEU-ROU,Zone_4A Mixed Humid,q1,2035,urb,0.2253233
C-EEU-ROU,Zone_4A Mixed Humid,q1,2040,rur,0.09038790000000001
C-EEU-ROU,Zone_4A Mixed Humid,q1,2040,sub,0.17979515
C-EEU-ROU,Zone_4A Mixed Humid,q1,2040,urb,0.2692024
C-EEU-ROU,Zone_4A Mixed Humid,q1,2045,rur,0.11295939999999999
C-EEU-ROU,Zone_4A Mixed Humid,q1,2045,sub,0.2229232
C-EEU-ROU,Zone_4A Mixed Humid,q1,2045,urb,0.332887
C-EEU-ROU,Zone_4A Mixed Humid,q1,2050,rur,0.1365775
C-EEU-ROU,Zone_4A Mixed Humid,q1,2050,sub,0.26013425
C-EEU-ROU,Zone_4A Mixed Humid,q1,2050,urb,0.383691
C-EEU-ROU,Zone_4A Mixed Humid,q1,2055,rur,0.170038
C-EEU-ROU,Zone_4A Mixed Humid,q1,2055,sub,0.2988594
C-EEU-ROU,Zone_4A Mixed Humid,q1,2055,urb,0.4276808000000001
C-EEU-ROU,Zone_4A Mixed Humid,q1,2060,rur,0.2120616
C-EEU-ROU,Zone_4A Mixed Humid,q1,2060,sub,0.33793385000000004
C-EEU-ROU,Zone_4A Mixed Humid,q1,2060,urb,0.4638061
C-EEU-ROU,Zone_4A Mixed Humid,q1,2065,rur,0.257141
C-EEU-ROU,Zone_4A Mixed Humid,q1,2065,sub,0.37217649999999997
C-EEU-ROU,Zone_4A Mixed Humid,q1,2065,urb,0.487212
C-EEU-ROU,Zone_4A Mixed Humid,q1,2070,rur,0.30659
C-EEU-ROU,Zone_4A Mixed Humid,q1,2070,sub,0.4047362
C-EEU-ROU,Zone_4A Mixed Humid,q1,2070,urb,0.5028824
C-EEU-ROU,Zone_4A Mixed Humid,q1,2075,rur,0.3606493
C-EEU-ROU,Zone_4A Mixed Humid,q1,2075,sub,0.43498795
C-EEU-ROU,Zone_4A Mixed Humid,q1,2075,urb,0.5093266
C-EEU-ROU,Zone_4A Mixed Humid,q1,2080,rur,0.4046296
C-EEU-ROU,Zone_4A Mixed Humid,q1,2080,sub,0.45930555
C-EEU-ROU,Zone_4A Mixed Humid,q1,2080,urb,0.5139815
C-EEU-ROU,Zone_4A Mixed Humid,q1,2085,rur,0.4377164
C-EEU-ROU,Zone_4A Mixed Humid,q1,2085,sub,0.4766872
C-EEU-ROU,Zone_4A Mixed Humid,q1,2085,urb,0.515658
C-EEU-ROU,Zone_4A Mixed Humid,q1,2090,rur,0.4672933
C-EEU-ROU,Zone_4A Mixed Humid,q1,2090,sub,0.4919274
C-EEU-ROU,Zone_4A Mixed Humid,q1,2090,urb,0.5165615
C-EEU-ROU,Zone_4A Mixed Humid,q1,2095,rur,0.4853645999999999
C-EEU-ROU,Zone_4A Mixed Humid,q1,2095,sub,0.5011068
C-EEU-ROU,Zone_4A Mixed Humid,q1,2095,urb,0.5168489999999999
C-EEU-ROU,Zone_4A Mixed Humid,q1,2100,rur,0.49849789999999994
C-EEU-ROU,Zone_4A Mixed Humid,q1,2100,sub,0.50774995
C-EEU-ROU,Zone_4A Mixed Humid,q1,2100,urb,0.517002
C-EEU-ROU,Zone_4A Mixed Humid,q2,2015,rur,0.06003735
C-EEU-ROU,Zone_4A Mixed Humid,q2,2015,sub,0.11245403
C-EEU-ROU,Zone_4A Mixed Humid,q2,2015,urb,0.16487070000000004
C-EEU-ROU,Zone_4A Mixed Humid,q2,2020,rur,0.08394891
C-EEU-ROU,Zone_4A Mixed Humid,q2,2020,sub,0.16594106
C-EEU-ROU,Zone_4A Mixed Humid,q2,2020,urb,0.24793319999999996
C-EEU-ROU,Zone_4A Mixed Humid,q2,2025,rur,0.1190072
C-EEU-ROU,Zone_4A Mixed Humid,q2,2025,sub,0.23287305
C-EEU-ROU,Zone_4A Mixed Humid,q2,2025,urb,0.3467389
C-EEU-ROU,Zone_4A Mixed Humid,q2,2030,rur,0.1651982
C-EEU-ROU,Zone_4A Mixed Humid,q2,2030,sub,0.29096795
C-EEU-ROU,Zone_4A Mixed Humid,q2,2030,urb,0.41673770000000004
C-EEU-ROU,Zone_4A Mixed Humid,q2,2035,rur,0.214421
C-EEU-ROU,Zone_4A Mixed Humid,q2,2035,sub,0.3411862
C-EEU-ROU,Zone_4A Mixed Humid,q2,2035,urb,0.4679514000000001
C-EEU-ROU,Zone_4A Mixed Humid,q2,2040,rur,0.2679827
C-EEU-ROU,Zone_4A Mixed Humid,q2,2040,sub,0.3790904
C-EEU-ROU,Zone_4A Mixed Humid,q2,2040,urb,0.49019809999999997
C-EEU-ROU,Zone_4A Mixed Humid,q2,2045,rur,0.3227827999999999
C-EEU-ROU,Zone_4A Mixed Humid,q2,2045,sub,0.413624
C-EEU-ROU,Zone_4A Mixed Humid,q2,2045,urb,0.5044652
C-EEU-ROU,Zone_4A Mixed Humid,q2,2050,rur,0.37028649999999996
C-EEU-ROU,Zone_4A Mixed Humid,q2,2050,sub,0.4408038
C-EEU-ROU,Zone_4A Mixed Humid,q2,2050,urb,0.5113211
C-EEU-ROU,Zone_4A Mixed Humid,q2,2055,rur,0.4150655
C-EEU-ROU,Zone_4A Mixed Humid,q2,2055,sub,0.4648777
C-EEU-ROU,Zone_4A Mixed Humid,q2,2055,urb,0.5146899000000001
C-EEU-ROU,Zone_4A Mixed Humid,q2,2060,rur,0.4560177
C-EEU-ROU,Zone_4A Mixed Humid,q2,2060,sub,0.4860850500000001
C-EEU-ROU,Zone_4A Mixed Humid,q2,2060,urb,0.5161524
C-EEU-ROU,Zone_4A Mixed Humid,q2,2065,rur,0.4808329
C-EEU-ROU,Zone_4A Mixed Humid,q2,2065,sub,0.4988023
C-EEU-ROU,Zone_4A Mixed Humid,q2,2065,urb,0.5167717
C-EEU-ROU,Zone_4A Mixed Humid,q2,2070,rur,0.4971577
C-EEU-ROU,Zone_4A Mixed Humid,q2,2070,sub,0.50707555
C-EEU-ROU,Zone_4A Mixed Humid,q2,2070,urb,0.5169934
C-EEU-ROU,Zone_4A Mixed Humid,q2,2075,rur,0.5069596
C-EEU-ROU,Zone_4A Mixed Humid,q2,2075,sub,0.51200485
C-EEU-ROU,Zone_4A Mixed Humid,q2,2075,urb,0.5170501
C-EEU-ROU,Zone_4A Mixed Humid,q2,2080,rur,0.5121216
C-EEU-ROU,Zone_4A Mixed Humid,q2,2080,sub,0.5145961
C-EEU-ROU,Zone_4A Mixed Humid,q2,2080,urb,0.5170706
C-EEU-ROU,Zone_4A Mixed Humid,q2,2085,rur,0.5146508
C-EEU-ROU,Zone_4A Mixed Humid,q2,2085,sub,0.51586435
C-EEU-ROU,Zone_4A Mixed Humid,q2,2085,urb,0.5170779
C-EEU-ROU,Zone_4A Mixed Humid,q2,2090,rur,0.5159198
C-EEU-ROU,Zone_4A Mixed Humid,q2,2090,sub,0.51649975
C-EEU-ROU,Zone_4A Mixed Humid,q2,2090,urb,0.5170797
C-EEU-ROU,Zone_4A Mixed Humid,q2,2095,rur,0.5165492
C-EEU-ROU,Zone_4A Mixed Humid,q2,2095,sub,0.5168146
