region_bld,arch,eneff,value
C-WEU-LUX,mfh,sr11_std,352.34177975
C-WEU-LUX,mfh,sr12_low,352.34177975
C-WEU-LUX,mfh,sr21_std,241.06685355000002
C-WEU-LUX,mfh,sr22_low,241.06685355000002
C-WEU-LUX,mfh,sr31_std,119.14695445000001
C-WEU-LUX,mfh,sr32_low,119.14695445000001
C-WEU-LUX,sfh,s1,857.9219601
C-WEU-LUX,sfh,s2,591.68737995
C-WEU-LUX,sfh,s3,293.80288885000004
C-WEU-LUX,sfh,s51_std,212.23168955
C-WEU-LUX,sfh,s52_low,107.03112905
C-WEU-LUX,sfh,sr11_std,857.9219601
C-WEU-LUX,sfh,sr12_low,857.9219601
C-WEU-LUX,sfh,sr21_std,591.68737995
C-WEU-LUX,sfh,sr22_low,591.68737995
C-WEU-LUX,sfh,sr31_std,293.80288885000004
C-WEU-LUX,sfh,sr32_low,293.80288885000004
C-WEU-MLT,inf,ns,215.2469393
C-WEU-MLT,mfh,s1,76.79914704
C-WEU-MLT,mfh,s2,45.85207116
C-WEU-MLT,mfh,s3,13.51724763
C-WEU-MLT,mfh,s51_std,6.134871088
C-WEU-MLT,mfh,s52_low,0.639791826
C-WEU-MLT,mfh,sr11_std,76.79914704
C-WEU-MLT,mfh,sr12_low,76.79914704
C-WEU-MLT,mfh,sr21_std,45.85207116
C-WEU-MLT,mfh,sr22_low,45.85207116
C-WEU-MLT,mfh,sr31_std,13.51724763
C-WEU-MLT,mfh,sr32_low,13.51724763
C-WEU-MLT,sfh,s1,215.2469393
C-WEU-MLT,sfh,s2,142.2540551
C-WEU-MLT,sfh,s3,59.77766218
C-WEU-MLT,sfh,s51_std,37.72055721
C-WEU-MLT,sfh,s52_low,10.60442279
C-WEU-MLT,sfh,sr11_std,215.2469393
C-WEU-MLT,sfh,sr12_low,215.2469393
C-WEU-MLT,sfh,sr21_std,142.2540551
