region_bld,region_nuts,year,urt,value
C-WEU-BEL,C-WEU-BEL-BE235,2060,rur,0.02597999999999922
C-WEU-BEL,C-WEU-BEL-BE235,2060,urb,0.9740200000000008
C-WEU-BEL,C-WEU-BEL-BE235,2065,rur,0.02649
C-WEU-BEL,C-WEU-BEL-BE235,2065,urb,0.97351
C-WEU-BEL,C-WEU-BEL-BE235,2070,rur,0.027
C-WEU-BEL,C-WEU-BEL-BE235,2070,urb,0.9730000000000001
C-WEU-BEL,C-WEU-BEL-BE235,2075,rur,0.02751
C-WEU-BEL,C-WEU-BEL-BE235,2075,urb,0.97249
C-WEU-BEL,C-WEU-BEL-BE235,2080,rur,0.028009999999999164
C-WEU-BEL,C-WEU-BEL-BE235,2080,urb,0.9719900000000008
C-WEU-BEL,C-WEU-BEL-BE235,2085,rur,0.02849999999999916
C-WEU-BEL,C-WEU-BEL-BE235,2085,urb,0.9715000000000009
C-WEU-BEL,C-WEU-BEL-BE235,2090,rur,0.028989999999999152
C-WEU-BEL,C-WEU-BEL-BE235,2090,urb,0.9710100000000008
C-WEU-BEL,C-WEU-BEL-BE235,2095,rur,0.029469999999999143
C-WEU-BEL,C-WEU-BEL-BE235,2095,urb,0.9705300000000009
C-WEU-BEL,C-WEU-BEL-BE235,2100,rur,0.02995
C-WEU-BEL,C-WEU-BEL-BE235,2100,urb,0.97005
C-WEU-BEL,C-WEU-BEL-BE236,2020,rur,0.02177000000000001
C-WEU-BEL,C-WEU-BEL-BE236,2020,urb,0.97823
C-WEU-BEL,C-WEU-BEL-BE236,2025,rur,0.02229999999999962
C-WEU-BEL,C-WEU-BEL-BE236,2025,urb,0.9777000000000003
C-WEU-BEL,C-WEU-BEL-BE236,2030,rur,0.02283
C-WEU-BEL,C-WEU-BEL-BE236,2030,urb,0.97717
C-WEU-BEL,C-WEU-BEL-BE236,2035,rur,0.023359999999999635
C-WEU-BEL,C-WEU-BEL-BE236,2035,urb,0.9766400000000004
C-WEU-BEL,C-WEU-BEL-BE236,2040,rur,0.023880000000000002
C-WEU-BEL,C-WEU-BEL-BE236,2040,urb,0.97612
C-WEU-BEL,C-WEU-BEL-BE236,2045,rur,0.024409999999999998
C-WEU-BEL,C-WEU-BEL-BE236,2045,urb,0.97559
C-WEU-BEL,C-WEU-BEL-BE236,2050,rur,0.024929999999999643
C-WEU-BEL,C-WEU-BEL-BE236,2050,urb,0.9750700000000004
C-WEU-BEL,C-WEU-BEL-BE236,2055,rur,0.02546
C-WEU-BEL,C-WEU-BEL-BE236,2055,urb,0.97454
C-WEU-BEL,C-WEU-BEL-BE236,2060,rur,0.02597999999999965
C-WEU-BEL,C-WEU-BEL-BE236,2060,urb,0.9740200000000004
C-WEU-BEL,C-WEU-BEL-BE236,2065,rur,0.026490000000000003
C-WEU-BEL,C-WEU-BEL-BE236,2065,urb,0.9735100000000001
C-WEU-BEL,C-WEU-BEL-BE236,2070,rur,0.027
C-WEU-BEL,C-WEU-BEL-BE236,2070,urb,0.973
C-WEU-BEL,C-WEU-BEL-BE236,2075,rur,0.027510000000000003
C-WEU-BEL,C-WEU-BEL-BE236,2075,urb,0.97249
C-WEU-BEL,C-WEU-BEL-BE236,2080,rur,0.02800999999999964
C-WEU-BEL,C-WEU-BEL-BE236,2080,urb,0.9719900000000004
C-WEU-BEL,C-WEU-BEL-BE236,2085,rur,0.02849999999999964
C-WEU-BEL,C-WEU-BEL-BE236,2085,urb,0.9715000000000004
C-WEU-BEL,C-WEU-BEL-BE236,2090,rur,0.028989999999999645
C-WEU-BEL,C-WEU-BEL-BE236,2090,urb,0.9710100000000005
C-WEU-BEL,C-WEU-BEL-BE236,2095,rur,0.029469999999999632
C-WEU-BEL,C-WEU-BEL-BE236,2095,urb,0.9705300000000003
C-WEU-BEL,C-WEU-BEL-BE236,2100,rur,0.02995
C-WEU-BEL,C-WEU-BEL-BE236,2100,urb,0.9700500000000001
C-WEU-BEL,C-WEU-BEL-BE241,2020,rur,0.021769999999999998
C-WEU-BEL,C-WEU-BEL-BE241,2020,urb,0.97823
C-WEU-BEL,C-WEU-BEL-BE241,2025,rur,0.02229999999999985
C-WEU-BEL,C-WEU-BEL-BE241,2025,urb,0.9777000000000001
C-WEU-BEL,C-WEU-BEL-BE241,2030,rur,0.02283
C-WEU-BEL,C-WEU-BEL-BE241,2030,urb,0.97717
C-WEU-BEL,C-WEU-BEL-BE241,2035,rur,0.023359999999999853
C-WEU-BEL,C-WEU-BEL-BE241,2035,urb,0.9766400000000001
C-WEU-BEL,C-WEU-BEL-BE241,2040,rur,0.023880000000000002
C-WEU-BEL,C-WEU-BEL-BE241,2040,urb,0.9761200000000001
C-WEU-BEL,C-WEU-BEL-BE241,2045,rur,0.024409999999999998
C-WEU-BEL,C-WEU-BEL-BE241,2045,urb,0.97559
C-WEU-BEL,C-WEU-BEL-BE241,2050,rur,0.02492999999999985
C-WEU-BEL,C-WEU-BEL-BE241,2050,urb,0.9750700000000001
C-WEU-BEL,C-WEU-BEL-BE241,2055,rur,0.02546
C-WEU-BEL,C-WEU-BEL-BE241,2055,urb,0.97454
C-WEU-BEL,C-WEU-BEL-BE241,2060,rur,0.025979999999999857
C-WEU-BEL,C-WEU-BEL-BE241,2060,urb,0.9740200000000001
C-WEU-BEL,C-WEU-BEL-BE241,2065,rur,0.026489999999999996
C-WEU-BEL,C-WEU-BEL-BE241,2065,urb,0.97351
C-WEU-BEL,C-WEU-BEL-BE241,2070,rur,0.026999999999999996
C-WEU-BEL,C-WEU-BEL-BE241,2070,urb,0.9730000000000001
C-WEU-BEL,C-WEU-BEL-BE241,2075,rur,0.027510000000000007
C-WEU-BEL,C-WEU-BEL-BE241,2075,urb,0.9724900000000001
C-WEU-BEL,C-WEU-BEL-BE241,2080,rur,0.028009999999999854
C-WEU-BEL,C-WEU-BEL-BE241,2080,urb,0.9719900000000001
C-WEU-BEL,C-WEU-BEL-BE241,2085,rur,0.028499999999999845
C-WEU-BEL,C-WEU-BEL-BE241,2085,urb,0.9715000000000001
C-WEU-BEL,C-WEU-BEL-BE241,2090,rur,0.028989999999999846
C-WEU-BEL,C-WEU-BEL-BE241,2090,urb,0.9710100000000002
C-WEU-BEL,C-WEU-BEL-BE241,2095,rur,0.02946999999999985
C-WEU-BEL,C-WEU-BEL-BE241,2095,urb,0.9705300000000001
C-WEU-BEL,C-WEU-BEL-BE241,2100,rur,0.029949999999999997
C-WEU-BEL,C-WEU-BEL-BE241,2100,urb,0.9700500000000001
C-WEU-BEL,C-WEU-BEL-BE242,2020,rur,0.021770000000000005
C-WEU-BEL,C-WEU-BEL-BE242,2020,urb,0.97823
C-WEU-BEL,C-WEU-BEL-BE242,2025,rur,0.02229999999999981
C-WEU-BEL,C-WEU-BEL-BE242,2025,urb,0.9777000000000002
C-WEU-BEL,C-WEU-BEL-BE242,2030,rur,0.022830000000000003
C-WEU-BEL,C-WEU-BEL-BE242,2030,urb,0.97717
C-WEU-BEL,C-WEU-BEL-BE242,2035,rur,0.023359999999999815
C-WEU-BEL,C-WEU-BEL-BE242,2035,urb,0.9766400000000003
C-WEU-BEL,C-WEU-BEL-BE242,2040,rur,0.023880000000000002
C-WEU-BEL,C-WEU-BEL-BE242,2040,urb,0.9761199999999999
C-WEU-BEL,C-WEU-BEL-BE242,2045,rur,0.02441
C-WEU-BEL,C-WEU-BEL-BE242,2045,urb,0.97559
C-WEU-BEL,C-WEU-BEL-BE242,2050,rur,0.024929999999999813
C-WEU-BEL,C-WEU-BEL-BE242,2050,urb,0.9750700000000002
C-WEU-BEL,C-WEU-BEL-BE242,2055,rur,0.02546
C-WEU-BEL,C-WEU-BEL-BE242,2055,urb,0.9745400000000001
C-WEU-BEL,C-WEU-BEL-BE242,2060,rur,0.02597999999999982
C-WEU-BEL,C-WEU-BEL-BE242,2060,urb,0.9740200000000003
C-WEU-BEL,C-WEU-BEL-BE242,2065,rur,0.026489999999999996
C-WEU-BEL,C-WEU-BEL-BE242,2065,urb,0.9735100000000001
C-WEU-BEL,C-WEU-BEL-BE242,2070,rur,0.027
C-WEU-BEL,C-WEU-BEL-BE242,2070,urb,0.973
C-WEU-BEL,C-WEU-BEL-BE242,2075,rur,0.02751
C-WEU-BEL,C-WEU-BEL-BE242,2075,urb,0.9724900000000001
C-WEU-BEL,C-WEU-BEL-BE242,2080,rur,0.02800999999999981
C-WEU-BEL,C-WEU-BEL-BE242,2080,urb,0.9719900000000001
C-WEU-BEL,C-WEU-BEL-BE242,2085,rur,0.028499999999999814
C-WEU-BEL,C-WEU-BEL-BE242,2085,urb,0.9715000000000001
C-WEU-BEL,C-WEU-BEL-BE242,2090,rur,0.028989999999999815
C-WEU-BEL,C-WEU-BEL-BE242,2090,urb,0.9710100000000002
C-WEU-BEL,C-WEU-BEL-BE242,2095,rur,0.029469999999999816
C-WEU-BEL,C-WEU-BEL-BE242,2095,urb,0.9705300000000001
C-WEU-BEL,C-WEU-BEL-BE242,2100,rur,0.029949999999999987
C-WEU-BEL,C-WEU-BEL-BE242,2100,urb,0.97005
C-WEU-BEL,C-WEU-BEL-BE251,2020,rur,0.02177
C-WEU-BEL,C-WEU-BEL-BE251,2020,urb,0.9782299999999999
C-WEU-BEL,C-WEU-BEL-BE251,2025,rur,0.022299999999999653
C-WEU-BEL,C-WEU-BEL-BE251,2025,urb,0.9777000000000003
C-WEU-BEL,C-WEU-BEL-BE251,2030,rur,0.02283
C-WEU-BEL,C-WEU-BEL-BE251,2030,urb,0.97717
C-WEU-BEL,C-WEU-BEL-BE251,2035,rur,0.02335999999999965
C-WEU-BEL,C-WEU-BEL-BE251,2035,urb,0.9766400000000004
C-WEU-BEL,C-WEU-BEL-BE251,2040,rur,0.023880000000000002
C-WEU-BEL,C-WEU-BEL-BE251,2040,urb,0.9761200000000001
C-WEU-BEL,C-WEU-BEL-BE251,2045,rur,0.024410000000000008
C-WEU-BEL,C-WEU-BEL-BE251,2045,urb,0.9755900000000001
C-WEU-BEL,C-WEU-BEL-BE251,2050,rur,0.02492999999999964
C-WEU-BEL,C-WEU-BEL-BE251,2050,urb,0.9750700000000003
C-WEU-BEL,C-WEU-BEL-BE251,2055,rur,0.02546
C-WEU-BEL,C-WEU-BEL-BE251,2055,urb,0.97454
C-WEU-BEL,C-WEU-BEL-BE251,2060,rur,0.025979999999999625
C-WEU-BEL,C-WEU-BEL-BE251,2060,urb,0.9740200000000003
C-WEU-BEL,C-WEU-BEL-BE251,2065,rur,0.026489999999999996
C-WEU-BEL,C-WEU-BEL-BE251,2065,urb,0.97351
C-WEU-BEL,C-WEU-BEL-BE251,2070,rur,0.027000000000000014
C-WEU-BEL,C-WEU-BEL-BE251,2070,urb,0.9730000000000001
C-WEU-BEL,C-WEU-BEL-BE251,2075,rur,0.027510000000000014
C-WEU-BEL,C-WEU-BEL-BE251,2075,urb,0.9724900000000001
C-WEU-BEL,C-WEU-BEL-BE251,2080,rur,0.028009999999999615
C-WEU-BEL,C-WEU-BEL-BE251,2080,urb,0.9719900000000002
C-WEU-BEL,C-WEU-BEL-BE251,2085,rur,0.028499999999999612
C-WEU-BEL,C-WEU-BEL-BE251,2085,urb,0.9715000000000003
C-WEU-BEL,C-WEU-BEL-BE251,2090,rur,0.028989999999999613
C-WEU-BEL,C-WEU-BEL-BE251,2090,urb,0.9710100000000005
C-WEU-BEL,C-WEU-BEL-BE251,2095,rur,0.02946999999999961
C-WEU-BEL,C-WEU-BEL-BE251,2095,urb,0.9705300000000003
C-WEU-BEL,C-WEU-BEL-BE251,2100,rur,0.029949999999999997
C-WEU-BEL,C-WEU-BEL-BE251,2100,urb,0.97005
C-WEU-BEL,C-WEU-BEL-BE252,2020,rur,0.02177
C-WEU-BEL,C-WEU-BEL-BE252,2020,urb,0.9782299999999999
C-WEU-BEL,C-WEU-BEL-BE252,2025,rur,0.022299999999998123
C-WEU-BEL,C-WEU-BEL-BE252,2025,urb,0.9777000000000019
C-WEU-BEL,C-WEU-BEL-BE252,2030,rur,0.02283
C-WEU-BEL,C-WEU-BEL-BE252,2030,urb,0.97717
C-WEU-BEL,C-WEU-BEL-BE252,2035,rur,0.023359999999998146
C-WEU-BEL,C-WEU-BEL-BE252,2035,urb,0.9766400000000018
C-WEU-BEL,C-WEU-BEL-BE252,2040,rur,0.023880000000000044
C-WEU-BEL,C-WEU-BEL-BE252,2040,urb,0.9761199999999999
C-WEU-BEL,C-WEU-BEL-BE252,2045,rur,0.02441000000000005
C-WEU-BEL,C-WEU-BEL-BE252,2045,urb,0.97559
C-WEU-BEL,C-WEU-BEL-BE252,2050,rur,0.02492999999999813
C-WEU-BEL,C-WEU-BEL-BE252,2050,urb,0.9750700000000019
C-WEU-BEL,C-WEU-BEL-BE252,2055,rur,0.02546000000000005
C-WEU-BEL,C-WEU-BEL-BE252,2055,urb,0.97454
C-WEU-BEL,C-WEU-BEL-BE252,2060,rur,0.02597999999999809
C-WEU-BEL,C-WEU-BEL-BE252,2060,urb,0.974020000000002
C-WEU-BEL,C-WEU-BEL-BE252,2065,rur,0.02649
C-WEU-BEL,C-WEU-BEL-BE252,2065,urb,0.97351
C-WEU-BEL,C-WEU-BEL-BE252,2070,rur,0.027000000000000055
C-WEU-BEL,C-WEU-BEL-BE252,2070,urb,0.9729999999999999
C-WEU-BEL,C-WEU-BEL-BE252,2075,rur,0.02751
C-WEU-BEL,C-WEU-BEL-BE252,2075,urb,0.97249
C-WEU-BEL,C-WEU-BEL-BE252,2080,rur,0.02800999999999801
C-WEU-BEL,C-WEU-BEL-BE252,2080,urb,0.971990000000002
C-WEU-BEL,C-WEU-BEL-BE252,2085,rur,0.02849999999999798
C-WEU-BEL,C-WEU-BEL-BE252,2085,urb,0.9715000000000019
C-WEU-BEL,C-WEU-BEL-BE252,2090,rur,0.028989999999997962
C-WEU-BEL,C-WEU-BEL-BE252,2090,urb,0.971010000000002
C-WEU-BEL,C-WEU-BEL-BE252,2095,rur,0.02946999999999794
C-WEU-BEL,C-WEU-BEL-BE252,2095,urb,0.9705300000000021
C-WEU-BEL,C-WEU-BEL-BE252,2100,rur,0.02995
C-WEU-BEL,C-WEU-BEL-BE252,2100,urb,0.97005
C-WEU-BEL,C-WEU-BEL-BE253,2020,rur,0.02177
C-WEU-BEL,C-WEU-BEL-BE253,2020,urb,0.9782299999999999
C-WEU-BEL,C-WEU-BEL-BE253,2025,rur,0.022299999999999074
C-WEU-BEL,C-WEU-BEL-BE253,2025,urb,0.9777000000000009
C-WEU-BEL,C-WEU-BEL-BE253,2030,rur,0.022830000000000003
C-WEU-BEL,C-WEU-BEL-BE253,2030,urb,0.9771700000000001
C-WEU-BEL,C-WEU-BEL-BE253,2035,rur,0.02335999999999905
C-WEU-BEL,C-WEU-BEL-BE253,2035,urb,0.9766400000000008
C-WEU-BEL,C-WEU-BEL-BE253,2040,rur,0.02388
C-WEU-BEL,C-WEU-BEL-BE253,2040,urb,0.97612
C-WEU-BEL,C-WEU-BEL-BE253,2045,rur,0.02441
C-WEU-BEL,C-WEU-BEL-BE253,2045,urb,0.97559
C-WEU-BEL,C-WEU-BEL-BE253,2050,rur,0.024929999999999033
C-WEU-BEL,C-WEU-BEL-BE253,2050,urb,0.975070000000001
C-WEU-BEL,C-WEU-BEL-BE253,2055,rur,0.02546
C-WEU-BEL,C-WEU-BEL-BE253,2055,urb,0.97454
C-WEU-BEL,C-WEU-BEL-BE253,2060,rur,0.025979999999999035
C-WEU-BEL,C-WEU-BEL-BE253,2060,urb,0.9740200000000009
C-WEU-BEL,C-WEU-BEL-BE253,2065,rur,0.026490000000000003
C-WEU-BEL,C-WEU-BEL-BE253,2065,urb,0.9735100000000001
C-WEU-BEL,C-WEU-BEL-BE253,2070,rur,0.027
C-WEU-BEL,C-WEU-BEL-BE253,2070,urb,0.973
C-WEU-BEL,C-WEU-BEL-BE253,2075,rur,0.02751
C-WEU-BEL,C-WEU-BEL-BE253,2075,urb,0.97249
C-WEU-BEL,C-WEU-BEL-BE253,2080,rur,0.02800999999999899
C-WEU-BEL,C-WEU-BEL-BE253,2080,urb,0.971990000000001
C-WEU-BEL,C-WEU-BEL-BE253,2085,rur,0.028499999999998988
C-WEU-BEL,C-WEU-BEL-BE253,2085,urb,0.971500000000001
C-WEU-BEL,C-WEU-BEL-BE253,2090,rur,0.028989999999998985
C-WEU-BEL,C-WEU-BEL-BE253,2090,urb,0.971010000000001
C-WEU-BEL,C-WEU-BEL-BE253,2095,rur,0.029469999999998983
C-WEU-BEL,C-WEU-BEL-BE253,2095,urb,0.970530000000001
C-WEU-BEL,C-WEU-BEL-BE253,2100,rur,0.02995
C-WEU-BEL,C-WEU-BEL-BE253,2100,urb,0.9700500000000001
C-WEU-BEL,C-WEU-BEL-BE254,2020,rur,0.02177000000000001
C-WEU-BEL,C-WEU-BEL-BE254,2020,urb,0.97823
C-WEU-BEL,C-WEU-BEL-BE254,2025,rur,0.022299999999999667
C-WEU-BEL,C-WEU-BEL-BE254,2025,urb,0.9777000000000003
C-WEU-BEL,C-WEU-BEL-BE254,2030,rur,0.02283
C-WEU-BEL,C-WEU-BEL-BE254,2030,urb,0.9771699999999999
C-WEU-BEL,C-WEU-BEL-BE254,2035,rur,0.023359999999999673
C-WEU-BEL,C-WEU-BEL-BE254,2035,urb,0.9766400000000004
C-WEU-BEL,C-WEU-BEL-BE254,2040,rur,0.02388
C-WEU-BEL,C-WEU-BEL-BE254,2040,urb,0.9761200000000001
C-WEU-BEL,C-WEU-BEL-BE254,2045,rur,0.02441
C-WEU-BEL,C-WEU-BEL-BE254,2045,urb,0.9755900000000001
C-WEU-BEL,C-WEU-BEL-BE254,2050,rur,0.02492999999999967
C-WEU-BEL,C-WEU-BEL-BE254,2050,urb,0.9750700000000003
C-WEU-BEL,C-WEU-BEL-BE254,2055,rur,0.02546
C-WEU-BEL,C-WEU-BEL-BE254,2055,urb,0.9745400000000001
C-WEU-BEL,C-WEU-BEL-BE254,2060,rur,0.02597999999999967
C-WEU-BEL,C-WEU-BEL-BE254,2060,urb,0.9740200000000003
C-WEU-BEL,C-WEU-BEL-BE254,2065,rur,0.02649
C-WEU-BEL,C-WEU-BEL-BE254,2065,urb,0.97351
C-WEU-BEL,C-WEU-BEL-BE254,2070,rur,0.026999999999999996
C-WEU-BEL,C-WEU-BEL-BE254,2070,urb,0.973
C-WEU-BEL,C-WEU-BEL-BE254,2075,rur,0.027510000000000003
C-WEU-BEL,C-WEU-BEL-BE254,2075,urb,0.9724900000000001
C-WEU-BEL,C-WEU-BEL-BE254,2080,rur,0.028009999999999664
C-WEU-BEL,C-WEU-BEL-BE254,2080,urb,0.9719900000000002
C-WEU-BEL,C-WEU-BEL-BE254,2085,rur,0.028499999999999668
C-WEU-BEL,C-WEU-BEL-BE254,2085,urb,0.9715000000000004
C-WEU-BEL,C-WEU-BEL-BE254,2090,rur,0.028989999999999665
C-WEU-BEL,C-WEU-BEL-BE254,2090,urb,0.9710100000000003
C-WEU-BEL,C-WEU-BEL-BE254,2095,rur,0.029469999999999677
C-WEU-BEL,C-WEU-BEL-BE254,2095,urb,0.9705300000000004
C-WEU-BEL,C-WEU-BEL-BE254,2100,rur,0.029949999999999997
C-WEU-BEL,C-WEU-BEL-BE254,2100,urb,0.97005
C-WEU-BEL,C-WEU-BEL-BE255,2020,rur,0.02177
C-WEU-BEL,C-WEU-BEL-BE255,2020,urb,0.9782299999999999
C-WEU-BEL,C-WEU-BEL-BE255,2025,rur,0.022299999999999383
C-WEU-BEL,C-WEU-BEL-BE255,2025,urb,0.9777000000000006
C-WEU-BEL,C-WEU-BEL-BE255,2030,rur,0.022830000000000013
C-WEU-BEL,C-WEU-BEL-BE255,2030,urb,0.97717
C-WEU-BEL,C-WEU-BEL-BE255,2035,rur,0.02335999999999938
C-WEU-BEL,C-WEU-BEL-BE255,2035,urb,0.9766400000000007
C-WEU-BEL,C-WEU-BEL-BE255,2040,rur,0.023880000000000016
C-WEU-BEL,C-WEU-BEL-BE255,2040,urb,0.9761199999999999
C-WEU-BEL,C-WEU-BEL-BE255,2045,rur,0.024409999999999998
C-WEU-BEL,C-WEU-BEL-BE255,2045,urb,0.97559
C-WEU-BEL,C-WEU-BEL-BE255,2050,rur,0.02492999999999936
C-WEU-BEL,C-WEU-BEL-BE255,2050,urb,0.9750700000000007
C-WEU-BEL,C-WEU-BEL-BE255,2055,rur,0.025460000000000003
C-WEU-BEL,C-WEU-BEL-BE255,2055,urb,0.9745400000000001
C-WEU-BEL,C-WEU-BEL-BE255,2060,rur,0.025979999999999337
C-WEU-BEL,C-WEU-BEL-BE255,2060,urb,0.9740200000000007
C-WEU-BEL,C-WEU-BEL-BE255,2065,rur,0.02649
C-WEU-BEL,C-WEU-BEL-BE255,2065,urb,0.97351
C-WEU-BEL,C-WEU-BEL-BE255,2070,rur,0.027
C-WEU-BEL,C-WEU-BEL-BE255,2070,urb,0.973
C-WEU-BEL,C-WEU-BEL-BE255,2075,rur,0.02751
C-WEU-BEL,C-WEU-BEL-BE255,2075,urb,0.97249
C-WEU-BEL,C-WEU-BEL-BE255,2080,rur,0.028009999999999292
C-WEU-BEL,C-WEU-BEL-BE255,2080,urb,0.9719900000000008
C-WEU-BEL,C-WEU-BEL-BE255,2085,rur,0.028499999999999307
C-WEU-BEL,C-WEU-BEL-BE255,2085,urb,0.9715000000000008
C-WEU-BEL,C-WEU-BEL-BE255,2090,rur,0.028989999999999277
C-WEU-BEL,C-WEU-BEL-BE255,2090,urb,0.9710100000000008
C-WEU-BEL,C-WEU-BEL-BE255,2095,rur,0.02946999999999926
C-WEU-BEL,C-WEU-BEL-BE255,2095,urb,0.9705300000000007
C-WEU-BEL,C-WEU-BEL-BE255,2100,rur,0.02995
C-WEU-BEL,C-WEU-BEL-BE255,2100,urb,0.97005
C-WEU-BEL,C-WEU-BEL-BE256,2020,rur,0.021770000000000005
C-WEU-BEL,C-WEU-BEL-BE256,2020,urb,0.97823
C-WEU-BEL,C-WEU-BEL-BE256,2025,rur,0.02229999999999937
C-WEU-BEL,C-WEU-BEL-BE256,2025,urb,0.9777000000000007
C-WEU-BEL,C-WEU-BEL-BE256,2030,rur,0.022830000000000003
C-WEU-BEL,C-WEU-BEL-BE256,2030,urb,0.9771700000000001
C-WEU-BEL,C-WEU-BEL-BE256,2035,rur,0.023359999999999374
C-WEU-BEL,C-WEU-BEL-BE256,2035,urb,0.9766400000000006
C-WEU-BEL,C-WEU-BEL-BE256,2040,rur,0.023880000000000002
C-WEU-BEL,C-WEU-BEL-BE256,2040,urb,0.97612
C-WEU-BEL,C-WEU-BEL-BE256,2045,rur,0.02441000000000002
C-WEU-BEL,C-WEU-BEL-BE256,2045,urb,0.9755900000000001
C-WEU-BEL,C-WEU-BEL-BE256,2050,rur,0.024929999999999373
C-WEU-BEL,C-WEU-BEL-BE256,2050,urb,0.9750700000000005
C-WEU-BEL,C-WEU-BEL-BE256,2055,rur,0.025460000000000003
C-WEU-BEL,C-WEU-BEL-BE256,2055,urb,0.97454
C-WEU-BEL,C-WEU-BEL-BE256,2060,rur,0.025979999999999386
C-WEU-BEL,C-WEU-BEL-BE256,2060,urb,0.9740200000000007
C-WEU-BEL,C-WEU-BEL-BE256,2065,rur,0.02649
C-WEU-BEL,C-WEU-BEL-BE256,2065,urb,0.9735100000000001
C-WEU-BEL,C-WEU-BEL-BE256,2070,rur,0.027000000000000003
C-WEU-BEL,C-WEU-BEL-BE256,2070,urb,0.973
C-WEU-BEL,C-WEU-BEL-BE256,2075,rur,0.027510000000000017
C-WEU-BEL,C-WEU-BEL-BE256,2075,urb,0.9724899999999999
C-WEU-BEL,C-WEU-BEL-BE256,2080,rur,0.028009999999999355
C-WEU-BEL,C-WEU-BEL-BE256,2080,urb,0.9719900000000007
C-WEU-BEL,C-WEU-BEL-BE256,2085,rur,0.028499999999999352
C-WEU-BEL,C-WEU-BEL-BE256,2085,urb,0.9715000000000007
C-WEU-BEL,C-WEU-BEL-BE256,2090,rur,0.028989999999999346
C-WEU-BEL,C-WEU-BEL-BE256,2090,urb,0.9710100000000006
C-WEU-BEL,C-WEU-BEL-BE256,2095,rur,0.029469999999999344
C-WEU-BEL,C-WEU-BEL-BE256,2095,urb,0.9705300000000006
C-WEU-BEL,C-WEU-BEL-BE256,2100,rur,0.02995
C-WEU-BEL,C-WEU-BEL-BE256,2100,urb,0.9700500000000001
C-WEU-BEL,C-WEU-BEL-BE257,2020,rur,0.02177000000000003
C-WEU-BEL,C-WEU-BEL-BE257,2020,urb,0.97823
C-WEU-BEL,C-WEU-BEL-BE257,2025,rur,0.02229999999999895
C-WEU-BEL,C-WEU-BEL-BE257,2025,urb,0.9777000000000011
C-WEU-BEL,C-WEU-BEL-BE257,2030,rur,0.022830000000000003
C-WEU-BEL,C-WEU-BEL-BE257,2030,urb,0.97717
C-WEU-BEL,C-WEU-BEL-BE257,2035,rur,0.023359999999998948
C-WEU-BEL,C-WEU-BEL-BE257,2035,urb,0.9766400000000011
C-WEU-BEL,C-WEU-BEL-BE257,2040,rur,0.02388
C-WEU-BEL,C-WEU-BEL-BE257,2040,urb,0.97612
C-WEU-BEL,C-WEU-BEL-BE257,2045,rur,0.024410000000000025
C-WEU-BEL,C-WEU-BEL-BE257,2045,urb,0.97559
C-WEU-BEL,C-WEU-BEL-BE257,2050,rur,0.02492999999999893
C-WEU-BEL,C-WEU-BEL-BE257,2050,urb,0.975070000000001
C-WEU-BEL,C-WEU-BEL-BE257,2055,rur,0.025459999999999997
C-WEU-BEL,C-WEU-BEL-BE257,2055,urb,0.97454
C-WEU-BEL,C-WEU-BEL-BE257,2060,rur,0.025979999999998928
C-WEU-BEL,C-WEU-BEL-BE257,2060,urb,0.974020000000001
C-WEU-BEL,C-WEU-BEL-BE257,2065,rur,0.026490000000000003
C-WEU-BEL,C-WEU-BEL-BE257,2065,urb,0.9735100000000001
C-WEU-BEL,C-WEU-BEL-BE257,2070,rur,0.027000000000000034
C-WEU-BEL,C-WEU-BEL-BE257,2070,urb,0.973
C-WEU-BEL,C-WEU-BEL-BE257,2075,rur,0.027509999999999996
C-WEU-BEL,C-WEU-BEL-BE257,2075,urb,0.9724900000000001
C-WEU-BEL,C-WEU-BEL-BE257,2080,rur,0.028009999999998852
C-WEU-BEL,C-WEU-BEL-BE257,2080,urb,0.9719900000000011
C-WEU-BEL,C-WEU-BEL-BE257,2085,rur,0.028499999999998842
C-WEU-BEL,C-WEU-BEL-BE257,2085,urb,0.9715000000000011
C-WEU-BEL,C-WEU-BEL-BE257,2090,rur,0.02898999999999883
C-WEU-BEL,C-WEU-BEL-BE257,2090,urb,0.9710100000000011
C-WEU-BEL,C-WEU-BEL-BE257,2095,rur,0.029469999999998817
C-WEU-BEL,C-WEU-BEL-BE257,2095,urb,0.9705300000000011
C-WEU-BEL,C-WEU-BEL-BE257,2100,rur,0.029949999999999997
C-WEU-BEL,C-WEU-BEL-BE257,2100,urb,0.97005
C-WEU-BEL,C-WEU-BEL-BE258,2020,rur,0.021770000000000036
C-WEU-BEL,C-WEU-BEL-BE258,2020,urb,0.9782299999999999
C-WEU-BEL,C-WEU-BEL-BE258,2025,rur,0.02229999999999842
C-WEU-BEL,C-WEU-BEL-BE258,2025,urb,0.9777000000000017
C-WEU-BEL,C-WEU-BEL-BE258,2030,rur,0.022830000000000038
C-WEU-BEL,C-WEU-BEL-BE258,2030,urb,0.97717
C-WEU-BEL,C-WEU-BEL-BE258,2035,rur,0.023359999999998403
C-WEU-BEL,C-WEU-BEL-BE258,2035,urb,0.9766400000000016
C-WEU-BEL,C-WEU-BEL-BE258,2040,rur,0.02388
C-WEU-BEL,C-WEU-BEL-BE258,2040,urb,0.97612
C-WEU-BEL,C-WEU-BEL-BE258,2045,rur,0.024409999999999998
