region_bld,region_nuts,urt,clim,value
C-WEU-DEU,C-WEU-DEU-DE122,rur,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE122,urb,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE123,rur,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE123,urb,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE124,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE124,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE125,rur,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE125,urb,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE126,rur,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE126,urb,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE127,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE127,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE128,rur,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE128,urb,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE129,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE129,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE12A,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE12A,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE12B,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE12B,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE12C,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE12C,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE131,rur,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE131,urb,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE132,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE132,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE133,rur,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE133,urb,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE134,rur,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE134,urb,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE135,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE135,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE136,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE136,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE137,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE137,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE138,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE138,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE139,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE139,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE13A,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE13A,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE141,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE141,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE142,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE142,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE143,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE143,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE144,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE144,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE145,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE145,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE146,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE146,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE147,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE147,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE148,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE148,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE149,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE149,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE211,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE211,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE212,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE212,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE213,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE213,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE214,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE214,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE215,rur,Zone_6A Cold Humid,1
C-WEU-DEU,C-WEU-DEU-DE215,urb,Zone_6A Cold Humid,1
C-WEU-DEU,C-WEU-DEU-DE216,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE216,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE217,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE217,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE218,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE218,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE219,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE219,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21A,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21A,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21B,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21B,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21C,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21C,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21D,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21D,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21E,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21E,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21F,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21F,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21G,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21G,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21H,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21H,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21I,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21I,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21J,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21J,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21K,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21K,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21L,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21L,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21M,rur,Zone_6A Cold Humid,1
C-WEU-DEU,C-WEU-DEU-DE21M,urb,Zone_6A Cold Humid,1
C-WEU-DEU,C-WEU-DEU-DE21N,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE21N,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE221,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE221,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE222,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE222,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE223,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE223,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE224,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE224,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE225,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE225,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE226,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE226,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE227,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE227,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE228,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE228,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE229,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE229,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE22A,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE22A,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE22B,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE22B,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE22C,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE22C,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE231,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE231,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE232,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE232,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE233,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE233,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE234,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE234,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE235,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE235,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE236,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE236,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE237,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE237,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE238,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE238,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE239,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE239,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE23A,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE23A,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE241,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE241,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE242,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE242,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE243,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE243,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE244,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE244,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE245,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE245,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE246,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE246,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE247,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE247,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE248,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE248,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE249,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE249,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE24A,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE24A,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE24B,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE24B,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE24C,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE24C,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE24D,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE24D,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE251,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE251,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE252,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE252,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE253,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE253,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE254,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE254,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE255,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE255,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE256,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE256,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE257,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE257,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE258,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE258,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE259,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE259,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE25A,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE25A,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE25B,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE25B,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE25C,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE25C,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE261,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE261,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE262,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE262,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE263,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE263,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE264,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE264,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE265,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE265,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE266,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE266,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE267,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE267,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE268,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE268,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE269,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE269,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE26A,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE26A,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE26B,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE26B,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE26C,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE26C,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE271,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE271,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE272,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE272,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE273,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE273,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE274,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE274,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE275,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE275,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE276,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE276,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE277,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE277,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE278,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE278,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE279,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE279,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE27A,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE27A,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE27B,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE27B,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE27C,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE27C,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE27D,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE27D,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE27E,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE27E,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE300,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE300,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE401,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE401,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE402,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE402,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE403,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE403,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE404,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE404,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE405,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE405,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE406,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE406,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE407,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE407,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE408,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE408,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE409,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE409,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40A,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40A,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40B,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40B,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40C,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40C,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40D,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40D,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40E,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40E,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40F,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40F,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40G,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40G,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40H,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40H,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40I,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE40I,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE501,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE501,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE502,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE502,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE600,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE600,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE711,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE711,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE712,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE712,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE713,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE713,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE714,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE714,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE715,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE715,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE716,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE716,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE717,rur,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE717,urb,Zone_4A Mixed Humid,1
C-WEU-DEU,C-WEU-DEU-DE718,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE718,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE719,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE719,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE71A,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE71A,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE71B,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE71B,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE71C,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE71C,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE71D,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE71D,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE71E,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE71E,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE721,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE721,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE722,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE722,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE723,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE723,urb,Zone_5A Cool Humid,1
