region_bld,clim,urt,arch,eneff,region_nuts,value
C-WEU-ESP,Zone_4A Mixed Humid,rur,mfh,s2,C-WEU-ESP-ES230,32.38839286
C-WEU-ESP,Zone_4A Mixed Humid,urb,mfh,s2,C-WEU-ESP-ES230,32.38839286
C-WEU-ESP,Zone_4A Mixed Humid,rur,mfh,s2,C-WEU-ESP-ES241,32.38839286
C-WEU-ESP,Zone_4A Mixed Humid,urb,mfh,s2,C-WEU-ESP-ES241,32.38839286
C-WEU-ESP,Zone_4A Mixed Humid,rur,mfh,s2,C-WEU-ESP-ES242,32.38839286
C-WEU-ESP,Zone_4A Mixed Humid,urb,mfh,s2,C-WEU-ESP-ES242,32.38839286
C-WEU-ESP,Zone_3B Warm Dry,rur,mfh,s2,C-WEU-ESP-ES243,52.23529412
C-WEU-ESP,Zone_3B Warm Dry,urb,mfh,s2,C-WEU-ESP-ES243,52.23529412
C-WEU-ESP,Zone_3A Warm Humid,rur,mfh,s2,C-WEU-ESP-ES300,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,urb,mfh,s2,C-WEU-ESP-ES300,54.12378641
C-WEU-ESP,Zone_4C Mixed Marine,rur,mfh,s2,C-WEU-ESP-ES411,22.68243243
C-WEU-ESP,Zone_4C Mixed Marine,urb,mfh,s2,C-WEU-ESP-ES411,22.68243243
C-WEU-ESP,Zone_4C Mixed Marine,rur,mfh,s2,C-WEU-ESP-ES412,22.68243243
C-WEU-ESP,Zone_4C Mixed Marine,urb,mfh,s2,C-WEU-ESP-ES412,22.68243243
C-WEU-ESP,Zone_4C Mixed Marine,rur,mfh,s2,C-WEU-ESP-ES413,22.68243243
C-WEU-ESP,Zone_4C Mixed Marine,urb,mfh,s2,C-WEU-ESP-ES413,22.68243243
C-WEU-ESP,Zone_4C Mixed Marine,rur,mfh,s2,C-WEU-ESP-ES414,22.68243243
C-WEU-ESP,Zone_4C Mixed Marine,urb,mfh,s2,C-WEU-ESP-ES414,22.68243243
C-WEU-ESP,Zone_4A Mixed Humid,rur,mfh,s2,C-WEU-ESP-ES415,32.38839286
C-WEU-ESP,Zone_4A Mixed Humid,urb,mfh,s2,C-WEU-ESP-ES415,32.38839286
C-WEU-ESP,Zone_4C Mixed Marine,rur,mfh,s2,C-WEU-ESP-ES416,22.68243243
