region_bld,region_nuts,clim,arch,urt,value
C-WEU-DEU,C-WEU-DEU-DE114,Zone_5A Cool Humid,sfh,urb,793.5
C-WEU-DEU,C-WEU-DEU-DE114,Zone_5A Cool Humid,sfh,rur,793.5
C-WEU-DEU,C-WEU-DEU-DE115,Zone_5A Cool Humid,mfh,urb,7963.5
C-WEU-DEU,C-WEU-DEU-DE115,Zone_5A Cool Humid,mfh,rur,7963.5
C-WEU-DEU,C-WEU-DEU-DE115,Zone_5A Cool Humid,sfh,urb,1535.5
C-WEU-DEU,C-WEU-DEU-DE115,Zone_5A Cool Humid,sfh,rur,1535.5
C-WEU-DEU,C-WEU-DEU-DE116,Zone_5A Cool Humid,mfh,urb,4957.5
C-WEU-DEU,C-WEU-DEU-DE116,Zone_5A Cool Humid,mfh,rur,4957.5
C-WEU-DEU,C-WEU-DEU-DE116,Zone_5A Cool Humid,sfh,urb,937.5
C-WEU-DEU,C-WEU-DEU-DE116,Zone_5A Cool Humid,sfh,rur,937.5
C-WEU-DEU,C-WEU-DEU-DE117,Zone_5A Cool Humid,mfh,urb,1816.0
C-WEU-DEU,C-WEU-DEU-DE117,Zone_5A Cool Humid,mfh,rur,1816.0
C-WEU-DEU,C-WEU-DEU-DE117,Zone_5A Cool Humid,sfh,urb,235.5
C-WEU-DEU,C-WEU-DEU-DE117,Zone_5A Cool Humid,sfh,rur,235.5
C-WEU-DEU,C-WEU-DEU-DE118,Zone_5A Cool Humid,mfh,urb,4260.0
C-WEU-DEU,C-WEU-DEU-DE118,Zone_5A Cool Humid,mfh,rur,4260.0
C-WEU-DEU,C-WEU-DEU-DE118,Zone_5A Cool Humid,sfh,urb,1311.5
C-WEU-DEU,C-WEU-DEU-DE118,Zone_5A Cool Humid,sfh,rur,1311.5
C-WEU-DEU,C-WEU-DEU-DE119,Zone_5A Cool Humid,mfh,urb,1635.5
C-WEU-DEU,C-WEU-DEU-DE119,Zone_5A Cool Humid,mfh,rur,1635.5
C-WEU-DEU,C-WEU-DEU-DE119,Zone_5A Cool Humid,sfh,urb,552.5
C-WEU-DEU,C-WEU-DEU-DE119,Zone_5A Cool Humid,sfh,rur,552.5
C-WEU-DEU,C-WEU-DEU-DE11A,Zone_5A Cool Humid,mfh,urb,3052.5
C-WEU-DEU,C-WEU-DEU-DE11A,Zone_5A Cool Humid,mfh,rur,3052.5
C-WEU-DEU,C-WEU-DEU-DE11A,Zone_5A Cool Humid,sfh,urb,928.5
C-WEU-DEU,C-WEU-DEU-DE11A,Zone_5A Cool Humid,sfh,rur,928.5
C-WEU-DEU,C-WEU-DEU-DE11B,Zone_5A Cool Humid,mfh,urb,2693.5
C-WEU-DEU,C-WEU-DEU-DE11B,Zone_5A Cool Humid,mfh,rur,2693.5
C-WEU-DEU,C-WEU-DEU-DE11B,Zone_5A Cool Humid,sfh,urb,810.5
C-WEU-DEU,C-WEU-DEU-DE11B,Zone_5A Cool Humid,sfh,rur,810.5
C-WEU-DEU,C-WEU-DEU-DE11C,Zone_5A Cool Humid,mfh,urb,1850.0
C-WEU-DEU,C-WEU-DEU-DE11C,Zone_5A Cool Humid,mfh,rur,1850.0
C-WEU-DEU,C-WEU-DEU-DE11C,Zone_5A Cool Humid,sfh,urb,535.5
C-WEU-DEU,C-WEU-DEU-DE11C,Zone_5A Cool Humid,sfh,rur,535.5
C-WEU-DEU,C-WEU-DEU-DE11D,Zone_5A Cool Humid,mfh,urb,4821.0
C-WEU-DEU,C-WEU-DEU-DE11D,Zone_5A Cool Humid,mfh,rur,4821.0
C-WEU-DEU,C-WEU-DEU-DE11D,Zone_5A Cool Humid,sfh,urb,1167.0
C-WEU-DEU,C-WEU-DEU-DE11D,Zone_5A Cool Humid,sfh,rur,1167.0
C-WEU-DEU,C-WEU-DEU-DE121,Zone_5A Cool Humid,mfh,urb,1239.5
C-WEU-DEU,C-WEU-DEU-DE121,Zone_5A Cool Humid,mfh,rur,1239.5
C-WEU-DEU,C-WEU-DEU-DE121,Zone_5A Cool Humid,sfh,urb,133.5
C-WEU-DEU,C-WEU-DEU-DE121,Zone_5A Cool Humid,sfh,rur,133.5
C-WEU-DEU,C-WEU-DEU-DE122,Zone_4A Mixed Humid,mfh,urb,3790.0
C-WEU-DEU,C-WEU-DEU-DE122,Zone_4A Mixed Humid,mfh,rur,3790.0
C-WEU-DEU,C-WEU-DEU-DE122,Zone_4A Mixed Humid,sfh,urb,260.0
C-WEU-DEU,C-WEU-DEU-DE122,Zone_4A Mixed Humid,sfh,rur,260.0
C-WEU-DEU,C-WEU-DEU-DE123,Zone_4A Mixed Humid,mfh,urb,5861.0
C-WEU-DEU,C-WEU-DEU-DE123,Zone_4A Mixed Humid,mfh,rur,5861.0
C-WEU-DEU,C-WEU-DEU-DE123,Zone_4A Mixed Humid,sfh,urb,1503.5
C-WEU-DEU,C-WEU-DEU-DE123,Zone_4A Mixed Humid,sfh,rur,1503.5
C-WEU-DEU,C-WEU-DEU-DE124,Zone_5A Cool Humid,mfh,urb,3747.0
C-WEU-DEU,C-WEU-DEU-DE124,Zone_5A Cool Humid,mfh,rur,3747.0
C-WEU-DEU,C-WEU-DEU-DE124,Zone_5A Cool Humid,sfh,urb,660.0
C-WEU-DEU,C-WEU-DEU-DE124,Zone_5A Cool Humid,sfh,rur,660.0
C-WEU-DEU,C-WEU-DEU-DE125,Zone_4A Mixed Humid,mfh,urb,2198.5
C-WEU-DEU,C-WEU-DEU-DE125,Zone_4A Mixed Humid,mfh,rur,2198.5
C-WEU-DEU,C-WEU-DEU-DE125,Zone_4A Mixed Humid,sfh,urb,192.0
C-WEU-DEU,C-WEU-DEU-DE125,Zone_4A Mixed Humid,sfh,rur,192.0
C-WEU-DEU,C-WEU-DEU-DE126,Zone_4A Mixed Humid,mfh,urb,6016.0
C-WEU-DEU,C-WEU-DEU-DE126,Zone_4A Mixed Humid,mfh,rur,6016.0
C-WEU-DEU,C-WEU-DEU-DE126,Zone_4A Mixed Humid,sfh,urb,380.5
C-WEU-DEU,C-WEU-DEU-DE126,Zone_4A Mixed Humid,sfh,rur,380.5
C-WEU-DEU,C-WEU-DEU-DE127,Zone_5A Cool Humid,mfh,urb,2536.5
C-WEU-DEU,C-WEU-DEU-DE127,Zone_5A Cool Humid,mfh,rur,2536.5
C-WEU-DEU,C-WEU-DEU-DE127,Zone_5A Cool Humid,sfh,urb,934.0
C-WEU-DEU,C-WEU-DEU-DE127,Zone_5A Cool Humid,sfh,rur,934.0
C-WEU-DEU,C-WEU-DEU-DE128,Zone_4A Mixed Humid,mfh,urb,7504.0
C-WEU-DEU,C-WEU-DEU-DE128,Zone_4A Mixed Humid,mfh,rur,7504.0
C-WEU-DEU,C-WEU-DEU-DE128,Zone_4A Mixed Humid,sfh,urb,1781.5
C-WEU-DEU,C-WEU-DEU-DE128,Zone_4A Mixed Humid,sfh,rur,1781.5
C-WEU-DEU,C-WEU-DEU-DE129,Zone_5A Cool Humid,mfh,urb,1851.0
C-WEU-DEU,C-WEU-DEU-DE129,Zone_5A Cool Humid,mfh,rur,1851.0
C-WEU-DEU,C-WEU-DEU-DE129,Zone_5A Cool Humid,sfh,urb,169.5
C-WEU-DEU,C-WEU-DEU-DE129,Zone_5A Cool Humid,sfh,rur,169.5
C-WEU-DEU,C-WEU-DEU-DE12A,Zone_5A Cool Humid,mfh,urb,4066.5
C-WEU-DEU,C-WEU-DEU-DE12A,Zone_5A Cool Humid,mfh,rur,4066.5
C-WEU-DEU,C-WEU-DEU-DE12A,Zone_5A Cool Humid,sfh,urb,704.0
C-WEU-DEU,C-WEU-DEU-DE12A,Zone_5A Cool Humid,sfh,rur,704.0
C-WEU-DEU,C-WEU-DEU-DE12B,Zone_5A Cool Humid,mfh,urb,2753.5
C-WEU-DEU,C-WEU-DEU-DE12B,Zone_5A Cool Humid,mfh,rur,2753.5
C-WEU-DEU,C-WEU-DEU-DE12B,Zone_5A Cool Humid,sfh,urb,817.5
C-WEU-DEU,C-WEU-DEU-DE12B,Zone_5A Cool Humid,sfh,rur,817.5
C-WEU-DEU,C-WEU-DEU-DE12C,Zone_5A Cool Humid,mfh,urb,2708.0
C-WEU-DEU,C-WEU-DEU-DE12C,Zone_5A Cool Humid,mfh,rur,2708.0
C-WEU-DEU,C-WEU-DEU-DE12C,Zone_5A Cool Humid,sfh,urb,550.0
C-WEU-DEU,C-WEU-DEU-DE12C,Zone_5A Cool Humid,sfh,rur,550.0
C-WEU-DEU,C-WEU-DEU-DE131,Zone_4A Mixed Humid,mfh,urb,2412.0
C-WEU-DEU,C-WEU-DEU-DE131,Zone_4A Mixed Humid,mfh,rur,2412.0
C-WEU-DEU,C-WEU-DEU-DE131,Zone_4A Mixed Humid,sfh,urb,139.5
C-WEU-DEU,C-WEU-DEU-DE131,Zone_4A Mixed Humid,sfh,rur,139.5
C-WEU-DEU,C-WEU-DEU-DE132,Zone_5A Cool Humid,mfh,urb,4462.0
C-WEU-DEU,C-WEU-DEU-DE132,Zone_5A Cool Humid,mfh,rur,4462.0
C-WEU-DEU,C-WEU-DEU-DE132,Zone_5A Cool Humid,sfh,urb,784.5
C-WEU-DEU,C-WEU-DEU-DE132,Zone_5A Cool Humid,sfh,rur,784.5
C-WEU-DEU,C-WEU-DEU-DE133,Zone_4A Mixed Humid,mfh,urb,2188.0
C-WEU-DEU,C-WEU-DEU-DE133,Zone_4A Mixed Humid,mfh,rur,2188.0
C-WEU-DEU,C-WEU-DEU-DE133,Zone_4A Mixed Humid,sfh,urb,417.0
C-WEU-DEU,C-WEU-DEU-DE133,Zone_4A Mixed Humid,sfh,rur,417.0
C-WEU-DEU,C-WEU-DEU-DE134,Zone_4A Mixed Humid,mfh,urb,6636.5
C-WEU-DEU,C-WEU-DEU-DE134,Zone_4A Mixed Humid,mfh,rur,6636.5
C-WEU-DEU,C-WEU-DEU-DE134,Zone_4A Mixed Humid,sfh,urb,1236.0
C-WEU-DEU,C-WEU-DEU-DE134,Zone_4A Mixed Humid,sfh,rur,1236.0
C-WEU-DEU,C-WEU-DEU-DE135,Zone_5A Cool Humid,mfh,urb,2581.5
C-WEU-DEU,C-WEU-DEU-DE135,Zone_5A Cool Humid,mfh,rur,2581.5
C-WEU-DEU,C-WEU-DEU-DE135,Zone_5A Cool Humid,sfh,urb,697.5
C-WEU-DEU,C-WEU-DEU-DE135,Zone_5A Cool Humid,sfh,rur,697.5
C-WEU-DEU,C-WEU-DEU-DE136,Zone_5A Cool Humid,mfh,urb,4961.0
C-WEU-DEU,C-WEU-DEU-DE136,Zone_5A Cool Humid,mfh,rur,4961.0
C-WEU-DEU,C-WEU-DEU-DE136,Zone_5A Cool Humid,sfh,urb,670.5
C-WEU-DEU,C-WEU-DEU-DE136,Zone_5A Cool Humid,sfh,rur,670.5
C-WEU-DEU,C-WEU-DEU-DE137,Zone_5A Cool Humid,mfh,urb,2066.0
C-WEU-DEU,C-WEU-DEU-DE137,Zone_5A Cool Humid,mfh,rur,2066.0
C-WEU-DEU,C-WEU-DEU-DE137,Zone_5A Cool Humid,sfh,urb,538.0
C-WEU-DEU,C-WEU-DEU-DE137,Zone_5A Cool Humid,sfh,rur,538.0
C-WEU-DEU,C-WEU-DEU-DE138,Zone_5A Cool Humid,mfh,urb,4452.5
C-WEU-DEU,C-WEU-DEU-DE138,Zone_5A Cool Humid,mfh,rur,4452.5
C-WEU-DEU,C-WEU-DEU-DE138,Zone_5A Cool Humid,sfh,urb,779.0
C-WEU-DEU,C-WEU-DEU-DE138,Zone_5A Cool Humid,sfh,rur,779.0
C-WEU-DEU,C-WEU-DEU-DE139,Zone_5A Cool Humid,mfh,urb,3668.0
C-WEU-DEU,C-WEU-DEU-DE139,Zone_5A Cool Humid,mfh,rur,3668.0
C-WEU-DEU,C-WEU-DEU-DE139,Zone_5A Cool Humid,sfh,urb,645.0
C-WEU-DEU,C-WEU-DEU-DE139,Zone_5A Cool Humid,sfh,rur,645.0
C-WEU-DEU,C-WEU-DEU-DE13A,Zone_5A Cool Humid,mfh,urb,3907.0
C-WEU-DEU,C-WEU-DEU-DE13A,Zone_5A Cool Humid,mfh,rur,3907.0
C-WEU-DEU,C-WEU-DEU-DE13A,Zone_5A Cool Humid,sfh,urb,686.5
C-WEU-DEU,C-WEU-DEU-DE13A,Zone_5A Cool Humid,sfh,rur,686.5
C-WEU-DEU,C-WEU-DEU-DE141,Zone_5A Cool Humid,mfh,urb,3578.0
C-WEU-DEU,C-WEU-DEU-DE141,Zone_5A Cool Humid,mfh,rur,3578.0
C-WEU-DEU,C-WEU-DEU-DE141,Zone_5A Cool Humid,sfh,urb,1088.0
C-WEU-DEU,C-WEU-DEU-DE141,Zone_5A Cool Humid,sfh,rur,1088.0
C-WEU-DEU,C-WEU-DEU-DE142,Zone_5A Cool Humid,mfh,urb,2600.5
C-WEU-DEU,C-WEU-DEU-DE142,Zone_5A Cool Humid,mfh,rur,2600.5
C-WEU-DEU,C-WEU-DEU-DE142,Zone_5A Cool Humid,sfh,urb,632.5
C-WEU-DEU,C-WEU-DEU-DE142,Zone_5A Cool Humid,sfh,rur,632.5
C-WEU-DEU,C-WEU-DEU-DE143,Zone_5A Cool Humid,mfh,urb,2524.0
C-WEU-DEU,C-WEU-DEU-DE143,Zone_5A Cool Humid,mfh,rur,2524.0
C-WEU-DEU,C-WEU-DEU-DE143,Zone_5A Cool Humid,sfh,urb,1161.0
C-WEU-DEU,C-WEU-DEU-DE143,Zone_5A Cool Humid,sfh,rur,1161.0
C-WEU-DEU,C-WEU-DEU-DE144,Zone_5A Cool Humid,mfh,urb,1880.5
C-WEU-DEU,C-WEU-DEU-DE144,Zone_5A Cool Humid,mfh,rur,1880.5
C-WEU-DEU,C-WEU-DEU-DE144,Zone_5A Cool Humid,sfh,urb,192.0
C-WEU-DEU,C-WEU-DEU-DE144,Zone_5A Cool Humid,sfh,rur,192.0
C-WEU-DEU,C-WEU-DEU-DE145,Zone_5A Cool Humid,mfh,urb,2794.0
C-WEU-DEU,C-WEU-DEU-DE145,Zone_5A Cool Humid,mfh,rur,2794.0
C-WEU-DEU,C-WEU-DEU-DE145,Zone_5A Cool Humid,sfh,urb,981.5
C-WEU-DEU,C-WEU-DEU-DE145,Zone_5A Cool Humid,sfh,rur,981.5
C-WEU-DEU,C-WEU-DEU-DE146,Zone_5A Cool Humid,mfh,urb,3185.5
C-WEU-DEU,C-WEU-DEU-DE146,Zone_5A Cool Humid,mfh,rur,3185.5
C-WEU-DEU,C-WEU-DEU-DE146,Zone_5A Cool Humid,sfh,urb,977.5
C-WEU-DEU,C-WEU-DEU-DE146,Zone_5A Cool Humid,sfh,rur,977.5
C-WEU-DEU,C-WEU-DEU-DE147,Zone_5A Cool Humid,mfh,urb,5049.5
C-WEU-DEU,C-WEU-DEU-DE147,Zone_5A Cool Humid,mfh,rur,5049.5
C-WEU-DEU,C-WEU-DEU-DE147,Zone_5A Cool Humid,sfh,urb,723.0
C-WEU-DEU,C-WEU-DEU-DE147,Zone_5A Cool Humid,sfh,rur,723.0
C-WEU-DEU,C-WEU-DEU-DE148,Zone_5A Cool Humid,mfh,urb,3657.5
C-WEU-DEU,C-WEU-DEU-DE148,Zone_5A Cool Humid,mfh,rur,3657.5
C-WEU-DEU,C-WEU-DEU-DE148,Zone_5A Cool Humid,sfh,urb,867.0
C-WEU-DEU,C-WEU-DEU-DE148,Zone_5A Cool Humid,sfh,rur,867.0
C-WEU-DEU,C-WEU-DEU-DE149,Zone_5A Cool Humid,mfh,urb,1802.5
C-WEU-DEU,C-WEU-DEU-DE149,Zone_5A Cool Humid,mfh,rur,1802.5
C-WEU-DEU,C-WEU-DEU-DE149,Zone_5A Cool Humid,sfh,urb,678.0
C-WEU-DEU,C-WEU-DEU-DE149,Zone_5A Cool Humid,sfh,rur,678.0
C-WEU-DEU,C-WEU-DEU-DE211,Zone_5A Cool Humid,mfh,urb,2880.5
C-WEU-DEU,C-WEU-DEU-DE211,Zone_5A Cool Humid,mfh,rur,2880.5
C-WEU-DEU,C-WEU-DEU-DE211,Zone_5A Cool Humid,sfh,urb,394.5
C-WEU-DEU,C-WEU-DEU-DE211,Zone_5A Cool Humid,sfh,rur,394.5
C-WEU-DEU,C-WEU-DEU-DE212,Zone_5A Cool Humid,mfh,urb,22411.0
C-WEU-DEU,C-WEU-DEU-DE212,Zone_5A Cool Humid,mfh,rur,22411.0
C-WEU-DEU,C-WEU-DEU-DE212,Zone_5A Cool Humid,sfh,urb,1459.5
C-WEU-DEU,C-WEU-DEU-DE212,Zone_5A Cool Humid,sfh,rur,1459.5
C-WEU-DEU,C-WEU-DEU-DE213,Zone_5A Cool Humid,mfh,urb,1118.0
C-WEU-DEU,C-WEU-DEU-DE213,Zone_5A Cool Humid,mfh,rur,1118.0
C-WEU-DEU,C-WEU-DEU-DE213,Zone_5A Cool Humid,sfh,urb,112.5
C-WEU-DEU,C-WEU-DEU-DE213,Zone_5A Cool Humid,sfh,rur,112.5
C-WEU-DEU,C-WEU-DEU-DE214,Zone_5A Cool Humid,mfh,urb,1341.0
C-WEU-DEU,C-WEU-DEU-DE214,Zone_5A Cool Humid,mfh,rur,1341.0
C-WEU-DEU,C-WEU-DEU-DE214,Zone_5A Cool Humid,sfh,urb,471.0
C-WEU-DEU,C-WEU-DEU-DE214,Zone_5A Cool Humid,sfh,rur,471.0
C-WEU-DEU,C-WEU-DEU-DE215,Zone_6A Cold Humid,mfh,urb,2440.5
C-WEU-DEU,C-WEU-DEU-DE215,Zone_6A Cold Humid,mfh,rur,2440.5
C-WEU-DEU,C-WEU-DEU-DE215,Zone_6A Cold Humid,sfh,urb,414.0
C-WEU-DEU,C-WEU-DEU-DE215,Zone_6A Cold Humid,sfh,rur,414.0
C-WEU-DEU,C-WEU-DEU-DE216,Zone_5A Cool Humid,mfh,urb,1887.0
C-WEU-DEU,C-WEU-DEU-DE216,Zone_5A Cool Humid,mfh,rur,1887.0
C-WEU-DEU,C-WEU-DEU-DE216,Zone_5A Cool Humid,sfh,urb,520.0
C-WEU-DEU,C-WEU-DEU-DE216,Zone_5A Cool Humid,sfh,rur,520.0
C-WEU-DEU,C-WEU-DEU-DE217,Zone_5A Cool Humid,mfh,urb,1444.5
C-WEU-DEU,C-WEU-DEU-DE217,Zone_5A Cool Humid,mfh,rur,1444.5
C-WEU-DEU,C-WEU-DEU-DE217,Zone_5A Cool Humid,sfh,urb,410.5
C-WEU-DEU,C-WEU-DEU-DE217,Zone_5A Cool Humid,sfh,rur,410.5
C-WEU-DEU,C-WEU-DEU-DE218,Zone_5A Cool Humid,mfh,urb,1542.5
C-WEU-DEU,C-WEU-DEU-DE218,Zone_5A Cool Humid,mfh,rur,1542.5
C-WEU-DEU,C-WEU-DEU-DE218,Zone_5A Cool Humid,sfh,urb,466.0
C-WEU-DEU,C-WEU-DEU-DE218,Zone_5A Cool Humid,sfh,rur,466.0
C-WEU-DEU,C-WEU-DEU-DE219,Zone_5A Cool Humid,mfh,urb,1963.0
C-WEU-DEU,C-WEU-DEU-DE219,Zone_5A Cool Humid,mfh,rur,1963.0
C-WEU-DEU,C-WEU-DEU-DE219,Zone_5A Cool Humid,sfh,urb,662.0
C-WEU-DEU,C-WEU-DEU-DE219,Zone_5A Cool Humid,sfh,rur,662.0
C-WEU-DEU,C-WEU-DEU-DE21A,Zone_5A Cool Humid,mfh,urb,1665.0
C-WEU-DEU,C-WEU-DEU-DE21A,Zone_5A Cool Humid,mfh,rur,1665.0
C-WEU-DEU,C-WEU-DEU-DE21A,Zone_5A Cool Humid,sfh,urb,439.5
C-WEU-DEU,C-WEU-DEU-DE21A,Zone_5A Cool Humid,sfh,rur,439.5
C-WEU-DEU,C-WEU-DEU-DE21B,Zone_5A Cool Humid,mfh,urb,2827.5
C-WEU-DEU,C-WEU-DEU-DE21B,Zone_5A Cool Humid,mfh,rur,2827.5
C-WEU-DEU,C-WEU-DEU-DE21B,Zone_5A Cool Humid,sfh,urb,482.5
C-WEU-DEU,C-WEU-DEU-DE21B,Zone_5A Cool Humid,sfh,rur,482.5
C-WEU-DEU,C-WEU-DEU-DE21C,Zone_5A Cool Humid,mfh,urb,1989.5
C-WEU-DEU,C-WEU-DEU-DE21C,Zone_5A Cool Humid,mfh,rur,1989.5
C-WEU-DEU,C-WEU-DEU-DE21C,Zone_5A Cool Humid,sfh,urb,640.0
C-WEU-DEU,C-WEU-DEU-DE21C,Zone_5A Cool Humid,sfh,rur,640.0
C-WEU-DEU,C-WEU-DEU-DE21D,Zone_5A Cool Humid,mfh,urb,3015.0
C-WEU-DEU,C-WEU-DEU-DE21D,Zone_5A Cool Humid,mfh,rur,3015.0
C-WEU-DEU,C-WEU-DEU-DE21D,Zone_5A Cool Humid,sfh,urb,487.0
C-WEU-DEU,C-WEU-DEU-DE21D,Zone_5A Cool Humid,sfh,rur,487.0
C-WEU-DEU,C-WEU-DEU-DE21E,Zone_5A Cool Humid,mfh,urb,1495.5
C-WEU-DEU,C-WEU-DEU-DE21E,Zone_5A Cool Humid,mfh,rur,1495.5
C-WEU-DEU,C-WEU-DEU-DE21E,Zone_5A Cool Humid,sfh,urb,590.0
C-WEU-DEU,C-WEU-DEU-DE21E,Zone_5A Cool Humid,sfh,rur,590.0
C-WEU-DEU,C-WEU-DEU-DE21F,Zone_5A Cool Humid,mfh,urb,2882.5
C-WEU-DEU,C-WEU-DEU-DE21F,Zone_5A Cool Humid,mfh,rur,2882.5
C-WEU-DEU,C-WEU-DEU-DE21F,Zone_5A Cool Humid,sfh,urb,739.5
C-WEU-DEU,C-WEU-DEU-DE21F,Zone_5A Cool Humid,sfh,rur,739.5
C-WEU-DEU,C-WEU-DEU-DE21G,Zone_5A Cool Humid,mfh,urb,1409.0
C-WEU-DEU,C-WEU-DEU-DE21G,Zone_5A Cool Humid,mfh,rur,1409.0
C-WEU-DEU,C-WEU-DEU-DE21G,Zone_5A Cool Humid,sfh,urb,552.0
C-WEU-DEU,C-WEU-DEU-DE21G,Zone_5A Cool Humid,sfh,rur,552.0
C-WEU-DEU,C-WEU-DEU-DE21H,Zone_5A Cool Humid,mfh,urb,4449.0
C-WEU-DEU,C-WEU-DEU-DE21H,Zone_5A Cool Humid,mfh,rur,4449.0
C-WEU-DEU,C-WEU-DEU-DE21H,Zone_5A Cool Humid,sfh,urb,963.5
C-WEU-DEU,C-WEU-DEU-DE21H,Zone_5A Cool Humid,sfh,rur,963.5
C-WEU-DEU,C-WEU-DEU-DE21I,Zone_5A Cool Humid,mfh,urb,1159.0
C-WEU-DEU,C-WEU-DEU-DE21I,Zone_5A Cool Humid,mfh,rur,1159.0
C-WEU-DEU,C-WEU-DEU-DE21I,Zone_5A Cool Humid,sfh,urb,466.0
C-WEU-DEU,C-WEU-DEU-DE21I,Zone_5A Cool Humid,sfh,rur,466.0
C-WEU-DEU,C-WEU-DEU-DE21J,Zone_5A Cool Humid,mfh,urb,1602.5
C-WEU-DEU,C-WEU-DEU-DE21J,Zone_5A Cool Humid,mfh,rur,1602.5
C-WEU-DEU,C-WEU-DEU-DE21J,Zone_5A Cool Humid,sfh,urb,550.0
C-WEU-DEU,C-WEU-DEU-DE21J,Zone_5A Cool Humid,sfh,rur,550.0
C-WEU-DEU,C-WEU-DEU-DE21K,Zone_5A Cool Humid,mfh,urb,4751.5
C-WEU-DEU,C-WEU-DEU-DE21K,Zone_5A Cool Humid,mfh,rur,4751.5
C-WEU-DEU,C-WEU-DEU-DE21K,Zone_5A Cool Humid,sfh,urb,1293.5
C-WEU-DEU,C-WEU-DEU-DE21K,Zone_5A Cool Humid,sfh,rur,1293.5
C-WEU-DEU,C-WEU-DEU-DE21L,Zone_5A Cool Humid,mfh,urb,1930.0
C-WEU-DEU,C-WEU-DEU-DE21L,Zone_5A Cool Humid,mfh,rur,1930.0
C-WEU-DEU,C-WEU-DEU-DE21L,Zone_5A Cool Humid,sfh,urb,644.0
C-WEU-DEU,C-WEU-DEU-DE21L,Zone_5A Cool Humid,sfh,rur,644.0
C-WEU-DEU,C-WEU-DEU-DE21M,Zone_6A Cold Humid,mfh,urb,4090.0
C-WEU-DEU,C-WEU-DEU-DE21M,Zone_6A Cold Humid,mfh,rur,4090.0
C-WEU-DEU,C-WEU-DEU-DE21M,Zone_6A Cold Humid,sfh,urb,1160.5
C-WEU-DEU,C-WEU-DEU-DE21M,Zone_6A Cold Humid,sfh,rur,1160.5
C-WEU-DEU,C-WEU-DEU-DE21N,Zone_5A Cool Humid,mfh,urb,2139.5
C-WEU-DEU,C-WEU-DEU-DE21N,Zone_5A Cool Humid,mfh,rur,2139.5
C-WEU-DEU,C-WEU-DEU-DE21N,Zone_5A Cool Humid,sfh,urb,631.5
C-WEU-DEU,C-WEU-DEU-DE21N,Zone_5A Cool Humid,sfh,rur,631.5
C-WEU-DEU,C-WEU-DEU-DE221,Zone_5A Cool Humid,mfh,urb,1672.0
C-WEU-DEU,C-WEU-DEU-DE221,Zone_5A Cool Humid,mfh,rur,1672.0
C-WEU-DEU,C-WEU-DEU-DE221,Zone_5A Cool Humid,sfh,urb,212.0
C-WEU-DEU,C-WEU-DEU-DE221,Zone_5A Cool Humid,sfh,rur,212.0
C-WEU-DEU,C-WEU-DEU-DE222,Zone_5A Cool Humid,mfh,urb,2354.0
C-WEU-DEU,C-WEU-DEU-DE222,Zone_5A Cool Humid,mfh,rur,2354.0
C-WEU-DEU,C-WEU-DEU-DE222,Zone_5A Cool Humid,sfh,urb,202.0
C-WEU-DEU,C-WEU-DEU-DE222,Zone_5A Cool Humid,sfh,rur,202.0
C-WEU-DEU,C-WEU-DEU-DE223,Zone_5A Cool Humid,mfh,urb,969.0
C-WEU-DEU,C-WEU-DEU-DE223,Zone_5A Cool Humid,mfh,rur,969.0
C-WEU-DEU,C-WEU-DEU-DE223,Zone_5A Cool Humid,sfh,urb,189.0
C-WEU-DEU,C-WEU-DEU-DE223,Zone_5A Cool Humid,sfh,rur,189.0
C-WEU-DEU,C-WEU-DEU-DE224,Zone_5A Cool Humid,mfh,urb,2118.0
C-WEU-DEU,C-WEU-DEU-DE224,Zone_5A Cool Humid,mfh,rur,2118.0
C-WEU-DEU,C-WEU-DEU-DE224,Zone_5A Cool Humid,sfh,urb,775.0
C-WEU-DEU,C-WEU-DEU-DE224,Zone_5A Cool Humid,sfh,rur,775.0
C-WEU-DEU,C-WEU-DEU-DE225,Zone_5A Cool Humid,mfh,urb,1962.5
C-WEU-DEU,C-WEU-DEU-DE225,Zone_5A Cool Humid,mfh,rur,1962.5
C-WEU-DEU,C-WEU-DEU-DE225,Zone_5A Cool Humid,sfh,urb,841.5
C-WEU-DEU,C-WEU-DEU-DE225,Zone_5A Cool Humid,sfh,rur,841.5
C-WEU-DEU,C-WEU-DEU-DE226,Zone_5A Cool Humid,mfh,urb,1552.0
C-WEU-DEU,C-WEU-DEU-DE226,Zone_5A Cool Humid,mfh,rur,1552.0
C-WEU-DEU,C-WEU-DEU-DE226,Zone_5A Cool Humid,sfh,urb,567.5
C-WEU-DEU,C-WEU-DEU-DE226,Zone_5A Cool Humid,sfh,rur,567.5
C-WEU-DEU,C-WEU-DEU-DE227,Zone_5A Cool Humid,mfh,urb,1550.5
C-WEU-DEU,C-WEU-DEU-DE227,Zone_5A Cool Humid,mfh,rur,1550.5
C-WEU-DEU,C-WEU-DEU-DE227,Zone_5A Cool Humid,sfh,urb,762.5
C-WEU-DEU,C-WEU-DEU-DE227,Zone_5A Cool Humid,sfh,rur,762.5
C-WEU-DEU,C-WEU-DEU-DE228,Zone_5A Cool Humid,mfh,urb,3695.5
C-WEU-DEU,C-WEU-DEU-DE228,Zone_5A Cool Humid,mfh,rur,3695.5
C-WEU-DEU,C-WEU-DEU-DE228,Zone_5A Cool Humid,sfh,urb,1275.0
