region_bld,region_gea,urt,clim,mat,arch,yr_con,bld_age,value
C-EEU-HRV,EEU,rur,Zone_4C Mixed Marine,perm,sfh,1960,p2,0.0030230492524854734
C-EEU-HRV,EEU,rur,Zone_4C Mixed Marine,perm,sfh,1980,p2,0.019742794215771624
C-EEU-HRV,EEU,rur,Zone_4C Mixed Marine,perm,sfh,2000,p3,0.018727316897809657
C-EEU-HRV,EEU,rur,Zone_4C Mixed Marine,perm,sfh,2010,p3,0.010725979170973324
C-EEU-HRV,EEU,rur,Zone_4C Mixed Marine,perm,sfh,2015,p3,0.003397172474892514
C-EEU-HRV,EEU,rur,Zone_4C Mixed Marine,perm,sfh,2020,p3,0.0036911264353551914
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,1945,p1,0.0010116119660988805
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,1960,p2,0.001504383879759682
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,1980,p2,0.004820082950688932
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,2000,p3,0.0038168800616149787
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,2010,p3,0.0019424967927584484
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,2015,p3,0.0005869535763399991
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,2020,p3,0.0004725901288009722
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,sfh,1945,p1,0.0010116119660988805
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,sfh,1960,p2,0.001504383879759682
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,sfh,1980,p2,0.004820082950688932
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,sfh,2000,p3,0.0038168800616149787
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,sfh,2010,p3,0.0019424967927584484
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,sfh,2015,p3,0.0005869535763399991
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,sfh,2020,p3,0.0004725901288009722
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,mfh,1945,p1,0.008387589767814584
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,mfh,1960,p2,0.006548577586096449
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,mfh,1980,p2,0.029848938938889655
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,mfh,2000,p3,0.024890663190248075
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,mfh,2010,p3,0.010973949774987442
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,mfh,2015,p3,0.0035997232612867366
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,mfh,2020,p3,0.0036312958505585577
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,sfh,1945,p1,0.008387589767814584
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,sfh,1960,p2,0.006548577586096449
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,sfh,1980,p2,0.029848938938889655
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,sfh,2000,p3,0.024890663190248075
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,sfh,2010,p3,0.010973949774987442
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,sfh,2015,p3,0.0035997232612867366
C-EEU-HRV,EEU,urb,Zone_3A Warm Humid,perm,sfh,2020,p3,0.0036312958505585577
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1945,p1,0.07823648293655724
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1960,p2,0.05820521675569957
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1980,p2,0.3030306199227538
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2000,p3,0.2295515110247456
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2010,p3,0.09963144210621826
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2015,p3,0.029216139781107958
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2020,p3,0.028549987584045203
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1945,p1,0.07823648293655724
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1960,p2,0.05820521675569957
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1980,p2,0.3030306199227538
