region_bld,clim,region_gea,urt,mat,arch,yr_con,bld_age,Occupied conventional dwellings,Unoccupied conventional dwellings
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,mfh,1945,p1,17231.972392171167,29022.999999999993
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,mfh,1960,p2,41435.55113771218,38805.99999999999
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,mfh,1965,p2,33325.25655599711,18201.93413014298
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,mfh,1970,p2,23441.75276247721,12803.659559551761
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,mfh,1975,p2,22083.401415644854,12061.741138035988
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,mfh,1980,p2,20834.61343589856,11379.665172269242
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,mfh,1985,p2,22252.86803777609,11413.281235046248
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,mfh,1990,p2,13940.026519886787,7149.705054889236
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,mfh,1995,p3,2748.239915016621,1409.5457267897805
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,mfh,2000,p3,5247.647948584756,2691.467983274699
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,mfh,2005,p3,2054.9500115033525,1689.185547559944
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,mfh,2010,p3,2365.9310175762257,1944.8144524400377
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,mfh,2015,p3,1808.2653990696942,1676.9999999999914
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,mfh,2020,p3,2094.523450685274,4431.999999999995
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,sfh,1945,p1,17231.972392171167,29022.999999999993
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,sfh,1960,p2,41435.55113771218,38805.99999999999
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,sfh,1965,p2,33325.25655599711,18201.93413014298
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,sfh,1970,p2,23441.75276247721,12803.659559551761
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,sfh,1975,p2,22083.401415644854,12061.741138035988
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,sfh,1980,p2,20834.61343589856,11379.665172269242
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,sfh,1985,p2,22252.86803777609,11413.281235046248
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,sfh,1990,p2,13940.026519886787,7149.705054889236
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,sfh,1995,p3,2748.239915016621,1409.5457267897805
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,sfh,2000,p3,5247.647948584756,2691.467983274699
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,sfh,2005,p3,2054.9499733378007,1689.1855161875553
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,sfh,2010,p3,2365.9310557417734,1944.8144838124308
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,sfh,2015,p3,1808.2653990696942,1676.9999999999914
C-EEU-BGR,Zone_4A Mixed Humid,EEU,rur,perm,sfh,2020,p3,2094.523450685274,4431.999999999995
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,mfh,1945,p1,90049.61328052201,100419.99999999996
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,mfh,1960,p2,229979.95341386308,170905.99999999997
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,mfh,1965,p2,201715.97658825264,85484.60287161093
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,mfh,1970,p2,141891.66236358712,60131.83790941396
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,mfh,1975,p2,133669.6350847919,56647.44986730042
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,mfh,1980,p2,126110.78894469028,53444.10935167452
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,mfh,1985,p2,191652.91133288358,89089.46272908719
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,mfh,1990,p2,120058.53187366974,55808.962286465554
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,mfh,1995,p3,23669.226809777585,11002.591533991399
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,mfh,2000,p3,45195.38808611087,21008.983450455693
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,mfh,2005,p3,37410.81962209538,55126.29609600224
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,mfh,2010,p3,43072.29764295429,63468.70390399767
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,mfh,2015,p3,23686.652664314894,47220.99999999995
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,mfh,2020,p3,28542.542292485592,51634.99999999996
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,sfh,1945,p1,90049.61328052201,100419.99999999996
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,sfh,1960,p2,229979.95341386308,170905.99999999997
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,sfh,1965,p2,201715.97658825264,85484.60287161093
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,sfh,1970,p2,141891.66236358712,60131.83790941396
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,sfh,1975,p2,133669.6350847919,56647.44986730042
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,sfh,1980,p2,126110.78894469028,53444.10935167452
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,sfh,1985,p2,191652.91133288358,89089.46272908719
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,sfh,1990,p2,120058.53187366974,55808.962286465554
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,sfh,1995,p3,23669.226809777585,11002.591533991399
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,sfh,2000,p3,45195.38808611087,21008.983450455693
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,sfh,2005,p3,37410.81892728313,55126.295072169385
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,sfh,2010,p3,43072.29833776655,63468.70492783052
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,sfh,2015,p3,23686.652664314894,47220.99999999995
C-EEU-BGR,Zone_4A Mixed Humid,EEU,urb,perm,sfh,2020,p3,28542.542292485592,51634.99999999996
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,mfh,1945,p1,2139.4042761867386,4739.999999999999
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,mfh,1960,p2,6856.910896429973,7436.999999999997
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,mfh,1965,p2,6414.498286207247,4008.9921224066443
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,mfh,1970,p2,4512.1057858306085,2820.017364375352
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,mfh,1975,p2,4250.648162190638,2656.6091745610884
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,mfh,1980,p2,4010.2794693807573,2506.381338656908
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,mfh,1985,p2,5780.801821254095,3791.5016951404527
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,mfh,1990,p2,3621.3098715047845,2375.1380761675396
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,mfh,1995,p3,713.9318077562724,468.2522845481954
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,mfh,2000,p3,1363.2226087433694,894.1079441438061
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,mfh,2005,p3,401.32046892345005,544.7786080738176
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,mfh,2010,p3,462.0533541444154,627.2213919261786
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,mfh,2015,p3,173.27572087092608,265.9999999999993
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,mfh,2020,p3,149.23747057669624,304.99999999999716
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,sfh,1945,p1,2139.4042761867386,4739.999999999999
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,sfh,1960,p2,6856.910896429973,7436.999999999997
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,sfh,1965,p2,6414.49831575785,4008.9921408754567
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,sfh,1970,p2,4512.105775391786,2820.0173578511967
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,sfh,1975,p2,4250.648152356695,2656.6091684149837
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,sfh,1980,p2,4010.2794601029163,2506.381332858359
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,sfh,1985,p2,5780.801863088684,3791.5017225788465
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,sfh,1990,p2,3621.309897711534,2375.1380933559694
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,sfh,1995,p3,713.9317298495497,468.25223345087574
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,sfh,2000,p3,1363.2226186087585,894.1079506143018
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,sfh,2005,p3,401.32046146992906,544.7785979559219
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,sfh,2010,p3,462.0533615979364,627.2214020440775
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,sfh,2015,p3,173.27572087092608,265.9999999999993
C-EEU-BGR,Zone_5A Cool Humid,EEU,rur,perm,sfh,2020,p3,149.23747057669624,304.99999999999716
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,mfh,1945,p1,46528.3914708249,60143.99999999998
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,mfh,1960,p2,100896.2546810037,76960.99999999997
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,mfh,1965,p2,126543.33855960629,56886.10052809869
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,mfh,1970,p2,89013.49795366888,40014.99289166432
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,mfh,1975,p2,83855.53873207151,37696.29172462173
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,mfh,1980,p2,79113.6157450821,35564.61485561516
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,mfh,1985,p2,135038.18893771837,62547.9436903865
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,mfh,1990,p2,84592.95816582764,39182.3648227373
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,mfh,1995,p3,16677.281340103727,7724.701155838576
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,mfh,2000,p3,31844.563763945192,14749.990331037532
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,mfh,2005,p3,35317.47880191165,30005.587635137552
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,mfh,2010,p3,40662.166034347494,34546.41236486241
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,mfh,2015,p3,21170.98647778603,22562.999999999967
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,mfh,2020,p3,21236.73933610198,29567.99999999998
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,sfh,1945,p1,46528.3914708249,60143.99999999998
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,sfh,1960,p2,100896.2546810037,76960.99999999997
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,sfh,1965,p2,126543.33914257199,56886.100790164215
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,sfh,1970,p2,89013.49774773479,40014.99279908903
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,sfh,1975,p2,83855.5385380704,37696.2916374108
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,sfh,1980,p2,79113.61556205155,35564.61477333589
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,sfh,1985,p2,135038.18991496463,62547.94414303434
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,sfh,1990,p2,84592.95877801118,39182.3651062928
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,sfh,1995,p3,16677.27952022078,7724.700312892307
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,sfh,2000,p3,31844.563994398377,14749.990437780467
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,sfh,2005,p3,35317.47814597795,30005.587077858916
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,sfh,2010,p3,40662.16669028115,34546.41292214102
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,sfh,2015,p3,21170.98647778603,22562.999999999967
C-EEU-BGR,Zone_5A Cool Humid,EEU,urb,perm,sfh,2020,p3,21236.73933610198,29567.99999999998
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,mfh,1945,p1,176719.71396880873,70960.96077013844
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,mfh,1960,p2,64871.62174312639,19194.659373641152
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,mfh,1965,p2,41672.45485381718,8875.247695196193
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,mfh,1970,p2,56698.36144430916,12075.410567849269
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,mfh,1975,p2,101480.87071362945,21613.026327992815
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,mfh,1980,p2,113482.42244304658,24169.073114747705
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,mfh,1985,p2,101475.58945975607,18401.494747235884
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,mfh,1990,p2,104834.20997977571,19010.544058367115
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,mfh,1995,p3,120875.43826228383,21919.446382081638
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,mfh,2000,p3,108617.82538356398,19696.661570460812
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,mfh,2005,p3,77259.50643760285,17117.762164800704
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,mfh,2010,p3,119210.46507751096,26412.495792995745
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,mfh,2015,p3,29761.427824075217,6723.417057632872
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,mfh,2020,p3,35474.60970894001,11050.002734830476
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,sfh,1945,p1,176719.71396880873,70960.96077013844
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,sfh,1960,p2,64871.62174312639,19194.659373641152
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,sfh,1965,p2,41672.45485381718,8875.247695196193
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,sfh,1970,p2,56698.36144430916,12075.410567849269
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,sfh,1975,p2,101480.87071362945,21613.026327992815
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,sfh,1980,p2,113482.42244304658,24169.073114747705
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,sfh,1985,p2,101475.58945975607,18401.494747235884
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,sfh,1990,p2,104834.20997977571,19010.544058367115
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,sfh,1995,p3,120875.43826228383,21919.446382081638
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,sfh,2000,p3,108617.82538356398,19696.661570460812
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,sfh,2005,p3,77259.50643760285,17117.762164800704
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,sfh,2010,p3,119210.46507751096,26412.495792995745
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,sfh,2015,p3,29761.427824075217,6723.417057632872
C-EEU-CZE,Zone_5A Cool Humid,EEU,rur,perm,sfh,2020,p3,35474.60970894001,11050.002734830476
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,mfh,1945,p1,737180.1627970713,205256.0201467018
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,mfh,1960,p2,300715.2992376186,56667.73788328129
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,mfh,1965,p2,147579.64399844193,20863.388084039634
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,mfh,1970,p2,200792.68251891015,28386.13474275363
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,mfh,1975,p2,359386.33385303203,50806.57705987691
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,mfh,1980,p2,401888.86311053333,56815.17511871124
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,mfh,1985,p2,354426.94462033967,42794.07667470815
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,mfh,1990,p2,366157.7028784311,44210.46720587102
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,mfh,1995,p3,422185.3993756415,50975.340972387996
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,mfh,2000,p3,379372.8539736111,45806.085704461104
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,mfh,2005,p3,288697.8985457029,47401.11303255962
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,mfh,2010,p3,445457.29502334574,73139.33249582414
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,mfh,2015,p3,123860.02748187492,19890.253646766116
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,mfh,2020,p3,144288.93979397955,33104.50527496299
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,sfh,1945,p1,737180.1627970713,205256.0201467018
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,sfh,1960,p2,300715.2992376186,56667.73788328129
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,sfh,1965,p2,147579.64399844193,20863.388084039634
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,sfh,1970,p2,200792.68251891015,28386.13474275363
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,sfh,1975,p2,359386.33385303203,50806.57705987691
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,sfh,1980,p2,401888.86311053333,56815.17511871124
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,sfh,1985,p2,354426.94462033967,42794.07667470815
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,sfh,1990,p2,366157.7028784311,44210.46720587102
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,sfh,1995,p3,422185.3993756415,50975.340972387996
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,sfh,2000,p3,379372.8539736111,45806.085704461104
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,sfh,2005,p3,288697.8985457029,47401.11303255962
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,sfh,2010,p3,445457.29502334574,73139.33249582414
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,sfh,2015,p3,123860.02748187492,19890.253646766116
C-EEU-CZE,Zone_5A Cool Humid,EEU,urb,perm,sfh,2020,p3,144288.93979397955,33104.50527496299
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,mfh,1945,p1,20302.064154878877,13445.569846377693
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,mfh,1960,p2,14140.436537280922,7225.674761901972
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,mfh,1965,p2,7109.6244365781895,2203.5034191091318
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,mfh,1970,p2,18904.60527202074,5859.150891218545
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,mfh,1975,p2,25188.058610244458,7806.597066202784
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,mfh,1980,p2,21409.214769347294,6635.410683859365
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,mfh,1985,p2,28687.42154134137,8413.203212594006
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,mfh,1990,p2,31020.825062865566,9097.523968827709
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,mfh,1995,p3,4502.452959421866,1320.4411434528045
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,mfh,2000,p3,9501.258768524309,2786.448432803207
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,mfh,2005,p3,3667.7086480060048,1684.3007437902322
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,mfh,2010,p3,5069.671105358948,2328.115898238043
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,mfh,2015,p3,1004.3527867340085,308.94482731727686
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,mfh,2020,p3,2002.725934251756,1268.4628343551153
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,sfh,1945,p1,20302.064154878877,13445.569846377693
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,sfh,1960,p2,14140.436537280922,7225.674761901972
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,sfh,1965,p2,7109.6244365781895,2203.5034191091318
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,sfh,1970,p2,18904.60496589708,5859.150796340888
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,sfh,1975,p2,25188.0587122095,7806.59709780506
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,sfh,1980,p2,21409.214973505914,6635.410747134749
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,sfh,1985,p2,28687.421068115764,8413.203073810424
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,sfh,1990,p2,31020.825024258433,9097.523957505333
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,sfh,1995,p3,4502.452984354269,1320.4411507647692
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,sfh,2000,p3,9501.259255424637,2786.4485755972014
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,sfh,2005,p3,3667.7086326413983,1684.3007367344342
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,sfh,2010,p3,5069.671120723555,2328.115905293841
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,sfh,2015,p3,1004.3527867340085,308.94482731727686
C-EEU-EST,Zone_6A Cold Humid,EEU,rur,perm,sfh,2020,p3,2002.725934251756,1268.4628343551153
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,mfh,1945,p1,51009.72371481746,27484.87289850156
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,mfh,1960,p2,39588.26016495052,15154.114076189038
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,mfh,1965,p2,32707.427316199646,7705.990531074302
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,mfh,1970,p2,86969.57320204897,20490.352270984833
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,mfh,1975,p2,115876.2468509875,27300.87121734193
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,mfh,1980,p2,98491.88831447686,23205.052216475386
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,mfh,1985,p2,96872.95558593866,17127.37471741739
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,mfh,1990,p2,104752.49594054795,18520.496661907673
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,mfh,1995,p3,15204.082560619647,2688.118863259723
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,mfh,2000,p3,32084.27140680308,5672.57740404279
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,mfh,2005,p3,25731.13906457075,8017.302504301152
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,mfh,2010,p3,35566.7324596645,11081.874475246203
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,mfh,2015,p3,8908.575564903149,2791.3281315488603
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,mfh,2020,p3,20531.03420439984,13038.679462734784
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,sfh,1945,p1,51009.72371481746,27484.87289850156
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,sfh,1960,p2,39588.26016495052,15154.114076189038
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,sfh,1965,p2,32707.427316199646,7705.990531074302
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,sfh,1970,p2,86969.5717937443,20490.35193918306
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,sfh,1975,p2,115876.24732007193,27300.871327859946
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,sfh,1980,p2,98491.88925369715,23205.052437759143
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,sfh,1985,p2,96872.9539879295,17127.37443488546
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,sfh,1990,p2,104752.49581017764,18520.496638857894
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,sfh,1995,p3,15204.082644812479,2688.118878145224
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,sfh,2000,p3,32084.27305098966,5672.5776947389895
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,sfh,2005,p3,25731.138956778992,8017.302470715419
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,sfh,2010,p3,35566.73256745625,11081.874508831941
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,sfh,2015,p3,8908.575564903149,2791.3281315488603
C-EEU-EST,Zone_6A Cold Humid,EEU,urb,perm,sfh,2020,p3,20531.03420439984,13038.679462734784
C-EEU-HRV,Zone_3A Warm Humid,EEU,rur,perm,mfh,1945,p1,7526.575629080512,10838.552944722962
C-EEU-HRV,Zone_3A Warm Humid,EEU,rur,perm,mfh,1960,p2,5914.263084998494,8250.839973190998
C-EEU-HRV,Zone_3A Warm Humid,EEU,rur,perm,mfh,1965,p2,8926.444279720296,7961.740440305124
C-EEU-HRV,Zone_3A Warm Humid,EEU,rur,perm,mfh,1970,p2,10772.527688144379,9608.312856873994
C-EEU-HRV,Zone_3A Warm Humid,EEU,rur,perm,mfh,1975,p2,16510.27268173339,14725.964961127898
C-EEU-HRV,Zone_3A Warm Humid,EEU,rur,perm,mfh,1980,p2,17631.429182477394,15725.955189282242
C-EEU-HRV,Zone_3A Warm Humid,EEU,rur,perm,mfh,1985,p2,14776.826256890306,18851.268816150387
C-EEU-HRV,Zone_3A Warm Humid,EEU,rur,perm,mfh,1990,p2,15978.465009638778,20384.237719902805
C-EEU-HRV,Zone_3A Warm Humid,EEU,rur,perm,mfh,1995,p3,4584.011752679825,5847.970078545506
C-EEU-HRV,Zone_3A Warm Humid,EEU,rur,perm,mfh,2000,p3,9507.300705773196,12128.76690872209
C-EEU-HRV,Zone_3A Warm Humid,EEU,rur,perm,mfh,2005,p3,8638.745180973627,14435.605056602317
