index,region_bld,urt,arch,mat,year,value
914,C-EEU-ROU,rur,sfh,perm,2080,55.608681695997035
915,C-EEU-ROU,rur,sfh,perm,2085,56.515542248423216
916,C-EEU-ROU,urb,sfh,perm,2100,53.31973274084902
917,C-EEU-ROU,rur,mfh,perm,2100,36.10899202071174
918,C-EEU-ROU,rur,mfh,perm,2095,35.7368698353185
919,C-EEU-ROU,rur,mfh,perm,2090,35.30933678031173
920,C-EEU-ROU,rur,mfh,perm,2015,19.212925848139985
921,C-EEU-ROU,rur,mfh,perm,2020,20.776232323966145
922,C-EEU-ROU,rur,mfh,perm,2025,22.318530508392247
923,C-EEU-ROU,rur,mfh,perm,2030,23.819962299422805
924,C-EEU-ROU,rur,mfh,perm,2035,25.262896965653322
925,C-EEU-ROU,rur,mfh,perm,2040,26.63257911222828
926,C-EEU-ROU,rur,mfh,perm,2045,27.917613776767336
927,C-EEU-ROU,rur,mfh,perm,2050,29.110103193624813
928,C-EEU-ROU,rur,mfh,perm,2055,30.205570022807148
929,C-EEU-ROU,rur,mfh,perm,2060,31.202635661115668
930,C-EEU-ROU,rur,mfh,perm,2065,32.10256743332639
931,C-EEU-ROU,rur,mfh,perm,2070,32.90876147227004
932,C-EEU-ROU,rur,mfh,perm,2075,33.62620445622789
933,C-EEU-ROU,rur,mfh,perm,2080,34.26094084645327
934,C-EEU-ROU,rur,mfh,perm,2085,34.81966467406042
935,C-EEU-ROU,rur,sfh,perm,2090,57.31032544092749
936,C-EEU-ROU,rur,sfh,perm,2095,58.004251206947956
937,C-EEU-ROU,rur,sfh,perm,2055,49.02643907572473
938,C-EEU-ROU,urb,mfh,perm,2015,17.479249873363624
939,C-EEU-ROU,urb,sfh,perm,2025,32.956280840924315
940,C-EEU-ROU,urb,sfh,perm,2030,35.17334472259227
941,C-EEU-ROU,urb,sfh,perm,2035,37.30402980532857
942,C-EEU-ROU,urb,sfh,perm,2040,39.32654779676756
943,C-EEU-ROU,urb,sfh,perm,2045,41.2240725090496
944,C-EEU-ROU,rur,sfh,perm,2100,58.60823998824372
945,C-EEU-ROU,urb,sfh,perm,2020,30.67887229808989
946,C-EEU-ROU,urb,sfh,perm,2055,44.602544442172636
947,C-EEU-ROU,urb,sfh,perm,2065,47.40371360143945
948,C-EEU-ROU,urb,sfh,perm,2070,48.59416639482792
949,C-EEU-ROU,urb,sfh,perm,2075,49.653566463906735
950,C-EEU-ROU,urb,sfh,perm,2080,50.59083921810764
951,C-EEU-ROU,urb,sfh,perm,2085,51.41586932135391
952,C-EEU-ROU,urb,sfh,perm,2090,52.13893535131398
953,C-EEU-ROU,urb,sfh,perm,2060,46.07484456304662
954,C-EEU-ROU,urb,sfh,perm,2015,28.370442219715347
955,C-EEU-ROU,urb,sfh,perm,2050,42.98494186475965
956,C-EEU-ROU,urb,mfh,perm,2095,32.512157829614296
957,C-EEU-ROU,urb,mfh,perm,2100,32.85070161588203
958,C-EEU-ROU,urb,mfh,perm,2020,18.901491583741034
959,C-EEU-ROU,urb,mfh,perm,2025,20.304620683280483
960,C-EEU-ROU,urb,mfh,perm,2030,21.670570963350695
961,C-EEU-ROU,urb,mfh,perm,2035,22.983302599403068
962,C-EEU-ROU,urb,mfh,perm,2045,25.39847136918069
963,C-EEU-ROU,urb,mfh,perm,2050,26.483356651794292
964,C-EEU-ROU,urb,mfh,perm,2040,24.22939164780204
965,C-EEU-ROU,urb,mfh,perm,2060,28.38706971228787
966,C-EEU-ROU,urb,mfh,perm,2065,29.20579625293983
967,C-EEU-ROU,urb,mfh,perm,2070,29.939243473029755
968,C-EEU-ROU,urb,mfh,perm,2075,30.591948078544327
969,C-EEU-ROU,urb,mfh,perm,2080,31.1694091095273
970,C-EEU-ROU,urb,mfh,perm,2085,31.67771656202772
971,C-EEU-ROU,urb,mfh,perm,2090,32.12320316666225
972,C-EEU-SVK,sub,mfh,perm,2060,30.875253966980654
973,C-EEU-SVK,sub,mfh,perm,2085,33.8310661717321
974,C-EEU-SVK,sub,mfh,perm,2080,33.372713635809724
975,C-EEU-SVK,sub,mfh,perm,2075,32.85305214329148
976,C-EEU-SVK,sub,mfh,perm,2070,32.266710214115946
977,C-EEU-SVK,sub,mfh,perm,2065,31.60879170012192
978,C-EEU-SVK,sub,mfh,perm,2090,34.23369831360003
979,C-EEU-SVK,sub,mfh,perm,2055,30.063268417841225
980,C-EEU-SVK,sub,mfh,perm,2015,21.09962536968682
981,C-EEU-SVK,sub,mfh,perm,2045,28.20143456270627
982,C-EEU-SVK,sub,mfh,perm,2040,27.155835448392175
983,C-EEU-SVK,sub,mfh,perm,2035,26.04090802571941
984,C-EEU-SVK,sub,mfh,perm,2030,24.865375709698952
985,C-EEU-SVK,sub,mfh,perm,2025,23.64061454824561
986,C-EEU-SVK,sub,mfh,perm,2020,22.38023255939352
987,C-EEU-SVK,sub,mfh,perm,2095,34.586157664474584
988,C-EEU-SVK,sub,mfh,perm,2050,29.17169000598324
989,C-EEU-SVK,sub,mfh,perm,2100,34.89383879123556
990,C-EEU-SVK,rur,mfh,perm,2100,38.341017435511674
991,C-EEU-SVK,sub,sfh,perm,2020,34.798377539454506
992,C-EEU-SVK,urb,mfh,perm,2070,28.89458957128832
993,C-EEU-SVK,urb,mfh,perm,2065,28.305428627793916
994,C-EEU-SVK,urb,mfh,perm,2060,27.64855125809858
995,C-EEU-SVK,urb,mfh,perm,2055,26.921424475587703
996,C-EEU-SVK,urb,mfh,perm,2050,26.12302289977452
997,C-EEU-SVK,urb,mfh,perm,2045,25.25416665050831
998,C-EEU-SVK,urb,mfh,perm,2040,24.317840726243766
999,C-EEU-SVK,urb,mfh,perm,2035,23.319431837759982
1000,C-EEU-SVK,urb,mfh,perm,2075,29.41965423637317
1001,C-EEU-SVK,urb,mfh,perm,2030,22.266751735766267
1002,C-EEU-SVK,urb,mfh,perm,2020,20.04132525511563
1003,C-EEU-SVK,urb,mfh,perm,2015,18.89455141597698
1004,C-EEU-SVK,rur,sfh,perm,2100,59.61534117952808
1005,C-EEU-SVK,rur,sfh,perm,2095,59.08967487681879
1006,C-EEU-SVK,rur,sfh,perm,2090,58.487505974519735
1007,C-EEU-SVK,rur,sfh,perm,2085,57.79961798796439
1008,C-EEU-SVK,rur,sfh,perm,2080,57.01653296340706
1009,C-EEU-SVK,rur,sfh,perm,2075,56.128702950587446
1010,C-EEU-SVK,urb,mfh,perm,2025,21.16998758323215
1011,C-EEU-SVK,urb,mfh,perm,2080,29.885007085879
1012,C-EEU-SVK,urb,mfh,perm,2085,30.29545823867865
1013,C-EEU-SVK,urb,mfh,perm,2090,30.65601220932773
1014,C-EEU-SVK,urb,sfh,perm,2100,48.58531155446329
1015,C-EEU-SVK,urb,sfh,perm,2095,48.15690402402742
1016,C-EEU-SVK,urb,sfh,perm,2090,47.66614840395129
1017,C-EEU-SVK,urb,sfh,perm,2085,47.10553344343773
1018,C-EEU-SVK,urb,sfh,perm,2080,46.46733479961587
1019,C-EEU-SVK,urb,sfh,perm,2075,45.74377108385445
1020,C-EEU-SVK,urb,sfh,perm,2070,44.927363196895215
1021,C-EEU-SVK,urb,sfh,perm,2065,44.01129385702971
1022,C-EEU-SVK,urb,sfh,perm,2055,41.8593457447829
1023,C-EEU-SVK,urb,sfh,perm,2050,40.617934179923296
1024,C-EEU-SVK,urb,sfh,perm,2045,39.26697468984618
1025,C-EEU-SVK,urb,sfh,perm,2040,37.81110854167453
1026,C-EEU-SVK,urb,sfh,perm,2035,36.258711376355855
1027,C-EEU-SVK,urb,sfh,perm,2030,34.6219294728674
1028,C-EEU-SVK,urb,sfh,perm,2025,32.91660255878373
1029,C-EEU-SVK,urb,sfh,perm,2020,31.1616780910438
1030,C-EEU-SVK,urb,sfh,perm,2015,29.37859254865718
1031,C-EEU-SVK,urb,mfh,perm,2100,31.247162904087066
1032,C-EEU-SVK,urb,mfh,perm,2095,30.971636833483792
1033,C-EEU-SVK,rur,sfh,perm,2070,55.126950915547525
1034,C-EEU-SVK,rur,sfh,perm,2065,54.00291189031727
1035,C-EEU-SVK,urb,sfh,perm,2060,42.98993419485681
1036,C-EEU-SVK,rur,sfh,perm,2055,51.36242000485462
1037,C-EEU-SVK,rur,mfh,perm,2020,24.59118619491189
1038,C-EEU-SVK,rur,mfh,perm,2015,23.184067222352223
1039,C-EEU-SVK,sub,sfh,perm,2100,54.255422618917216
1040,C-EEU-SVK,sub,sfh,perm,2095,53.777018120247504
1041,C-EEU-SVK,sub,sfh,perm,2090,53.22898924654168
1042,C-EEU-SVK,sub,sfh,perm,2085,52.60294815230984
1043,C-EEU-SVK,sub,sfh,perm,2080,51.890269031243385
1044,C-EEU-SVK,sub,sfh,perm,2075,51.08226237379213
1045,C-EEU-SVK,sub,sfh,perm,2070,50.17057623822548
1046,C-EEU-SVK,sub,sfh,perm,2065,49.14759773726597
1047,C-EEU-SVK,sub,sfh,perm,2060,48.00704108867915
1048,C-EEU-SVK,sub,sfh,perm,2055,46.744508191302025
1049,C-EEU-SVK,sub,sfh,perm,2050,45.35821865356865
1050,C-EEU-SVK,sub,sfh,perm,2045,43.84959648505571
1051,C-EEU-SVK,sub,sfh,perm,2040,42.22382460836243
1052,C-EEU-SVK,sub,sfh,perm,2035,40.49025613711041
1053,C-EEU-SVK,sub,sfh,perm,2030,38.66245487233486
1054,C-EEU-SVK,sub,sfh,perm,2025,36.758109104719345
1055,C-EEU-SVK,rur,sfh,perm,2060,52.749679117297184
1056,C-EEU-SVK,rur,mfh,perm,2025,25.976081909570855
1057,C-EEU-SVK,rur,mfh,perm,2030,27.321837798642452
1058,C-EEU-SVK,sub,sfh,perm,2015,32.80719838318994
1059,C-EEU-SVK,rur,mfh,perm,2040,29.838573125528647
1060,C-EEU-SVK,rur,mfh,perm,2035,28.613501501630285
1061,C-EEU-SVK,rur,sfh,perm,2045,48.181518618007615
1062,C-EEU-SVK,rur,sfh,perm,2040,46.39513597769696
1063,C-EEU-SVK,rur,sfh,perm,2050,49.83917827570863
1064,C-EEU-SVK,rur,sfh,perm,2030,42.48193686079059
1065,C-EEU-SVK,rur,sfh,perm,2025,40.38945988466239
1066,C-EEU-SVK,rur,sfh,perm,2020,38.23612552204665
1067,C-EEU-SVK,rur,sfh,perm,2015,36.048236846217065
1068,C-EEU-SVK,rur,mfh,perm,2095,38.00294034642157
1069,C-EEU-SVK,rur,sfh,perm,2035,44.49030746686479
1070,C-EEU-SVK,rur,mfh,perm,2050,32.05357489711555
1071,C-EEU-SVK,rur,mfh,perm,2085,37.17325301216592
1072,C-EEU-SVK,rur,mfh,perm,2080,36.66961961497648
1073,C-EEU-SVK,rur,mfh,perm,2075,36.09862052071201
1074,C-EEU-SVK,rur,mfh,perm,2070,35.45435359828508
1075,C-EEU-SVK,rur,mfh,perm,2065,34.731439006769094
1076,C-EEU-SVK,rur,mfh,perm,2060,33.92543473810034
1077,C-EEU-SVK,rur,mfh,perm,2055,33.03323275702287
1078,C-EEU-SVK,rur,mfh,perm,2045,30.987467465080126
1079,C-EEU-SVK,rur,mfh,perm,2090,37.61566137152745
1080,C-EEU-SVN,urb,mfh,perm,2070,28.13775904695492
1081,C-EEU-SVN,urb,mfh,perm,2075,28.791334094566597
1082,C-EEU-SVN,urb,mfh,perm,2025,18.815834115273617
1083,C-EEU-SVN,urb,mfh,perm,2085,29.890747392176575
1084,C-EEU-SVN,urb,mfh,perm,2090,30.347688854735534
1085,C-EEU-SVN,urb,mfh,perm,2080,29.373864825133854
1086,C-EEU-SVN,urb,mfh,perm,2065,27.408395460092766
1087,C-EEU-SVN,urb,mfh,perm,2045,23.683440635803915
1088,C-EEU-SVN,urb,mfh,perm,2055,25.708861636870733
1089,C-EEU-SVN,urb,mfh,perm,2050,24.736140191116398
1090,C-EEU-SVN,urb,mfh,perm,2040,22.555631358560255
1091,C-EEU-SVN,urb,mfh,perm,2035,21.360618521094924
1092,C-EEU-SVN,urb,mfh,perm,2030,20.109385941246156
1093,C-EEU-SVN,urb,mfh,perm,2060,26.59951293952287
1094,C-EEU-SVN,urb,mfh,perm,2095,30.750424427353153
1095,C-EEU-SVN,urb,sfh,perm,2050,40.915651992730815
1096,C-EEU-SVN,urb,sfh,perm,2015,26.74466135982287
1097,C-EEU-SVN,urb,sfh,perm,2090,50.197624463608115
1098,C-EEU-SVN,urb,sfh,perm,2085,49.44180492507244
1099,C-EEU-SVN,urb,sfh,perm,2080,48.58683778551063
1100,C-EEU-SVN,urb,sfh,perm,2075,47.623283058397234
1101,C-EEU-SVN,urb,sfh,perm,2070,46.54221508187255
1102,C-EEU-SVN,urb,sfh,perm,2065,45.335786492608925
1103,C-EEU-SVN,urb,sfh,perm,2060,43.997826910259654
1104,C-EEU-SVN,urb,sfh,perm,2055,42.52461490331666
1105,C-EEU-SVN,urb,mfh,perm,2020,17.49629532306998
1106,C-EEU-SVN,urb,sfh,perm,2045,39.17439857950899
1107,C-EEU-SVN,urb,sfh,perm,2040,37.308907375547825
1108,C-EEU-SVN,urb,sfh,perm,2035,35.33225584486009
1109,C-EEU-SVN,urb,sfh,perm,2030,33.26261213995687
1110,C-EEU-SVN,urb,sfh,perm,2025,31.12296885013968
1111,C-EEU-SVN,urb,sfh,perm,2020,28.940340937623493
1112,C-EEU-SVN,urb,mfh,perm,2100,31.104588649486804
1113,C-EEU-SVN,urb,mfh,perm,2015,16.16886596316416
1114,C-EEU-SVN,rur,sfh,perm,2050,46.41256937628397
1115,C-EEU-SVN,rur,sfh,perm,2095,57.697207242846055
1116,C-EEU-SVN,rur,mfh,perm,2075,32.659379137774685
1117,C-EEU-SVN,rur,mfh,perm,2070,31.91799788726267
1118,C-EEU-SVN,rur,mfh,perm,2065,31.090646093338204
1119,C-EEU-SVN,rur,mfh,perm,2060,30.173092192208056
1120,C-EEU-SVN,rur,mfh,perm,2055,29.162784073892745
1121,C-EEU-SVN,rur,mfh,perm,2050,28.059379890259223
1122,C-EEU-SVN,rur,mfh,perm,2080,33.32017144168502
1123,C-EEU-SVN,rur,mfh,perm,2045,26.865252734421546
1124,C-EEU-SVN,rur,mfh,perm,2035,24.230365171909988
1125,C-EEU-SVN,rur,mfh,perm,2030,22.811032567154843
1126,C-EEU-SVN,rur,mfh,perm,2025,21.343695229467162
1127,C-EEU-SVN,rur,mfh,perm,2020,19.846879640441966
1128,C-EEU-SVN,rur,mfh,perm,2015,18.34111340531779
1129,C-EEU-SVN,urb,sfh,perm,2095,50.86378289815268
1130,C-EEU-SVN,rur,mfh,perm,2040,25.585925049930836
1131,C-EEU-SVN,rur,mfh,perm,2090,34.424826338598564
1132,C-EEU-SVN,rur,mfh,perm,2095,34.881668446546236
1133,C-EEU-SVN,rur,mfh,perm,2100,35.283413762331406
1134,C-EEU-SVN,rur,sfh,perm,2090,56.94155205826317
1135,C-EEU-SVN,rur,sfh,perm,2085,56.08419002051609
1136,C-EEU-SVN,rur,sfh,perm,2080,55.11436014498569
1137,C-EEU-SVN,rur,sfh,perm,2075,54.02135420613514
1138,C-EEU-SVN,rur,sfh,perm,2070,52.79504740134941
1139,C-EEU-SVN,rur,sfh,perm,2065,51.42653809330567
1140,C-EEU-SVN,rur,sfh,perm,2060,49.908826926208
1141,C-EEU-SVN,rur,sfh,perm,2055,48.23769250336259
1142,C-EEU-SVN,rur,sfh,perm,2045,44.43738284235785
1143,C-EEU-SVN,rur,sfh,perm,2040,42.32126747555207
1144,C-EEU-SVN,rur,sfh,perm,2035,40.079057665059956
1145,C-EEU-SVN,rur,sfh,perm,2030,37.73136241007353
1146,C-EEU-SVN,rur,sfh,perm,2025,35.30426329781243
1147,C-EEU-SVN,rur,sfh,perm,2020,32.82840468433442
1148,C-EEU-SVN,rur,sfh,perm,2015,30.337740946387232
1149,C-EEU-SVN,rur,sfh,perm,2100,58.36172772069558
1150,C-EEU-SVN,rur,mfh,perm,2085,33.906495912489596
1151,C-EEU-SVN,urb,sfh,perm,2100,51.44960025278566
1152,C-EEU-SVN,sub,sfh,perm,2100,58.092913801428146
1153,C-EEU-SVN,sub,sfh,perm,2020,32.67719716407858
1154,C-EEU-SVN,sub,sfh,perm,2025,35.14165198120864
1155,C-EEU-SVN,sub,sfh,perm,2030,37.55757188321846
1156,C-EEU-SVN,sub,sfh,perm,2035,39.894453661849994
1157,C-EEU-SVN,sub,sfh,perm,2040,42.12633586158557
1158,C-EEU-SVN,sub,sfh,perm,2045,44.23270440821331
1159,C-EEU-SVN,sub,sfh,perm,2055,48.01550985585251
1160,C-EEU-SVN,sub,sfh,perm,2060,49.678947039233435
1161,C-EEU-SVN,sub,sfh,perm,2065,51.18966763386046
1162,C-EEU-SVN,sub,sfh,perm,2070,52.551873592688594
1163,C-EEU-SVN,sub,sfh,perm,2075,53.7725320325048
1164,C-EEU-SVN,sub,sfh,perm,2080,54.86050358972067
1165,C-EEU-SVN,sub,sfh,perm,2085,55.82586643214486
1166,C-EEU-SVN,sub,sfh,perm,2090,56.67927946326382
1167,C-EEU-SVN,sub,sfh,perm,2095,57.43145410263813
1168,C-EEU-SVN,sub,sfh,perm,2015,30.19800541483225
1169,C-EEU-SVN,sub,mfh,perm,2100,35.12089847861708
1170,C-EEU-SVN,sub,sfh,perm,2050,46.19879323968603
1171,C-EEU-SVN,sub,mfh,perm,2090,34.266265705636044
1172,C-EEU-SVN,sub,mfh,perm,2095,34.72100360038922
1173,C-EEU-SVN,sub,mfh,perm,2015,18.256634299390576
1174,C-EEU-SVN,sub,mfh,perm,2020,19.755464980360127
1175,C-EEU-SVN,sub,mfh,perm,2025,21.24538624187617
1176,C-EEU-SVN,sub,mfh,perm,2030,22.70596502878004
1177,C-EEU-SVN,sub,mfh,perm,2040,25.46807636622376
1178,C-EEU-SVN,sub,mfh,perm,2045,26.741511471753455
1179,C-EEU-SVN,sub,mfh,perm,2050,27.93013848197515
1180,C-EEU-SVN,sub,mfh,perm,2035,24.11876019238789
1181,C-EEU-SVN,sub,mfh,perm,2060,30.034115032254494
1182,C-EEU-SVN,sub,mfh,perm,2065,30.94744268323862
1183,C-EEU-SVN,sub,mfh,perm,2070,31.770983697615875
1184,C-EEU-SVN,sub,mfh,perm,2075,32.50895014861106
1185,C-EEU-SVN,sub,mfh,perm,2080,33.166698845418374
1186,C-EEU-SVN,sub,mfh,perm,2085,33.75032270770578
1187,C-EEU-SVN,sub,mfh,perm,2055,29.028460389693908
1188,C-WEU-AUT,sub,sfh,perm,2020,51.22513566075884
1189,C-WEU-AUT,sub,sfh,perm,2050,53.0733772820858
1190,C-WEU-AUT,sub,sfh,perm,2025,51.564585065607574
1191,C-WEU-AUT,sub,sfh,perm,2030,51.892831900910565
1192,C-WEU-AUT,sub,sfh,perm,2035,52.20867283282105
1193,C-WEU-AUT,sub,sfh,perm,2040,52.511138723739684
1194,C-WEU-AUT,sub,sfh,perm,2045,52.799520649083526
1195,C-WEU-AUT,sub,sfh,perm,2055,53.33252493192453
1196,C-WEU-AUT,sub,sfh,perm,2095,54.91485840905228
1197,C-WEU-AUT,sub,sfh,perm,2065,53.80709443763974
1198,C-WEU-AUT,sub,sfh,perm,2070,54.02318016790725
1199,C-WEU-AUT,sub,sfh,perm,2075,54.22580759121914
1200,C-WEU-AUT,sub,sfh,perm,2080,54.41560010640054
1201,C-WEU-AUT,sub,sfh,perm,2085,54.59323539589628
1202,C-WEU-AUT,sub,sfh,perm,2090,54.75941816579121
1203,C-WEU-AUT,sub,sfh,perm,2015,50.87587804726984
1204,C-WEU-AUT,sub,sfh,perm,2060,53.57701374789704
1205,C-WEU-AUT,sub,mfh,perm,2100,37.356996627659036
1206,C-WEU-AUT,rur,sfh,perm,2100,59.62622726523836
1207,C-WEU-AUT,sub,mfh,perm,2090,37.1528864711556
1208,C-WEU-AUT,sub,sfh,perm,2100,55.06025490708947
1209,C-WEU-AUT,sub,mfh,perm,2015,34.518002281743264
1210,C-WEU-AUT,sub,mfh,perm,2020,34.75496477911573
1211,C-WEU-AUT,sub,mfh,perm,2025,34.98527265126319
1212,C-WEU-AUT,sub,mfh,perm,2030,35.207979866311334
1213,C-WEU-AUT,sub,mfh,perm,2035,35.422269989468404
1214,C-WEU-AUT,sub,mfh,perm,2040,35.627485479062244
1215,C-WEU-AUT,sub,mfh,perm,2095,37.258348758241475
1216,C-WEU-AUT,sub,mfh,perm,2045,35.82314535560638
1217,C-WEU-AUT,sub,mfh,perm,2055,36.18477533793565
1218,C-WEU-AUT,sub,mfh,perm,2060,36.35065484252391
1219,C-WEU-AUT,sub,mfh,perm,2065,36.50675880028998
1220,C-WEU-AUT,sub,mfh,perm,2070,36.65336753194911
1221,C-WEU-AUT,sub,mfh,perm,2075,36.79084513513345
1222,C-WEU-AUT,sub,mfh,perm,2080,36.91961457917084
1223,C-WEU-AUT,sub,mfh,perm,2085,37.0401356527603
1224,C-WEU-AUT,sub,mfh,perm,2050,36.008950182088434
1225,C-WEU-AUT,urb,mfh,perm,2015,27.207621214105295
1226,C-WEU-AUT,rur,sfh,perm,2055,57.755222121401204
1227,C-WEU-AUT,urb,mfh,perm,2100,29.44536029767667
1228,C-WEU-AUT,urb,sfh,perm,2090,43.16221707151473
1229,C-WEU-AUT,urb,sfh,perm,2085,43.03122925192115
1230,C-WEU-AUT,urb,sfh,perm,2080,42.891214379930304
1231,C-WEU-AUT,urb,sfh,perm,2075,42.74161699534878
1232,C-WEU-AUT,urb,sfh,perm,2070,42.58190293843257
1233,C-WEU-AUT,urb,sfh,perm,2065,42.41158083662307
1234,C-WEU-AUT,urb,sfh,perm,2060,42.23022769213619
1235,C-WEU-AUT,urb,sfh,perm,2055,42.03751784057032
1236,C-WEU-AUT,urb,sfh,perm,2050,41.833253670303804
1237,C-WEU-AUT,urb,sfh,perm,2045,41.617395652887865
1238,C-WEU-AUT,urb,sfh,perm,2040,41.39008857625848
1239,C-WEU-AUT,urb,sfh,perm,2035,41.15168030097269
1240,C-WEU-AUT,urb,sfh,perm,2030,40.90272961230913
1241,C-WEU-AUT,urb,sfh,perm,2025,40.644000399454995
1242,C-WEU-AUT,urb,sfh,perm,2020,40.37644114868796
1243,C-WEU-AUT,urb,sfh,perm,2015,40.10115091675653
1244,C-WEU-AUT,rur,mfh,perm,2020,37.63708380957899
1245,C-WEU-AUT,urb,mfh,perm,2030,27.75147217668201
1246,C-WEU-AUT,urb,mfh,perm,2035,27.920378953302315
1247,C-WEU-AUT,urb,mfh,perm,2040,28.08213296393605
1248,C-WEU-AUT,urb,mfh,perm,2045,28.236355093141565
1249,C-WEU-AUT,urb,mfh,perm,2050,28.382809320052317
1250,C-WEU-AUT,urb,mfh,perm,2055,28.521397416812835
1251,C-WEU-AUT,urb,sfh,perm,2095,43.284737466106414
1252,C-WEU-AUT,urb,mfh,perm,2060,28.65214619801933
1253,C-WEU-AUT,urb,mfh,perm,2070,28.890749003690384
1254,C-WEU-AUT,urb,mfh,perm,2075,28.99911096862487
1255,C-WEU-AUT,urb,mfh,perm,2080,29.100609028353933
1256,C-WEU-AUT,urb,mfh,perm,2085,29.19560559541406
1257,C-WEU-AUT,urb,mfh,perm,2090,29.28447752761456
1258,C-WEU-AUT,urb,mfh,perm,2095,29.367604527143246
1259,C-WEU-AUT,urb,mfh,perm,2065,28.775189742609633
1260,C-WEU-AUT,urb,mfh,perm,2025,27.575930918551816
1261,C-WEU-AUT,urb,sfh,perm,2100,43.399341225969586
1262,C-WEU-AUT,rur,mfh,perm,2030,38.127666001566425
1263,C-WEU-AUT,rur,sfh,perm,2095,59.46877349663223
1264,C-WEU-AUT,rur,sfh,perm,2090,59.30044308685682
1265,C-WEU-AUT,rur,sfh,perm,2085,59.120479306775486
1266,C-WEU-AUT,rur,sfh,perm,2080,58.92811328595572
1267,C-WEU-AUT,rur,sfh,perm,2075,58.72258187927146
1268,C-WEU-AUT,rur,sfh,perm,2070,58.50315120622152
1269,C-WEU-AUT,rur,sfh,perm,2065,58.2691461714928
1270,C-WEU-AUT,rur,sfh,perm,2060,58.019985619673875
1271,C-WEU-AUT,urb,mfh,perm,2020,27.39439870539332
1272,C-WEU-AUT,rur,sfh,perm,2050,57.47458417864902
1273,C-WEU-AUT,rur,sfh,perm,2045,57.178017483397774
1274,C-WEU-AUT,rur,sfh,perm,2040,56.86572095936688
1275,C-WEU-AUT,rur,sfh,perm,2035,56.53817253115256
1276,C-WEU-AUT,rur,sfh,perm,2030,56.196139912205595
1277,C-WEU-AUT,rur,sfh,perm,2025,55.84067260763357
1278,C-WEU-AUT,rur,sfh,perm,2020,55.47307373994372
1279,C-WEU-AUT,rur,sfh,perm,2015,55.094853299970275
1280,C-WEU-AUT,rur,mfh,perm,2035,38.35972652518042
1281,C-WEU-AUT,rur,mfh,perm,2040,38.58195988464302
1282,C-WEU-AUT,rur,mfh,perm,2045,38.79384521436398
1283,C-WEU-AUT,rur,mfh,perm,2050,38.995058245968934
1284,C-WEU-AUT,rur,mfh,perm,2055,39.18546402449616
1285,C-WEU-AUT,rur,mfh,perm,2060,39.365099390440534
1286,C-WEU-AUT,rur,mfh,perm,2025,37.88649038331916
1287,C-WEU-AUT,rur,mfh,perm,2065,39.534148554460366
1288,C-WEU-AUT,rur,mfh,perm,2075,39.841793268290864
1289,C-WEU-AUT,rur,mfh,perm,2080,39.981241154028915
1290,C-WEU-AUT,rur,mfh,perm,2085,40.111756658111155
1291,C-WEU-AUT,rur,mfh,perm,2090,40.233857544373386
1292,C-WEU-AUT,rur,mfh,perm,2095,40.34806548453467
1293,C-WEU-AUT,rur,mfh,perm,2100,40.454893908977105
1294,C-WEU-AUT,rur,mfh,perm,2070,39.692915083379035
1295,C-WEU-AUT,rur,mfh,perm,2015,37.38047076364393
1296,C-WEU-BEL,sub,sfh,perm,2075,57.68345468509811
1297,C-WEU-BEL,sub,sfh,perm,2100,59.68603733643189
1298,C-WEU-BEL,sub,sfh,perm,2085,58.64896929458635
1299,C-WEU-BEL,sub,mfh,perm,2100,37.4643961488428
1300,C-WEU-BEL,sub,sfh,perm,2015,45.887712631289865
1301,C-WEU-BEL,sub,sfh,perm,2020,47.17105606939471
1302,C-WEU-BEL,sub,sfh,perm,2025,48.437071603038994
1303,C-WEU-BEL,sub,sfh,perm,2030,49.66928607740544
1304,C-WEU-BEL,sub,mfh,perm,2090,37.06122071684884
1305,C-WEU-BEL,sub,sfh,perm,2035,50.85298298314538
1306,C-WEU-BEL,sub,sfh,perm,2045,53.02838704268553
1307,C-WEU-BEL,sub,sfh,perm,2050,54.00404770036314
1308,C-WEU-BEL,sub,sfh,perm,2055,54.89916236678905
1309,C-WEU-BEL,sub,sfh,perm,2060,55.71266758303425
1310,C-WEU-BEL,sub,sfh,perm,2065,56.44571781872281
1311,C-WEU-BEL,sub,sfh,perm,2070,57.10123582427192
1312,C-WEU-BEL,sub,sfh,perm,2040,51.97585070073865
1313,C-WEU-BEL,sub,sfh,perm,2080,58.197490384221354
1314,C-WEU-BEL,sub,mfh,perm,2085,36.81343774710229
1315,C-WEU-BEL,sub,mfh,perm,2075,36.20739278414487
1316,C-WEU-BEL,sub,sfh,perm,2095,59.38754763044118
1317,C-WEU-BEL,sub,sfh,perm,2090,59.04372232333395
1318,C-WEU-BEL,sub,mfh,perm,2015,28.80331014218806
1319,C-WEU-BEL,sub,mfh,perm,2020,29.60885343303651
1320,C-WEU-BEL,sub,mfh,perm,2025,30.403520154369943
1321,C-WEU-BEL,sub,mfh,perm,2030,31.17697024691633
1322,C-WEU-BEL,sub,mfh,perm,2080,36.530048436950295
1323,C-WEU-BEL,sub,mfh,perm,2035,31.9199662961679
1324,C-WEU-BEL,sub,mfh,perm,2045,33.28544812213751
1325,C-WEU-BEL,sub,mfh,perm,2050,33.89786166302841
1326,C-WEU-BEL,sub,mfh,perm,2055,34.459717199007
