region_bld,mat,arch,year,value
C-WEU-CYP,perm,mfh,2100,0.5177601349057245
C-WEU-CYP,perm,sfh,2015,0.4822398650942755
C-WEU-CYP,perm,sfh,2020,0.4822398650942755
C-WEU-CYP,perm,sfh,2025,0.4822398650942755
C-WEU-CYP,perm,sfh,2030,0.48223986509427547
C-WEU-CYP,perm,sfh,2035,0.4822398650942755
C-WEU-CYP,perm,sfh,2040,0.4822398650942755
C-WEU-CYP,perm,sfh,2045,0.4822398650942755
C-WEU-CYP,perm,sfh,2050,0.4822398650942755
C-WEU-CYP,perm,sfh,2055,0.4822398650942755
C-WEU-CYP,perm,sfh,2060,0.4822398650942755
C-WEU-CYP,perm,sfh,2065,0.4822398650942755
C-WEU-CYP,perm,sfh,2070,0.4822398650942755
C-WEU-CYP,perm,sfh,2075,0.48223986509427547
C-WEU-CYP,perm,sfh,2080,0.4822398650942755
C-WEU-CYP,perm,sfh,2085,0.4822398650942756
C-WEU-CYP,perm,sfh,2090,0.4822398650942755
C-WEU-CYP,perm,sfh,2095,0.4822398650942755
C-WEU-CYP,perm,sfh,2100,0.4822398650942755
C-WEU-DEU,perm,mfh,2015,0.6870308802308693
C-WEU-DEU,perm,mfh,2020,0.686485109593541
C-WEU-DEU,perm,mfh,2025,0.6859960540603764
C-WEU-DEU,perm,mfh,2030,0.6855535124068253
C-WEU-DEU,perm,mfh,2035,0.6851489429879675
C-WEU-DEU,perm,mfh,2040,0.6847750444790268
C-WEU-DEU,perm,mfh,2045,0.6844254480937202
C-WEU-DEU,perm,mfh,2050,0.6840944910986428
C-WEU-DEU,perm,mfh,2055,0.6837770522087621
C-WEU-DEU,perm,mfh,2060,0.6834684366024302
C-WEU-DEU,perm,mfh,2065,0.683164303101399
C-WEU-DEU,perm,mfh,2070,0.6828606292128396
C-WEU-DEU,perm,mfh,2075,0.682553711560158
C-WEU-DEU,perm,mfh,2080,0.6822401998488817
C-WEU-DEU,perm,mfh,2085,0.6819171619150137
C-WEU-DEU,perm,mfh,2090,0.6815821755613211
C-WEU-DEU,perm,mfh,2095,0.6812334398792297
C-WEU-DEU,perm,mfh,2100,0.6808698948880502
C-WEU-DEU,perm,sfh,2015,0.31296911976913067
C-WEU-DEU,perm,sfh,2020,0.31351489040645886
C-WEU-DEU,perm,sfh,2025,0.3140039459396236
C-WEU-DEU,perm,sfh,2030,0.31444648759317456
C-WEU-DEU,perm,sfh,2035,0.31485105701203253
C-WEU-DEU,perm,sfh,2040,0.3152249555209731
C-WEU-DEU,perm,sfh,2045,0.31557455190627975
C-WEU-DEU,perm,sfh,2050,0.31590550890135716
C-WEU-DEU,perm,sfh,2055,0.316222947791238
C-WEU-DEU,perm,sfh,2060,0.3165315633975698
C-WEU-DEU,perm,sfh,2065,0.316835696898601
C-WEU-DEU,perm,sfh,2070,0.3171393707871603
C-WEU-DEU,perm,sfh,2075,0.3174462884398421
C-WEU-DEU,perm,sfh,2080,0.31775980015111815
C-WEU-DEU,perm,sfh,2085,0.3180828380849863
C-WEU-DEU,perm,sfh,2090,0.3184178244386789
C-WEU-DEU,perm,sfh,2095,0.31876656012077026
C-WEU-DEU,perm,sfh,2100,0.3191301051119498
C-WEU-DNK,perm,mfh,2015,0.48512482567273724
C-WEU-DNK,perm,mfh,2020,0.48821358687657296
C-WEU-DNK,perm,mfh,2025,0.4907946312137819
C-WEU-DNK,perm,mfh,2030,0.4929607585492348
C-WEU-DNK,perm,mfh,2035,0.49478889004877313
C-WEU-DNK,perm,mfh,2040,0.4963444407748638
C-WEU-DNK,perm,mfh,2045,0.4976844554595463
C-WEU-DNK,perm,mfh,2050,0.4988598720298851
C-WEU-DNK,perm,mfh,2055,0.49991714553152167
C-WEU-DNK,perm,mfh,2060,0.5008993820286872
C-WEU-DNK,perm,mfh,2065,0.5018470793273333
C-WEU-DNK,perm,mfh,2070,0.5027985384834982
C-WEU-DNK,perm,mfh,2075,0.5037899909978851
C-WEU-DNK,perm,mfh,2080,0.504855477788387
C-WEU-DNK,perm,mfh,2085,0.5060265151394179
C-WEU-DNK,perm,mfh,2090,0.5073315879629323
C-WEU-DNK,perm,mfh,2095,0.5087955199132483
C-WEU-DNK,perm,mfh,2100,0.5104387808552107
C-WEU-DNK,perm,sfh,2015,0.5148751743272628
C-WEU-DNK,perm,sfh,2020,0.5117864131234271
C-WEU-DNK,perm,sfh,2025,0.509205368786218
C-WEU-DNK,perm,sfh,2030,0.5070392414507652
C-WEU-DNK,perm,sfh,2035,0.5052111099512269
C-WEU-DNK,perm,sfh,2040,0.5036555592251362
C-WEU-DNK,perm,sfh,2045,0.5023155445404537
C-WEU-DNK,perm,sfh,2050,0.501140127970115
C-WEU-DNK,perm,sfh,2055,0.5000828544684783
C-WEU-DNK,perm,sfh,2060,0.49910061797131267
C-WEU-DNK,perm,sfh,2065,0.4981529206726667
C-WEU-DNK,perm,sfh,2070,0.4972014615165018
C-WEU-DNK,perm,sfh,2075,0.49621000900211487
C-WEU-DNK,perm,sfh,2080,0.4951445222116129
C-WEU-DNK,perm,sfh,2085,0.49397348486058207
C-WEU-DNK,perm,sfh,2090,0.4926684120370677
C-WEU-DNK,perm,sfh,2095,0.49120448008675166
C-WEU-DNK,perm,sfh,2100,0.4895612191447894
C-WEU-ESP,perm,mfh,2015,0.7359596610329886
C-WEU-ESP,perm,mfh,2020,0.7362440325112939
C-WEU-ESP,perm,mfh,2025,0.7364809214204421
C-WEU-ESP,perm,mfh,2030,0.7366758798338585
C-WEU-ESP,perm,mfh,2035,0.7368334796406651
C-WEU-ESP,perm,mfh,2040,0.7369575138063889
C-WEU-ESP,perm,mfh,2045,0.7370511503580389
C-WEU-ESP,perm,mfh,2050,0.737117051715347
C-WEU-ESP,perm,mfh,2055,0.7371574683145271
C-WEU-ESP,perm,mfh,2060,0.7371743129637739
C-WEU-ESP,perm,mfh,2065,0.7371692206334876
C-WEU-ESP,perm,mfh,2070,0.7371435971654484
C-WEU-ESP,perm,mfh,2075,0.7370986595193663
C-WEU-ESP,perm,mfh,2080,0.737035469553814
C-WEU-ESP,perm,mfh,2085,0.7369549628887636
C-WEU-ESP,perm,mfh,2090,0.7368579740693207
C-WEU-ESP,perm,mfh,2095,0.7367452590107264
C-WEU-ESP,perm,mfh,2100,0.7366175155294205
C-WEU-ESP,perm,sfh,2015,0.26404033896701146
C-WEU-ESP,perm,sfh,2020,0.26375596748870617
C-WEU-ESP,perm,sfh,2025,0.2635190785795578
C-WEU-ESP,perm,sfh,2030,0.26332412016614143
C-WEU-ESP,perm,sfh,2035,0.2631665203593348
C-WEU-ESP,perm,sfh,2040,0.26304248619361104
C-WEU-ESP,perm,sfh,2045,0.262948849641961
C-WEU-ESP,perm,sfh,2050,0.26288294828465286
C-WEU-ESP,perm,sfh,2055,0.26284253168547284
C-WEU-ESP,perm,sfh,2060,0.2628256870362261
C-WEU-ESP,perm,sfh,2065,0.2628307793665124
C-WEU-ESP,perm,sfh,2070,0.2628564028345516
C-WEU-ESP,perm,sfh,2075,0.2629013404806338
C-WEU-ESP,perm,sfh,2080,0.2629645304461859
C-WEU-ESP,perm,sfh,2085,0.26304503711123634
C-WEU-ESP,perm,sfh,2090,0.26314202593067926
C-WEU-ESP,perm,sfh,2095,0.26325474098927365
C-WEU-ESP,perm,sfh,2100,0.26338248447057944
C-WEU-FIN,perm,mfh,2015,0.6635131346649179
C-WEU-FIN,perm,mfh,2020,0.6634820042338384
C-WEU-FIN,perm,mfh,2025,0.6634349251482828
C-WEU-FIN,perm,mfh,2030,0.6633746489381785
C-WEU-FIN,perm,mfh,2035,0.663303735204819
C-WEU-FIN,perm,mfh,2040,0.6632246776194625
C-WEU-FIN,perm,mfh,2045,0.6631400028039205
C-WEU-FIN,perm,mfh,2050,0.6630523474197872
C-WEU-FIN,perm,mfh,2055,0.6629645152734325
C-WEU-FIN,perm,mfh,2060,0.66287951365024
C-WEU-FIN,perm,mfh,2065,0.6628005662076439
C-WEU-FIN,perm,mfh,2070,0.6627310985883379
C-WEU-FIN,perm,mfh,2075,0.6626746926214716
C-WEU-FIN,perm,mfh,2080,0.6626350058026724
C-WEU-FIN,perm,mfh,2085,0.6626156549144043
C-WEU-FIN,perm,mfh,2090,0.6626200662595216
C-WEU-FIN,perm,mfh,2095,0.6626512998416735
C-WEU-FIN,perm,mfh,2100,0.6627118603387971
C-WEU-FIN,perm,sfh,2015,0.33648686533508215
C-WEU-FIN,perm,sfh,2020,0.33651799576616154
C-WEU-FIN,perm,sfh,2025,0.33656507485171716
C-WEU-FIN,perm,sfh,2030,0.3366253510618214
C-WEU-FIN,perm,sfh,2035,0.33669626479518094
C-WEU-FIN,perm,sfh,2040,0.3367753223805375
C-WEU-FIN,perm,sfh,2045,0.33685999719607945
C-WEU-FIN,perm,sfh,2050,0.33694765258021275
C-WEU-FIN,perm,sfh,2055,0.3370354847265675
C-WEU-FIN,perm,sfh,2060,0.33712048634975994
C-WEU-FIN,perm,sfh,2065,0.337199433792356
C-WEU-FIN,perm,sfh,2070,0.33726890141166216
C-WEU-FIN,perm,sfh,2075,0.33732530737852834
C-WEU-FIN,perm,sfh,2080,0.3373649941973275
C-WEU-FIN,perm,sfh,2085,0.33738434508559567
C-WEU-FIN,perm,sfh,2090,0.3373799337404783
C-WEU-FIN,perm,sfh,2095,0.3373487001583264
C-WEU-FIN,perm,sfh,2100,0.3372881396612027
C-WEU-FRA,perm,mfh,2015,0.47440192436900563
C-WEU-FRA,perm,mfh,2020,0.47470063973353155
C-WEU-FRA,perm,mfh,2025,0.47501201180991853
C-WEU-FRA,perm,mfh,2030,0.4753320057968496
C-WEU-FRA,perm,mfh,2035,0.4756568339237515
C-WEU-FRA,perm,mfh,2040,0.47598292244037016
C-WEU-FRA,perm,mfh,2045,0.4763068814235588
C-WEU-FRA,perm,mfh,2050,0.4766254769602168
C-WEU-FRA,perm,mfh,2055,0.4769356053136733
C-WEU-FRA,perm,mfh,2060,0.4772342687199791
C-WEU-FRA,perm,mfh,2065,0.4775185524917638
C-WEU-FRA,perm,mfh,2070,0.4777856031314371
C-WEU-FRA,perm,mfh,2075,0.4780326071732593
C-WEU-FRA,perm,mfh,2080,0.4782567704856426
C-WEU-FRA,perm,mfh,2085,0.47845529777126883
C-WEU-FRA,perm,mfh,2090,0.47862537200332544
C-WEU-FRA,perm,mfh,2095,0.47876413353130615
C-WEU-FRA,perm,mfh,2100,0.47886865857914795
C-WEU-FRA,perm,sfh,2015,0.5255980756309944
C-WEU-FRA,perm,sfh,2020,0.5252993602664684
C-WEU-FRA,perm,sfh,2025,0.5249879881900814
C-WEU-FRA,perm,sfh,2030,0.5246679942031504
C-WEU-FRA,perm,sfh,2035,0.5243431660762485
C-WEU-FRA,perm,sfh,2040,0.5240170775596298
C-WEU-FRA,perm,sfh,2045,0.5236931185764412
C-WEU-FRA,perm,sfh,2050,0.5233745230397832
C-WEU-FRA,perm,sfh,2055,0.5230643946863267
C-WEU-FRA,perm,sfh,2060,0.5227657312800208
C-WEU-FRA,perm,sfh,2065,0.5224814475082362
C-WEU-FRA,perm,sfh,2070,0.522214396868563
C-WEU-FRA,perm,sfh,2075,0.5219673928267408
C-WEU-FRA,perm,sfh,2080,0.5217432295143575
C-WEU-FRA,perm,sfh,2085,0.5215447022287311
C-WEU-FRA,perm,sfh,2090,0.5213746279966744
C-WEU-FRA,perm,sfh,2095,0.5212358664686938
C-WEU-FRA,perm,sfh,2100,0.5211313414208519
C-WEU-GRC,perm,mfh,2015,0.7297125478396477
C-WEU-GRC,perm,mfh,2020,0.7282304262025948
C-WEU-GRC,perm,mfh,2025,0.7269253337681649
C-WEU-GRC,perm,mfh,2030,0.7257934592550236
C-WEU-GRC,perm,mfh,2035,0.724824677969807
C-WEU-GRC,perm,mfh,2040,0.7240032018310448
C-WEU-GRC,perm,mfh,2045,0.72330839295865
C-WEU-GRC,perm,mfh,2050,0.7227156137599304
C-WEU-GRC,perm,mfh,2055,0.7221969944047492
C-WEU-GRC,perm,mfh,2060,0.7217220153068847
C-WEU-GRC,perm,mfh,2065,0.7212578200832731
C-WEU-GRC,perm,mfh,2070,0.7207691861579906
C-WEU-GRC,perm,mfh,2075,0.7202180791032796
C-WEU-GRC,perm,mfh,2080,0.7195626962079952
C-WEU-GRC,perm,mfh,2085,0.7187558556027679
C-WEU-GRC,perm,mfh,2090,0.7177424942872045
C-WEU-GRC,perm,mfh,2095,0.7164558727323079
C-WEU-GRC,perm,mfh,2100,0.7148117881221372
C-WEU-GRC,perm,sfh,2015,0.27028745216035216
C-WEU-GRC,perm,sfh,2020,0.2717695737974051
C-WEU-GRC,perm,sfh,2025,0.273074666231835
C-WEU-GRC,perm,sfh,2030,0.2742065407449764
C-WEU-GRC,perm,sfh,2035,0.275175322030193
C-WEU-GRC,perm,sfh,2040,0.27599679816895506
C-WEU-GRC,perm,sfh,2045,0.27669160704135
C-WEU-GRC,perm,sfh,2050,0.27728438624006946
C-WEU-GRC,perm,sfh,2055,0.2778030055952508
C-WEU-GRC,perm,sfh,2060,0.27827798469311527
C-WEU-GRC,perm,sfh,2065,0.2787421799167269
C-WEU-GRC,perm,sfh,2070,0.2792308138420094
C-WEU-GRC,perm,sfh,2075,0.2797819208967204
C-WEU-GRC,perm,sfh,2080,0.28043730379200477
C-WEU-GRC,perm,sfh,2085,0.28124414439723205
C-WEU-GRC,perm,sfh,2090,0.28225750571279545
C-WEU-GRC,perm,sfh,2095,0.283544127267692
C-WEU-GRC,perm,sfh,2100,0.28518821187786275
C-WEU-IRL,perm,mfh,2015,0.142697681752583
C-WEU-IRL,perm,mfh,2020,0.14257407712112197
C-WEU-IRL,perm,mfh,2025,0.14246690111582608
C-WEU-IRL,perm,mfh,2030,0.1423741453564266
C-WEU-IRL,perm,mfh,2035,0.14229406608953554
C-WEU-IRL,perm,mfh,2040,0.14222515248194403
C-WEU-IRL,perm,mfh,2045,0.14216609787640094
C-WEU-IRL,perm,mfh,2050,0.14211577422776328
C-WEU-IRL,perm,mfh,2055,0.14207320970196474
C-WEU-IRL,perm,mfh,2060,0.1420375692907942
C-WEU-IRL,perm,mfh,2065,0.14200813823542344
C-WEU-IRL,perm,mfh,2070,0.14198430803663684
C-WEU-IRL,perm,mfh,2075,0.14196556484419914
C-WEU-IRL,perm,mfh,2080,0.14195148005246058
C-WEU-IRL,perm,mfh,2085,0.14194170297951997
C-WEU-IRL,perm,mfh,2090,0.14193595557222333
C-WEU-IRL,perm,mfh,2095,0.14193402916166703
C-WEU-IRL,perm,mfh,2100,0.14193578340038676
C-WEU-IRL,perm,sfh,2015,0.857302318247417
C-WEU-IRL,perm,sfh,2020,0.857425922878878
C-WEU-IRL,perm,sfh,2025,0.8575330988841738
C-WEU-IRL,perm,sfh,2030,0.8576258546435733
C-WEU-IRL,perm,sfh,2035,0.8577059339104643
C-WEU-IRL,perm,sfh,2040,0.8577748475180559
C-WEU-IRL,perm,sfh,2045,0.857833902123599
C-WEU-IRL,perm,sfh,2050,0.8578842257722367
C-WEU-IRL,perm,sfh,2055,0.8579267902980352
C-WEU-IRL,perm,sfh,2060,0.8579624307092057
C-WEU-IRL,perm,sfh,2065,0.8579918617645764
C-WEU-IRL,perm,sfh,2070,0.8580156919633631
C-WEU-IRL,perm,sfh,2075,0.8580344351558008
C-WEU-IRL,perm,sfh,2080,0.8580485199475394
C-WEU-IRL,perm,sfh,2085,0.85805829702048
C-WEU-IRL,perm,sfh,2090,0.8580640444277766
C-WEU-IRL,perm,sfh,2095,0.8580659708383329
C-WEU-IRL,perm,sfh,2100,0.8580642165996133
C-WEU-ITA,perm,mfh,2015,0.8268046786109655
C-WEU-ITA,perm,mfh,2020,0.8264210643675508
C-WEU-ITA,perm,mfh,2025,0.8260064378130167
C-WEU-ITA,perm,mfh,2030,0.8255646283927087
C-WEU-ITA,perm,mfh,2035,0.8250995046192783
C-WEU-ITA,perm,mfh,2040,0.8246150116419362
C-WEU-ITA,perm,mfh,2045,0.8241152096459659
C-WEU-ITA,perm,mfh,2050,0.8236043136554526
C-WEU-ITA,perm,mfh,2055,0.8230867353281884
C-WEU-ITA,perm,mfh,2060,0.8225671273611698
C-WEU-ITA,perm,mfh,2065,0.8220504311684415
C-WEU-ITA,perm,mfh,2070,0.8215419285511797
C-WEU-ITA,perm,mfh,2075,0.821047298154224
C-WEU-ITA,perm,mfh,2080,0.8205726775956481
C-WEU-ITA,perm,mfh,2085,0.8201247322688856
C-WEU-ITA,perm,mfh,2090,0.8197107319535266
C-WEU-ITA,perm,mfh,2095,0.8193386365350809
C-WEU-ITA,perm,mfh,2100,0.8190171923306311
C-WEU-ITA,perm,sfh,2015,0.17319532138903454
C-WEU-ITA,perm,sfh,2020,0.1735789356324491
C-WEU-ITA,perm,sfh,2025,0.17399356218698328
C-WEU-ITA,perm,sfh,2030,0.17443537160729125
C-WEU-ITA,perm,sfh,2035,0.17490049538072164
C-WEU-ITA,perm,sfh,2040,0.17538498835806385
C-WEU-ITA,perm,sfh,2045,0.1758847903540341
C-WEU-ITA,perm,sfh,2050,0.17639568634454733
C-WEU-ITA,perm,sfh,2055,0.1769132646718115
C-WEU-ITA,perm,sfh,2060,0.17743287263883015
C-WEU-ITA,perm,sfh,2065,0.17794956883155855
C-WEU-ITA,perm,sfh,2070,0.17845807144882037
C-WEU-ITA,perm,sfh,2075,0.178952701845776
C-WEU-ITA,perm,sfh,2080,0.17942732240435194
C-WEU-ITA,perm,sfh,2085,0.17987526773111426
C-WEU-ITA,perm,sfh,2090,0.1802892680464734
C-WEU-ITA,perm,sfh,2095,0.18066136346491912
C-WEU-ITA,perm,sfh,2100,0.18098280766936886
C-WEU-LUX,perm,mfh,2015,0.5223430389432564
C-WEU-LUX,perm,mfh,2020,0.5223430389432564
C-WEU-LUX,perm,mfh,2025,0.5223430389432564
C-WEU-LUX,perm,mfh,2030,0.5223430389432564
C-WEU-LUX,perm,mfh,2035,0.5223430389432564
C-WEU-LUX,perm,mfh,2040,0.5223430389432564
C-WEU-LUX,perm,mfh,2045,0.5223430389432564
C-WEU-LUX,perm,mfh,2050,0.5223430389432565
C-WEU-LUX,perm,mfh,2055,0.5223430389432564
C-WEU-LUX,perm,mfh,2060,0.5223430389432565
C-WEU-LUX,perm,mfh,2065,0.5223430389432564
C-WEU-LUX,perm,mfh,2070,0.5223430389432564
C-WEU-LUX,perm,mfh,2075,0.5223430389432564
C-WEU-LUX,perm,mfh,2080,0.5223430389432564
C-WEU-LUX,perm,mfh,2085,0.5223430389432564
C-WEU-LUX,perm,mfh,2090,0.5223430389432564
C-WEU-LUX,perm,mfh,2095,0.5223430389432564
C-WEU-LUX,perm,mfh,2100,0.5223430389432563
C-WEU-LUX,perm,sfh,2015,0.47765696105674355
C-WEU-LUX,perm,sfh,2020,0.4776569610567436
C-WEU-LUX,perm,sfh,2025,0.4776569610567436
C-WEU-LUX,perm,sfh,2030,0.4776569610567436
C-WEU-LUX,perm,sfh,2035,0.4776569610567436
C-WEU-LUX,perm,sfh,2040,0.4776569610567436
C-WEU-LUX,perm,sfh,2045,0.47765696105674355
C-WEU-LUX,perm,sfh,2050,0.4776569610567436
C-WEU-LUX,perm,sfh,2055,0.4776569610567436
C-WEU-LUX,perm,sfh,2060,0.4776569610567436
C-WEU-LUX,perm,sfh,2065,0.4776569610567436
C-WEU-LUX,perm,sfh,2070,0.4776569610567436
C-WEU-LUX,perm,sfh,2075,0.47765696105674366
C-WEU-LUX,perm,sfh,2080,0.4776569610567436
C-WEU-LUX,perm,sfh,2085,0.4776569610567436
C-WEU-LUX,perm,sfh,2090,0.4776569610567436
C-WEU-LUX,perm,sfh,2095,0.47765696105674366
C-WEU-LUX,perm,sfh,2100,0.47765696105674355
C-WEU-MLT,perm,mfh,2015,0.6534798536891752
C-WEU-MLT,perm,mfh,2020,0.6539011610128163
C-WEU-MLT,perm,mfh,2025,0.6541696433023118
C-WEU-MLT,perm,mfh,2030,0.6543336704460836
C-WEU-MLT,perm,mfh,2035,0.6544243789077412
C-WEU-MLT,perm,mfh,2040,0.6544638741675614
C-WEU-MLT,perm,mfh,2045,0.6544696710225806
C-WEU-MLT,perm,mfh,2050,0.6544573826376856
C-WEU-MLT,perm,mfh,2055,0.6544425378728118
C-WEU-MLT,perm,mfh,2060,0.6544419124316674
C-WEU-MLT,perm,mfh,2065,0.6544744966331233
C-WEU-MLT,perm,mfh,2070,0.654562038715937
C-WEU-MLT,perm,mfh,2075,0.6547289429892785
C-WEU-MLT,perm,mfh,2080,0.6550011722800857
C-WEU-MLT,perm,mfh,2085,0.6554037708262807
C-WEU-MLT,perm,mfh,2090,0.6559568134104212
C-WEU-MLT,perm,mfh,2095,0.6566701283606753
C-WEU-MLT,perm,mfh,2100,0.6575380118996437
C-WEU-MLT,perm,sfh,2015,0.34652014631082473
C-WEU-MLT,perm,sfh,2020,0.34609883898718374
C-WEU-MLT,perm,sfh,2025,0.34583035669768813
C-WEU-MLT,perm,sfh,2030,0.3456663295539164
C-WEU-MLT,perm,sfh,2035,0.3455756210922588
C-WEU-MLT,perm,sfh,2040,0.34553612583243853
C-WEU-MLT,perm,sfh,2045,0.34553032897741925
C-WEU-MLT,perm,sfh,2050,0.34554261736231423
C-WEU-MLT,perm,sfh,2055,0.3455574621271882
C-WEU-MLT,perm,sfh,2060,0.3455580875683326
C-WEU-MLT,perm,sfh,2065,0.34552550336687665
C-WEU-MLT,perm,sfh,2070,0.34543796128406296
C-WEU-MLT,perm,sfh,2075,0.34527105701072147
C-WEU-MLT,perm,sfh,2080,0.34499882771991414
C-WEU-MLT,perm,sfh,2085,0.3445962291737193
C-WEU-MLT,perm,sfh,2090,0.34404318658957866
C-WEU-MLT,perm,sfh,2095,0.3433298716393246
C-WEU-MLT,perm,sfh,2100,0.34246198810035633
C-WEU-NLD,perm,mfh,2015,0.34430561442714
C-WEU-NLD,perm,mfh,2020,0.3445764924361204
C-WEU-NLD,perm,mfh,2025,0.34478311346344276
C-WEU-NLD,perm,mfh,2030,0.3449355509982347
C-WEU-NLD,perm,mfh,2035,0.34504183698463353
C-WEU-NLD,perm,mfh,2040,0.3451085817671382
C-WEU-NLD,perm,mfh,2045,0.3451414241304291
C-WEU-NLD,perm,mfh,2050,0.3451453685642217
C-WEU-NLD,perm,mfh,2055,0.34512504488182344
C-WEU-NLD,perm,mfh,2060,0.3450849113580056
C-WEU-NLD,perm,mfh,2065,0.34502941319964486
C-WEU-NLD,perm,mfh,2070,0.3449631015781797
C-WEU-NLD,perm,mfh,2075,0.34489071370431396
C-WEU-NLD,perm,mfh,2080,0.3448172111499289
C-WEU-NLD,perm,mfh,2085,0.3447477718325256
C-WEU-NLD,perm,mfh,2090,0.3446877310142669
C-WEU-NLD,perm,mfh,2095,0.3446424686387421
C-WEU-NLD,perm,mfh,2100,0.3446172445082349
C-WEU-NLD,perm,sfh,2015,0.6556943855728599
C-WEU-NLD,perm,sfh,2020,0.6554235075638797
C-WEU-NLD,perm,sfh,2025,0.6552168865365572
C-WEU-NLD,perm,sfh,2030,0.6550644490017653
C-WEU-NLD,perm,sfh,2035,0.6549581630153665
C-WEU-NLD,perm,sfh,2040,0.6548914182328618
C-WEU-NLD,perm,sfh,2045,0.6548585758695709
C-WEU-NLD,perm,sfh,2050,0.6548546314357783
C-WEU-NLD,perm,sfh,2055,0.6548749551181766
C-WEU-NLD,perm,sfh,2060,0.6549150886419943
C-WEU-NLD,perm,sfh,2065,0.6549705868003551
C-WEU-NLD,perm,sfh,2070,0.6550368984218203
C-WEU-NLD,perm,sfh,2075,0.655109286295686
C-WEU-NLD,perm,sfh,2080,0.6551827888500711
C-WEU-NLD,perm,sfh,2085,0.6552522281674744
C-WEU-NLD,perm,sfh,2090,0.655312268985733
C-WEU-NLD,perm,sfh,2095,0.6553575313612579
C-WEU-NLD,perm,sfh,2100,0.6553827554917651
C-WEU-PRT,perm,mfh,2015,0.45879274426280436
C-WEU-PRT,perm,mfh,2020,0.4583866278106226
C-WEU-PRT,perm,mfh,2025,0.457912511488239
C-WEU-PRT,perm,mfh,2030,0.45737338907625835
C-WEU-PRT,perm,mfh,2035,0.4567719770648269
C-WEU-PRT,perm,mfh,2040,0.4561109971767783
C-WEU-PRT,perm,mfh,2045,0.45539344652383645
C-WEU-PRT,perm,mfh,2050,0.4546228651118249
C-WEU-PRT,perm,mfh,2055,0.4538036053125146
C-WEU-PRT,perm,mfh,2060,0.45294110283494626
C-WEU-PRT,perm,mfh,2065,0.4520421431975743
C-WEU-PRT,perm,mfh,2070,0.4511151115154583
C-WEU-PRT,perm,mfh,2075,0.45017020666820706
C-WEU-PRT,perm,mfh,2080,0.44921959409163525
C-WEU-PRT,perm,mfh,2085,0.44827746551030834
C-WEU-PRT,perm,mfh,2090,0.44735997039002573
C-WEU-PRT,perm,mfh,2095,0.44648498465104214
C-WEU-PRT,perm,mfh,2100,0.44567168926408735
C-WEU-PRT,perm,sfh,2015,0.5412072557371955
C-WEU-PRT,perm,sfh,2020,0.5416133721893774
C-WEU-PRT,perm,sfh,2025,0.542087488511761
C-WEU-PRT,perm,sfh,2030,0.5426266109237416
C-WEU-PRT,perm,sfh,2035,0.5432280229351731
C-WEU-PRT,perm,sfh,2040,0.5438890028232217
C-WEU-PRT,perm,sfh,2045,0.5446065534761636
C-WEU-PRT,perm,sfh,2050,0.5453771348881751
C-WEU-PRT,perm,sfh,2055,0.5461963946874854
C-WEU-PRT,perm,sfh,2060,0.5470588971650538
C-WEU-PRT,perm,sfh,2065,0.5479578568024257
C-WEU-PRT,perm,sfh,2070,0.5488848884845415
C-WEU-PRT,perm,sfh,2075,0.5498297933317929
C-WEU-PRT,perm,sfh,2080,0.5507804059083646
C-WEU-PRT,perm,sfh,2085,0.5517225344896917
C-WEU-PRT,perm,sfh,2090,0.5526400296099743
C-WEU-PRT,perm,sfh,2095,0.5535150153489579
C-WEU-PRT,perm,sfh,2100,0.5543283107359126
C-WEU-SWE,perm,mfh,2015,0.5450435527622604
C-WEU-SWE,perm,mfh,2020,0.546822985809048
C-WEU-SWE,perm,mfh,2025,0.5483525504566215
C-WEU-SWE,perm,mfh,2030,0.5496790374961352
C-WEU-SWE,perm,mfh,2035,0.5508387067868614
C-WEU-SWE,perm,mfh,2040,0.5518601925004303
C-WEU-SWE,perm,mfh,2045,0.5527665063093647
C-WEU-SWE,perm,mfh,2050,0.5535764480555608
C-WEU-SWE,perm,mfh,2055,0.5543056170375107
C-WEU-SWE,perm,mfh,2060,0.554967147572482
C-WEU-SWE,perm,mfh,2065,0.5555722498299946
C-WEU-SWE,perm,mfh,2070,0.5561306100968888
C-WEU-SWE,perm,mfh,2075,0.5566506874074328
C-WEU-SWE,perm,mfh,2080,0.5571399322416285
C-WEU-SWE,perm,mfh,2085,0.5576049456049976
C-WEU-SWE,perm,mfh,2090,0.5580515919322652
C-WEU-SWE,perm,mfh,2095,0.5584850760711109
C-WEU-SWE,perm,mfh,2100,0.5589099925532924
C-WEU-SWE,perm,sfh,2015,0.4549564472377396
C-WEU-SWE,perm,sfh,2020,0.45317701419095197
C-WEU-SWE,perm,sfh,2025,0.4516474495433785
C-WEU-SWE,perm,sfh,2030,0.4503209625038648
C-WEU-SWE,perm,sfh,2035,0.4491612932131386
C-WEU-SWE,perm,sfh,2040,0.4481398074995697
C-WEU-SWE,perm,sfh,2045,0.44723349369063525
C-WEU-SWE,perm,sfh,2050,0.446423551944439
C-WEU-SWE,perm,sfh,2055,0.44569438296248926
C-WEU-SWE,perm,sfh,2060,0.44503285242751783
C-WEU-SWE,perm,sfh,2065,0.44442775017000546
C-WEU-SWE,perm,sfh,2070,0.44386938990311114
C-WEU-SWE,perm,sfh,2075,0.44334931259256705
C-WEU-SWE,perm,sfh,2080,0.44286006775837156
