region_bld,material,year,eol_treat,value
C-EEU-BGR,steel,2095,landfilling,0.00114069618597993
C-EEU-BGR,steel,2095,recycling,0.99885930381402
C-EEU-BGR,steel,2095,reuse,0
C-EEU-BGR,steel,2100,downcycling,0
C-EEU-BGR,steel,2100,incineration,0
C-EEU-BGR,steel,2100,landfilling,0.00114069618597993
C-EEU-BGR,steel,2100,recycling,0.99885930381402
C-EEU-BGR,steel,2100,reuse,0
C-EEU-BGR,wood,2015,downcycling,0
C-EEU-BGR,wood,2015,incineration,0.64
C-EEU-BGR,wood,2015,landfilling,0.06
C-EEU-BGR,wood,2015,recycling,0.3
