,year,region_bld,clim,arch,urt,value
995,2030,C-WEU-LUX,Zone_5A Cool Humid,sfh,urb,0.002
996,2030,C-WEU-MLT,Zone_3A Warm Humid,mfh,urb,0.0
997,2030,C-WEU-MLT,Zone_3A Warm Humid,sfh,urb,0.0
998,2030,C-WEU-NLD,Zone_4A Mixed Humid,mfh,rur,0.14
999,2030,C-WEU-NLD,Zone_4A Mixed Humid,mfh,urb,0.064
1000,2030,C-WEU-NLD,Zone_4A Mixed Humid,sfh,rur,0.1
1001,2030,C-WEU-NLD,Zone_4A Mixed Humid,sfh,urb,0.027
1002,2030,C-WEU-NLD,Zone_5A Cool Humid,mfh,urb,0.067
1003,2030,C-WEU-NLD,Zone_5A Cool Humid,sfh,urb,0.028
1004,2030,C-WEU-PRT,Zone_3A Warm Humid,mfh,rur,0.308
1005,2030,C-WEU-PRT,Zone_3A Warm Humid,mfh,urb,0.24
1006,2030,C-WEU-PRT,Zone_3A Warm Humid,sfh,rur,0.43
1007,2030,C-WEU-PRT,Zone_3A Warm Humid,sfh,urb,0.346
1008,2030,C-WEU-PRT,Zone_3C Warm Marine,mfh,rur,0.342
1009,2030,C-WEU-PRT,Zone_3C Warm Marine,mfh,urb,0.19
1010,2030,C-WEU-PRT,Zone_3C Warm Marine,sfh,rur,0.437
1011,2030,C-WEU-PRT,Zone_3C Warm Marine,sfh,urb,0.251
1012,2030,C-WEU-PRT,Zone_4A Mixed Humid,mfh,rur,0.379
1013,2030,C-WEU-PRT,Zone_4A Mixed Humid,sfh,rur,0.51
1014,2030,C-WEU-PRT,Zone_4C Mixed Marine,mfh,rur,0.33
1015,2030,C-WEU-PRT,Zone_4C Mixed Marine,mfh,urb,0.198
1016,2030,C-WEU-PRT,Zone_4C Mixed Marine,sfh,rur,0.516
1017,2030,C-WEU-PRT,Zone_4C Mixed Marine,sfh,urb,0.267
1018,2030,C-WEU-SWE,Zone_5A Cool Humid,mfh,rur,0.153
1019,2030,C-WEU-SWE,Zone_5A Cool Humid,mfh,urb,0.088
1020,2030,C-WEU-SWE,Zone_5A Cool Humid,sfh,rur,0.447
1021,2030,C-WEU-SWE,Zone_5A Cool Humid,sfh,urb,0.178
1022,2030,C-WEU-SWE,Zone_6A Cold Humid,mfh,rur,0.135
1023,2030,C-WEU-SWE,Zone_6A Cold Humid,mfh,urb,0.089
1024,2030,C-WEU-SWE,Zone_6A Cold Humid,sfh,rur,0.35
1025,2030,C-WEU-SWE,Zone_6A Cold Humid,sfh,urb,0.223
1026,2030,C-WEU-SWE,Zone_7A Very cold Humid,mfh,rur,0.155
1027,2030,C-WEU-SWE,Zone_7A Very cold Humid,mfh,urb,0.126
1028,2030,C-WEU-SWE,Zone_7A Very cold Humid,sfh,rur,0.464
1029,2030,C-WEU-SWE,Zone_7A Very cold Humid,sfh,urb,0.35
1030,2030,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,mfh,urb,0.159
1031,2030,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,sfh,urb,0.342
1032,2035,C-EEU-BGR,Zone_4A Mixed Humid,mfh,rur,0.325
1033,2035,C-EEU-BGR,Zone_4A Mixed Humid,mfh,urb,0.329
1034,2035,C-EEU-BGR,Zone_4A Mixed Humid,sfh,rur,0.479
1035,2035,C-EEU-BGR,Zone_4A Mixed Humid,sfh,urb,0.467
1036,2035,C-EEU-BGR,Zone_5A Cool Humid,mfh,rur,0.407
1037,2035,C-EEU-BGR,Zone_5A Cool Humid,mfh,urb,0.29
1038,2035,C-EEU-BGR,Zone_5A Cool Humid,sfh,rur,0.559
1039,2035,C-EEU-BGR,Zone_5A Cool Humid,sfh,urb,0.557
1040,2035,C-EEU-CZE,Zone_5A Cool Humid,mfh,rur,0.165
1041,2035,C-EEU-CZE,Zone_5A Cool Humid,mfh,urb,0.135
1042,2035,C-EEU-CZE,Zone_5A Cool Humid,sfh,rur,0.262
1043,2035,C-EEU-CZE,Zone_5A Cool Humid,sfh,urb,0.187
1044,2035,C-EEU-EST,Zone_6A Cold Humid,mfh,rur,0.292
1045,2035,C-EEU-EST,Zone_6A Cold Humid,mfh,urb,0.223
1046,2035,C-EEU-EST,Zone_6A Cold Humid,sfh,rur,0.282
1047,2035,C-EEU-EST,Zone_6A Cold Humid,sfh,urb,0.236
1048,2035,C-EEU-HRV,Zone_3A Warm Humid,mfh,rur,0.547
1049,2035,C-EEU-HRV,Zone_3A Warm Humid,sfh,rur,0.585
1050,2035,C-EEU-HRV,Zone_4A Mixed Humid,mfh,rur,0.337
1051,2035,C-EEU-HRV,Zone_4A Mixed Humid,mfh,urb,0.333
1052,2035,C-EEU-HRV,Zone_4A Mixed Humid,sfh,rur,0.397
1053,2035,C-EEU-HRV,Zone_4A Mixed Humid,sfh,urb,0.384
1054,2035,C-EEU-HRV,Zone_4C Mixed Marine,mfh,rur,0.635
1055,2035,C-EEU-HRV,Zone_4C Mixed Marine,sfh,rur,0.59
1056,2035,C-EEU-HRV,Zone_5A Cool Humid,mfh,rur,0.701
1057,2035,C-EEU-HRV,Zone_5A Cool Humid,sfh,rur,0.632
1058,2035,C-EEU-HUN,Zone_4A Mixed Humid,mfh,rur,0.23
1059,2035,C-EEU-HUN,Zone_4A Mixed Humid,mfh,urb,0.17
1060,2035,C-EEU-HUN,Zone_4A Mixed Humid,sfh,rur,0.131
1061,2035,C-EEU-HUN,Zone_4A Mixed Humid,sfh,urb,0.082
1062,2035,C-EEU-HUN,Zone_5A Cool Humid,mfh,rur,0.15
1063,2035,C-EEU-HUN,Zone_5A Cool Humid,mfh,urb,0.122
1064,2035,C-EEU-HUN,Zone_5A Cool Humid,sfh,rur,0.097
1065,2035,C-EEU-HUN,Zone_5A Cool Humid,sfh,urb,0.101
1066,2035,C-EEU-LTU,Zone_5A Cool Humid,mfh,rur,0.187
1067,2035,C-EEU-LTU,Zone_5A Cool Humid,mfh,urb,0.166
1068,2035,C-EEU-LTU,Zone_5A Cool Humid,sfh,rur,0.131
1069,2035,C-EEU-LTU,Zone_5A Cool Humid,sfh,urb,0.098
1070,2035,C-EEU-LTU,Zone_6A Cold Humid,mfh,rur,0.143
1071,2035,C-EEU-LTU,Zone_6A Cold Humid,mfh,urb,0.143
1072,2035,C-EEU-LTU,Zone_6A Cold Humid,sfh,rur,0.12
1073,2035,C-EEU-LTU,Zone_6A Cold Humid,sfh,urb,0.186
1074,2035,C-EEU-LVA,Zone_6A Cold Humid,mfh,rur,0.232
1075,2035,C-EEU-LVA,Zone_6A Cold Humid,mfh,urb,0.193
1076,2035,C-EEU-LVA,Zone_6A Cold Humid,sfh,rur,0.307
1077,2035,C-EEU-LVA,Zone_6A Cold Humid,sfh,urb,0.345
1078,2035,C-EEU-POL,Zone_5A Cool Humid,mfh,rur,0.19
1079,2035,C-EEU-POL,Zone_5A Cool Humid,mfh,urb,0.207
1080,2035,C-EEU-POL,Zone_5A Cool Humid,sfh,rur,0.15
1081,2035,C-EEU-POL,Zone_5A Cool Humid,sfh,urb,0.132
1082,2035,C-EEU-POL,Zone_6A Cold Humid,mfh,rur,0.378
1083,2035,C-EEU-POL,Zone_6A Cold Humid,mfh,urb,0.264
1084,2035,C-EEU-POL,Zone_6A Cold Humid,sfh,rur,0.175
1085,2035,C-EEU-POL,Zone_6A Cold Humid,sfh,urb,0.164
1086,2035,C-EEU-ROU,Zone_4A Mixed Humid,mfh,rur,0.295
1087,2035,C-EEU-ROU,Zone_4A Mixed Humid,mfh,urb,0.233
1088,2035,C-EEU-ROU,Zone_4A Mixed Humid,sfh,rur,0.277
1089,2035,C-EEU-ROU,Zone_4A Mixed Humid,sfh,urb,0.256
1090,2035,C-EEU-ROU,Zone_5A Cool Humid,mfh,rur,0.257
1091,2035,C-EEU-ROU,Zone_5A Cool Humid,mfh,urb,0.232
1092,2035,C-EEU-ROU,Zone_5A Cool Humid,sfh,rur,0.269
1093,2035,C-EEU-ROU,Zone_5A Cool Humid,sfh,urb,0.264
1094,2035,C-EEU-ROU,Zone_6A Cold Humid,mfh,rur,0.246
1095,2035,C-EEU-ROU,Zone_6A Cold Humid,sfh,rur,0.234
1096,2035,C-EEU-SVK,Zone_5A Cool Humid,mfh,rur,0.191
1097,2035,C-EEU-SVK,Zone_5A Cool Humid,mfh,urb,0.206
1098,2035,C-EEU-SVK,Zone_5A Cool Humid,sfh,rur,0.228
1099,2035,C-EEU-SVK,Zone_5A Cool Humid,sfh,urb,0.231
1100,2035,C-EEU-SVK,Zone_6A Cold Humid,mfh,rur,0.168
1101,2035,C-EEU-SVK,Zone_6A Cold Humid,mfh,urb,0.19
1102,2035,C-EEU-SVK,Zone_6A Cold Humid,sfh,rur,0.198
1103,2035,C-EEU-SVK,Zone_6A Cold Humid,sfh,urb,0.232
1104,2035,C-EEU-SVN,Zone_4A Mixed Humid,mfh,rur,0.193
1105,2035,C-EEU-SVN,Zone_4A Mixed Humid,mfh,urb,0.264
1106,2035,C-EEU-SVN,Zone_4A Mixed Humid,sfh,rur,0.196
1107,2035,C-EEU-SVN,Zone_4A Mixed Humid,sfh,urb,0.249
1108,2035,C-EEU-SVN,Zone_5A Cool Humid,mfh,rur,0.169
1109,2035,C-EEU-SVN,Zone_5A Cool Humid,mfh,urb,0.185
1110,2035,C-EEU-SVN,Zone_5A Cool Humid,sfh,rur,0.214
1111,2035,C-EEU-SVN,Zone_5A Cool Humid,sfh,urb,0.147
1112,2035,C-EEU-SVN,Zone_7A Very cold Humid,mfh,rur,0.213
1113,2035,C-EEU-SVN,Zone_7A Very cold Humid,sfh,rur,0.225
1114,2035,C-WEU-AUT,Zone_4A Mixed Humid,mfh,rur,0.21
1115,2035,C-WEU-AUT,Zone_4A Mixed Humid,mfh,urb,0.134
1116,2035,C-WEU-AUT,Zone_4A Mixed Humid,sfh,rur,0.174
1117,2035,C-WEU-AUT,Zone_4A Mixed Humid,sfh,urb,0.214
1118,2035,C-WEU-AUT,Zone_5A Cool Humid,mfh,rur,0.224
1119,2035,C-WEU-AUT,Zone_5A Cool Humid,mfh,urb,0.178
1120,2035,C-WEU-AUT,Zone_5A Cool Humid,sfh,rur,0.166
1121,2035,C-WEU-AUT,Zone_5A Cool Humid,sfh,urb,0.167
1122,2035,C-WEU-AUT,Zone_6A Cold Humid,mfh,rur,0.242
1123,2035,C-WEU-AUT,Zone_6A Cold Humid,mfh,urb,0.208
1124,2035,C-WEU-AUT,Zone_6A Cold Humid,sfh,rur,0.163
1125,2035,C-WEU-AUT,Zone_6A Cold Humid,sfh,urb,0.139
1126,2035,C-WEU-AUT,Zone_7A Very cold Humid,mfh,rur,0.296
1127,2035,C-WEU-AUT,Zone_7A Very cold Humid,mfh,urb,0.18
1128,2035,C-WEU-AUT,Zone_7A Very cold Humid,sfh,rur,0.192
1129,2035,C-WEU-AUT,Zone_7A Very cold Humid,sfh,urb,0.127
1130,2035,C-WEU-BEL,Zone_4A Mixed Humid,mfh,rur,0.161
1131,2035,C-WEU-BEL,Zone_4A Mixed Humid,mfh,urb,0.24
1132,2035,C-WEU-BEL,Zone_4A Mixed Humid,sfh,rur,0.092
1133,2035,C-WEU-BEL,Zone_4A Mixed Humid,sfh,urb,0.082
1134,2035,C-WEU-BEL,Zone_5A Cool Humid,mfh,rur,0.195
1135,2035,C-WEU-BEL,Zone_5A Cool Humid,mfh,urb,0.191
1136,2035,C-WEU-BEL,Zone_5A Cool Humid,sfh,rur,0.173
1137,2035,C-WEU-BEL,Zone_5A Cool Humid,sfh,urb,0.092
1138,2035,C-WEU-CYP,Zone_3A Warm Humid,mfh,urb,0.283
1139,2035,C-WEU-CYP,Zone_3A Warm Humid,sfh,urb,0.279
1140,2035,C-WEU-DEU,Zone_4A Mixed Humid,mfh,rur,0.098
1141,2035,C-WEU-DEU,Zone_4A Mixed Humid,mfh,urb,0.07
1142,2035,C-WEU-DEU,Zone_4A Mixed Humid,sfh,rur,0.054
1143,2035,C-WEU-DEU,Zone_4A Mixed Humid,sfh,urb,0.037
1144,2035,C-WEU-DEU,Zone_5A Cool Humid,mfh,rur,0.139
1145,2035,C-WEU-DEU,Zone_5A Cool Humid,mfh,urb,0.087
1146,2035,C-WEU-DEU,Zone_5A Cool Humid,sfh,rur,0.067
1147,2035,C-WEU-DEU,Zone_5A Cool Humid,sfh,urb,0.044
1148,2035,C-WEU-DEU,Zone_6A Cold Humid,mfh,rur,0.142
1149,2035,C-WEU-DEU,Zone_6A Cold Humid,mfh,urb,0.118
1150,2035,C-WEU-DEU,Zone_6A Cold Humid,sfh,rur,0.075
1151,2035,C-WEU-DEU,Zone_6A Cold Humid,sfh,urb,0.062
1152,2035,C-WEU-DNK,Zone_5A Cool Humid,mfh,rur,0.391
1153,2035,C-WEU-DNK,Zone_5A Cool Humid,mfh,urb,0.168
1154,2035,C-WEU-DNK,Zone_5A Cool Humid,sfh,rur,0.066
1155,2035,C-WEU-DNK,Zone_5A Cool Humid,sfh,urb,0.048
1156,2035,C-WEU-ESP,Zone_2B Hot Dry,mfh,urb,0.293
1157,2035,C-WEU-ESP,Zone_2B Hot Dry,sfh,urb,0.245
1158,2035,C-WEU-ESP,Zone_3A Warm Humid,mfh,rur,0.377
1159,2035,C-WEU-ESP,Zone_3A Warm Humid,mfh,urb,0.241
1160,2035,C-WEU-ESP,Zone_3A Warm Humid,sfh,rur,0.357
1161,2035,C-WEU-ESP,Zone_3A Warm Humid,sfh,urb,0.372
1162,2035,C-WEU-ESP,Zone_3B Warm Dry,mfh,rur,0.354
1163,2035,C-WEU-ESP,Zone_3B Warm Dry,mfh,urb,0.279
1164,2035,C-WEU-ESP,Zone_3B Warm Dry,sfh,rur,0.423
1165,2035,C-WEU-ESP,Zone_3B Warm Dry,sfh,urb,0.384
1166,2035,C-WEU-ESP,Zone_3C Warm Marine,mfh,urb,0.295
1167,2035,C-WEU-ESP,Zone_3C Warm Marine,sfh,urb,0.321
1168,2035,C-WEU-ESP,Zone_4A Mixed Humid,mfh,rur,0.385
1169,2035,C-WEU-ESP,Zone_4A Mixed Humid,mfh,urb,0.255
1170,2035,C-WEU-ESP,Zone_4A Mixed Humid,sfh,rur,0.635
1171,2035,C-WEU-ESP,Zone_4A Mixed Humid,sfh,urb,0.488
1172,2035,C-WEU-ESP,Zone_4C Mixed Marine,mfh,rur,0.412
1173,2035,C-WEU-ESP,Zone_4C Mixed Marine,mfh,urb,0.28
1174,2035,C-WEU-ESP,Zone_4C Mixed Marine,sfh,rur,0.608
1175,2035,C-WEU-ESP,Zone_4C Mixed Marine,sfh,urb,0.483
1176,2035,C-WEU-FIN,Zone_6A Cold Humid,mfh,rur,0.192
1177,2035,C-WEU-FIN,Zone_6A Cold Humid,mfh,urb,0.101
1178,2035,C-WEU-FIN,Zone_6A Cold Humid,sfh,rur,0.087
1179,2035,C-WEU-FIN,Zone_6A Cold Humid,sfh,urb,0.071
1180,2035,C-WEU-FIN,Zone_7A Very cold Humid,mfh,rur,0.193
1181,2035,C-WEU-FIN,Zone_7A Very cold Humid,mfh,urb,0.134
1182,2035,C-WEU-FIN,Zone_7A Very cold Humid,sfh,rur,0.109
1183,2035,C-WEU-FIN,Zone_7A Very cold Humid,sfh,urb,0.084
1184,2035,C-WEU-FRA,Zone_0A Extremely hot Humid,mfh,urb,0.256
1185,2035,C-WEU-FRA,Zone_0A Extremely hot Humid,sfh,urb,0.256
1186,2035,C-WEU-FRA,Zone_1A Very hot Humid,mfh,urb,0.24
1187,2035,C-WEU-FRA,Zone_1A Very hot Humid,sfh,urb,0.21
1188,2035,C-WEU-FRA,Zone_2A Hot Humid,mfh,urb,0.139
1189,2035,C-WEU-FRA,Zone_2A Hot Humid,sfh,urb,0.111
1190,2035,C-WEU-FRA,Zone_3A Warm Humid,mfh,rur,0.335
1191,2035,C-WEU-FRA,Zone_3A Warm Humid,mfh,urb,0.244
1192,2035,C-WEU-FRA,Zone_3A Warm Humid,sfh,rur,0.207
1193,2035,C-WEU-FRA,Zone_3A Warm Humid,sfh,urb,0.183
1194,2035,C-WEU-FRA,Zone_3C Warm Marine,mfh,urb,0.337
1195,2035,C-WEU-FRA,Zone_3C Warm Marine,sfh,urb,0.322
1196,2035,C-WEU-FRA,Zone_4A Mixed Humid,mfh,rur,0.263
1197,2035,C-WEU-FRA,Zone_4A Mixed Humid,mfh,urb,0.147
1198,2035,C-WEU-FRA,Zone_4A Mixed Humid,sfh,rur,0.2
1199,2035,C-WEU-FRA,Zone_4A Mixed Humid,sfh,urb,0.104
1200,2035,C-WEU-FRA,Zone_4C Mixed Marine,mfh,rur,0.411
1201,2035,C-WEU-FRA,Zone_4C Mixed Marine,sfh,rur,0.366
1202,2035,C-WEU-FRA,Zone_5A Cool Humid,mfh,rur,0.274
1203,2035,C-WEU-FRA,Zone_5A Cool Humid,mfh,urb,0.227
1204,2035,C-WEU-FRA,Zone_5A Cool Humid,sfh,rur,0.246
1205,2035,C-WEU-FRA,Zone_5A Cool Humid,sfh,urb,0.126
1206,2035,C-WEU-FRA,Zone_7A Very cold Humid,mfh,urb,0.516
1207,2035,C-WEU-FRA,Zone_7A Very cold Humid,sfh,urb,0.263
1208,2035,C-WEU-GRC,Zone_3A Warm Humid,mfh,rur,0.453
1209,2035,C-WEU-GRC,Zone_3A Warm Humid,mfh,urb,0.234
1210,2035,C-WEU-GRC,Zone_3A Warm Humid,sfh,rur,0.518
1211,2035,C-WEU-GRC,Zone_3A Warm Humid,sfh,urb,0.422
1212,2035,C-WEU-GRC,Zone_4A Mixed Humid,mfh,rur,0.337
1213,2035,C-WEU-GRC,Zone_4A Mixed Humid,mfh,urb,0.262
1214,2035,C-WEU-GRC,Zone_4A Mixed Humid,sfh,rur,0.443
1215,2035,C-WEU-GRC,Zone_4A Mixed Humid,sfh,urb,0.402
1216,2035,C-WEU-GRC,Zone_4C Mixed Marine,mfh,urb,0.22
1217,2035,C-WEU-GRC,Zone_4C Mixed Marine,sfh,urb,0.327
1218,2035,C-WEU-GRC,Zone_5A Cool Humid,mfh,rur,0.343
1219,2035,C-WEU-GRC,Zone_5A Cool Humid,mfh,urb,0.313
1220,2035,C-WEU-GRC,Zone_5A Cool Humid,sfh,rur,0.401
1221,2035,C-WEU-GRC,Zone_5A Cool Humid,sfh,urb,0.375
1222,2035,C-WEU-GRC,Zone_5C Cool Marine,mfh,urb,0.376
1223,2035,C-WEU-GRC,Zone_5C Cool Marine,sfh,urb,0.401
1224,2035,C-WEU-IRL,Zone_4A Mixed Humid,mfh,rur,0.208
1225,2035,C-WEU-IRL,Zone_4A Mixed Humid,sfh,rur,0.148
1226,2035,C-WEU-IRL,Zone_5A Cool Humid,mfh,rur,0.267
1227,2035,C-WEU-IRL,Zone_5A Cool Humid,mfh,urb,0.134
1228,2035,C-WEU-IRL,Zone_5A Cool Humid,sfh,rur,0.154
1229,2035,C-WEU-IRL,Zone_5A Cool Humid,sfh,urb,0.068
1230,2035,C-WEU-ITA,Zone_3A Warm Humid,mfh,rur,0.337
1231,2035,C-WEU-ITA,Zone_3A Warm Humid,mfh,urb,0.269
1232,2035,C-WEU-ITA,Zone_3A Warm Humid,sfh,rur,0.357
1233,2035,C-WEU-ITA,Zone_3A Warm Humid,sfh,urb,0.367
1234,2035,C-WEU-ITA,Zone_4A Mixed Humid,mfh,rur,0.344
1235,2035,C-WEU-ITA,Zone_4A Mixed Humid,mfh,urb,0.205
1236,2035,C-WEU-ITA,Zone_4A Mixed Humid,sfh,rur,0.34
1237,2035,C-WEU-ITA,Zone_4A Mixed Humid,sfh,urb,0.241
1238,2035,C-WEU-ITA,Zone_4C Mixed Marine,mfh,rur,0.461
1239,2035,C-WEU-ITA,Zone_4C Mixed Marine,mfh,urb,0.322
1240,2035,C-WEU-ITA,Zone_4C Mixed Marine,sfh,rur,0.511
1241,2035,C-WEU-ITA,Zone_4C Mixed Marine,sfh,urb,0.402
1242,2035,C-WEU-ITA,Zone_5A Cool Humid,mfh,urb,0.239
1243,2035,C-WEU-ITA,Zone_5A Cool Humid,sfh,urb,0.256
1244,2035,C-WEU-ITA,Zone_5C Cool Marine,mfh,urb,0.308
1245,2035,C-WEU-ITA,Zone_5C Cool Marine,sfh,urb,0.341
1246,2035,C-WEU-ITA,Zone_6A Cold Humid,mfh,urb,0.561
1247,2035,C-WEU-ITA,Zone_6A Cold Humid,sfh,urb,0.554
1248,2035,C-WEU-ITA,Zone_7A Very cold Humid,mfh,rur,0.502
1249,2035,C-WEU-ITA,Zone_7A Very cold Humid,mfh,urb,0.374
1250,2035,C-WEU-ITA,Zone_7A Very cold Humid,sfh,rur,0.415
1251,2035,C-WEU-ITA,Zone_7A Very cold Humid,sfh,urb,0.437
1252,2035,C-WEU-LUX,Zone_5A Cool Humid,mfh,urb,0.104
1253,2035,C-WEU-LUX,Zone_5A Cool Humid,sfh,urb,0.002
1254,2035,C-WEU-MLT,Zone_3A Warm Humid,mfh,urb,0.0
1255,2035,C-WEU-MLT,Zone_3A Warm Humid,sfh,urb,0.0
1256,2035,C-WEU-NLD,Zone_4A Mixed Humid,mfh,rur,0.14
1257,2035,C-WEU-NLD,Zone_4A Mixed Humid,mfh,urb,0.064
1258,2035,C-WEU-NLD,Zone_4A Mixed Humid,sfh,rur,0.1
1259,2035,C-WEU-NLD,Zone_4A Mixed Humid,sfh,urb,0.027
1260,2035,C-WEU-NLD,Zone_5A Cool Humid,mfh,urb,0.067
1261,2035,C-WEU-NLD,Zone_5A Cool Humid,sfh,urb,0.028
1262,2035,C-WEU-PRT,Zone_3A Warm Humid,mfh,rur,0.308
1263,2035,C-WEU-PRT,Zone_3A Warm Humid,mfh,urb,0.24
1264,2035,C-WEU-PRT,Zone_3A Warm Humid,sfh,rur,0.43
1265,2035,C-WEU-PRT,Zone_3A Warm Humid,sfh,urb,0.346
1266,2035,C-WEU-PRT,Zone_3C Warm Marine,mfh,rur,0.342
1267,2035,C-WEU-PRT,Zone_3C Warm Marine,mfh,urb,0.19
1268,2035,C-WEU-PRT,Zone_3C Warm Marine,sfh,rur,0.437
1269,2035,C-WEU-PRT,Zone_3C Warm Marine,sfh,urb,0.251
1270,2035,C-WEU-PRT,Zone_4A Mixed Humid,mfh,rur,0.379
1271,2035,C-WEU-PRT,Zone_4A Mixed Humid,sfh,rur,0.51
1272,2035,C-WEU-PRT,Zone_4C Mixed Marine,mfh,rur,0.33
1273,2035,C-WEU-PRT,Zone_4C Mixed Marine,mfh,urb,0.198
1274,2035,C-WEU-PRT,Zone_4C Mixed Marine,sfh,rur,0.516
1275,2035,C-WEU-PRT,Zone_4C Mixed Marine,sfh,urb,0.267
1276,2035,C-WEU-SWE,Zone_5A Cool Humid,mfh,rur,0.153
1277,2035,C-WEU-SWE,Zone_5A Cool Humid,mfh,urb,0.088
1278,2035,C-WEU-SWE,Zone_5A Cool Humid,sfh,rur,0.447
1279,2035,C-WEU-SWE,Zone_5A Cool Humid,sfh,urb,0.178
1280,2035,C-WEU-SWE,Zone_6A Cold Humid,mfh,rur,0.135
1281,2035,C-WEU-SWE,Zone_6A Cold Humid,mfh,urb,0.089
1282,2035,C-WEU-SWE,Zone_6A Cold Humid,sfh,rur,0.35
1283,2035,C-WEU-SWE,Zone_6A Cold Humid,sfh,urb,0.223
1284,2035,C-WEU-SWE,Zone_7A Very cold Humid,mfh,rur,0.155
1285,2035,C-WEU-SWE,Zone_7A Very cold Humid,mfh,urb,0.126
1286,2035,C-WEU-SWE,Zone_7A Very cold Humid,sfh,rur,0.464
1287,2035,C-WEU-SWE,Zone_7A Very cold Humid,sfh,urb,0.35
1288,2035,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,mfh,urb,0.159
1289,2035,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,sfh,urb,0.342
1290,2040,C-EEU-BGR,Zone_4A Mixed Humid,mfh,rur,0.325
1291,2040,C-EEU-BGR,Zone_4A Mixed Humid,mfh,urb,0.329
1292,2040,C-EEU-BGR,Zone_4A Mixed Humid,sfh,rur,0.479
1293,2040,C-EEU-BGR,Zone_4A Mixed Humid,sfh,urb,0.467
1294,2040,C-EEU-BGR,Zone_5A Cool Humid,mfh,rur,0.407
1295,2040,C-EEU-BGR,Zone_5A Cool Humid,mfh,urb,0.29
1296,2040,C-EEU-BGR,Zone_5A Cool Humid,sfh,rur,0.559
1297,2040,C-EEU-BGR,Zone_5A Cool Humid,sfh,urb,0.557
1298,2040,C-EEU-CZE,Zone_5A Cool Humid,mfh,rur,0.165
1299,2040,C-EEU-CZE,Zone_5A Cool Humid,mfh,urb,0.135
1300,2040,C-EEU-CZE,Zone_5A Cool Humid,sfh,rur,0.262
1301,2040,C-EEU-CZE,Zone_5A Cool Humid,sfh,urb,0.187
1302,2040,C-EEU-EST,Zone_6A Cold Humid,mfh,rur,0.292
1303,2040,C-EEU-EST,Zone_6A Cold Humid,mfh,urb,0.223
1304,2040,C-EEU-EST,Zone_6A Cold Humid,sfh,rur,0.282
1305,2040,C-EEU-EST,Zone_6A Cold Humid,sfh,urb,0.236
1306,2040,C-EEU-HRV,Zone_3A Warm Humid,mfh,rur,0.547
1307,2040,C-EEU-HRV,Zone_3A Warm Humid,sfh,rur,0.585
1308,2040,C-EEU-HRV,Zone_4A Mixed Humid,mfh,rur,0.337
1309,2040,C-EEU-HRV,Zone_4A Mixed Humid,mfh,urb,0.333
1310,2040,C-EEU-HRV,Zone_4A Mixed Humid,sfh,rur,0.397
1311,2040,C-EEU-HRV,Zone_4A Mixed Humid,sfh,urb,0.384
1312,2040,C-EEU-HRV,Zone_4C Mixed Marine,mfh,rur,0.635
1313,2040,C-EEU-HRV,Zone_4C Mixed Marine,sfh,rur,0.59
1314,2040,C-EEU-HRV,Zone_5A Cool Humid,mfh,rur,0.701
1315,2040,C-EEU-HRV,Zone_5A Cool Humid,sfh,rur,0.632
1316,2040,C-EEU-HUN,Zone_4A Mixed Humid,mfh,rur,0.23
1317,2040,C-EEU-HUN,Zone_4A Mixed Humid,mfh,urb,0.17
1318,2040,C-EEU-HUN,Zone_4A Mixed Humid,sfh,rur,0.131
1319,2040,C-EEU-HUN,Zone_4A Mixed Humid,sfh,urb,0.082
1320,2040,C-EEU-HUN,Zone_5A Cool Humid,mfh,rur,0.15
1321,2040,C-EEU-HUN,Zone_5A Cool Humid,mfh,urb,0.122
1322,2040,C-EEU-HUN,Zone_5A Cool Humid,sfh,rur,0.097
1323,2040,C-EEU-HUN,Zone_5A Cool Humid,sfh,urb,0.101
1324,2040,C-EEU-LTU,Zone_5A Cool Humid,mfh,rur,0.187
1325,2040,C-EEU-LTU,Zone_5A Cool Humid,mfh,urb,0.166
1326,2040,C-EEU-LTU,Zone_5A Cool Humid,sfh,rur,0.131
1327,2040,C-EEU-LTU,Zone_5A Cool Humid,sfh,urb,0.098
1328,2040,C-EEU-LTU,Zone_6A Cold Humid,mfh,rur,0.143
1329,2040,C-EEU-LTU,Zone_6A Cold Humid,mfh,urb,0.143
1330,2040,C-EEU-LTU,Zone_6A Cold Humid,sfh,rur,0.12
1331,2040,C-EEU-LTU,Zone_6A Cold Humid,sfh,urb,0.186
1332,2040,C-EEU-LVA,Zone_6A Cold Humid,mfh,rur,0.232
1333,2040,C-EEU-LVA,Zone_6A Cold Humid,mfh,urb,0.193
1334,2040,C-EEU-LVA,Zone_6A Cold Humid,sfh,rur,0.307
1335,2040,C-EEU-LVA,Zone_6A Cold Humid,sfh,urb,0.345
1336,2040,C-EEU-POL,Zone_5A Cool Humid,mfh,rur,0.19
1337,2040,C-EEU-POL,Zone_5A Cool Humid,mfh,urb,0.207
1338,2040,C-EEU-POL,Zone_5A Cool Humid,sfh,rur,0.15
1339,2040,C-EEU-POL,Zone_5A Cool Humid,sfh,urb,0.132
1340,2040,C-EEU-POL,Zone_6A Cold Humid,mfh,rur,0.378
