,year,region_bld,clim,arch,urt,value
2262,2055,C-WEU-ITA,Zone_3A Warm Humid,mfh,rur,0.337
2263,2055,C-WEU-ITA,Zone_3A Warm Humid,mfh,urb,0.269
2264,2055,C-WEU-ITA,Zone_3A Warm Humid,sfh,rur,0.357
2265,2055,C-WEU-ITA,Zone_3A Warm Humid,sfh,urb,0.367
2266,2055,C-WEU-ITA,Zone_4A Mixed Humid,mfh,rur,0.344
2267,2055,C-WEU-ITA,Zone_4A Mixed Humid,mfh,urb,0.205
2268,2055,C-WEU-ITA,Zone_4A Mixed Humid,sfh,rur,0.34
2269,2055,C-WEU-ITA,Zone_4A Mixed Humid,sfh,urb,0.241
2270,2055,C-WEU-ITA,Zone_4C Mixed Marine,mfh,rur,0.461
2271,2055,C-WEU-ITA,Zone_4C Mixed Marine,mfh,urb,0.322
2272,2055,C-WEU-ITA,Zone_4C Mixed Marine,sfh,rur,0.511
2273,2055,C-WEU-ITA,Zone_4C Mixed Marine,sfh,urb,0.402
2274,2055,C-WEU-ITA,Zone_5A Cool Humid,mfh,urb,0.239
2275,2055,C-WEU-ITA,Zone_5A Cool Humid,sfh,urb,0.256
2276,2055,C-WEU-ITA,Zone_5C Cool Marine,mfh,urb,0.308
2277,2055,C-WEU-ITA,Zone_5C Cool Marine,sfh,urb,0.341
2278,2055,C-WEU-ITA,Zone_6A Cold Humid,mfh,urb,0.561
2279,2055,C-WEU-ITA,Zone_6A Cold Humid,sfh,urb,0.554
2280,2055,C-WEU-ITA,Zone_7A Very cold Humid,mfh,rur,0.502
2281,2055,C-WEU-ITA,Zone_7A Very cold Humid,mfh,urb,0.374
2282,2055,C-WEU-ITA,Zone_7A Very cold Humid,sfh,rur,0.415
2283,2055,C-WEU-ITA,Zone_7A Very cold Humid,sfh,urb,0.437
2284,2055,C-WEU-LUX,Zone_5A Cool Humid,mfh,urb,0.104
2285,2055,C-WEU-LUX,Zone_5A Cool Humid,sfh,urb,0.002
2286,2055,C-WEU-MLT,Zone_3A Warm Humid,mfh,urb,0.0
2287,2055,C-WEU-MLT,Zone_3A Warm Humid,sfh,urb,0.0
2288,2055,C-WEU-NLD,Zone_4A Mixed Humid,mfh,rur,0.14
2289,2055,C-WEU-NLD,Zone_4A Mixed Humid,mfh,urb,0.064
2290,2055,C-WEU-NLD,Zone_4A Mixed Humid,sfh,rur,0.1
2291,2055,C-WEU-NLD,Zone_4A Mixed Humid,sfh,urb,0.027
2292,2055,C-WEU-NLD,Zone_5A Cool Humid,mfh,urb,0.067
2293,2055,C-WEU-NLD,Zone_5A Cool Humid,sfh,urb,0.028
2294,2055,C-WEU-PRT,Zone_3A Warm Humid,mfh,rur,0.308
2295,2055,C-WEU-PRT,Zone_3A Warm Humid,mfh,urb,0.24
2296,2055,C-WEU-PRT,Zone_3A Warm Humid,sfh,rur,0.43
2297,2055,C-WEU-PRT,Zone_3A Warm Humid,sfh,urb,0.346
2298,2055,C-WEU-PRT,Zone_3C Warm Marine,mfh,rur,0.342
2299,2055,C-WEU-PRT,Zone_3C Warm Marine,mfh,urb,0.19
2300,2055,C-WEU-PRT,Zone_3C Warm Marine,sfh,rur,0.437
2301,2055,C-WEU-PRT,Zone_3C Warm Marine,sfh,urb,0.251
2302,2055,C-WEU-PRT,Zone_4A Mixed Humid,mfh,rur,0.379
2303,2055,C-WEU-PRT,Zone_4A Mixed Humid,sfh,rur,0.51
2304,2055,C-WEU-PRT,Zone_4C Mixed Marine,mfh,rur,0.33
2305,2055,C-WEU-PRT,Zone_4C Mixed Marine,mfh,urb,0.198
2306,2055,C-WEU-PRT,Zone_4C Mixed Marine,sfh,rur,0.516
2307,2055,C-WEU-PRT,Zone_4C Mixed Marine,sfh,urb,0.267
2308,2055,C-WEU-SWE,Zone_5A Cool Humid,mfh,rur,0.153
2309,2055,C-WEU-SWE,Zone_5A Cool Humid,mfh,urb,0.088
2310,2055,C-WEU-SWE,Zone_5A Cool Humid,sfh,rur,0.447
2311,2055,C-WEU-SWE,Zone_5A Cool Humid,sfh,urb,0.178
2312,2055,C-WEU-SWE,Zone_6A Cold Humid,mfh,rur,0.135
2313,2055,C-WEU-SWE,Zone_6A Cold Humid,mfh,urb,0.089
2314,2055,C-WEU-SWE,Zone_6A Cold Humid,sfh,rur,0.35
2315,2055,C-WEU-SWE,Zone_6A Cold Humid,sfh,urb,0.223
2316,2055,C-WEU-SWE,Zone_7A Very cold Humid,mfh,rur,0.155
2317,2055,C-WEU-SWE,Zone_7A Very cold Humid,mfh,urb,0.126
2318,2055,C-WEU-SWE,Zone_7A Very cold Humid,sfh,rur,0.464
2319,2055,C-WEU-SWE,Zone_7A Very cold Humid,sfh,urb,0.35
2320,2055,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,mfh,urb,0.159
2321,2055,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,sfh,urb,0.342
2322,2060,C-EEU-BGR,Zone_4A Mixed Humid,mfh,rur,0.325
2323,2060,C-EEU-BGR,Zone_4A Mixed Humid,mfh,urb,0.329
2324,2060,C-EEU-BGR,Zone_4A Mixed Humid,sfh,rur,0.479
2325,2060,C-EEU-BGR,Zone_4A Mixed Humid,sfh,urb,0.467
2326,2060,C-EEU-BGR,Zone_5A Cool Humid,mfh,rur,0.407
2327,2060,C-EEU-BGR,Zone_5A Cool Humid,mfh,urb,0.29
2328,2060,C-EEU-BGR,Zone_5A Cool Humid,sfh,rur,0.559
2329,2060,C-EEU-BGR,Zone_5A Cool Humid,sfh,urb,0.557
2330,2060,C-EEU-CZE,Zone_5A Cool Humid,mfh,rur,0.165
2331,2060,C-EEU-CZE,Zone_5A Cool Humid,mfh,urb,0.135
2332,2060,C-EEU-CZE,Zone_5A Cool Humid,sfh,rur,0.262
2333,2060,C-EEU-CZE,Zone_5A Cool Humid,sfh,urb,0.187
2334,2060,C-EEU-EST,Zone_6A Cold Humid,mfh,rur,0.292
2335,2060,C-EEU-EST,Zone_6A Cold Humid,mfh,urb,0.223
2336,2060,C-EEU-EST,Zone_6A Cold Humid,sfh,rur,0.282
2337,2060,C-EEU-EST,Zone_6A Cold Humid,sfh,urb,0.236
2338,2060,C-EEU-HRV,Zone_3A Warm Humid,mfh,rur,0.547
2339,2060,C-EEU-HRV,Zone_3A Warm Humid,sfh,rur,0.585
2340,2060,C-EEU-HRV,Zone_4A Mixed Humid,mfh,rur,0.337
2341,2060,C-EEU-HRV,Zone_4A Mixed Humid,mfh,urb,0.333
2342,2060,C-EEU-HRV,Zone_4A Mixed Humid,sfh,rur,0.397
2343,2060,C-EEU-HRV,Zone_4A Mixed Humid,sfh,urb,0.384
2344,2060,C-EEU-HRV,Zone_4C Mixed Marine,mfh,rur,0.635
2345,2060,C-EEU-HRV,Zone_4C Mixed Marine,sfh,rur,0.59
2346,2060,C-EEU-HRV,Zone_5A Cool Humid,mfh,rur,0.701
2347,2060,C-EEU-HRV,Zone_5A Cool Humid,sfh,rur,0.632
2348,2060,C-EEU-HUN,Zone_4A Mixed Humid,mfh,rur,0.23
2349,2060,C-EEU-HUN,Zone_4A Mixed Humid,mfh,urb,0.17
2350,2060,C-EEU-HUN,Zone_4A Mixed Humid,sfh,rur,0.131
2351,2060,C-EEU-HUN,Zone_4A Mixed Humid,sfh,urb,0.082
2352,2060,C-EEU-HUN,Zone_5A Cool Humid,mfh,rur,0.15
2353,2060,C-EEU-HUN,Zone_5A Cool Humid,mfh,urb,0.122
2354,2060,C-EEU-HUN,Zone_5A Cool Humid,sfh,rur,0.097
2355,2060,C-EEU-HUN,Zone_5A Cool Humid,sfh,urb,0.101
2356,2060,C-EEU-LTU,Zone_5A Cool Humid,mfh,rur,0.187
2357,2060,C-EEU-LTU,Zone_5A Cool Humid,mfh,urb,0.166
2358,2060,C-EEU-LTU,Zone_5A Cool Humid,sfh,rur,0.131
2359,2060,C-EEU-LTU,Zone_5A Cool Humid,sfh,urb,0.098
2360,2060,C-EEU-LTU,Zone_6A Cold Humid,mfh,rur,0.143
2361,2060,C-EEU-LTU,Zone_6A Cold Humid,mfh,urb,0.143
2362,2060,C-EEU-LTU,Zone_6A Cold Humid,sfh,rur,0.12
2363,2060,C-EEU-LTU,Zone_6A Cold Humid,sfh,urb,0.186
2364,2060,C-EEU-LVA,Zone_6A Cold Humid,mfh,rur,0.232
2365,2060,C-EEU-LVA,Zone_6A Cold Humid,mfh,urb,0.193
2366,2060,C-EEU-LVA,Zone_6A Cold Humid,sfh,rur,0.307
2367,2060,C-EEU-LVA,Zone_6A Cold Humid,sfh,urb,0.345
2368,2060,C-EEU-POL,Zone_5A Cool Humid,mfh,rur,0.19
2369,2060,C-EEU-POL,Zone_5A Cool Humid,mfh,urb,0.207
2370,2060,C-EEU-POL,Zone_5A Cool Humid,sfh,rur,0.15
2371,2060,C-EEU-POL,Zone_5A Cool Humid,sfh,urb,0.132
2372,2060,C-EEU-POL,Zone_6A Cold Humid,mfh,rur,0.378
2373,2060,C-EEU-POL,Zone_6A Cold Humid,mfh,urb,0.264
2374,2060,C-EEU-POL,Zone_6A Cold Humid,sfh,rur,0.175
2375,2060,C-EEU-POL,Zone_6A Cold Humid,sfh,urb,0.164
2376,2060,C-EEU-ROU,Zone_4A Mixed Humid,mfh,rur,0.295
2377,2060,C-EEU-ROU,Zone_4A Mixed Humid,mfh,urb,0.233
2378,2060,C-EEU-ROU,Zone_4A Mixed Humid,sfh,rur,0.277
2379,2060,C-EEU-ROU,Zone_4A Mixed Humid,sfh,urb,0.256
2380,2060,C-EEU-ROU,Zone_5A Cool Humid,mfh,rur,0.257
2381,2060,C-EEU-ROU,Zone_5A Cool Humid,mfh,urb,0.232
2382,2060,C-EEU-ROU,Zone_5A Cool Humid,sfh,rur,0.269
2383,2060,C-EEU-ROU,Zone_5A Cool Humid,sfh,urb,0.264
2384,2060,C-EEU-ROU,Zone_6A Cold Humid,mfh,rur,0.246
2385,2060,C-EEU-ROU,Zone_6A Cold Humid,sfh,rur,0.234
2386,2060,C-EEU-SVK,Zone_5A Cool Humid,mfh,rur,0.191
2387,2060,C-EEU-SVK,Zone_5A Cool Humid,mfh,urb,0.206
2388,2060,C-EEU-SVK,Zone_5A Cool Humid,sfh,rur,0.228
2389,2060,C-EEU-SVK,Zone_5A Cool Humid,sfh,urb,0.231
2390,2060,C-EEU-SVK,Zone_6A Cold Humid,mfh,rur,0.168
2391,2060,C-EEU-SVK,Zone_6A Cold Humid,mfh,urb,0.19
2392,2060,C-EEU-SVK,Zone_6A Cold Humid,sfh,rur,0.198
2393,2060,C-EEU-SVK,Zone_6A Cold Humid,sfh,urb,0.232
2394,2060,C-EEU-SVN,Zone_4A Mixed Humid,mfh,rur,0.193
2395,2060,C-EEU-SVN,Zone_4A Mixed Humid,mfh,urb,0.264
2396,2060,C-EEU-SVN,Zone_4A Mixed Humid,sfh,rur,0.196
2397,2060,C-EEU-SVN,Zone_4A Mixed Humid,sfh,urb,0.249
2398,2060,C-EEU-SVN,Zone_5A Cool Humid,mfh,rur,0.169
2399,2060,C-EEU-SVN,Zone_5A Cool Humid,mfh,urb,0.185
2400,2060,C-EEU-SVN,Zone_5A Cool Humid,sfh,rur,0.214
2401,2060,C-EEU-SVN,Zone_5A Cool Humid,sfh,urb,0.147
2402,2060,C-EEU-SVN,Zone_7A Very cold Humid,mfh,rur,0.213
2403,2060,C-EEU-SVN,Zone_7A Very cold Humid,sfh,rur,0.225
2404,2060,C-WEU-AUT,Zone_4A Mixed Humid,mfh,rur,0.21
2405,2060,C-WEU-AUT,Zone_4A Mixed Humid,mfh,urb,0.134
2406,2060,C-WEU-AUT,Zone_4A Mixed Humid,sfh,rur,0.174
2407,2060,C-WEU-AUT,Zone_4A Mixed Humid,sfh,urb,0.214
2408,2060,C-WEU-AUT,Zone_5A Cool Humid,mfh,rur,0.224
2409,2060,C-WEU-AUT,Zone_5A Cool Humid,mfh,urb,0.178
2410,2060,C-WEU-AUT,Zone_5A Cool Humid,sfh,rur,0.166
2411,2060,C-WEU-AUT,Zone_5A Cool Humid,sfh,urb,0.167
2412,2060,C-WEU-AUT,Zone_6A Cold Humid,mfh,rur,0.242
2413,2060,C-WEU-AUT,Zone_6A Cold Humid,mfh,urb,0.208
2414,2060,C-WEU-AUT,Zone_6A Cold Humid,sfh,rur,0.163
2415,2060,C-WEU-AUT,Zone_6A Cold Humid,sfh,urb,0.139
2416,2060,C-WEU-AUT,Zone_7A Very cold Humid,mfh,rur,0.296
2417,2060,C-WEU-AUT,Zone_7A Very cold Humid,mfh,urb,0.18
2418,2060,C-WEU-AUT,Zone_7A Very cold Humid,sfh,rur,0.192
2419,2060,C-WEU-AUT,Zone_7A Very cold Humid,sfh,urb,0.127
2420,2060,C-WEU-BEL,Zone_4A Mixed Humid,mfh,rur,0.161
2421,2060,C-WEU-BEL,Zone_4A Mixed Humid,mfh,urb,0.24
2422,2060,C-WEU-BEL,Zone_4A Mixed Humid,sfh,rur,0.092
2423,2060,C-WEU-BEL,Zone_4A Mixed Humid,sfh,urb,0.082
2424,2060,C-WEU-BEL,Zone_5A Cool Humid,mfh,rur,0.195
2425,2060,C-WEU-BEL,Zone_5A Cool Humid,mfh,urb,0.191
2426,2060,C-WEU-BEL,Zone_5A Cool Humid,sfh,rur,0.173
2427,2060,C-WEU-BEL,Zone_5A Cool Humid,sfh,urb,0.092
2428,2060,C-WEU-CYP,Zone_3A Warm Humid,mfh,urb,0.283
2429,2060,C-WEU-CYP,Zone_3A Warm Humid,sfh,urb,0.279
2430,2060,C-WEU-DEU,Zone_4A Mixed Humid,mfh,rur,0.098
2431,2060,C-WEU-DEU,Zone_4A Mixed Humid,mfh,urb,0.07
2432,2060,C-WEU-DEU,Zone_4A Mixed Humid,sfh,rur,0.054
2433,2060,C-WEU-DEU,Zone_4A Mixed Humid,sfh,urb,0.037
2434,2060,C-WEU-DEU,Zone_5A Cool Humid,mfh,rur,0.139
2435,2060,C-WEU-DEU,Zone_5A Cool Humid,mfh,urb,0.087
2436,2060,C-WEU-DEU,Zone_5A Cool Humid,sfh,rur,0.067
2437,2060,C-WEU-DEU,Zone_5A Cool Humid,sfh,urb,0.044
2438,2060,C-WEU-DEU,Zone_6A Cold Humid,mfh,rur,0.142
2439,2060,C-WEU-DEU,Zone_6A Cold Humid,mfh,urb,0.118
2440,2060,C-WEU-DEU,Zone_6A Cold Humid,sfh,rur,0.075
2441,2060,C-WEU-DEU,Zone_6A Cold Humid,sfh,urb,0.062
2442,2060,C-WEU-DNK,Zone_5A Cool Humid,mfh,rur,0.391
2443,2060,C-WEU-DNK,Zone_5A Cool Humid,mfh,urb,0.168
2444,2060,C-WEU-DNK,Zone_5A Cool Humid,sfh,rur,0.066
2445,2060,C-WEU-DNK,Zone_5A Cool Humid,sfh,urb,0.048
2446,2060,C-WEU-ESP,Zone_2B Hot Dry,mfh,urb,0.293
2447,2060,C-WEU-ESP,Zone_2B Hot Dry,sfh,urb,0.245
2448,2060,C-WEU-ESP,Zone_3A Warm Humid,mfh,rur,0.377
2449,2060,C-WEU-ESP,Zone_3A Warm Humid,mfh,urb,0.241
2450,2060,C-WEU-ESP,Zone_3A Warm Humid,sfh,rur,0.357
2451,2060,C-WEU-ESP,Zone_3A Warm Humid,sfh,urb,0.372
2452,2060,C-WEU-ESP,Zone_3B Warm Dry,mfh,rur,0.354
2453,2060,C-WEU-ESP,Zone_3B Warm Dry,mfh,urb,0.279
2454,2060,C-WEU-ESP,Zone_3B Warm Dry,sfh,rur,0.423
2455,2060,C-WEU-ESP,Zone_3B Warm Dry,sfh,urb,0.384
2456,2060,C-WEU-ESP,Zone_3C Warm Marine,mfh,urb,0.295
2457,2060,C-WEU-ESP,Zone_3C Warm Marine,sfh,urb,0.321
2458,2060,C-WEU-ESP,Zone_4A Mixed Humid,mfh,rur,0.385
2459,2060,C-WEU-ESP,Zone_4A Mixed Humid,mfh,urb,0.255
2460,2060,C-WEU-ESP,Zone_4A Mixed Humid,sfh,rur,0.635
2461,2060,C-WEU-ESP,Zone_4A Mixed Humid,sfh,urb,0.488
2462,2060,C-WEU-ESP,Zone_4C Mixed Marine,mfh,rur,0.412
2463,2060,C-WEU-ESP,Zone_4C Mixed Marine,mfh,urb,0.28
2464,2060,C-WEU-ESP,Zone_4C Mixed Marine,sfh,rur,0.608
2465,2060,C-WEU-ESP,Zone_4C Mixed Marine,sfh,urb,0.483
2466,2060,C-WEU-FIN,Zone_6A Cold Humid,mfh,rur,0.192
2467,2060,C-WEU-FIN,Zone_6A Cold Humid,mfh,urb,0.101
2468,2060,C-WEU-FIN,Zone_6A Cold Humid,sfh,rur,0.087
2469,2060,C-WEU-FIN,Zone_6A Cold Humid,sfh,urb,0.071
2470,2060,C-WEU-FIN,Zone_7A Very cold Humid,mfh,rur,0.193
2471,2060,C-WEU-FIN,Zone_7A Very cold Humid,mfh,urb,0.134
2472,2060,C-WEU-FIN,Zone_7A Very cold Humid,sfh,rur,0.109
2473,2060,C-WEU-FIN,Zone_7A Very cold Humid,sfh,urb,0.084
2474,2060,C-WEU-FRA,Zone_0A Extremely hot Humid,mfh,urb,0.256
2475,2060,C-WEU-FRA,Zone_0A Extremely hot Humid,sfh,urb,0.256
2476,2060,C-WEU-FRA,Zone_1A Very hot Humid,mfh,urb,0.24
2477,2060,C-WEU-FRA,Zone_1A Very hot Humid,sfh,urb,0.21
2478,2060,C-WEU-FRA,Zone_2A Hot Humid,mfh,urb,0.139
2479,2060,C-WEU-FRA,Zone_2A Hot Humid,sfh,urb,0.111
2480,2060,C-WEU-FRA,Zone_3A Warm Humid,mfh,rur,0.335
2481,2060,C-WEU-FRA,Zone_3A Warm Humid,mfh,urb,0.244
2482,2060,C-WEU-FRA,Zone_3A Warm Humid,sfh,rur,0.207
2483,2060,C-WEU-FRA,Zone_3A Warm Humid,sfh,urb,0.183
2484,2060,C-WEU-FRA,Zone_3C Warm Marine,mfh,urb,0.337
2485,2060,C-WEU-FRA,Zone_3C Warm Marine,sfh,urb,0.322
2486,2060,C-WEU-FRA,Zone_4A Mixed Humid,mfh,rur,0.263
2487,2060,C-WEU-FRA,Zone_4A Mixed Humid,mfh,urb,0.147
2488,2060,C-WEU-FRA,Zone_4A Mixed Humid,sfh,rur,0.2
2489,2060,C-WEU-FRA,Zone_4A Mixed Humid,sfh,urb,0.104
2490,2060,C-WEU-FRA,Zone_4C Mixed Marine,mfh,rur,0.411
2491,2060,C-WEU-FRA,Zone_4C Mixed Marine,sfh,rur,0.366
2492,2060,C-WEU-FRA,Zone_5A Cool Humid,mfh,rur,0.274
2493,2060,C-WEU-FRA,Zone_5A Cool Humid,mfh,urb,0.227
2494,2060,C-WEU-FRA,Zone_5A Cool Humid,sfh,rur,0.246
2495,2060,C-WEU-FRA,Zone_5A Cool Humid,sfh,urb,0.126
2496,2060,C-WEU-FRA,Zone_7A Very cold Humid,mfh,urb,0.516
2497,2060,C-WEU-FRA,Zone_7A Very cold Humid,sfh,urb,0.263
2498,2060,C-WEU-GRC,Zone_3A Warm Humid,mfh,rur,0.453
2499,2060,C-WEU-GRC,Zone_3A Warm Humid,mfh,urb,0.234
2500,2060,C-WEU-GRC,Zone_3A Warm Humid,sfh,rur,0.518
2501,2060,C-WEU-GRC,Zone_3A Warm Humid,sfh,urb,0.422
2502,2060,C-WEU-GRC,Zone_4A Mixed Humid,mfh,rur,0.337
2503,2060,C-WEU-GRC,Zone_4A Mixed Humid,mfh,urb,0.262
2504,2060,C-WEU-GRC,Zone_4A Mixed Humid,sfh,rur,0.443
2505,2060,C-WEU-GRC,Zone_4A Mixed Humid,sfh,urb,0.402
2506,2060,C-WEU-GRC,Zone_4C Mixed Marine,mfh,urb,0.22
2507,2060,C-WEU-GRC,Zone_4C Mixed Marine,sfh,urb,0.327
2508,2060,C-WEU-GRC,Zone_5A Cool Humid,mfh,rur,0.343
2509,2060,C-WEU-GRC,Zone_5A Cool Humid,mfh,urb,0.313
2510,2060,C-WEU-GRC,Zone_5A Cool Humid,sfh,rur,0.401
2511,2060,C-WEU-GRC,Zone_5A Cool Humid,sfh,urb,0.375
2512,2060,C-WEU-GRC,Zone_5C Cool Marine,mfh,urb,0.376
2513,2060,C-WEU-GRC,Zone_5C Cool Marine,sfh,urb,0.401
2514,2060,C-WEU-IRL,Zone_4A Mixed Humid,mfh,rur,0.208
2515,2060,C-WEU-IRL,Zone_4A Mixed Humid,sfh,rur,0.148
2516,2060,C-WEU-IRL,Zone_5A Cool Humid,mfh,rur,0.267
2517,2060,C-WEU-IRL,Zone_5A Cool Humid,mfh,urb,0.134
2518,2060,C-WEU-IRL,Zone_5A Cool Humid,sfh,rur,0.154
2519,2060,C-WEU-IRL,Zone_5A Cool Humid,sfh,urb,0.068
2520,2060,C-WEU-ITA,Zone_3A Warm Humid,mfh,rur,0.337
2521,2060,C-WEU-ITA,Zone_3A Warm Humid,mfh,urb,0.269
2522,2060,C-WEU-ITA,Zone_3A Warm Humid,sfh,rur,0.357
2523,2060,C-WEU-ITA,Zone_3A Warm Humid,sfh,urb,0.367
2524,2060,C-WEU-ITA,Zone_4A Mixed Humid,mfh,rur,0.344
2525,2060,C-WEU-ITA,Zone_4A Mixed Humid,mfh,urb,0.205
2526,2060,C-WEU-ITA,Zone_4A Mixed Humid,sfh,rur,0.34
2527,2060,C-WEU-ITA,Zone_4A Mixed Humid,sfh,urb,0.241
2528,2060,C-WEU-ITA,Zone_4C Mixed Marine,mfh,rur,0.461
2529,2060,C-WEU-ITA,Zone_4C Mixed Marine,mfh,urb,0.322
2530,2060,C-WEU-ITA,Zone_4C Mixed Marine,sfh,rur,0.511
2531,2060,C-WEU-ITA,Zone_4C Mixed Marine,sfh,urb,0.402
2532,2060,C-WEU-ITA,Zone_5A Cool Humid,mfh,urb,0.239
2533,2060,C-WEU-ITA,Zone_5A Cool Humid,sfh,urb,0.256
2534,2060,C-WEU-ITA,Zone_5C Cool Marine,mfh,urb,0.308
2535,2060,C-WEU-ITA,Zone_5C Cool Marine,sfh,urb,0.341
2536,2060,C-WEU-ITA,Zone_6A Cold Humid,mfh,urb,0.561
2537,2060,C-WEU-ITA,Zone_6A Cold Humid,sfh,urb,0.554
2538,2060,C-WEU-ITA,Zone_7A Very cold Humid,mfh,rur,0.502
2539,2060,C-WEU-ITA,Zone_7A Very cold Humid,mfh,urb,0.374
2540,2060,C-WEU-ITA,Zone_7A Very cold Humid,sfh,rur,0.415
2541,2060,C-WEU-ITA,Zone_7A Very cold Humid,sfh,urb,0.437
2542,2060,C-WEU-LUX,Zone_5A Cool Humid,mfh,urb,0.104
2543,2060,C-WEU-LUX,Zone_5A Cool Humid,sfh,urb,0.002
2544,2060,C-WEU-MLT,Zone_3A Warm Humid,mfh,urb,0.0
2545,2060,C-WEU-MLT,Zone_3A Warm Humid,sfh,urb,0.0
2546,2060,C-WEU-NLD,Zone_4A Mixed Humid,mfh,rur,0.14
2547,2060,C-WEU-NLD,Zone_4A Mixed Humid,mfh,urb,0.064
2548,2060,C-WEU-NLD,Zone_4A Mixed Humid,sfh,rur,0.1
2549,2060,C-WEU-NLD,Zone_4A Mixed Humid,sfh,urb,0.027
2550,2060,C-WEU-NLD,Zone_5A Cool Humid,mfh,urb,0.067
2551,2060,C-WEU-NLD,Zone_5A Cool Humid,sfh,urb,0.028
2552,2060,C-WEU-PRT,Zone_3A Warm Humid,mfh,rur,0.308
2553,2060,C-WEU-PRT,Zone_3A Warm Humid,mfh,urb,0.24
2554,2060,C-WEU-PRT,Zone_3A Warm Humid,sfh,rur,0.43
2555,2060,C-WEU-PRT,Zone_3A Warm Humid,sfh,urb,0.346
2556,2060,C-WEU-PRT,Zone_3C Warm Marine,mfh,rur,0.342
2557,2060,C-WEU-PRT,Zone_3C Warm Marine,mfh,urb,0.19
2558,2060,C-WEU-PRT,Zone_3C Warm Marine,sfh,rur,0.437
2559,2060,C-WEU-PRT,Zone_3C Warm Marine,sfh,urb,0.251
2560,2060,C-WEU-PRT,Zone_4A Mixed Humid,mfh,rur,0.379
2561,2060,C-WEU-PRT,Zone_4A Mixed Humid,sfh,rur,0.51
2562,2060,C-WEU-PRT,Zone_4C Mixed Marine,mfh,rur,0.33
2563,2060,C-WEU-PRT,Zone_4C Mixed Marine,mfh,urb,0.198
2564,2060,C-WEU-PRT,Zone_4C Mixed Marine,sfh,rur,0.516
2565,2060,C-WEU-PRT,Zone_4C Mixed Marine,sfh,urb,0.267
2566,2060,C-WEU-SWE,Zone_5A Cool Humid,mfh,rur,0.153
2567,2060,C-WEU-SWE,Zone_5A Cool Humid,mfh,urb,0.088
2568,2060,C-WEU-SWE,Zone_5A Cool Humid,sfh,rur,0.447
2569,2060,C-WEU-SWE,Zone_5A Cool Humid,sfh,urb,0.178
2570,2060,C-WEU-SWE,Zone_6A Cold Humid,mfh,rur,0.135
2571,2060,C-WEU-SWE,Zone_6A Cold Humid,mfh,urb,0.089
2572,2060,C-WEU-SWE,Zone_6A Cold Humid,sfh,rur,0.35
2573,2060,C-WEU-SWE,Zone_6A Cold Humid,sfh,urb,0.223
2574,2060,C-WEU-SWE,Zone_7A Very cold Humid,mfh,rur,0.155
2575,2060,C-WEU-SWE,Zone_7A Very cold Humid,mfh,urb,0.126
2576,2060,C-WEU-SWE,Zone_7A Very cold Humid,sfh,rur,0.464
2577,2060,C-WEU-SWE,Zone_7A Very cold Humid,sfh,urb,0.35
2578,2060,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,mfh,urb,0.159
2579,2060,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,sfh,urb,0.342
2580,2065,C-EEU-BGR,Zone_4A Mixed Humid,mfh,rur,0.325
2581,2065,C-EEU-BGR,Zone_4A Mixed Humid,mfh,urb,0.329
2582,2065,C-EEU-BGR,Zone_4A Mixed Humid,sfh,rur,0.479
2583,2065,C-EEU-BGR,Zone_4A Mixed Humid,sfh,urb,0.467
2584,2065,C-EEU-BGR,Zone_5A Cool Humid,mfh,rur,0.407
2585,2065,C-EEU-BGR,Zone_5A Cool Humid,mfh,urb,0.29
2586,2065,C-EEU-BGR,Zone_5A Cool Humid,sfh,rur,0.559
2587,2065,C-EEU-BGR,Zone_5A Cool Humid,sfh,urb,0.557
2588,2065,C-EEU-CZE,Zone_5A Cool Humid,mfh,rur,0.165
2589,2065,C-EEU-CZE,Zone_5A Cool Humid,mfh,urb,0.135
2590,2065,C-EEU-CZE,Zone_5A Cool Humid,sfh,rur,0.262
2591,2065,C-EEU-CZE,Zone_5A Cool Humid,sfh,urb,0.187
2592,2065,C-EEU-EST,Zone_6A Cold Humid,mfh,rur,0.292
2593,2065,C-EEU-EST,Zone_6A Cold Humid,mfh,urb,0.223
2594,2065,C-EEU-EST,Zone_6A Cold Humid,sfh,rur,0.282
2595,2065,C-EEU-EST,Zone_6A Cold Humid,sfh,urb,0.236
2596,2065,C-EEU-HRV,Zone_3A Warm Humid,mfh,rur,0.547
2597,2065,C-EEU-HRV,Zone_3A Warm Humid,sfh,rur,0.585
2598,2065,C-EEU-HRV,Zone_4A Mixed Humid,mfh,rur,0.337
2599,2065,C-EEU-HRV,Zone_4A Mixed Humid,mfh,urb,0.333
2600,2065,C-EEU-HRV,Zone_4A Mixed Humid,sfh,rur,0.397
2601,2065,C-EEU-HRV,Zone_4A Mixed Humid,sfh,urb,0.384
2602,2065,C-EEU-HRV,Zone_4C Mixed Marine,mfh,rur,0.635
2603,2065,C-EEU-HRV,Zone_4C Mixed Marine,sfh,rur,0.59
2604,2065,C-EEU-HRV,Zone_5A Cool Humid,mfh,rur,0.701
2605,2065,C-EEU-HRV,Zone_5A Cool Humid,sfh,rur,0.632
2606,2065,C-EEU-HUN,Zone_4A Mixed Humid,mfh,rur,0.23
